Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Пуровская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163					
		0.25%	0.30%	0.67%	0.0%	0.0%	0.41%	0.0%	0.68%	0.05%	0.0%	0.0%	0.07%	0.21%	0.15%	0.11%	0.29%	0.27%	0.11%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	1	5	0	1	2	1	7	8	0	0	2	6	4	4	5	6	2	1					
		0.27%	0.30%	0.24%	0.0%	0.33%	0.27%	0.26%	0.40%	0.45%	0.0%	0.0%	0.14%	0.42%	0.20%	0.23%	0.36%	0.55%	0.23%	0.07%					
32	"15. ""Партия СЛОН"""	33	0	4	0	1	1	1	4	4	0	0	2	4	2	3	2	3	1	1					
		0.16%	0.0%	0.19%	0.0%	0.33%	0.13%	0.26%	0.22%	0.22%	0.0%	0.0%	0.14%	0.28%	0.10%	0.17%	0.14%	0.27%	0.11%	0.07%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1243	26	113	16	36	29	19	100	110	4	1	69	94	156	129	93	57	98	93					
		6.28%	7.90%	5.46%	1.94%	12.12%	4.01%	5.09%	5.72%	6.31%	1.09%	0.44%	5.08%	6.70%	7.95%	7.44%	6.76%	5.23%	11.57%	6.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	56	0	7	1	0	3	1	2	7	5	1	1	4	7	3	3	5	0	6					
		0.28%	0.0%	0.33%	0.12%	0.0%	0.41%	0.26%	0.11%	0.40%	1.37%	0.44%	0.07%	0.28%	0.35%	0.17%	0.21%	0.45%	0.0%	0.44%					
35	"18. ""ЛДПР"""	3503	46	401	66	61	137	67	369	300	29	6	248	321	400	287	228	174	139	224					
		17.70%	13.98%	19.38%	8.03%	20.53%	18.97%	17.96%	21.10%	17.23%	7.96%	2.67%	18.27%	22.91%	20.40%	16.57%	16.59%	15.97%	16.41%	16.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	225	3	25	13	3	9	3	29	21	9	9	20	8	16	8	13	16	9	11					
		1.13%	0.91%	1.20%	1.58%	1.01%	1.24%	0.80%	1.65%	1.20%	2.47%	4.01%	1.47%	0.57%	0.81%	0.46%	0.94%	1.46%	1.06%	0.82%					
37	"20. ""Политическая партия ""Единая Россия"""	9061	140	945	591	133	345	157	812	858	246	192	572	520	779	758	592	543	323	555					
		45.80%	42.55%	45.67%	71.98%	44.78%	47.78%	42.09%	46.45%	49.28%	67.58%	85.71%	42.15%	37.11%	39.74%	43.76%	43.08%	49.86%	38.13%	41.57%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	0	6	3	2	2	0	2	3	2	2	3	4	1	4	1	0	1	3					
		0.19%	0.0%	0.28%	0.36%	0.67%	0.27%	0.0%	0.11%	0.17%	0.54%	0.89%	0.22%	0.28%	0.05%	0.23%	0.07%	0.0%	0.11%	0.22%					
39	"22. ""Развитие предпринимательства"""	53	0	3	1	0	7	1	6	3	0	0	6	0	3	6	5	6	2	4					
		0.26%	0.0%	0.14%	0.12%	0.0%	0.96%	0.26%	0.34%	0.17%	0.0%	0.0%	0.44%	0.0%	0.15%	0.34%	0.36%	0.55%	0.23%	0.29%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1057	12	106	30	13	21	10	109	94	31	2	87	76	117	91	65	57	50	86					
		5.34%	3.64%	5.12%	3.65%	4.37%	2.90%	2.68%	6.23%	5.39%	8.51%	0.89%	6.41%	5.42%	5.96%	5.25%	4.73%	5.23%	5.90%	6.44%					
																									
41	Против всех	1037	22	111	16	18	48	28	49	76	2	0	97	100	132	99	77	48	46	68					
		5.24%	6.68%	5.36%	1.94%	6.06%	6.64%	7.50%	2.80%	4.36%	0.54%	0.0%	7.14%	7.13%	6.73%	5.71%	5.60%	4.40%	5.43%	5.09%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
