Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Большереченская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554					
		7.64%	9.13%	9.36%	9.54%	8.21%	10.65%	10.92%	9.19%	9.95%	9.98%	14.77%	13.33%	8.08%	10.65%	6.79%	1.75%	7.53%	9.60%	6.67%	5.73%	1.22%	5.57%	7.84%	6.06%	1.20%	4.40%	5.46%	4.60%	0.00%	10.23%	3.85%	11.32%	9.21%	8.15%	3.61%	5.22%	20.00%	6.90%	5.98%	8.50%	9.38%	6.42%	4.76%	5.39%	10.00%	13.10%	1.23%	0.90%	1.65%	0.63%	1.56%	5.05%	11.43%	5.00%	2.96%	5.50%	4.09%	2.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	895	61	48	58	56	27	41	21	38	45	43	4	80	6	28	1	3	25	1	0	4	15	0	2	4	35	4	0	4	19	2	3	2	3	4	9	1	11	7	37	3	1	2	25	18	6	3	12	3	3	0	10	2	4	5	40	3	3					
		4.78%	8.19%	7.02%	8.02%	7.07%	5.13%	8.78%	7.42%	5.18%	5.28%	7.75%	3.33%	7.52%	3.55%	3.22%	1.75%	2.05%	3.53%	1.67%	0.00%	4.88%	3.09%	0.00%	3.03%	2.41%	4.27%	2.19%	0.00%	3.45%	3.35%	1.54%	5.66%	2.63%	2.22%	4.82%	1.68%	1.67%	6.32%	5.98%	8.28%	3.13%	0.53%	3.17%	5.39%	4.00%	2.62%	3.70%	2.70%	2.48%	1.88%	0.00%	2.40%	2.86%	2.86%	2.96%	3.93%	1.36%	1.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	83	6	4	3	5	1	0	4	4	4	5	1	6	1	5	0	0	4	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	6	2	0	1	1	0	0	0	1	2	1	0	3	0	2	0	1	1	0	1	3	1	0					
		0.44%	0.81%	0.58%	0.41%	0.63%	0.19%	0.00%	1.41%	0.54%	0.47%	0.90%	0.83%	0.56%	0.59%	0.58%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.18%	0.77%	0.00%	0.00%	0.00%	0.00%	1.12%	3.33%	0.00%	0.85%	0.22%	0.00%	0.00%	0.00%	0.22%	0.44%	0.44%	0.00%	0.68%	0.00%	1.25%	0.00%	0.24%	1.43%	0.00%	0.59%	0.29%	0.45%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12713	443	398	466	517	339	260	189	489	535	300	82	591	96	567	52	116	432	47	116	69	313	31	49	129	587	134	66	96	409	98	38	63	91	61	346	33	113	92	293	71	170	49	369	340	178	74	273	100	123	56	315	54	102	137	820	187	149					
		67.94%	59.46%	58.19%	64.45%	65.28%	64.45%	55.67%	66.78%	66.62%	62.79%	54.05%	68.33%	55.55%	56.80%	65.25%	91.23%	79.45%	61.02%	78.33%	73.89%	84.15%	64.54%	60.78%	74.24%	77.71%	71.67%	73.22%	75.86%	82.76%	72.13%	75.38%	71.70%	82.89%	67.41%	73.49%	64.55%	55.00%	64.94%	78.63%	65.55%	73.96%	90.91%	77.78%	79.53%	75.56%	77.73%	91.36%	61.49%	82.64%	76.88%	87.50%	75.72%	77.14%	72.86%	81.07%	80.55%	85.00%	84.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	5	2	2	4	2	3	2	4	8	4	0	4	0	0	0	0	1	0	0	0	1	0	0	1	4	3	0	0	2	0	0	0	0	0	4	3	0	0	0	1	0	0	2	2	1	0	1	0	0	0	1	0	4	1	0	0	0					
		0.38%	0.67%	0.29%	0.28%	0.51%	0.38%	0.64%	0.71%	0.54%	0.94%	0.72%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.60%	0.49%	1.64%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	5.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.43%	0.44%	0.44%	0.00%	0.23%	0.00%	0.00%	0.00%	0.24%	0.00%	2.86%	0.59%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
