Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Большереченская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561					
		54.76%	45.11%	46.36%	48.97%	43.05%	49.39%	40.31%	53.44%	42.46%	47.30%	49.79%	61.87%	45.72%	83.08%	67.54%	92.96%	60.16%	61.32%	64.29%	72.88%	39.46%	44.03%	51.34%	46.79%	40.48%	47.71%	59.72%	59.68%	48.73%	48.57%	67.50%	46.94%	63.64%	60.00%	61.07%	79.59%	69.63%	46.15%	69.57%	74.31%	67.41%	72.13%	71.43%	60.14%	63.15%	48.84%	69.02%	66.15%	50.88%	90.24%	72.27%	66.98%	57.93%	76.92%	58.00%	65.17%	71.75%	68.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	84	4	4	2	4	2	3	5	3	4	0	1	3	0	4	0	2	4	1	0	6	1	4	0	0	0	0	0	2	1	1	0	3	0	1	0	1	0	0	0	2	1	0	1	3	0	1	0	4	0	0	0	1	0	0	3	2	0					
		0.53%	0.65%	0.68%	0.32%	0.59%	0.49%	0.77%	0.78%	0.40%	0.74%	0.00%	0.72%	0.49%	0.00%	3.51%	0.00%	0.52%	1.05%	0.55%	0.00%	0.70%	0.75%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.71%	0.83%	0.00%	0.78%	0.00%	0.67%	0.00%	0.23%	0.00%	0.00%	0.00%	0.64%	1.64%	0.00%	0.68%	0.70%	0.00%	0.54%	0.00%	0.64%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.37%	1.13%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
