Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Северодвинская городская № 2																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №857	УИК №858									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	394	20	0	3	20	22	9	10	10	5	11	6	22	32	12	16	6	3	8	10	12	16	10	19	10	0	9	10	13	17	11	5	5	7	10	5	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	343	32	21	3	6	4	4	6	26	42	5	1	8	9	7	7	3	11	9	6	8	4	1	5	11	38	4	2	2	18	8	9	3	4	4	7	5									
14	Число погашенных неиспользованных открепительных удостоверений	482	11	0	22	5	8	21	15	15	15	19	24	8	13	18	14	14	17	22	20	18	14	15	11	20	0	11	10	12	3	19	20	20	13	10	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	8	0	2	1	2	3	3	2	3	0	4	2	14	1	1	3	1	2	4	1	3	3	3	2	0	1	1	2	5	0	0	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	503	19	0	10	12	20	14	11	21	12	16	15	14	26	13	21	8	7	17	19	19	10	12	10	19	1	13	28	31	24	11	5	14	10	13	3	5									
		2.00%	1.81%	0.00%	1.39%	1.44%	2.62%	1.42%	1.27%	2.33%	1.27%	1.88%	2.20%	1.93%	2.68%	2.38%	2.30%	1.75%	2.36%	2.51%	2.99%	3.03%	1.22%	1.64%	1.25%	2.38%	0.75%	2.58%	2.94%	3.67%	1.69%	1.57%	0.69%	2.02%	1.73%	2.33%	1.71%	3.25%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	486	24	6	17	14	21	18	8	17	20	33	14	14	21	9	22	8	4	14	15	10	11	15	12	11	1	14	16	15	20	16	14	10	6	10	4	2									
		1.93%	2.29%	5.77%	2.37%	1.68%	2.76%	1.83%	0.92%	1.88%	2.11%	3.88%	2.06%	1.93%	2.17%	1.65%	2.41%	1.75%	1.35%	2.06%	2.36%	1.59%	1.34%	2.05%	1.50%	1.38%	0.75%	2.78%	1.68%	1.78%	1.41%	2.29%	1.93%	1.45%	1.04%	1.80%	2.29%	1.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	734	26	1	28	21	24	36	34	23	15	34	31	37	21	16	27	8	9	21	24	20	27	18	23	25	2	15	26	20	21	25	21	22	16	13	3	1									
		2.92%	2.48%	0.96%	3.91%	2.52%	3.15%	3.65%	3.91%	2.55%	1.58%	3.99%	4.55%	5.10%	2.17%	2.93%	2.95%	1.75%	3.04%	3.10%	3.78%	3.19%	3.28%	2.46%	2.87%	3.13%	1.49%	2.98%	2.73%	2.37%	1.48%	3.58%	2.89%	3.18%	2.76%	2.33%	1.71%	0.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10905	496	67	322	364	331	427	374	407	454	357	281	286	432	257	396	173	118	244	266	248	377	295	332	335	79	191	402	309	726	307	293	277	249	260	89	84									
		43.38%	47.28%	64.42%	44.91%	43.70%	43.44%	43.35%	43.04%	45.12%	47.94%	41.95%	41.26%	39.45%	44.58%	47.07%	43.33%	37.77%	39.86%	35.99%	41.89%	39.55%	45.86%	40.25%	41.45%	41.98%	58.96%	37.90%	42.23%	36.61%	51.24%	43.92%	40.30%	40.03%	43.01%	46.68%	50.86%	54.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	237	9	0	1	11	2	8	7	1	6	12	7	6	13	2	7	6	4	4	3	3	7	9	20	9	1	4	12	13	15	9	5	9	9	3	0	0									
		0.94%	0.86%	0.00%	0.14%	1.32%	0.26%	0.81%	0.81%	0.11%	0.63%	1.41%	1.03%	0.83%	1.34%	0.37%	0.77%	1.31%	1.35%	0.59%	0.47%	0.48%	0.85%	1.23%	2.50%	1.13%	0.75%	0.79%	1.26%	1.54%	1.06%	1.29%	0.69%	1.30%	1.55%	0.54%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	1	0	2	1	3	1	0	0	2	0	1	2	2	1	2	0	0	5	3	2	1	2	2	0	0	1	1	1	0	0	1	1	0	1	1	0									
		0.16%	0.10%	0.00%	0.28%	0.12%	0.39%	0.10%	0.00%	0.00%	0.21%	0.00%	0.15%	0.28%	0.21%	0.18%	0.22%	0.00%	0.00%	0.74%	0.47%	0.32%	0.12%	0.27%	0.25%	0.00%	0.00%	0.20%	0.11%	0.12%	0.00%	0.00%	0.14%	0.14%	0.00%	0.18%	0.57%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4680	197	4	123	131	133	170	168	156	187	165	141	133	200	106	157	93	75	137	119	113	133	135	147	169	25	107	171	138	288	134	132	116	89	112	43	33									
		18.62%	18.78%	3.85%	17.15%	15.73%	17.45%	17.26%	19.33%	17.29%	19.75%	19.39%	20.70%	18.34%	20.64%	19.41%	17.18%	20.31%	25.34%	20.21%	18.74%	18.02%	16.18%	18.42%	18.35%	21.18%	18.66%	21.23%	17.96%	16.35%	20.32%	19.17%	18.16%	16.76%	15.37%	20.11%	24.57%	21.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	230	9	1	7	5	7	9	8	6	15	6	6	4	13	3	4	7	1	10	6	6	12	7	11	10	0	4	10	9	10	5	3	4	9	3	0	0									
		0.92%	0.86%	0.96%	0.98%	0.60%	0.92%	0.91%	0.92%	0.67%	1.58%	0.71%	0.88%	0.55%	1.34%	0.55%	0.44%	1.53%	0.34%	1.47%	0.94%	0.96%	1.46%	0.95%	1.37%	1.25%	0.00%	0.79%	1.05%	1.07%	0.71%	0.72%	0.41%	0.58%	1.55%	0.54%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	306	17	1	9	13	4	10	10	13	13	8	11	12	11	0	12	6	3	13	6	9	10	7	10	5	0	4	14	15	14	12	12	8	9	1	1	3									
		1.22%	1.62%	0.96%	1.26%	1.56%	0.52%	1.02%	1.15%	1.44%	1.37%	0.94%	1.62%	1.66%	1.14%	0.00%	1.31%	1.31%	1.01%	1.92%	0.94%	1.44%	1.22%	0.95%	1.25%	0.63%	0.00%	0.79%	1.47%	1.78%	0.99%	1.72%	1.65%	1.16%	1.55%	0.18%	0.57%	1.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	2	0	1	4	0	0	1	1	3	3	0	1	3	2	1	0	0	1	1	1	1	1	2	0	0	0	2	0	2	1	0	0	1	2	0	0									
		0.15%	0.19%	0.00%	0.14%	0.48%	0.00%	0.00%	0.12%	0.11%	0.32%	0.35%	0.00%	0.14%	0.31%	0.37%	0.11%	0.00%	0.00%	0.15%	0.16%	0.16%	0.12%	0.14%	0.25%	0.00%	0.00%	0.00%	0.21%	0.00%	0.14%	0.14%	0.00%	0.00%	0.17%	0.36%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	727	32	5	14	34	13	27	22	17	24	21	7	19	16	12	25	16	9	24	24	21	19	26	25	15	2	20	32	62	47	22	25	20	17	11	2	0									
		2.89%	3.05%	4.81%	1.95%	4.08%	1.71%	2.74%	2.53%	1.88%	2.53%	2.47%	1.03%	2.62%	1.65%	2.20%	2.74%	3.49%	3.04%	3.54%	3.78%	3.35%	2.31%	3.55%	3.12%	1.88%	1.49%	3.97%	3.36%	7.35%	3.32%	3.15%	3.44%	2.89%	2.94%	1.97%	1.14%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3604	123	12	102	140	120	148	120	132	119	97	96	115	121	75	133	75	38	112	97	101	132	113	119	111	16	79	132	140	141	101	122	113	103	69	19	18									
		14.34%	11.73%	11.54%	14.23%	16.81%	15.75%	15.03%	13.81%	14.63%	12.57%	11.40%	14.10%	15.86%	12.49%	13.74%	14.55%	16.38%	12.84%	16.52%	15.28%	16.11%	16.06%	15.42%	14.86%	13.91%	11.94%	15.67%	13.87%	16.59%	9.95%	14.45%	16.78%	16.33%	17.79%	12.39%	10.86%	11.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	9	1	4	2	2	7	6	4	1	1	3	3	1	3	4	0	0	6	0	7	2	3	5	3	1	0	8	4	8	2	6	0	4	1	1	2									
		0.45%	0.86%	0.96%	0.56%	0.24%	0.26%	0.71%	0.69%	0.44%	0.11%	0.12%	0.44%	0.41%	0.10%	0.55%	0.44%	0.00%	0.00%	0.88%	0.00%	1.12%	0.24%	0.41%	0.62%	0.38%	0.75%	0.00%	0.84%	0.47%	0.56%	0.29%	0.83%	0.00%	0.69%	0.18%	0.57%	1.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2148	64	6	66	73	72	92	80	90	57	82	63	72	71	39	94	51	26	62	49	65	64	78	71	62	6	47	81	73	77	44	78	87	47	49	7	3									
		8.55%	6.10%	5.77%	9.21%	8.76%	9.45%	9.34%	9.21%	9.98%	6.02%	9.64%	9.25%	9.93%	7.33%	7.14%	10.28%	11.14%	8.78%	9.14%	7.72%	10.37%	7.79%	10.64%	8.86%	7.77%	4.48%	9.33%	8.51%	8.65%	5.43%	6.29%	10.73%	12.57%	8.12%	8.80%	4.00%	1.95%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
