Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Селемджинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617									
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	7	0	8	0	0	0	4	0	0	10	0	8	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	0	0	2	25	4	1	0	2	1	1	0	4	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	3	0	0	2	4	0	1	1	2	3	0	6	10	1	1	4	0									
		0.92%	1.24%	0.00%	0.00%	0.53%	1.56%	0.00%	0.57%	0.39%	1.79%	3.00%	0.00%	1.43%	1.57%	0.48%	0.61%	0.80%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	109	11	0	6	3	11	5	0	9	6	4	1	13	19	4	4	10	3									
		2.63%	4.56%	0.00%	3.70%	0.79%	4.30%	3.38%	0.00%	3.49%	5.36%	4.00%	0.89%	3.09%	2.99%	1.90%	2.44%	2.01%	1.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	182	13	2	4	20	6	11	5	11	3	9	9	21	44	6	2	13	3									
		4.39%	5.39%	3.23%	2.47%	5.28%	2.34%	7.43%	2.86%	4.26%	2.68%	9.00%	8.04%	4.99%	6.92%	2.86%	1.22%	2.62%	1.43%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1444	69	34	83	103	90	62	82	102	43	29	33	129	194	86	87	161	57									
		34.85%	28.63%	54.84%	51.23%	27.18%	35.16%	41.89%	46.86%	39.53%	38.39%	29.00%	29.46%	30.64%	30.50%	40.95%	53.05%	32.39%	27.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	2	1	2	3	1	0	2	0	0	0	0	0	2	3	1	4	5									
		0.63%	0.83%	1.61%	1.23%	0.79%	0.39%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	1.43%	0.61%	0.80%	2.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.48%	0.00%	0.00%	1.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1417	88	18	26	144	84	41	46	80	32	22	43	140	221	71	51	211	99									
		34.20%	36.51%	29.03%	16.05%	37.99%	32.81%	27.70%	26.29%	31.01%	28.57%	22.00%	38.39%	33.25%	34.75%	33.81%	31.10%	42.45%	47.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	4	1	0	1	0	0	1	1	1	0	1	0	0	1	1	2	2									
		0.39%	1.66%	1.61%	0.00%	0.26%	0.00%	0.00%	0.57%	0.39%	0.89%	0.00%	0.89%	0.00%	0.00%	0.48%	0.61%	0.40%	0.95%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	1	0	1	1	0	2	0	2	0	0	1	1	6	3	0	2	1									
		0.51%	0.41%	0.00%	0.62%	0.26%	0.00%	1.35%	0.00%	0.78%	0.00%	0.00%	0.89%	0.24%	0.94%	1.43%	0.00%	0.40%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	2									
		0.19%	0.41%	0.00%	0.62%	0.00%	0.39%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.20%	0.95%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	0	0	2	1	1	0	0	1	0	0	1	0	1	0	0	1	4									
		0.29%	0.00%	0.00%	1.23%	0.26%	0.39%	0.00%	0.00%	0.39%	0.00%	0.00%	0.89%	0.00%	0.16%	0.00%	0.00%	0.20%	1.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	610	10	4	28	73	46	17	26	42	19	31	20	78	102	23	15	58	18									
		14.72%	4.15%	6.45%	17.28%	19.26%	17.97%	11.49%	14.86%	16.28%	16.96%	31.00%	17.86%	18.53%	16.04%	10.95%	9.15%	11.67%	8.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	35	25	0	2	2	1	0	1	0	0	0	0	0	0	0	0	1	3									
		0.84%	10.37%	0.00%	1.23%	0.53%	0.39%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	1.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	118	5	0	2	7	3	4	6	4	4	0	0	27	32	6	0	11	7									
		2.85%	2.07%	0.00%	1.23%	1.85%	1.17%	2.70%	3.43%	1.55%	3.57%	0.00%	0.00%	6.41%	5.03%	2.86%	0.00%	2.21%	3.33%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
