Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Икрянинская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942									
		12.92%	19.41%	15.58%	26.19%	15.06%	8.89%	16.93%	12.85%	3.70%	21.01%	0.92%	12.93%	6.70%	14.86%	8.54%	3.08%	10.91%	29.29%	5.13%	18.67%	11.43%	15.41%	20.78%	6.29%	18.10%	13.89%	0.66%	15.19%	11.76%	16.92%	13.27%	15.23%	15.29%	16.73%	7.41%	9.57%	12.67%	10.59%	2.30%	5.38%	14.65%	25.13%	9.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	71	3	14	8	4	0	4	0	1	1	2	1	3	2	6	1	2	0	2	0	0	0	1	0	1	3	0	0	1	0	0	0	2	4	0	0	1	0	1	0	3	0	0									
		0.53%	0.68%	1.95%	1.41%	0.46%	0.00%	0.63%	0.00%	0.41%	0.30%	0.37%	0.19%	0.69%	0.38%	1.83%	1.54%	0.73%	0.00%	0.85%	0.00%	0.00%	0.00%	0.65%	0.00%	0.86%	0.40%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.59%	1.63%	0.00%	0.00%	0.28%	0.00%	0.16%	0.00%	0.77%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	2	3	5	3	4	4	4	0	2	2	6	8	6	6	0	2	1	0	0	0	1	0	0	0	1	0	1	3	0	0	0	2	1	0	3	0	2	4	0	3	1	0									
		0.60%	0.45%	0.42%	0.88%	0.35%	2.96%	0.63%	2.23%	0.00%	0.59%	0.37%	1.14%	1.85%	1.14%	1.83%	0.00%	0.73%	1.01%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.13%	0.00%	0.63%	1.76%	0.00%	0.00%	0.00%	0.59%	0.41%	0.00%	0.56%	0.00%	0.85%	0.66%	0.00%	0.77%	0.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0									
		0.15%	0.23%	0.00%	0.18%	0.12%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.19%	0.23%	0.19%	0.00%	0.00%	0.00%	0.00%	0.43%	5.33%	0.00%	0.00%	0.00%	0.00%	1.72%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.47%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	3	6	1	4	2	1	2	0	3	1	2	1	10	4	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	4	1	3	2	1	8	0	0	4	2	3	1	0									
		0.56%	0.68%	0.83%	0.18%	0.46%	1.48%	0.16%	1.12%	0.00%	0.89%	0.18%	0.38%	0.23%	1.90%	1.22%	1.54%	0.00%	0.00%	0.43%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.59%	0.00%	1.77%	0.39%	0.88%	0.82%	1.23%	1.50%	0.00%	0.00%	0.66%	0.77%	0.77%	0.53%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2019	75	113	100	164	20	100	27	19	55	23	92	92	98	52	4	45	17	47	12	16	50	23	25	25	89	36	26	27	14	47	37	48	36	19	76	52	16	85	39	46	21	11									
		15.02%	16.93%	15.72%	17.57%	19.00%	14.81%	15.82%	15.08%	7.82%	16.27%	4.21%	17.49%	21.25%	18.67%	15.85%	6.15%	16.36%	17.17%	20.09%	16.00%	11.43%	18.80%	14.94%	15.72%	21.55%	11.77%	23.84%	16.46%	15.88%	10.77%	20.80%	14.45%	14.12%	14.69%	23.46%	14.26%	14.33%	6.78%	13.93%	15.00%	11.83%	11.23%	3.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	2	2	2	1	0	4	1	1	2	3	0	5	3	0	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	2	2	0	0	0	1	4	2	0	0	0	0	1									
		0.33%	0.45%	0.28%	0.35%	0.12%	0.00%	0.63%	0.56%	0.41%	0.59%	0.55%	0.00%	1.15%	0.57%	0.00%	0.00%	0.73%	1.01%	0.43%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.88%	0.78%	0.00%	0.00%	0.00%	0.19%	1.10%	0.85%	0.00%	0.00%	0.00%	0.00%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1449	76	91	50	199	5	120	16	1	57	11	119	68	121	49	7	9	1	15	7	5	9	8	10	2	50	1	8	12	3	29	40	54	10	1	18	25	13	38	23	33	22	13									
		10.78%	17.16%	12.66%	8.79%	23.06%	3.70%	18.99%	8.94%	0.41%	16.86%	2.01%	22.62%	15.70%	23.05%	14.94%	10.77%	3.27%	1.01%	6.41%	9.33%	3.57%	3.38%	5.19%	6.29%	1.72%	6.61%	0.66%	5.06%	7.06%	2.31%	12.83%	15.63%	15.88%	4.08%	1.23%	3.38%	6.89%	5.51%	6.23%	8.85%	8.48%	11.76%	4.56%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
