Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Сосновская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	734	63	60	34	68	17	19	11	6	54	9	3	9	27	8	18	24	14	5	34	0	10	16	3	11	11	9	15	44	7	4	3	5	6	5	9	26	4	2	4	5	3	5	2	17	25					
		4.77%	7.75%	7.03%	4.35%	6.99%	4.45%	5.43%	11.70%	2.54%	10.38%	3.27%	2.68%	2.62%	7.96%	5.00%	3.90%	6.37%	2.44%	2.78%	6.49%	0.00%	3.40%	5.97%	0.97%	1.60%	7.14%	6.52%	5.32%	12.02%	3.70%	2.65%	3.03%	3.73%	2.42%	2.84%	3.73%	4.32%	4.76%	1.06%	1.90%	1.46%	1.24%	2.29%	0.79%	5.69%	3.61%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	656	32	85	49	53	9	16	8	2	51	2	1	4	28	3	7	7	15	11	42	1	1	11	2	10	3	16	17	34	2	6	3	0	7	11	5	21	7	2	12	2	2	11	3	18	24					
		4.26%	3.94%	9.95%	6.27%	5.45%	2.36%	4.57%	8.51%	0.85%	9.81%	0.73%	0.89%	1.16%	8.26%	1.88%	1.52%	1.86%	2.62%	6.11%	8.02%	0.57%	0.34%	4.10%	0.65%	1.45%	1.95%	11.59%	6.03%	9.29%	1.06%	3.97%	3.03%	0.00%	2.82%	6.25%	2.07%	3.49%	8.33%	1.06%	5.69%	0.58%	0.83%	5.05%	1.19%	6.02%	3.47%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	1	0	3	7	3	0	0	0	5	0	0	0	3	3	2	2	0	4	1	0	2	1	1	0	1	1	2	4	0	0	1	0	0	0	0	1	1	0	0	0	2	2	0	1	2					
		0.36%	0.12%	0.00%	0.38%	0.72%	0.79%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.88%	1.88%	0.43%	0.53%	0.00%	2.22%	0.19%	0.00%	0.68%	0.37%	0.32%	0.00%	0.65%	0.72%	0.71%	1.09%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.17%	1.19%	0.00%	0.00%	0.00%	0.83%	0.92%	0.00%	0.33%	0.29%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2485	112	118	184	87	90	11	22	49	117	51	9	54	101	32	72	70	92	21	157	42	44	29	53	80	8	24	89	85	31	13	9	20	38	18	31	14	17	42	18	61	51	38	29	21	131					
		16.14%	13.78%	13.82%	23.56%	8.94%	23.56%	3.14%	23.40%	20.76%	22.50%	18.55%	8.04%	15.70%	29.79%	20.00%	15.58%	18.57%	16.06%	11.67%	29.96%	24.14%	14.97%	10.82%	17.10%	11.61%	5.19%	17.39%	31.56%	23.22%	16.40%	8.61%	9.09%	14.93%	15.32%	10.23%	12.86%	2.33%	20.24%	22.34%	8.53%	17.78%	21.07%	17.43%	11.46%	7.02%	18.93%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	3	9	13	6	1	0	3	1	5	0	0	1	4	0	0	1	0	0	4	0	2	5	0	0	0	0	2	4	2	0	1	1	0	0	0	3	0	0	0	8	0	3	0	0	7					
		0.58%	0.37%	1.05%	1.66%	0.62%	0.26%	0.00%	3.19%	0.42%	0.96%	0.00%	0.00%	0.29%	1.18%	0.00%	0.00%	0.27%	0.00%	0.00%	0.76%	0.00%	0.68%	1.87%	0.00%	0.00%	0.00%	0.00%	0.71%	1.09%	1.06%	0.00%	1.01%	0.75%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	2.33%	0.00%	1.38%	0.00%	0.00%	1.01%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11247	600	577	493	742	258	302	50	175	276	211	99	274	170	113	360	270	450	137	279	131	233	206	251	588	129	86	154	185	146	128	82	108	196	142	196	537	55	142	176	257	183	157	217	241	485					
		73.06%	73.80%	67.56%	63.12%	76.26%	67.54%	86.29%	53.19%	74.15%	53.08%	76.73%	88.39%	79.65%	50.15%	70.63%	77.92%	71.62%	78.53%	76.11%	53.24%	75.29%	79.25%	76.87%	80.97%	85.34%	83.77%	62.32%	54.61%	50.55%	77.25%	84.77%	82.83%	80.60%	79.03%	80.68%	81.33%	89.20%	65.48%	75.53%	83.41%	74.93%	75.62%	72.02%	85.77%	80.60%	70.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	36	0	2	3	2	1	0	0	0	3	0	0	0	2	1	2	3	1	1	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	6					
		0.23%	0.00%	0.23%	0.38%	0.21%	0.26%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.59%	0.63%	0.43%	0.80%	0.17%	0.56%	0.19%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.58%	0.00%	0.00%	0.00%	0.00%	0.87%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
