Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Славская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	680	104	83	103	17	2	23	17	5	40	14	18	36	18	28	52	12	71	23	14									
		12.62%	13.90%	11.17%	15.17%	13.93%	2.25%	11.11%	13.71%	7.04%	12.86%	8.70%	12.41%	15.72%	9.00%	14.97%	11.53%	5.74%	15.60%	15.75%	12.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	14	10	4	0	0	2	0	2	3	1	0	2	0	3	9	2	0	3	0									
		1.02%	1.87%	1.35%	0.59%	0.00%	0.00%	0.97%	0.00%	2.82%	0.96%	0.62%	0.00%	0.87%	0.00%	1.60%	1.99%	0.96%	0.00%	2.05%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	412	84	84	51	16	4	13	11	12	7	19	8	10	10	15	25	15	16	7	5									
		7.65%	11.23%	11.31%	7.51%	13.11%	4.49%	6.28%	8.87%	16.90%	2.25%	11.80%	5.52%	4.37%	5.00%	8.02%	5.54%	7.18%	3.52%	4.79%	4.55%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
