Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Калининград, Ленинградская"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	290	2	5	3	3	8	4	4	6	14	5	6	4	6	3	2	3	1	6	0	12	0	5	28	6	5	9	6	5	6	4	8	7	2	4	5	8	7	3	4	3	6	3	4	1	5	9	7	6	3	9	1	5	9					
14	Число погашенных открепительных удостоверений	650	18	20	0	11	16	18	16	10	11	12	15	15	11	16	14	14	18	10	19	16	14	14	15	11	11	7	13	9	11	19	10	13	10	10	28	8	16	14	9	19	14	9	17	19	5	0	4	6	3	0	15	13	4					
15	Число открепительных удостоверений выданных ТИК	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	379	6	15	2	8	10	6	10	9	5	9	9	7	5	9	8	8	4	5	8	10	4	7	5	7	6	7	4	3	5	7	8	13	8	4	5	8	6	4	11	7	10	11	12	4	12	2	7	5	13	2	7	5	7					
		0.68%	0.63%	1.33%	1.18%	0.66%	1.04%	0.53%	0.90%	0.62%	0.45%	0.66%	0.64%	0.52%	0.40%	0.80%	0.76%	0.56%	0.45%	0.41%	0.67%	1.02%	0.57%	0.72%	0.35%	0.64%	0.55%	0.62%	0.42%	0.49%	0.93%	1.09%	0.57%	0.98%	0.77%	0.32%	0.48%	0.70%	0.59%	0.35%	0.76%	0.78%	1.06%	1.08%	1.35%	0.97%	0.88%	0.38%	0.58%	0.32%	1.50%	0.60%	0.59%	0.41%	0.52%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3556	55	56	7	83	48	92	65	72	82	93	97	92	66	77	80	85	67	64	73	61	41	65	69	67	88	68	59	29	41	37	84	89	91	83	82	57	103	58	90	58	62	61	44	17	73	26	71	108	38	10	74	106	92					
		6.38%	5.82%	4.99%	4.14%	6.87%	5.01%	8.17%	5.87%	5.00%	7.39%	6.86%	6.96%	6.90%	5.32%	6.86%	7.62%	6.02%	7.66%	5.28%	6.18%	6.22%	5.91%	6.73%	4.90%	6.14%	8.12%	6.06%	6.32%	4.78%	7.66%	5.80%	6.07%	6.74%	8.84%	6.71%	8.00%	5.03%	10.19%	5.07%	6.28%	6.50%	6.63%	5.99%	4.98%	4.15%	5.38%	5.04%	5.98%	7.10%	4.40%	3.03%	6.30%	8.87%	6.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1626	21	31	4	40	31	25	33	53	35	44	36	41	43	31	23	47	32	49	42	22	18	36	36	51	26	37	26	16	14	19	32	36	24	29	30	35	20	45	40	20	33	38	32	18	48	8	16	40	8	18	35	25	34					
		2.91%	2.22%	2.76%	2.36%	3.31%	3.23%	2.22%	2.98%	3.68%	3.15%	3.24%	2.58%	3.07%	3.46%	2.76%	2.19%	3.33%	3.66%	4.04%	3.55%	2.24%	2.59%	3.73%	2.55%	4.67%	2.40%	3.29%	2.78%	2.64%	2.61%	2.98%	2.31%	2.72%	2.33%	2.34%	2.92%	3.09%	1.98%	3.94%	2.79%	2.24%	3.52%	3.73%	3.62%	4.40%	3.54%	1.55%	1.34%	2.63%	0.92%	5.47%	2.98%	2.09%	2.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3997	50	50	9	60	59	106	59	87	106	111	129	101	80	95	84	111	68	89	101	80	61	60	73	84	74	89	68	37	46	64	91	110	85	103	82	65	65	64	81	66	55	84	55	13	113	21	83	124	39	17	88	96	106					
		7.17%	5.29%	4.46%	5.32%	4.96%	6.15%	9.41%	5.33%	6.05%	9.55%	8.19%	9.26%	7.58%	6.45%	8.46%	8.00%	7.86%	7.78%	7.34%	8.55%	8.16%	8.80%	6.21%	5.18%	7.70%	6.83%	7.93%	7.28%	6.10%	8.59%	10.04%	6.57%	8.33%	8.26%	8.33%	8.00%	5.74%	6.43%	5.60%	5.66%	7.39%	5.88%	8.25%	6.22%	3.17%	8.33%	4.07%	6.99%	8.15%	4.51%	5.16%	7.49%	8.03%	7.97%					
22	"5. ""За Русь Святую"""	226	3	4	1	3	1	3	6	7	4	7	5	12	5	4	6	4	4	4	2	6	5	1	4	3	4	6	8	4	3	1	5	6	5	7	2	3	4	2	2	3	6	2	6	6	5	2	4	8	3	0	6	1	8					
		0.40%	0.31%	0.35%	0.59%	0.24%	0.10%	0.26%	0.54%	0.48%	0.36%	0.51%	0.35%	0.90%	0.40%	0.35%	0.57%	0.28%	0.45%	0.33%	0.16%	0.61%	0.72%	0.10%	0.28%	0.27%	0.36%	0.53%	0.85%	0.66%	0.56%	0.15%	0.36%	0.45%	0.48%	0.56%	0.19%	0.26%	0.39%	0.17%	0.13%	0.33%	0.64%	0.19%	0.67%	1.46%	0.36%	0.38%	0.33%	0.52%	0.34%	0.0%	0.51%	0.08%	0.60%					
23	"6. ""Объединенная Российская партия ""Русь"""	110	1	0	0	2	2	2	1	4	6	2	6	3	2	4	3	1	0	3	6	0	2	3	0	3	2	0	0	4	0	0	4	1	3	2	2	2	3	4	0	0	4	2	0	1	4	1	0	0	5	1	1	4	4					
		0.19%	0.10%	0.0%	0.0%	0.16%	0.20%	0.17%	0.09%	0.27%	0.54%	0.14%	0.43%	0.22%	0.16%	0.35%	0.28%	0.07%	0.0%	0.24%	0.50%	0.0%	0.28%	0.31%	0.0%	0.27%	0.18%	0.0%	0.0%	0.66%	0.0%	0.0%	0.28%	0.07%	0.29%	0.16%	0.19%	0.17%	0.29%	0.35%	0.0%	0.0%	0.42%	0.19%	0.0%	0.24%	0.29%	0.19%	0.0%	0.0%	0.57%	0.30%	0.08%	0.33%	0.30%					
24	"7. ""Новый курс - Автомобильная Россия"""	798	20	16	2	30	13	18	14	23	5	20	22	21	13	12	26	38	6	12	14	8	7	15	23	13	9	20	12	7	5	12	24	14	18	33	20	17	18	10	21	9	8	14	9	6	21	9	11	15	19	5	11	15	15					
		1.43%	2.11%	1.42%	1.18%	2.48%	1.35%	1.59%	1.26%	1.59%	0.45%	1.47%	1.57%	1.57%	1.04%	1.06%	2.47%	2.69%	0.68%	0.99%	1.18%	0.81%	1.01%	1.55%	1.63%	1.19%	0.83%	1.78%	1.28%	1.15%	0.93%	1.88%	1.73%	1.06%	1.74%	2.66%	1.95%	1.50%	1.78%	0.87%	1.46%	1.00%	0.85%	1.37%	1.01%	1.46%	1.54%	1.74%	0.92%	0.98%	2.20%	1.51%	0.93%	1.25%	1.12%					
25	"8. ""Народно-республиканская партия России"""	44	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	2	2	4	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	3	2	0	0	2	0	1	0	0	0	0	0	8	1	1					
		0.07%	0.10%	0.08%	0.0%	0.0%	0.10%	0.08%	0.09%	0.06%	0.0%	0.0%	0.0%	0.07%	0.08%	0.0%	0.0%	0.0%	0.11%	0.16%	0.16%	0.40%	0.0%	0.10%	0.28%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.20%	0.22%	0.0%	0.0%	0.22%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.08%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	275	3	6	0	10	5	5	6	3	6	10	5	9	6	5	4	7	3	3	8	5	3	2	4	5	4	7	0	2	2	1	6	8	7	10	3	11	7	1	10	3	4	10	6	0	5	3	4	8	6	2	8	10	4					
		0.49%	0.31%	0.53%	0.0%	0.82%	0.52%	0.44%	0.54%	0.20%	0.54%	0.73%	0.35%	0.67%	0.48%	0.44%	0.38%	0.49%	0.34%	0.24%	0.67%	0.51%	0.43%	0.20%	0.28%	0.45%	0.36%	0.62%	0.0%	0.33%	0.37%	0.15%	0.43%	0.60%	0.68%	0.80%	0.29%	0.97%	0.69%	0.08%	0.69%	0.33%	0.42%	0.98%	0.67%	0.0%	0.36%	0.58%	0.33%	0.52%	0.69%	0.60%	0.68%	0.83%	0.30%					
27	"10. ""Аграрная партия России"""	928	13	21	0	20	18	16	21	24	20	37	25	21	19	12	11	32	18	18	19	25	14	25	27	25	18	30	19	15	5	8	23	18	10	21	25	6	11	18	27	15	13	25	10	5	20	9	19	20	5	8	10	15	19					
		1.66%	1.37%	1.87%	0.0%	1.65%	1.87%	1.42%	1.89%	1.66%	1.80%	2.73%	1.79%	1.57%	1.53%	1.06%	1.04%	2.26%	2.05%	1.48%	1.61%	2.55%	2.02%	2.59%	1.91%	2.29%	1.66%	2.67%	2.03%	2.47%	0.93%	1.25%	1.66%	1.36%	0.97%	1.69%	2.44%	0.53%	1.08%	1.57%	1.88%	1.68%	1.39%	2.45%	1.13%	1.22%	1.47%	1.74%	1.60%	1.31%	0.57%	2.43%	0.85%	1.25%	1.42%					
28	"11. ""Истинные патриоты России"""	31	0	1	0	1	1	1	2	1	0	1	1	0	1	3	0	0	0	0	0	2	0	1	1	1	0	0	0	1	1	0	1	0	2	0	0	1	0	0	0	0	2	0	0	0	1	2	0	0	2	0	0	0	0					
		0.05%	0.0%	0.08%	0.0%	0.08%	0.10%	0.08%	0.18%	0.06%	0.0%	0.07%	0.07%	0.0%	0.08%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.10%	0.07%	0.09%	0.0%	0.0%	0.0%	0.16%	0.18%	0.0%	0.07%	0.0%	0.19%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.07%	0.38%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	543	16	4	2	12	5	5	10	17	14	17	14	16	9	13	10	13	8	15	13	4	5	8	13	9	7	10	5	7	6	6	7	12	12	18	12	8	9	7	24	11	5	17	7	2	14	2	11	14	8	3	17	13	17					
		0.97%	1.69%	0.35%	1.18%	0.99%	0.52%	0.44%	0.90%	1.18%	1.26%	1.25%	1.00%	1.20%	0.72%	1.15%	0.95%	0.92%	0.91%	1.23%	1.10%	0.40%	0.72%	0.82%	0.92%	0.82%	0.64%	0.89%	0.53%	1.15%	1.12%	0.94%	0.50%	0.90%	1.16%	1.45%	1.17%	0.70%	0.89%	0.61%	1.67%	1.23%	0.53%	1.66%	0.79%	0.48%	1.03%	0.38%	0.92%	0.92%	0.92%	0.91%	1.44%	1.08%	1.27%					
30	"13. ""Демократическая партия России"""	1181	28	34	5	14	13	22	31	17	19	26	34	38	36	32	17	43	23	39	29	14	15	22	28	38	22	40	21	11	8	11	30	29	23	20	16	18	24	21	16	14	13	24	12	6	42	4	22	14	12	3	40	20	28					
		2.11%	2.96%	3.03%	2.95%	1.15%	1.35%	1.95%	2.80%	1.18%	1.71%	1.91%	2.44%	2.85%	2.90%	2.85%	1.62%	3.04%	2.63%	3.22%	2.45%	1.42%	2.16%	2.27%	1.98%	3.48%	2.03%	3.56%	2.25%	1.81%	1.49%	1.72%	2.16%	2.19%	2.23%	1.61%	1.56%	1.59%	2.37%	1.83%	1.11%	1.56%	1.39%	2.35%	1.35%	1.46%	3.09%	0.77%	1.85%	0.92%	1.39%	0.91%	3.40%	1.67%	2.10%					
31	"14. ""Великая Россия - Евразийский Союз"""	114	3	5	2	2	2	1	2	5	1	1	2	3	0	0	5	1	1	5	2	2	1	5	3	2	0	0	0	0	2	3	1	0	3	3	4	0	4	5	3	3	2	1	2	2	3	3	3	3	0	1	4	2	1					
		0.20%	0.31%	0.44%	1.18%	0.16%	0.20%	0.08%	0.18%	0.34%	0.09%	0.07%	0.14%	0.22%	0.0%	0.0%	0.47%	0.07%	0.11%	0.41%	0.16%	0.20%	0.14%	0.51%	0.21%	0.18%	0.0%	0.0%	0.0%	0.0%	0.37%	0.47%	0.07%	0.0%	0.29%	0.24%	0.39%	0.0%	0.39%	0.43%	0.20%	0.33%	0.21%	0.09%	0.22%	0.48%	0.22%	0.58%	0.25%	0.19%	0.0%	0.30%	0.34%	0.16%	0.07%					
32	"15. ""Партия СЛОН"""	98	1	0	1	2	0	0	1	6	2	0	6	1	1	1	2	4	2	1	1	0	0	1	6	2	1	3	0	0	1	0	2	3	1	2	4	0	1	1	1	2	2	0	2	2	0	0	2	15	5	0	2	3	2					
		0.17%	0.10%	0.0%	0.59%	0.16%	0.0%	0.0%	0.09%	0.41%	0.18%	0.0%	0.43%	0.07%	0.08%	0.08%	0.19%	0.28%	0.22%	0.08%	0.08%	0.0%	0.0%	0.10%	0.42%	0.18%	0.09%	0.26%	0.0%	0.0%	0.18%	0.0%	0.14%	0.22%	0.09%	0.16%	0.39%	0.0%	0.09%	0.08%	0.06%	0.22%	0.21%	0.0%	0.22%	0.48%	0.0%	0.0%	0.16%	0.98%	0.57%	0.0%	0.17%	0.25%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7755	91	143	17	111	127	153	147	248	160	237	212	233	195	167	150	177	110	158	184	174	102	123	173	141	187	178	141	86	66	69	215	211	144	159	103	147	100	189	217	110	87	158	89	28	211	42	204	278	100	19	138	166	180					
		13.92%	9.62%	12.76%	10.05%	9.18%	13.25%	13.58%	13.29%	17.24%	14.42%	17.49%	15.21%	17.49%	15.72%	14.88%	14.29%	12.54%	12.58%	13.04%	15.59%	17.75%	14.71%	12.74%	12.28%	12.93%	17.26%	15.86%	15.11%	14.19%	12.33%	10.83%	15.54%	15.98%	13.99%	12.86%	10.05%	12.99%	9.90%	16.54%	15.16%	12.33%	9.30%	15.52%	10.07%	6.84%	15.57%	8.15%	17.18%	18.28%	11.58%	5.77%	11.75%	13.89%	13.54%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	0	1	0	0	0	1	1	1	0	1	0	2	3	0	2	2	3	0	0	0	0	0	0	0	0	0	3	0	1	1	0	2	0	1	1	1	1	1	1	1	2	0	0	3	1	1	1	1	2	1	2	0	0					
		0.08%	0.0%	0.08%	0.0%	0.0%	0.0%	0.08%	0.09%	0.06%	0.0%	0.07%	0.0%	0.15%	0.24%	0.0%	0.19%	0.14%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.18%	0.15%	0.0%	0.15%	0.0%	0.08%	0.09%	0.08%	0.09%	0.08%	0.06%	0.11%	0.21%	0.0%	0.0%	0.73%	0.07%	0.19%	0.08%	0.06%	0.23%	0.30%	0.17%	0.0%	0.0%					
35	"18. ""ЛДПР"""	7298	153	175	36	229	136	130	142	132	124	161	170	132	148	119	127	171	117	134	121	97	81	114	251	125	105	115	93	70	76	73	188	164	169	176	121	194	129	125	170	126	155	127	156	70	179	125	145	206	161	37	166	170	182					
		13.10%	16.19%	15.62%	21.30%	18.95%	14.19%	11.54%	12.83%	9.17%	11.18%	11.88%	12.20%	9.90%	11.93%	10.60%	12.10%	12.11%	13.38%	11.06%	10.25%	9.89%	11.68%	11.81%	17.82%	11.46%	9.69%	10.24%	9.96%	11.55%	14.20%	11.45%	13.59%	12.42%	16.42%	14.23%	11.81%	17.15%	12.77%	10.94%	11.87%	14.12%	16.57%	12.47%	17.66%	17.11%	13.21%	24.27%	12.21%	13.55%	18.65%	11.24%	14.13%	14.22%	13.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1238	16	27	5	25	19	36	19	38	24	24	28	20	26	29	37	43	14	31	24	26	19	31	32	33	38	25	27	12	21	15	32	25	21	29	22	26	31	25	33	7	19	20	14	10	18	9	23	34	11	3	21	21	20					
		2.22%	1.69%	2.41%	2.95%	2.06%	1.98%	3.19%	1.71%	2.64%	2.16%	1.77%	2.01%	1.50%	2.09%	2.58%	3.52%	3.04%	1.60%	2.55%	2.03%	2.65%	2.74%	3.21%	2.27%	3.02%	3.50%	2.22%	2.89%	1.98%	3.92%	2.35%	2.31%	1.89%	2.04%	2.34%	2.14%	2.29%	3.06%	2.18%	2.30%	0.78%	2.03%	1.96%	1.58%	2.44%	1.32%	1.74%	1.93%	2.23%	1.27%	0.91%	1.78%	1.75%	1.50%					
37	"20. ""Политическая партия ""Единая Россия"""	13614	249	291	27	314	271	302	289	312	244	234	320	277	293	245	235	285	206	310	266	240	174	234	413	246	232	243	213	167	115	183	354	305	235	330	262	298	280	301	339	267	258	223	257	136	333	114	276	339	222	102	288	313	352					
		24.43%	26.34%	25.98%	15.97%	25.99%	28.28%	26.82%	26.13%	21.69%	22.00%	17.26%	22.97%	20.79%	23.62%	21.83%	22.40%	20.19%	23.56%	25.59%	22.54%	24.48%	25.10%	24.24%	29.33%	22.56%	21.42%	21.65%	22.82%	27.55%	21.49%	28.72%	25.59%	23.10%	22.83%	26.69%	25.58%	26.34%	27.72%	26.35%	23.68%	29.93%	27.59%	21.90%	29.10%	33.25%	24.57%	22.13%	23.25%	22.30%	25.72%	31.00%	24.53%	26.19%	26.48%					
38	"21. ""Российская Конституционно-демократическая партия"""	82	2	3	2	3	2	2	3	1	1	3	1	1	2	0	1	3	0	2	2	3	1	3	0	1	4	2	0	0	0	0	4	1	0	0	1	2	2	0	0	1	2	1	4	8	0	1	0	2	1	0	1	0	3					
		0.14%	0.21%	0.26%	1.18%	0.24%	0.20%	0.17%	0.27%	0.06%	0.09%	0.22%	0.07%	0.07%	0.16%	0.0%	0.09%	0.21%	0.0%	0.16%	0.16%	0.30%	0.14%	0.31%	0.0%	0.09%	0.36%	0.17%	0.0%	0.0%	0.0%	0.0%	0.28%	0.07%	0.0%	0.0%	0.09%	0.17%	0.19%	0.0%	0.0%	0.11%	0.21%	0.09%	0.45%	1.95%	0.0%	0.19%	0.0%	0.13%	0.11%	0.0%	0.08%	0.0%	0.22%					
39	"22. ""Развитие предпринимательства"""	184	6	2	1	3	3	5	3	3	5	4	4	5	9	4	0	5	4	5	2	5	3	1	5	3	3	4	0	2	2	2	3	7	2	2	3	8	3	2	2	2	7	5	1	2	2	4	3	2	3	2	1	5	10					
		0.33%	0.63%	0.17%	0.59%	0.24%	0.31%	0.44%	0.27%	0.20%	0.45%	0.29%	0.28%	0.37%	0.72%	0.35%	0.0%	0.35%	0.45%	0.41%	0.16%	0.51%	0.43%	0.10%	0.35%	0.27%	0.27%	0.35%	0.0%	0.33%	0.37%	0.31%	0.21%	0.53%	0.19%	0.16%	0.29%	0.70%	0.29%	0.17%	0.13%	0.22%	0.74%	0.49%	0.11%	0.48%	0.14%	0.77%	0.25%	0.13%	0.34%	0.60%	0.08%	0.41%	0.75%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7550	130	148	26	140	133	118	176	271	172	211	154	213	189	186	130	216	120	162	190	140	93	143	150	167	195	170	192	93	66	86	161	166	91	102	139	114	101	168	246	114	110	134	109	46	144	56	201	183	96	45	161	131	152					
		13.55%	13.75%	13.21%	15.38%	11.58%	13.88%	10.47%	15.91%	18.84%	15.50%	15.57%	11.05%	15.99%	15.24%	16.57%	12.39%	15.30%	13.72%	13.37%	16.10%	14.28%	13.41%	14.81%	10.65%	15.32%	18.00%	15.15%	20.57%	15.34%	12.33%	13.50%	11.64%	12.57%	8.84%	8.25%	13.57%	10.07%	10.0%	14.71%	17.19%	12.78%	11.76%	13.16%	12.34%	11.24%	10.62%	10.87%	16.93%	12.03%	11.12%	13.67%	13.71%	10.96%	11.43%					
																																																												
41	Против всех	3550	59	77	15	88	44	62	58	89	67	89	106	62	81	68	83	101	58	85	63	40	39	52	81	53	47	48	38	35	37	36	98	89	72	96	67	95	74	89	86	46	60	51	45	21	100	66	77	95	99	46	71	65	81					
		6.37%	6.24%	6.87%	8.87%	7.28%	4.59%	5.50%	5.24%	6.18%	6.04%	6.56%	7.60%	4.65%	6.53%	6.06%	7.91%	7.15%	6.63%	7.01%	5.33%	4.08%	5.62%	5.38%	5.75%	4.86%	4.33%	4.27%	4.07%	5.77%	6.91%	5.65%	7.08%	6.74%	6.99%	7.76%	6.54%	8.39%	7.32%	7.79%	6.00%	5.15%	6.41%	5.00%	5.09%	5.13%	7.38%	12.81%	6.48%	6.25%	11.47%	13.98%	6.04%	5.43%	6.09%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
