Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Кимовская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	1.Политическая партия «Аграрная партия России»	496	10	19	14	20	46	18	8	22	18	20	20	11	3	18	12	20	3	3	3	3	12	3	5	2	3	6	4	5	16	13	0	2	9	3	15	10	3	4	10	6	7	4	4	7	11	5	4	11	21					
		2.29%	2.16%	2.56%	1.83%	3.08%	3.67%	2.87%	1.08%	1.88%	1.97%	2.04%	1.91%	1.46%	2.00%	2.63%	1.78%	3.16%	0.95%	3.23%	0.96%	1.25%	2.63%	2.13%	3.97%	0.55%	1.71%	4.08%	2.50%	2.98%	3.23%	3.88%	0.00%	1.52%	3.81%	1.57%	4.04%	3.19%	2.27%	2.86%	2.19%	3.33%	1.89%	1.75%	3.36%	3.45%	4.14%	1.84%	1.44%	1.39%	2.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	98	3	4	5	0	6	1	0	7	9	8	6	0	0	10	4	3	4	1	0	0	0	1	0	1	3	1	0	0	0	4	0	0	2	0	1	0	0	1	2	0	0	0	0	0	0	0	2	5	4					
		0.45%	0.65%	0.54%	0.66%	0.00%	0.48%	0.16%	0.00%	0.60%	0.99%	0.82%	0.57%	0.00%	0.00%	1.46%	0.59%	0.47%	1.27%	1.08%	0.00%	0.00%	0.00%	0.71%	0.00%	0.28%	1.71%	0.68%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.85%	0.00%	0.27%	0.00%	0.00%	0.71%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.63%	0.42%					
20	3.Политическая партия «Демократическая партия России»	29	1	0	1	1	0	0	1	4	2	0	0	2	2	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2					
		0.13%	0.22%	0.00%	0.13%	0.15%	0.00%	0.00%	0.13%	0.34%	0.22%	0.00%	0.00%	0.27%	1.33%	0.15%	0.45%	0.16%	0.00%	1.08%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.25%	0.21%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3252	71	151	134	113	238	104	136	231	143	161	188	139	20	104	156	108	40	12	44	62	73	22	32	36	18	19	20	12	40	24	17	9	9	16	34	22	11	13	55	18	31	20	8	39	33	35	29	108	94					
		15.04%	15.33%	20.32%	17.56%	17.41%	18.96%	16.56%	18.28%	19.69%	15.68%	16.46%	17.99%	18.51%	13.33%	15.20%	23.18%	17.06%	12.70%	12.90%	14.10%	25.83%	16.01%	15.60%	25.40%	9.97%	10.29%	12.93%	12.50%	7.14%	8.08%	7.16%	7.76%	6.82%	3.81%	8.38%	9.16%	7.03%	8.33%	9.29%	12.04%	10.00%	8.38%	8.77%	6.72%	19.21%	12.41%	12.87%	10.47%	13.64%	9.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	89	6	5	5	1	3	4	2	6	7	3	7	1	1	3	7	2	0	0	0	0	5	1	0	3	0	0	0	0	1	1	0	0	1	0	3	0	0	0	1	0	1	0	0	0	1	0	0	4	4					
		0.41%	1.30%	0.67%	0.66%	0.15%	0.24%	0.64%	0.27%	0.51%	0.77%	0.31%	0.67%	0.13%	0.67%	0.44%	1.04%	0.32%	0.00%	0.00%	0.00%	0.00%	1.10%	0.71%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.20%	0.30%	0.00%	0.00%	0.42%	0.00%	0.81%	0.00%	0.00%	0.00%	0.22%	0.00%	0.27%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.51%	0.42%					
23	6.Политическая партия «Партия социальной справедливости»	25	1	1	0	0	1	0	2	3	1	0	1	2	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0					
		0.12%	0.22%	0.13%	0.00%	0.00%	0.08%	0.00%	0.27%	0.26%	0.11%	0.00%	0.10%	0.27%	0.00%	0.29%	0.15%	0.00%	0.32%	0.00%	0.00%	0.42%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.25%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1423	27	45	71	65	78	32	50	85	82	62	60	58	8	43	43	41	27	3	35	18	29	2	5	16	12	8	9	5	35	19	4	7	27	17	27	16	6	4	11	16	25	5	21	4	19	13	12	40	76					
		6.58%	5.83%	6.06%	9.31%	10.02%	6.22%	5.10%	6.72%	7.25%	8.99%	6.34%	5.74%	7.72%	5.33%	6.29%	6.39%	6.48%	8.57%	3.23%	11.22%	7.50%	6.36%	1.42%	3.97%	4.43%	6.86%	5.44%	5.63%	2.98%	7.07%	5.67%	1.83%	5.30%	11.44%	8.90%	7.28%	5.11%	4.55%	2.86%	2.41%	8.89%	6.76%	2.19%	17.65%	1.97%	7.14%	4.78%	4.33%	5.05%	7.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2017	71	107	96	76	188	70	111	139	109	142	102	79	6	59	83	77	27	8	20	4	47	8	4	11	3	5	16	8	30	16	3	7	4	6	19	15	12	2	16	2	26	12	1	9	16	17	11	33	84					
		9.33%	15.33%	14.40%	12.58%	11.71%	14.98%	11.15%	14.92%	11.85%	11.95%	14.52%	9.76%	10.52%	4.00%	8.63%	12.33%	12.16%	8.57%	8.60%	6.41%	1.67%	10.31%	5.67%	3.17%	3.05%	1.71%	3.40%	10.00%	4.76%	6.06%	4.78%	1.37%	5.30%	1.69%	3.14%	5.12%	4.79%	9.09%	1.43%	3.50%	1.11%	7.03%	5.26%	0.84%	4.43%	6.02%	6.25%	3.97%	4.17%	8.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	146	2	5	8	5	10	2	4	7	4	6	5	4	0	7	2	5	6	0	3	3	2	1	0	0	1	1	1	0	6	1	0	0	2	1	3	3	2	0	3	1	7	2	1	1	1	2	0	8	8					
		0.68%	0.43%	0.67%	1.05%	0.77%	0.80%	0.32%	0.54%	0.60%	0.44%	0.61%	0.48%	0.53%	0.00%	1.02%	0.30%	0.79%	1.90%	0.00%	0.96%	1.25%	0.44%	0.71%	0.00%	0.00%	0.57%	0.68%	0.63%	0.00%	1.21%	0.30%	0.00%	0.00%	0.85%	0.52%	0.81%	0.96%	1.52%	0.00%	0.66%	0.56%	1.89%	0.88%	0.84%	0.49%	0.38%	0.74%	0.00%	1.01%	0.83%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13713	263	390	413	358	653	386	415	656	521	553	630	440	106	425	351	366	204	65	203	144	284	103	80	289	134	106	110	137	361	252	191	105	176	146	259	244	92	116	359	132	270	185	82	143	179	196	216	569	655					
		63.40%	56.80%	52.49%	54.13%	55.16%	52.03%	61.46%	55.78%	55.92%	57.13%	56.54%	60.29%	58.59%	70.67%	62.13%	52.15%	57.82%	64.76%	69.89%	65.06%	60.00%	62.28%	73.05%	63.49%	80.06%	76.57%	72.11%	68.75%	81.55%	72.93%	75.22%	87.21%	79.55%	74.58%	76.44%	69.81%	77.96%	69.70%	82.86%	78.56%	73.33%	72.97%	81.14%	68.91%	70.44%	67.29%	72.06%	77.98%	71.84%	68.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	151	2	10	8	6	20	2	5	5	8	16	11	5	3	5	4	6	0	0	3	0	1	0	0	3	1	1	0	1	1	4	0	0	3	1	3	0	2	0	0	1	1	0	0	0	1	1	0	2	5					
		0.70%	0.43%	1.35%	1.05%	0.92%	1.59%	0.32%	0.67%	0.43%	0.88%	1.64%	1.05%	0.67%	2.00%	0.73%	0.59%	0.95%	0.00%	0.00%	0.96%	0.00%	0.22%	0.00%	0.00%	0.83%	0.57%	0.68%	0.00%	0.60%	0.20%	1.19%	0.00%	0.00%	1.27%	0.52%	0.81%	0.00%	1.52%	0.00%	0.00%	0.56%	0.27%	0.00%	0.00%	0.00%	0.38%	0.37%	0.00%	0.25%	0.52%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
