Выборы Президента Российской Федерации																																																						
																																																						
Наименование Избирательной комиссии:    Липецкая																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
		1.66%	1.84%	2.23%	1.20%	0.96%	2.22%	1.32%	1.62%	1.12%	1.89%	1.78%	1.06%	1.53%	1.27%	0.63%	2.48%	1.33%	2.11%	0.93%	1.59%	2.11%	1.65%	1.27%	1.41%	0.78%	2.21%	1.79%	1.73%	1.58%	0.00%	2.64%	1.79%	2.38%	1.52%	1.60%	0.00%	1.42%	0.00%	1.50%	3.33%	2.58%	1.89%	2.41%	1.54%	1.86%	0.00%	2.16%	1.26%					
23	. Харитонов Николай Михайлович	5078	251	336	241	68	75	242	87	92	93	99	52	140	47	138	38	204	153	82	102	108	61	161	62	109	14	204	80	88	43	63	74	61	329	34	26	34	16	23	25	90	101	234	176	56	6	225	35					
		18.69%	22.00%	26.82%	22.29%	16.39%	18.52%	17.69%	17.61%	12.85%	17.55%	25.19%	13.79%	23.85%	14.92%	28.99%	23.60%	22.67%	16.11%	19.11%	23.18%	13.42%	12.55%	15.77%	17.51%	17.08%	10.29%	15.88%	19.80%	13.95%	19.82%	20.79%	26.43%	14.52%	26.28%	27.20%	19.70%	16.11%	11.35%	17.29%	27.78%	11.07%	12.75%	20.12%	15.06%	17.39%	6.12%	19.45%	22.01%					
																																																						
24	Против всех	912	53	48	42	10	6	42	16	31	25	7	5	20	13	15	2	34	54	13	20	14	20	29	23	17	0	62	7	10	10	6	5	6	28	4	0	5	1	3	1	32	33	43	38	6	0	47	6					
		3.36%	4.65%	3.83%	3.89%	2.41%	1.48%	3.07%	3.24%	4.33%	4.72%	1.78%	1.33%	3.41%	4.13%	3.15%	1.24%	3.78%	5.68%	3.03%	4.55%	1.74%	4.12%	2.84%	6.50%	2.66%	0.00%	4.82%	1.73%	1.58%	4.61%	1.98%	1.79%	1.43%	2.24%	3.20%	0.00%	2.37%	0.71%	2.26%	1.11%	3.94%	4.17%	3.70%	3.25%	1.86%	0.00%	4.06%	3.77%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
