Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Залесовская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	34	1	0	2	0	0	1	3	4	1	2	2	4	0	2	2	3	1	1	0	0	5									
		0.66%	0.58%	0.00%	0.68%	0.00%	0.00%	0.46%	0.64%	0.76%	0.16%	0.37%	1.00%	4.00%	0.00%	0.53%	2.25%	1.57%	0.98%	0.30%	0.00%	0.00%	1.32%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	241	7	3	24	0	10	10	18	30	20	19	8	8	9	13	4	11	5	10	8	10	14									
		4.65%	4.05%	3.30%	8.14%	0.00%	12.99%	4.61%	3.86%	5.70%	3.25%	3.51%	4.00%	8.00%	3.41%	3.44%	4.49%	5.76%	4.90%	3.03%	14.04%	14.93%	3.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	3	1	1	1	0	4	7	10	6	12	1	1	2	16	1	3	1	8	1	1	3									
		1.60%	1.73%	1.10%	0.34%	4.55%	0.00%	1.84%	1.50%	1.90%	0.98%	2.21%	0.50%	1.00%	0.76%	4.23%	1.12%	1.57%	0.98%	2.42%	1.75%	1.49%	0.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2081	93	52	116	10	21	116	154	146	223	177	79	42	130	157	47	104	63	153	19	29	150									
		40.16%	53.76%	57.14%	39.32%	45.45%	27.27%	53.46%	33.05%	27.76%	36.26%	32.66%	39.50%	42.00%	49.24%	41.53%	52.81%	54.45%	61.76%	46.36%	33.33%	43.28%	39.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	0	1	0	0	0	5	3	0	6	0	1	0	0	0	1	0	0	1	0	5									
		0.44%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	1.07%	0.57%	0.00%	1.11%	0.00%	1.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	1.75%	0.00%	1.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	4	0	0	2	1	2	0	1	0	0	1	1	1	0	0	0	0	0	0									
		0.25%	0.00%	0.00%	1.36%	0.00%	0.00%	0.92%	0.21%	0.38%	0.00%	0.18%	0.00%	0.00%	0.38%	0.26%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	995	33	15	40	7	16	25	101	77	130	143	36	26	32	83	13	31	17	67	8	6	89									
		19.20%	19.08%	16.48%	13.56%	31.82%	20.78%	11.52%	21.67%	14.64%	21.14%	26.38%	18.00%	26.00%	12.12%	21.96%	14.61%	16.23%	16.67%	20.30%	14.04%	8.96%	23.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	0	0	0	1	0	1	0	0	2	1	0	0	2	0	1	0	1	1	0	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.21%	0.00%	0.00%	0.37%	0.50%	0.00%	0.00%	0.53%	0.00%	0.52%	0.00%	0.30%	1.75%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	0	0	1	0	0	1	7	3	5	1	2	1	0	1	2	0	1	5	0	0	5									
		0.68%	0.00%	0.00%	0.34%	0.00%	0.00%	0.46%	1.50%	0.57%	0.81%	0.18%	1.00%	1.00%	0.00%	0.26%	2.25%	0.00%	0.98%	1.52%	0.00%	0.00%	1.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	1	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0									
		0.15%	0.58%	0.00%	0.34%	0.00%	0.00%	0.46%	0.00%	0.19%	0.33%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	0	1	2	0	0	0	2	8	3	5	1	0	1	0	1	3	1	4	1	0	1									
		0.66%	0.00%	1.10%	0.68%	0.00%	0.00%	0.00%	0.43%	1.52%	0.49%	0.92%	0.50%	0.00%	0.38%	0.00%	1.12%	1.57%	0.98%	1.21%	1.75%	0.00%	0.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	967	21	17	69	1	25	32	93	161	106	78	35	9	69	54	10	22	6	68	15	15	61									
		18.66%	12.14%	18.68%	23.39%	4.55%	32.47%	14.75%	19.96%	30.61%	17.24%	14.39%	17.50%	9.00%	26.14%	14.29%	11.24%	11.52%	5.88%	20.61%	26.32%	22.39%	16.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	1	0	0	2	2	2	1	1	2	1	1	1	1	0	0	1	0	0	1									
		0.33%	0.00%	0.00%	0.34%	0.00%	0.00%	0.92%	0.43%	0.38%	0.16%	0.18%	1.00%	1.00%	0.38%	0.26%	1.12%	0.00%	0.00%	0.30%	0.00%	0.00%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	506	9	0	17	3	3	11	60	69	109	84	26	4	10	32	5	11	5	9	3	4	32									
		9.76%	5.20%	0.00%	5.76%	13.64%	3.90%	5.07%	12.88%	13.12%	17.72%	15.50%	13.00%	4.00%	3.79%	8.47%	5.62%	5.76%	4.90%	2.73%	5.26%	5.97%	8.42%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
