Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Куменская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1775	37	31	26	62	16	114	23	63	16	138	12	78	34	20	145	43	184	150	212	48	136	141	46					
		19.09%	14.34%	13.78%	10.57%	25.62%	8.29%	13.77%	12.30%	19.57%	7.55%	17.67%	10.91%	24.92%	16.59%	10.10%	26.36%	13.03%	23.32%	21.07%	21.46%	30.00%	26.82%	23.11%	13.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1597	37	31	29	33	22	137	41	36	30	143	17	69	34	34	75	56	162	150	175	28	97	80	81					
		17.18%	14.34%	13.78%	11.79%	13.64%	11.40%	16.55%	21.93%	11.18%	14.15%	18.31%	15.45%	22.04%	16.59%	17.17%	13.64%	16.97%	20.53%	21.07%	17.71%	17.50%	19.13%	13.11%	24.40%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	2	4	7	0	1	5	1	2	0	6	0	1	2	2	3	0	10	5	6	5	8	12	4					
		0.92%	0.78%	1.78%	2.85%	0.00%	0.52%	0.60%	0.53%	0.62%	0.00%	0.77%	0.00%	0.32%	0.98%	1.01%	0.55%	0.00%	1.27%	0.70%	0.61%	3.13%	1.58%	1.97%	1.20%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1662	53	13	17	54	38	92	19	54	19	125	11	42	25	31	99	81	157	157	263	23	96	157	36					
		17.87%	20.54%	5.78%	6.91%	22.31%	19.69%	11.11%	10.16%	16.77%	8.96%	16.01%	10.00%	13.42%	12.20%	15.66%	18.00%	24.55%	19.90%	22.05%	26.62%	14.38%	18.93%	25.74%	10.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	120	3	1	1	0	0	7	1	2	1	10	0	2	4	0	2	6	12	6	16	3	14	22	7					
		1.29%	1.16%	0.44%	0.41%	0.00%	0.00%	0.85%	0.53%	0.62%	0.47%	1.28%	0.00%	0.64%	1.95%	0.00%	0.36%	1.82%	1.52%	0.84%	1.62%	1.88%	2.76%	3.61%	2.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3871	118	144	160	88	114	461	100	160	146	337	68	115	101	107	217	134	243	226	294	51	145	187	155					
		41.63%	45.74%	64.00%	65.04%	36.36%	59.07%	55.68%	53.48%	49.69%	68.87%	43.15%	61.82%	36.74%	49.27%	54.04%	39.45%	40.61%	30.80%	31.74%	29.76%	31.88%	28.60%	30.66%	46.69%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	2	0	0	1	0	0	1	1	0	4	0	0	1	0	1	2	6	4	6	0	6	1	2					
		0.41%	0.78%	0.00%	0.00%	0.41%	0.00%	0.00%	0.53%	0.31%	0.00%	0.51%	0.00%	0.00%	0.49%	0.00%	0.18%	0.61%	0.76%	0.56%	0.61%	0.00%	1.18%	0.16%	0.60%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
