Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Шарыповская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2342	УИК №2345									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	370	20	6	6	6	6	20	6	6	6	6	6	20	6	6	6	25	15	6	20	5	30	30	11	6	6	6	6	30	6	6	6	6	6	6	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	127	9	0	3	0	4	2	2	1	0	0	1	16	0	0	6	6	15	3	19	5	5	18	1	0	0	0	2	1	1	0	2	2	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	241	7	5	2	2	0	2	3	1	3	2	3	15	16	1	5	3	9	32	17	2	13	9	22	11	4	8	5	12	3	1	5	4	3	8	3									
14	Число погашенных неиспользованных открепительных удостоверений	243	11	6	3	6	2	18	4	5	6	6	5	4	6	6	0	19	0	3	1	0	25	12	10	6	6	6	4	29	5	6	4	4	3	6	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	3	0	1	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	1	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	1	2	0	1	1	0	2	0	2	0	1	5	1	1	1	1	6	1	0	0	5	12	1	3	1	0	2	5	1	3	3	1	1	0	0									
		0.92%	0.23%	2.47%	0.00%	1.45%	0.88%	0.00%	0.85%	0.00%	2.02%	0.00%	0.84%	1.25%	0.77%	1.12%	0.88%	0.26%	1.57%	1.67%	0.00%	0.00%	1.66%	2.18%	0.44%	1.08%	0.43%	0.00%	0.95%	0.89%	1.49%	1.95%	1.76%	0.51%	2.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	179	6	3	0	1	3	5	0	0	7	1	4	16	5	2	3	13	13	4	4	6	10	14	2	4	1	1	4	20	2	5	5	7	0	4	4									
		2.59%	1.35%	3.70%	0.00%	1.45%	2.63%	1.74%	0.00%	0.00%	7.07%	1.06%	3.36%	3.99%	3.85%	2.25%	2.63%	3.44%	3.39%	6.67%	1.77%	4.48%	3.31%	2.54%	0.87%	1.43%	0.43%	1.04%	1.90%	3.57%	2.99%	3.25%	2.94%	3.59%	0.00%	6.06%	4.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	166	14	3	0	0	1	17	0	1	4	4	4	9	2	0	2	7	12	1	0	4	10	25	3	4	0	0	3	18	2	8	1	2	1	1	3									
		2.40%	3.15%	3.70%	0.00%	0.00%	0.88%	5.90%	0.00%	0.69%	4.04%	4.26%	3.36%	2.24%	1.54%	0.00%	1.75%	1.85%	3.13%	1.67%	0.00%	2.99%	3.31%	4.54%	1.31%	1.43%	0.00%	0.00%	1.43%	3.21%	2.99%	5.19%	0.59%	1.03%	2.00%	1.52%	3.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4141	234	40	46	60	69	174	198	120	48	73	63	161	68	54	82	246	244	40	156	109	116	194	135	233	200	52	117	341	43	103	97	97	30	37	61									
		59.84%	52.70%	49.38%	70.77%	86.96%	60.53%	60.42%	84.62%	82.76%	48.48%	77.66%	52.94%	40.15%	52.31%	60.67%	71.93%	65.08%	63.71%	66.67%	69.03%	81.34%	38.41%	35.21%	58.95%	83.51%	86.58%	54.17%	55.71%	60.89%	64.18%	66.88%	57.06%	49.74%	60.00%	56.06%	65.59%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	1	0	1	4	0	0	0	1	1	4	1	0	2	2	2	0	0									
		0.39%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	1.54%	0.00%	0.00%	0.00%	0.52%	0.00%	0.44%	0.00%	0.33%	0.73%	0.00%	0.00%	0.00%	1.04%	0.48%	0.71%	1.49%	0.00%	1.18%	1.03%	4.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	1.54%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.77%	1.12%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1119	86	11	5	3	24	47	24	7	18	13	25	84	19	20	14	54	39	11	43	9	68	117	48	12	19	22	47	97	12	18	23	46	10	6	18									
		16.17%	19.37%	13.58%	7.69%	4.35%	21.05%	16.32%	10.26%	4.83%	18.18%	13.83%	21.01%	20.95%	14.62%	22.47%	12.28%	14.29%	10.18%	18.33%	19.03%	6.72%	22.52%	21.23%	20.96%	4.30%	8.23%	22.92%	22.38%	17.32%	17.91%	11.69%	13.53%	23.59%	20.00%	9.09%	19.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	5	0	1	0	0	2	0	0	0	0	1	2	0	1	0	1	2	0	1	0	0	2	0	0	0	0	0	2	1	0	0	1	1	0	0									
		0.33%	1.13%	0.00%	1.54%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.84%	0.50%	0.00%	1.12%	0.00%	0.26%	0.52%	0.00%	0.44%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	1.49%	0.00%	0.00%	0.51%	2.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	3	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	2	0	0	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0									
		0.26%	0.68%	0.00%	0.00%	0.00%	0.00%	0.35%	0.43%	0.00%	0.00%	0.00%	0.84%	0.50%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.33%	0.54%	0.00%	0.00%	0.00%	1.04%	0.95%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	1	0	2	0	1	0									
		0.19%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.36%	0.00%	0.00%	0.48%	0.18%	0.00%	0.65%	0.00%	1.03%	0.00%	1.52%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	1	2	0	0	0	0	0	1	0	0	1	1	0	0	0	2	2	0	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0									
		0.23%	0.23%	2.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.84%	0.25%	0.00%	0.00%	0.00%	0.53%	0.52%	0.00%	0.00%	0.00%	0.00%	0.36%	0.44%	0.36%	0.00%	0.00%	0.48%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	717	49	7	8	3	13	30	9	2	12	1	12	80	19	6	7	39	27	2	13	5	49	116	29	11	7	15	26	41	5	12	19	21	4	16	2									
		10.36%	11.04%	8.64%	12.31%	4.35%	11.40%	10.42%	3.85%	1.38%	12.12%	1.06%	10.08%	19.95%	14.62%	6.74%	6.14%	10.32%	7.05%	3.33%	5.75%	3.73%	16.23%	21.05%	12.66%	3.94%	3.03%	15.63%	12.38%	7.32%	7.46%	7.79%	11.18%	10.77%	8.00%	24.24%	2.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	17	6	3	1	0	6	0	0	3	1	1	12	6	1	0	4	13	0	3	0	24	29	1	6	1	1	4	7	0	1	2	2	0	1	2									
		2.28%	3.83%	7.41%	4.62%	1.45%	0.00%	2.08%	0.00%	0.00%	3.03%	1.06%	0.84%	2.99%	4.62%	1.12%	0.00%	1.06%	3.39%	0.00%	1.33%	0.00%	7.95%	5.26%	0.44%	2.15%	0.43%	1.04%	1.90%	1.25%	0.00%	0.65%	1.18%	1.03%	0.00%	1.52%	2.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	131	16	4	1	0	0	3	0	1	3	1	1	7	2	1	1	0	10	0	4	1	10	23	6	4	2	2	2	6	0	0	12	5	1	0	2									
		1.89%	3.60%	4.94%	1.54%	0.00%	0.00%	1.04%	0.00%	0.69%	3.03%	1.06%	0.84%	1.75%	1.54%	1.12%	0.88%	0.00%	2.61%	0.00%	1.77%	0.75%	3.31%	4.17%	2.62%	1.43%	0.87%	2.08%	0.95%	1.07%	0.00%	0.00%	7.06%	2.56%	2.00%	0.00%	2.15%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
