7	Число избирательных бюллетеней в переносных ящиках для голосования	5798	37	35	36	58	45	30	49	28	60	32	18	40	47	41	26	60	71	64	48	60	61	76	52	66	52	43	23	17	75	76	27	27	71	60	83	49	91	80	109	9	69	47	79	42	38	44	87	50	64	90	23	16	42	47	31	58	28	32	14	42	57	31	70	69	52	64	48	54	64	57	63	58	40	31	53	36	39	55	60	42	59	80	41	64	53	45	67	51	51	72	56	34	56	46	57	41	56	63	28	48	40	33	16	63	46	0	180	52	29	15	18	44	0	174	0	0	2									
8	Число бюллетеней в стационарных ящиках для голосования	167470	1900	2156	1840	2034	1904	1831	1665	1531	1898	1610	1830	1836	1828	2133	2077	1998	1571	1515	1679	1617	2084	1676	1383	1330	1253	2061	1559	1320	1407	1547	988	1221	1210	1533	1231	1218	1466	1348	1323	664	1778	1163	1700	1370	1035	1524	1628	1669	1632	1869	2032	638	1790	1686	1166	1704	1431	1613	26	1682	1556	1607	1590	1664	1706	1614	1301	1403	1686	1643	1468	1133	1167	1725	1448	1431	1707	1677	1169	1521	1532	1354	1675	1645	1360	1707	1044	1389	1382	1362	1446	1633	1290	1758	1664	1545	1626	1446	1456	1562	1588	1208	1400	1765	1764	42	126	1969	1714	1744	46	133	21	85	317	39	6									
9	Число недействительных избирательных бюллетеней	1845	23	21	23	33	19	13	16	17	17	14	12	14	18	29	19	16	11	14	14	24	29	22	20	25	19	22	20	14	22	22	14	16	8	23	9	19	22	14	12	11	24	15	14	13	4	3	33	13	22	21	26	5	28	15	16	23	18	11	0	15	15	17	26	17	19	13	12	12	25	4	22	7	10	16	25	16	24	20	9	23	23	16	14	16	12	24	26	16	16	17	15	14	10	17	10	17	27	9	11	16	36	9	14	16	21	3	1	13	8	8	0	2	0	1	6	0	0									
10	Число действительных избирательных бюллетеней	171423	1914	2170	1853	2059	1930	1848	1698	1542	1941	1628	1836	1862	1857	2145	2084	2042	1631	1565	1713	1653	2116	1730	1415	1371	1286	2082	1562	1323	1460	1601	1001	1232	1273	1570	1305	1248	1535	1414	1420	662	1823	1195	1765	1399	1069	1565	1682	1706	1674	1938	2029	649	1804	1718	1181	1739	1441	1634	40	1709	1598	1621	1634	1716	1739	1665	1337	1445	1725	1696	1509	1184	1197	1740	1476	1451	1722	1712	1220	1540	1568	1418	1702	1693	1401	1728	1085	1424	1417	1417	1487	1653	1336	1787	1711	1569	1655	1500	1473	1594	1592	1232	1402	1812	1789	39	305	2008	1735	1751	64	175	21	258	311	39	8									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																																
13	Бабурин Сергей Николаевич	1361	11	13	18	19	25	23	10	9	22	5	7	10	12	15	10	14	10	15	12	9	17	9	11	6	11	10	10	12	20	16	9	9	14	13	10	16	12	10	11	4	20	15	18	15	9	10	14	8	21	13	4	7	20	9	11	11	15	17	1	11	7	6	13	16	24	13	12	14	15	7	7	4	7	19	12	18	20	10	7	18	13	12	12	17	11	16	7	15	12	8	14	12	15	15	15	15	8	10	11	15	16	5	14	14	19	1	5	15	9	10	1	0	0	2	0	0	0									
		0.79%	0.57%	0.59%	0.96%	0.91%	1.28%	1.24%	0.58%	0.58%	1.12%	0.30%	0.38%	0.53%	0.64%	0.69%	0.48%	0.68%	0.61%	0.95%	0.69%	0.54%	0.79%	0.51%	0.77%	0.43%	0.84%	0.48%	0.63%	0.90%	1.35%	0.99%	0.89%	0.72%	1.09%	0.82%	0.76%	1.26%	0.77%	0.70%	0.77%	0.59%	1.08%	1.24%	1.01%	1.06%	0.84%	0.64%	0.82%	0.47%	1.24%	0.66%	0.19%	1.07%	1.09%	0.52%	0.92%	0.62%	1.03%	1.03%	2.50%	0.64%	0.43%	0.37%	0.78%	0.92%	1.37%	0.77%	0.89%	0.96%	0.86%	0.41%	0.46%	0.34%	0.58%	1.08%	0.80%	1.23%	1.15%	0.58%	0.57%	1.15%	0.82%	0.84%	0.70%	0.99%	0.78%	0.91%	0.63%	1.04%	0.84%	0.56%	0.93%	0.72%	1.11%	0.83%	0.87%	0.95%	0.48%	0.66%	0.74%	0.93%	0.98%	0.40%	0.99%	0.77%	1.05%	2.38%	1.63%	0.74%	0.52%	0.57%	1.56%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	19571	217	279	246	238	188	198	204	191	205	195	234	235	192	297	260	281	150	157	191	170	236	150	130	132	123	246	165	130	160	155	93	139	176	161	155	137	155	167	142	82	238	124	225	138	140	186	192	177	219	185	180	72	215	166	146	204	196	172	4	223	206	173	166	183	188	177	152	177	205	185	176	118	128	204	179	174	200	224	133	202	200	137	186	203	170	204	130	172	198	165	156	196	157	206	199	166	188	180	166	161	220	153	162	214	213	0	8	255	206	224	6	19	5	22	8	1	1									
		11.30%	11.20%	12.73%	13.11%	11.38%	9.65%	10.64%	11.90%	12.25%	10.47%	11.88%	12.66%	12.53%	10.24%	13.66%	12.36%	13.65%	9.14%	9.94%	11.06%	10.14%	11.00%	8.56%	9.06%	9.46%	9.43%	11.69%	10.43%	9.72%	10.80%	9.55%	9.16%	11.14%	13.74%	10.11%	11.80%	10.81%	9.96%	11.69%	9.92%	12.18%	12.89%	10.25%	12.65%	9.77%	13.05%	11.86%	11.20%	10.30%	12.91%	9.44%	8.76%	11.01%	11.74%	9.58%	12.20%	11.58%	13.43%	10.46%	10.00%	12.94%	12.77%	10.56%	10.00%	10.56%	10.69%	10.55%	11.27%	12.15%	11.71%	10.88%	11.50%	9.91%	10.60%	11.62%	11.93%	11.86%	11.45%	12.93%	10.82%	12.92%	12.57%	9.55%	10.84%	11.88%	12.03%	11.64%	11.70%	11.94%	13.82%	11.51%	10.39%	11.76%	11.66%	11.42%	11.56%	10.47%	11.18%	11.93%	11.19%	10.00%	13.51%	12.33%	11.44%	11.71%	11.77%	0.00%	2.61%	12.62%	11.82%	12.73%	9.38%	10.73%	23.81%	8.49%	2.52%	2.56%	12.50%									
15	Жириновский Владимир Вольфович	13537	132	123	151	159	144	153	115	98	145	118	139	130	132	167	125	121	169	139	173	143	199	171	157	157	138	214	174	130	124	126	99	143	102	127	90	100	120	139	121	81	137	88	137	112	84	94	115	112	102	159	59	51	165	142	115	150	155	167	2	142	135	167	142	139	137	98	97	130	127	103	117	113	92	129	121	121	121	123	99	96	105	101	133	110	107	134	84	105	98	107	121	132	120	126	129	109	143	110	129	122	125	85	95	124	117	2	33	125	99	129	5	9	2	31	43	4	1									
		7.81%	6.81%	5.61%	8.05%	7.60%	7.39%	8.22%	6.71%	6.29%	7.41%	7.19%	7.52%	6.93%	7.04%	7.68%	5.94%	5.88%	10.29%	8.80%	10.02%	8.53%	9.28%	9.76%	10.94%	11.25%	10.57%	10.17%	10.99%	9.72%	8.37%	7.76%	9.75%	11.46%	7.96%	7.97%	6.85%	7.89%	7.71%	9.73%	8.45%	12.04%	7.42%	7.27%	7.70%	7.93%	7.83%	5.99%	6.71%	6.52%	6.01%	8.12%	2.87%	7.80%	9.01%	8.19%	9.61%	8.51%	10.62%	10.15%	5.00%	8.24%	8.37%	10.20%	8.55%	8.02%	7.79%	5.84%	7.19%	8.92%	7.26%	6.06%	7.64%	9.49%	7.62%	7.35%	8.06%	8.25%	6.93%	7.10%	8.06%	6.14%	6.60%	7.04%	7.75%	6.44%	7.57%	7.65%	7.56%	7.29%	6.84%	7.46%	8.06%	7.92%	8.92%	6.98%	7.50%	6.87%	8.50%	7.29%	8.69%	7.58%	7.68%	6.85%	6.71%	6.78%	6.46%	4.76%	10.78%	6.19%	5.68%	7.33%	7.81%	5.08%	9.52%	11.97%	13.56%	10.26%	12.50%									
16	Путин Владимир Владимирович	127153	1435	1589	1303	1518	1469	1356	1252	1143	1452	1204	1372	1364	1392	1516	1535	1504	1216	1160	1250	1246	1565	1325	1052	1023	956	1535	1133	982	1072	1179	745	898	887	1156	971	921	1159	1027	1072	467	1321	899	1274	1051	776	1154	1237	1274	1211	1477	1697	499	1321	1309	834	1312	1005	1204	31	1241	1173	1199	1239	1311	1299	1270	994	1057	1284	1299	1116	897	913	1287	1084	1076	1274	1250	907	1138	1171	1081	1268	1264	1041	1266	811	1032	1027	1056	1124	1230	981	1346	1247	1174	1237	1117	1072	1212	1128	924	1032	1353	1346	33	248	1486	1294	1275	48	137	13	199	246	33	6									
		73.39%	74.08%	72.52%	69.46%	72.56%	75.37%	72.86%	73.05%	73.32%	74.16%	73.33%	74.24%	72.71%	74.24%	69.73%	72.99%	73.08%	74.06%	73.46%	72.38%	74.30%	72.96%	75.63%	73.31%	73.28%	73.26%	72.96%	71.62%	73.45%	72.33%	72.64%	73.40%	71.96%	69.24%	72.57%	73.90%	72.69%	74.44%	71.92%	74.86%	69.39%	71.52%	74.30%	71.61%	74.43%	72.32%	73.60%	72.13%	74.11%	71.40%	75.40%	82.58%	76.30%	72.11%	75.53%	69.67%	74.46%	68.88%	73.19%	77.50%	71.98%	72.72%	73.20%	74.64%	75.65%	73.89%	75.69%	73.68%	72.55%	73.37%	76.41%	72.89%	75.31%	75.64%	73.29%	72.22%	73.35%	72.97%	72.17%	73.80%	72.81%	73.60%	75.38%	73.89%	73.96%	73.67%	72.26%	72.99%	71.67%	71.67%	73.64%	74.83%	73.79%	72.88%	74.61%	72.46%	74.02%	73.54%	74.02%	72.24%	75.28%	69.29%	74.46%	72.88%	74.02%	74.36%	78.57%	81.05%	73.53%	74.24%	72.48%	75.00%	77.40%	61.90%	76.83%	77.60%	84.62%	75.00%									
17	Собчак Ксения Анатольевна	4220	54	74	62	56	44	58	55	40	48	49	38	55	51	57	82	66	27	38	41	37	39	25	34	31	27	32	31	28	28	45	31	18	37	50	33	25	37	32	31	12	47	31	50	35	25	51	48	58	59	50	37	8	38	37	32	27	27	28	0	40	31	36	35	26	27	53	27	35	39	36	50	25	27	47	37	29	44	45	43	29	27	28	44	47	28	43	25	32	34	30	25	41	20	45	58	54	38	36	35	33	47	31	45	43	31	2	4	51	62	52	2	5	0	1	13	1	0									
		2.44%	2.79%	3.38%	3.30%	2.68%	2.26%	3.12%	3.21%	2.57%	2.45%	2.98%	2.06%	2.93%	2.72%	2.62%	3.90%	3.21%	1.64%	2.41%	2.37%	2.21%	1.82%	1.43%	2.37%	2.22%	2.07%	1.52%	1.96%	2.09%	1.89%	2.77%	3.05%	1.44%	2.89%	3.14%	2.51%	1.97%	2.38%	2.24%	2.16%	1.78%	2.54%	2.56%	2.81%	2.48%	2.33%	3.25%	2.80%	3.37%	3.48%	2.55%	1.80%	1.22%	2.07%	2.14%	2.67%	1.53%	1.85%	1.70%	0.00%	2.32%	1.92%	2.20%	2.11%	1.50%	1.54%	3.16%	2.00%	2.40%	2.23%	2.12%	3.27%	2.10%	2.24%	2.68%	2.47%	1.98%	2.52%	2.60%	3.50%	1.86%	1.70%	1.95%	2.56%	2.75%	1.98%	2.45%	2.25%	2.22%	2.37%	2.09%	1.66%	2.46%	1.49%	2.49%	3.37%	3.40%	2.26%	2.39%	2.36%	2.05%	2.89%	2.50%	3.18%	2.35%	1.71%	4.76%	1.31%	2.52%	3.56%	2.96%	3.13%	2.82%	0.00%	0.39%	4.10%	2.56%	0.00%									
18	Сурайкин Максим Александрович	1209	12	16	16	8	12	6	10	15	12	9	9	16	14	31	9	7	17	13	11	13	20	7	10	8	3	18	14	15	8	16	5	6	11	12	12	9	14	9	9	4	11	11	7	14	8	9	14	20	10	14	19	7	10	13	16	11	13	9	1	15	7	8	13	11	17	18	15	6	15	17	8	4	5	16	13	7	12	6	6	7	9	10	17	12	8	14	4	19	12	13	8	10	8	13	13	3	11	6	12	6	12	7	6	17	14	0	3	11	5	12	0	3	1	1	0	0	0									
		0.70%	0.62%	0.73%	0.85%	0.38%	0.62%	0.32%	0.58%	0.96%	0.61%	0.55%	0.49%	0.85%	0.75%	1.43%	0.43%	0.34%	1.04%	0.82%	0.64%	0.78%	0.93%	0.40%	0.70%	0.57%	0.23%	0.86%	0.88%	1.12%	0.54%	0.99%	0.49%	0.48%	0.86%	0.75%	0.91%	0.71%	0.90%	0.63%	0.63%	0.59%	0.60%	0.91%	0.39%	0.99%	0.75%	0.57%	0.82%	1.16%	0.59%	0.71%	0.92%	1.07%	0.55%	0.75%	1.34%	0.62%	0.89%	0.55%	2.50%	0.87%	0.43%	0.49%	0.78%	0.63%	0.97%	1.07%	1.11%	0.41%	0.86%	1.00%	0.52%	0.34%	0.41%	0.91%	0.87%	0.48%	0.69%	0.35%	0.49%	0.45%	0.57%	0.70%	0.99%	0.70%	0.57%	0.80%	0.36%	1.32%	0.84%	0.91%	0.53%	0.60%	0.59%	0.72%	0.76%	0.19%	0.65%	0.40%	0.81%	0.37%	0.74%	0.56%	0.42%	0.93%	0.77%	0.00%	0.98%	0.54%	0.29%	0.68%	0.00%	1.69%	4.76%	0.39%	0.00%	0.00%	0.00%									
19	Титов Борис Юрьевич	1675	23	34	24	25	17	29	26	18	17	15	18	22	27	29	26	24	9	13	9	15	17	16	6	6	5	5	12	11	15	21	9	4	13	16	10	22	14	6	10	5	20	10	21	15	10	29	22	24	14	18	15	2	9	20	12	8	10	17	1	14	12	8	8	9	12	16	16	8	16	14	13	10	9	21	12	18	16	17	9	14	21	18	24	16	7	18	8	20	12	17	14	12	10	17	25	24	12	18	18	17	10	13	20	20	25	1	3	21	24	18	0	0	0	0	0	0	0									
		0.97%	1.19%	1.55%	1.28%	1.20%	0.87%	1.56%	1.52%	1.15%	0.87%	0.91%	0.97%	1.17%	1.44%	1.33%	1.24%	1.17%	0.55%	0.82%	0.52%	0.89%	0.79%	0.91%	0.42%	0.43%	0.38%	0.24%	0.76%	0.82%	1.01%	1.29%	0.89%	0.32%	1.01%	1.00%	0.76%	1.74%	0.90%	0.42%	0.70%	0.74%	1.08%	0.83%	1.18%	1.06%	0.93%	1.85%	1.28%	1.40%	0.83%	0.92%	0.73%	0.31%	0.49%	1.15%	1.00%	0.45%	0.69%	1.03%	2.50%	0.81%	0.74%	0.49%	0.48%	0.52%	0.68%	0.95%	1.19%	0.55%	0.91%	0.82%	0.85%	0.84%	0.75%	1.20%	0.80%	1.23%	0.92%	0.98%	0.73%	0.90%	1.32%	1.26%	1.40%	0.94%	0.50%	1.03%	0.72%	1.39%	0.84%	1.19%	0.93%	0.72%	0.74%	0.94%	1.45%	1.51%	0.71%	1.19%	1.21%	1.06%	0.61%	1.05%	1.41%	1.09%	1.38%	2.38%	0.98%	1.04%	1.38%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	2697	30	42	33	36	31	25	26	28	40	33	19	30	37	33	37	25	33	30	26	20	23	27	15	8	23	22	23	15	33	43	10	15	33	35	24	18	24	24	24	7	29	17	33	19	17	32	40	33	38	22	18	3	26	22	15	16	20	20	0	23	27	24	18	21	35	20	24	18	24	35	22	13	16	17	18	8	35	37	16	36	22	31	18	24	29	33	16	29	24	21	25	20	25	19	25	24	18	23	30	28	34	14	28	27	24	0	1	44	36	31	2	2	0	2	1	0	0									
		1.56%	1.55%	1.92%	1.76%	1.72%	1.59%	1.34%	1.52%	1.80%	2.04%	2.01%	1.03%	1.60%	1.97%	1.52%	1.76%	1.21%	2.01%	1.90%	1.51%	1.19%	1.07%	1.54%	1.05%	0.57%	1.76%	1.05%	1.45%	1.12%	2.23%	2.65%	0.99%	1.20%	2.58%	2.20%	1.83%	1.42%	1.54%	1.68%	1.68%	1.04%	1.57%	1.40%	1.85%	1.35%	1.58%	2.04%	2.33%	1.92%	2.24%	1.12%	0.88%	0.46%	1.42%	1.27%	1.25%	0.91%	1.37%	1.22%	0.00%	1.33%	1.67%	1.47%	1.08%	1.21%	1.99%	1.19%	1.78%	1.24%	1.37%	2.06%	1.44%	1.09%	1.33%	0.97%	1.20%	0.55%	2.00%	2.14%	1.30%	2.30%	1.38%	2.16%	1.05%	1.40%	2.05%	1.88%	1.44%	2.01%	1.67%	1.46%	1.66%	1.20%	1.86%	1.05%	1.45%	1.51%	1.07%	1.52%	2.02%	1.74%	2.09%	1.13%	1.98%	1.48%	1.33%	0.00%	0.33%	2.18%	2.07%	1.76%	3.13%	1.13%	0.00%	0.77%	0.32%	0.00%	0.00%									
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
																																																																																																																																
