Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Бугульминская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	400	4	10	27	6	13	17	8	13	13	8	14	27	7	8	14	7	4	11	17	9	5	11	11	4	11	13	14	25	37	32									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	139	4	0	15	2	5	0	2	6	3	1	4	5	0	0	3	0	0	0	2	0	0	1	3	4	11	5	3	14	17	29									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	36	2	0	3	0	0	1	2	1	0	1	5	3	0	0	1	1	1	0	0	0	0	0	0	1	2	2	3	3	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	261	0	10	12	4	8	17	6	7	10	7	10	22	7	8	11	7	4	11	15	9	5	10	8	0	0	8	11	11	20	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	0	0	3	0	0	1	3	0	4	0	0	2	1	0	2	0	0	1	1	0	1	0	1	0	1	0	0	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	24	0	0	0	0	2	0	1	0	0	0	0	2	0	0	5	0	1	5	0	0	0	0	0	2	1	3	0	2	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.88%	0.00%	0.67%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.65%	0.24%	0.56%	0.00%	0.20%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	107	0	2	3	0	0	0	6	1	0	6	0	2	0	0	19	9	1	13	7	3	0	0	0	2	1	16	0	16	0	0									
		0.66%	0.00%	0.50%	0.27%	0.00%	0.00%	0.00%	1.72%	0.19%	0.00%	1.96%	0.00%	0.18%	0.00%	0.00%	3.34%	3.09%	0.67%	2.88%	0.97%	0.81%	0.00%	0.00%	0.00%	1.65%	0.24%	2.99%	0.00%	1.62%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	43	0	0	2	0	0	2	4	0	0	0	0	2	0	0	11	2	1	1	0	1	0	7	0	0	1	6	3	0	0	0									
		0.26%	0.00%	0.00%	0.18%	0.00%	0.00%	0.29%	1.15%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	1.93%	0.69%	0.67%	0.22%	0.00%	0.27%	0.00%	1.58%	0.00%	0.00%	0.24%	1.12%	0.53%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15180	142	373	1046	226	506	648	264	505	503	296	552	1040	234	325	483	271	140	386	671	354	221	411	410	113	400	449	523	960	1485	1243									
		93.27%	93.42%	92.79%	93.06%	94.17%	93.01%	93.10%	75.64%	96.74%	95.81%	96.73%	93.09%	93.95%	78.79%	95.87%	84.89%	93.13%	93.33%	85.40%	92.94%	95.68%	95.67%	92.99%	92.97%	93.39%	94.79%	84.08%	92.08%	97.07%	98.21%	98.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.56%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	293	6	5	20	1	6	8	41	2	2	3	6	24	31	1	35	4	2	26	7	3	2	2	7	0	2	28	9	5	1	4									
		1.80%	3.95%	1.24%	1.78%	0.42%	1.10%	1.15%	11.75%	0.38%	0.38%	0.98%	1.01%	2.17%	10.44%	0.29%	6.15%	1.37%	1.33%	5.75%	0.97%	0.81%	0.87%	0.45%	1.59%	0.00%	0.47%	5.24%	1.58%	0.51%	0.07%	0.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	15	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	1	6	0	0	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.24%	1.12%	0.00%	0.00%	0.07%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	528	4	20	47	11	27	35	28	13	20	0	29	25	28	9	13	5	1	14	37	8	8	22	22	3	12	20	24	1	25	17									
		3.24%	2.63%	4.98%	4.18%	4.58%	4.96%	5.03%	8.02%	2.49%	3.81%	0.00%	4.89%	2.26%	9.43%	2.65%	2.28%	1.72%	0.67%	3.10%	5.12%	2.16%	3.46%	4.98%	4.99%	2.48%	2.84%	3.75%	4.23%	0.10%	1.65%	1.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	53	0	2	6	2	3	3	0	1	0	1	6	4	4	0	0	0	4	3	0	0	0	0	2	1	0	1	4	5	0	1									
		0.33%	0.00%	0.50%	0.53%	0.83%	0.55%	0.43%	0.00%	0.19%	0.00%	0.33%	1.01%	0.36%	1.35%	0.00%	0.00%	0.00%	2.67%	0.66%	0.00%	0.00%	0.00%	0.00%	0.45%	0.83%	0.00%	0.19%	0.70%	0.51%	0.00%	0.08%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
