Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Ливенская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №791	УИК №792					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	"1. ""ЕДИНЕНИЕ"""	166	1	2	11	9	3	7	2	11	1	3	0	4	0	4	2	2	1	5	0	4	0	0	4	0	4	0	5	9	3	5	0	14	1	0	4	0	3	5	6	1	1	5	0	4	4	2	2	6	3	3	0					
		0.84%	0.45%	0.59%	2.19%	4.12%	0.58%	0.83%	0.86%	1.69%	0.30%	0.20%	0.0%	0.75%	0.0%	0.85%	0.63%	1.11%	0.34%	1.90%	0.0%	0.84%	0.0%	0.0%	1.03%	0.0%	0.44%	0.0%	1.85%	0.82%	0.94%	1.28%	0.0%	1.65%	0.59%	0.0%	0.74%	0.0%	1.0%	1.57%	0.96%	0.29%	0.35%	1.52%	0.0%	1.28%	2.20%	0.57%	0.51%	2.19%	0.89%	1.38%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	150	1	6	4	0	2	8	3	7	3	13	1	4	0	1	0	3	2	0	1	2	2	0	1	0	7	5	4	13	1	6	3	5	3	0	1	0	0	2	6	0	3	1	4	5	2	7	1	1	0	2	4					
		0.76%	0.45%	1.79%	0.79%	0.0%	0.38%	0.95%	1.29%	1.07%	0.90%	0.89%	0.34%	0.75%	0.0%	0.21%	0.0%	1.67%	0.69%	0.0%	0.22%	0.42%	0.64%	0.0%	0.25%	0.0%	0.77%	1.61%	1.48%	1.19%	0.31%	1.53%	1.49%	0.59%	1.78%	0.0%	0.18%	0.0%	0.0%	0.62%	0.96%	0.0%	1.06%	0.30%	1.39%	1.60%	1.10%	2.02%	0.25%	0.36%	0.0%	0.92%	1.52%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	161	1	1	1	2	2	6	1	4	4	8	2	8	0	7	4	3	5	2	3	6	0	2	4	2	6	4	3	12	0	2	2	16	0	3	1	0	1	0	8	2	0	2	4	1	0	1	4	3	4	4	0					
		0.81%	0.45%	0.29%	0.19%	0.91%	0.38%	0.71%	0.43%	0.61%	1.20%	0.55%	0.68%	1.50%	0.0%	1.49%	1.26%	1.67%	1.74%	0.76%	0.66%	1.26%	0.0%	1.51%	1.03%	1.06%	0.66%	1.29%	1.11%	1.10%	0.0%	0.51%	0.99%	1.89%	0.0%	2.70%	0.18%	0.0%	0.33%	0.0%	1.28%	0.58%	0.0%	0.61%	1.39%	0.32%	0.0%	0.28%	1.03%	1.09%	1.19%	1.84%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	181	2	1	6	2	0	7	2	13	0	26	2	1	0	9	1	3	2	0	1	4	0	0	1	1	2	2	2	16	2	10	2	13	3	0	6	0	4	4	5	3	0	3	1	8	0	0	0	1	0	6	4					
		0.91%	0.90%	0.29%	1.19%	0.91%	0.0%	0.83%	0.86%	2.0%	0.0%	1.79%	0.68%	0.18%	0.0%	1.91%	0.31%	1.67%	0.69%	0.0%	0.22%	0.84%	0.0%	0.0%	0.25%	0.53%	0.22%	0.64%	0.74%	1.47%	0.63%	2.56%	0.99%	1.54%	1.78%	0.0%	1.11%	0.0%	1.33%	1.25%	0.80%	0.88%	0.0%	0.91%	0.34%	2.56%	0.0%	0.0%	0.0%	0.36%	0.0%	2.76%	1.52%					
22	"5. ""За Русь Святую"""	87	0	1	2	2	2	6	2	5	0	5	0	0	0	1	0	1	2	2	3	3	0	0	0	0	4	0	2	1	2	1	1	9	1	1	3	0	2	1	0	8	1	0	1	2	2	3	1	1	0	3	0					
		0.44%	0.0%	0.29%	0.39%	0.91%	0.38%	0.71%	0.86%	0.76%	0.0%	0.34%	0.0%	0.0%	0.0%	0.21%	0.0%	0.55%	0.69%	0.76%	0.66%	0.63%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.74%	0.09%	0.63%	0.25%	0.49%	1.06%	0.59%	0.90%	0.55%	0.0%	0.66%	0.31%	0.0%	2.35%	0.35%	0.0%	0.34%	0.64%	1.10%	0.86%	0.25%	0.36%	0.0%	1.38%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0					
		0.06%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.63%	0.0%	0.0%	0.25%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	124	1	1	1	0	0	3	1	8	5	14	4	6	1	0	3	0	4	0	3	0	0	0	5	0	4	0	0	16	4	7	0	2	0	0	3	0	0	0	6	3	1	1	1	0	1	3	3	1	0	1	7					
		0.62%	0.45%	0.29%	0.19%	0.0%	0.0%	0.35%	0.43%	1.23%	1.51%	0.96%	1.36%	1.12%	0.95%	0.0%	0.94%	0.0%	1.39%	0.0%	0.66%	0.0%	0.0%	0.0%	1.29%	0.0%	0.44%	0.0%	0.0%	1.47%	1.26%	1.79%	0.0%	0.23%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.96%	0.88%	0.35%	0.30%	0.34%	0.0%	0.55%	0.86%	0.77%	0.36%	0.0%	0.46%	2.66%					
25	"8. ""Народно-республиканская партия России"""	23	0	0	0	0	0	2	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.90%	0.06%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	1.85%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.30%	0.0%	0.32%	0.0%	0.28%	0.0%	0.73%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	0	0	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	0	1	1	0	0	3	0	3	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0					
		0.12%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.15%	0.0%	0.20%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.22%	0.21%	0.0%	0.0%	0.77%	0.0%	0.33%	0.0%	0.0%	0.36%	0.63%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.36%	0.0%	0.46%	0.0%					
27	"10. ""Аграрная партия России"""	701	6	14	19	10	11	34	5	3	8	12	17	24	4	13	10	2	9	7	9	10	21	2	28	4	59	29	7	21	48	2	2	11	8	4	19	1	11	10	10	0	13	18	16	36	11	17	31	16	4	5	10					
		3.56%	2.72%	4.19%	3.78%	4.58%	2.13%	4.06%	2.15%	0.46%	2.41%	0.82%	5.82%	4.51%	3.80%	2.77%	3.15%	1.11%	3.13%	2.67%	1.99%	2.10%	6.79%	1.51%	7.25%	2.13%	6.55%	9.35%	2.60%	1.93%	15.18%	0.51%	0.99%	1.30%	4.76%	3.60%	3.51%	1.08%	3.66%	3.14%	1.60%	0.0%	4.59%	5.50%	5.57%	11.53%	6.07%	4.91%	8.05%	5.86%	1.19%	2.30%	3.80%					
28	"11. ""Истинные патриоты России"""	11	0	0	1	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.19%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.18%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	123	1	3	3	2	1	1	1	10	3	16	4	0	0	3	4	0	1	1	0	2	11	0	2	3	6	2	0	9	3	1	0	12	0	0	2	0	1	0	3	0	2	2	0	1	1	0	0	1	1	1	3					
		0.62%	0.45%	0.89%	0.59%	0.91%	0.19%	0.11%	0.43%	1.53%	0.90%	1.10%	1.36%	0.0%	0.0%	0.63%	1.26%	0.0%	0.34%	0.38%	0.0%	0.42%	3.55%	0.0%	0.51%	1.60%	0.66%	0.64%	0.0%	0.82%	0.94%	0.25%	0.0%	1.42%	0.0%	0.0%	0.37%	0.0%	0.33%	0.0%	0.48%	0.0%	0.70%	0.61%	0.0%	0.32%	0.55%	0.0%	0.0%	0.36%	0.29%	0.46%	1.14%					
30	"13. ""Демократическая партия России"""	18	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.19%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	1.51%	0.25%	0.0%	0.11%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.55%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	0	0	0	0	1	0	1	3	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	1	1	1	4	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.43%	0.46%	0.0%	0.0%	0.34%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.38%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.11%	0.32%	0.37%	0.36%	0.0%	0.51%	0.0%	0.11%	0.59%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	25	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	1	0	1	0	1	0	4	0	0	1	0	1	0	1	0	0	0	2	1	1	2	0	0	1	0	0					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.06%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.38%	0.22%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.09%	0.0%	0.25%	0.0%	0.47%	0.0%	0.0%	0.18%	0.0%	0.33%	0.0%	0.16%	0.0%	0.0%	0.0%	0.69%	0.32%	0.55%	0.57%	0.0%	0.0%	0.29%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1211	6	16	18	16	23	63	12	60	27	161	18	36	1	39	18	2	13	10	22	31	16	6	16	11	49	18	11	137	16	11	16	65	4	1	14	1	13	12	43	9	5	22	6	4	1	17	7	14	20	28	26					
		6.15%	2.72%	4.79%	3.58%	7.33%	4.46%	7.53%	5.17%	9.23%	8.15%	11.11%	6.16%	6.76%	0.95%	8.31%	5.67%	1.11%	4.52%	3.81%	4.86%	6.52%	5.17%	4.54%	4.14%	5.88%	5.44%	5.80%	4.08%	12.62%	5.06%	2.82%	7.96%	7.70%	2.38%	0.90%	2.59%	1.08%	4.33%	3.77%	6.90%	2.65%	1.76%	6.72%	2.09%	1.28%	0.55%	4.91%	1.81%	5.12%	5.98%	12.90%	9.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	37	0	0	3	0	0	0	0	0	1	2	0	1	0	0	0	1	0	1	0	2	0	0	3	0	3	2	0	0	0	1	0	0	1	2	1	0	0	1	0	0	2	1	1	5	0	1	0	1	0	0	1					
		0.18%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.13%	0.0%	0.18%	0.0%	0.0%	0.0%	0.55%	0.0%	0.38%	0.0%	0.42%	0.0%	0.0%	0.77%	0.0%	0.33%	0.64%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.59%	1.80%	0.18%	0.0%	0.0%	0.31%	0.0%	0.0%	0.70%	0.30%	0.34%	1.60%	0.0%	0.28%	0.0%	0.36%	0.0%	0.0%	0.38%					
35	"18. ""ЛДПР"""	2149	17	41	42	12	44	66	24	91	43	200	26	60	7	50	24	13	26	17	51	86	20	16	51	11	59	42	27	153	39	55	30	110	20	11	68	5	22	16	63	25	28	34	23	40	24	33	47	35	24	38	40					
		10.91%	7.72%	12.27%	8.36%	5.50%	8.54%	7.89%	10.34%	14.0%	12.99%	13.81%	8.90%	11.27%	6.66%	10.66%	7.57%	7.26%	9.05%	6.48%	11.28%	18.10%	6.47%	12.12%	13.21%	5.88%	6.55%	13.54%	10.03%	14.10%	12.34%	14.10%	14.92%	13.03%	11.90%	9.90%	12.59%	5.43%	7.33%	5.03%	10.11%	7.37%	9.89%	10.39%	8.01%	12.82%	13.25%	9.53%	12.20%	12.82%	7.18%	17.51%	15.20%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	232	5	2	2	1	6	8	2	16	7	14	9	8	2	7	4	1	7	3	5	3	3	0	4	4	3	2	1	11	8	4	2	14	2	0	3	3	3	1	12	1	2	4	2	6	3	4	6	6	4	0	2					
		1.17%	2.27%	0.59%	0.39%	0.45%	1.16%	0.95%	0.86%	2.46%	2.11%	0.96%	3.08%	1.50%	1.90%	1.49%	1.26%	0.55%	2.43%	1.14%	1.10%	0.63%	0.97%	0.0%	1.03%	2.13%	0.33%	0.64%	0.37%	1.01%	2.53%	1.02%	0.99%	1.65%	1.19%	0.0%	0.55%	3.26%	1.0%	0.31%	1.92%	0.29%	0.70%	1.22%	0.69%	1.92%	1.65%	1.15%	1.55%	2.19%	1.19%	0.0%	0.76%					
37	"20. ""Политическая партия ""Единая Россия"""	10603	159	198	296	121	267	381	106	278	156	616	176	320	56	266	208	117	166	138	283	229	204	78	204	108	559	172	175	440	134	240	98	389	104	83	325	70	183	221	349	222	194	109	168	142	109	213	192	162	230	79	110					
		53.86%	72.27%	59.28%	58.96%	55.50%	51.84%	45.57%	45.68%	42.76%	47.12%	42.54%	60.27%	60.15%	53.33%	56.71%	65.61%	65.36%	57.83%	52.67%	62.61%	48.21%	66.01%	59.09%	52.84%	57.75%	62.11%	55.48%	65.05%	40.55%	42.40%	61.53%	48.75%	46.09%	61.90%	74.77%	60.18%	76.08%	61.0%	69.49%	56.01%	65.48%	68.55%	33.33%	58.53%	45.51%	60.22%	61.56%	49.87%	59.34%	68.86%	36.40%	41.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	39	1	1	0	1	0	1	0	2	0	1	1	0	0	1	1	0	0	1	1	0	2	0	1	0	4	0	0	0	0	1	0	3	2	0	4	0	1	0	0	0	0	1	2	0	1	0	2	1	0	1	1					
		0.19%	0.45%	0.29%	0.0%	0.45%	0.0%	0.11%	0.0%	0.30%	0.0%	0.06%	0.34%	0.0%	0.0%	0.21%	0.31%	0.0%	0.0%	0.38%	0.22%	0.0%	0.64%	0.0%	0.25%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.35%	1.19%	0.0%	0.74%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.30%	0.69%	0.0%	0.55%	0.0%	0.51%	0.36%	0.0%	0.46%	0.38%					
39	"22. ""Развитие предпринимательства"""	21	0	1	1	0	3	2	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0	2	0	1	1	0	0	0	0					
		0.10%	0.0%	0.29%	0.19%	0.0%	0.58%	0.23%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.55%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.59%	0.0%	0.0%	1.08%	0.33%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.28%	0.25%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2583	16	35	71	30	103	214	61	88	55	257	20	44	32	35	31	27	43	57	41	58	19	13	48	35	92	20	21	154	47	33	35	83	9	5	60	9	34	33	51	57	13	105	38	37	16	23	67	12	31	29	36					
		13.12%	7.27%	10.47%	14.14%	13.76%	20.0%	25.59%	26.29%	13.53%	16.61%	17.74%	6.84%	8.27%	30.47%	7.46%	9.77%	15.08%	14.98%	21.75%	9.07%	12.21%	6.14%	9.84%	12.43%	18.71%	10.22%	6.45%	7.80%	14.19%	14.87%	8.46%	17.41%	9.83%	5.35%	4.50%	11.11%	9.78%	11.33%	10.37%	8.18%	16.81%	4.59%	32.11%	13.24%	11.85%	8.83%	6.64%	17.40%	4.39%	9.28%	13.36%	13.68%					
																																																										
41	Против всех	672	3	10	20	6	12	25	5	34	15	55	11	14	2	19	7	1	5	12	14	23	11	4	5	8	22	7	5	53	5	8	7	48	4	1	16	2	15	8	29	8	11	13	12	10	3	8	13	7	12	15	9					
		3.41%	1.36%	2.99%	3.98%	2.75%	2.33%	2.99%	2.15%	5.23%	4.53%	3.79%	3.76%	2.63%	1.90%	4.05%	2.20%	0.55%	1.74%	4.58%	3.09%	4.84%	3.55%	3.03%	1.29%	4.27%	2.44%	2.25%	1.85%	4.88%	1.58%	2.05%	3.48%	5.68%	2.38%	0.90%	2.96%	2.17%	5.0%	2.51%	4.65%	2.35%	3.88%	3.97%	4.18%	3.20%	1.65%	2.31%	3.37%	2.56%	3.59%	6.91%	3.42%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
