7	Число избирательных бюллетеней в переносных ящиках для голосования	4294	49	42	49	53	58	64	38	52	69	68	71	38	43	45	38	302	66	39	39	50	65	45	58	72	75	46	51	40	66	42	59	27	18	107	62	29	162	169	52	61	61	23	39	39	40	54	54	50	36	52	58	97	59	69	53	27	25	57	52	26	39	32	37	0	35	93	265	61	182					
8	Число бюллетеней в стационарных ящиках для голосования	97555	1051	982	974	767	1825	1449	1249	1495	1732	1606	1150	1451	1692	1284	1356	2205	1837	1795	1460	1500	1075	1326	1242	1244	1293	1379	1685	1612	1451	1444	1345	1719	1458	1326	1817	225	86	563	1463	1800	1459	1236	1043	1331	1415	1388	1787	1860	1102	1601	1368	1568	1783	1746	1780	1459	1305	1616	1360	1596	1411	1842	1692	327	1596	1638	1490	1867	1476					
9	Число недействительных избирательных бюллетеней	1722	16	24	21	13	28	0	22	19	36	35	27	32	36	29	16	50	29	38	25	31	15	23	25	20	27	29	24	27	19	21	30	27	17	23	31	2	1	14	34	41	27	18	22	20	30	15	35	28	15	28	21	25	37	38	37	22	19	27	18	24	31	33	44	14	23	30	19	16	29					
10	Число действительных избирательных бюллетеней	100127	1084	1000	1002	807	1855	1513	1265	1528	1765	1639	1194	1457	1699	1300	1378	2457	1874	1796	1474	1519	1125	1348	1275	1296	1341	1396	1712	1625	1498	1465	1374	1719	1459	1410	1848	252	247	718	1481	1820	1493	1241	1060	1350	1425	1427	1806	1882	1123	1625	1405	1640	1805	1777	1796	1464	1311	1646	1394	1598	1419	1841	1685	313	1608	1701	1736	1912	1629					
11	Число полученных открепительных  удостоверений	2642	25	30	25	20	40	40	30	45	40	50	25	30	40	35	35	140	70	40	40	50	30	45	35	30	25	75	45	45	30	30	35	40	30	30	45	0	0	0	50	50	45	35	35	45	40	35	60	50	25	30	35	40	25	40	65	40	45	35	35	50	35	40	50	30	35	32	30	40	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2325	21	26	22	18	29	39	20	44	30	46	22	29	32	34	30	122	60	36	36	49	28	36	27	25	22	72	34	33	23	30	32	39	30	29	41	0	0	0	44	45	35	32	29	31	39	30	54	46	23	25	30	36	19	39	60	34	39	33	27	41	33	33	37	30	35	32	30	40	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1743	15	18	19	16	28	14	26	19	36	17	18	25	44	30	24	37	29	45	27	38	27	21	17	28	35	31	33	37	37	17	24	27	17	22	17	6	86	123	15	36	35	11	15	21	17	15	28	16	18	20	22	19	16	25	26	11	19	10	17	35	22	14	21	17	10	14	24	23	21					
14	Число неиспользованных открепительных удостоверений	317	4	4	3	2	11	1	10	1	10	4	3	1	8	1	5	18	10	4	4	1	2	9	8	5	3	3	11	12	7	0	3	1	0	1	4	0	0	0	6	5	10	3	6	14	1	5	6	4	2	5	5	4	6	1	5	6	6	2	8	9	2	7	13	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	49	0	0	0	0	0	0	2	1	0	0	2	1	0	0	1	1	5	0	2	1	0	0	1	1	0	0	0	1	2	1	1	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	4	0	2	1	0	1	0	1	1	0	1	2	0	0	0	0	0	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	Богданов Андрей Владимирович	1800	15	15	27	10	52	13	33	24	38	49	19	33	31	26	33	52	35	29	34	30	22	33	16	19	15	26	31	22	26	29	20	29	28	23	31	6	6	8	20	32	44	22	19	17	22	21	40	28	25	31	26	39	28	42	32	20	27	34	21	16	17	25	36	9	15	32	17	24	31					
		1.77%	1.36%	1.46%	2.64%	1.22%	2.76%	0.86%	2.56%	1.55%	2.11%	2.93%	1.56%	2.22%	1.79%	1.96%	2.37%	2.07%	1.84%	1.58%	2.27%	1.94%	1.93%	2.41%	1.23%	1.44%	1.10%	1.82%	1.79%	1.33%	1.71%	1.95%	1.42%	1.66%	1.90%	1.61%	1.65%	2.36%	2.42%	1.09%	1.32%	1.72%	2.89%	1.75%	1.76%	1.24%	1.51%	1.46%	2.17%	1.47%	2.20%	1.88%	1.82%	2.34%	1.52%	2.31%	1.75%	1.35%	2.03%	2.03%	1.49%	0.99%	1.17%	1.33%	2.08%	2.75%	0.92%	1.85%	0.97%	1.24%	1.87%					
19	Жириновский Владимир Вольфович	11434	98	129	72	76	183	54	119	75	207	173	119	163	173	93	159	464	218	198	157	183	136	160	148	171	192	103	224	231	211	174	148	184	192	106	232	55	27	84	192	250	185	149	110	148	174	149	152	196	141	209	165	169	130	191	243	217	178	138	157	228	162	209	210	48	208	198	220	245	172					
		11.23%	8.91%	12.60%	7.04%	9.27%	9.72%	3.57%	9.25%	4.85%	11.49%	10.33%	9.75%	10.95%	9.97%	6.99%	11.41%	18.51%	11.46%	10.80%	10.47%	11.81%	11.93%	11.67%	11.38%	12.99%	14.04%	7.23%	12.90%	13.98%	13.91%	11.71%	10.54%	10.54%	13.01%	7.40%	12.35%	21.65%	10.89%	11.48%	12.67%	13.43%	12.17%	11.83%	10.17%	10.80%	11.96%	10.33%	8.26%	10.26%	12.39%	12.64%	11.57%	10.15%	7.06%	10.52%	13.26%	14.60%	13.38%	8.25%	11.12%	14.06%	11.17%	11.15%	12.15%	14.68%	12.75%	11.44%	12.54%	12.71%	10.37%					
20	Зюганов Геннадий Андреевич	27889	245	298	281	228	536	403	375	452	400	394	399	407	521	427	415	522	626	471	466	432	351	367	416	353	368	308	488	437	402	417	373	536	359	294	551	47	36	220	406	504	428	336	297	382	413	464	404	559	327	493	429	494	358	568	450	366	342	460	419	451	426	512	477	49	453	540	482	533	446					
		27.38%	22.27%	29.10%	27.47%	27.80%	28.47%	26.64%	29.14%	29.22%	22.21%	23.54%	32.68%	27.33%	30.03%	32.13%	29.77%	20.82%	32.90%	25.68%	31.09%	27.87%	30.79%	26.77%	32.00%	26.82%	26.90%	21.61%	28.11%	26.45%	26.50%	28.06%	26.57%	30.70%	24.32%	20.52%	29.32%	18.50%	14.52%	30.05%	26.80%	27.08%	28.16%	26.69%	27.45%	27.88%	28.38%	32.18%	21.94%	29.27%	28.73%	29.82%	30.08%	29.67%	19.44%	31.29%	24.55%	24.63%	25.71%	27.50%	29.67%	27.81%	29.38%	27.32%	27.59%	14.98%	27.77%	31.20%	27.46%	27.65%	26.90%					
21	Медведев Дмитрий Анатольевич	59004	726	558	622	493	1084	1043	738	977	1120	1023	657	854	974	754	771	1419	995	1098	817	874	616	788	695	753	766	959	969	935	859	845	833	970	880	987	1034	144	178	406	863	1034	836	734	634	803	816	793	1210	1099	630	892	785	938	1289	976	1071	861	764	1014	797	903	814	1095	962	207	932	931	1017	1110	980					
		57.93%	66.00%	54.49%	60.80%	60.12%	57.57%	68.94%	57.34%	63.15%	62.19%	61.11%	53.81%	57.35%	56.14%	56.73%	55.31%	56.60%	52.29%	59.87%	54.50%	56.39%	54.04%	57.48%	53.46%	57.22%	55.99%	67.30%	55.82%	56.60%	56.62%	56.86%	59.33%	55.56%	59.62%	68.88%	55.03%	56.69%	71.77%	55.46%	56.96%	55.56%	55.00%	58.30%	58.60%	58.61%	56.08%	54.99%	65.73%	57.54%	55.36%	53.96%	55.05%	56.34%	69.98%	53.77%	58.43%	57.94%	57.44%	60.61%	56.44%	55.67%	56.14%	58.43%	55.64%	63.30%	57.14%	53.78%	57.95%	57.57%	59.11%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
