Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Аромашевская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №325	УИК №326	УИК №327	УИК №328									
		0.31%	0.36%	0.47%	0.20%	0.30%	0.00%	0.23%	0.35%	0.00%	0.53%	0.00%	0.00%	0.50%	0.66%	0.00%	0.23%	0.00%	0.49%	0.00%	0.00%	0.00%	0.70%	0.27%	0.26%	0.00%	0.32%	0.33%	0.43%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	26	5	4	3	4	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1									
		0.28%	0.59%	0.47%	0.30%	0.40%	0.00%	0.45%	0.00%	0.00%	0.26%	0.00%	0.00%	0.50%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.21%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7499	669	692	797	796	59	716	229	68	312	67	56	328	112	78	352	64	160	95	61	83	116	304	312	103	247	242	381									
		80.19%	79.55%	81.41%	80.59%	80.00%	66.29%	81.27%	80.35%	75.56%	82.11%	80.72%	82.35%	81.39%	73.68%	81.25%	80.37%	80.00%	78.43%	73.08%	75.31%	76.15%	81.69%	81.94%	82.11%	78.63%	79.94%	79.61%	81.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	2	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.24%	0.24%	0.10%	0.30%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0									
		0.09%	0.24%	0.00%	0.10%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.32%	0.33%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	375	32	28	36	34	14	34	11	3	15	5	3	16	10	3	17	3	12	7	4	5	6	14	15	8	12	11	17									
		4.01%	3.80%	3.29%	3.64%	3.42%	15.73%	3.86%	3.86%	3.33%	3.95%	6.02%	4.41%	3.97%	6.58%	3.13%	3.88%	3.75%	5.88%	5.38%	4.94%	4.59%	4.23%	3.77%	3.95%	6.11%	3.88%	3.62%	3.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.06%	0.12%	0.12%	0.10%	0.10%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.12%	0.12%	0.10%	0.10%	1.12%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	4	3	1	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2									
		0.18%	0.48%	0.35%	0.10%	0.30%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	2	1	5	4	1	4	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1									
		0.25%	0.24%	0.12%	0.51%	0.40%	1.12%	0.45%	0.35%	0.00%	0.53%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	466	40	43	47	44	5	39	14	5	15	4	3	16	10	4	21	5	13	15	6	11	11	14	18	6	21	18	18									
		4.98%	4.76%	5.06%	4.75%	4.42%	5.62%	4.43%	4.91%	5.56%	3.95%	4.82%	4.41%	3.97%	6.58%	4.17%	4.79%	6.25%	6.37%	11.54%	7.41%	10.09%	7.75%	3.77%	4.74%	4.58%	6.80%	5.92%	3.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	3	1	2	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.17%	0.36%	0.12%	0.20%	0.40%	1.12%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	855	74	67	89	94	8	72	29	14	33	7	6	37	19	11	45	8	17	13	9	10	7	37	34	12	27	31	45									
		9.14%	8.80%	7.88%	8.99%	9.45%	8.99%	8.17%	10.18%	15.56%	8.68%	8.43%	8.82%	9.18%	12.50%	11.46%	10.27%	10.00%	8.33%	10.00%	11.11%	9.17%	4.93%	9.97%	8.95%	9.16%	8.74%	10.20%	9.57%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
