Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Заринская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839									
		4.50%	4.47%	2.95%	5.34%	3.77%	1.44%	5.48%	0.00%	3.72%	3.70%	4.75%	5.56%	10.00%	10.34%	2.72%	4.67%	4.65%	4.65%	4.06%	2.17%	0.00%	10.71%	2.85%	2.35%	5.37%	0.00%	2.44%	6.25%	5.24%	4.48%	4.84%	7.69%	3.91%	6.90%	6.49%	4.23%	5.50%	3.73%	6.13%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	87	2	6	5	2	2	2	1	5	2	6	0	2	0	1	4	3	0	4	0	1	4	1	2	6	0	0	0	1	3	1	1	3	2	2	9	0	3	0	1									
		1.39%	1.12%	2.53%	3.82%	1.26%	1.44%	2.74%	1.89%	1.86%	0.74%	1.58%	0.00%	2.50%	0.00%	0.39%	2.67%	6.98%	0.00%	1.48%	0.00%	1.56%	7.14%	0.41%	2.35%	1.69%	0.00%	0.00%	0.00%	0.40%	1.49%	1.61%	0.77%	1.07%	1.38%	0.52%	2.11%	0.00%	1.86%	0.00%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2893	108	96	57	86	73	25	29	171	141	135	57	36	8	138	66	12	15	150	24	23	22	136	46	156	20	29	37	119	88	18	54	116	72	184	141	52	60	51	42									
		46.18%	60.34%	40.51%	43.51%	54.09%	52.52%	34.25%	54.72%	63.57%	52.22%	35.62%	45.24%	45.00%	27.59%	53.70%	44.00%	27.91%	34.88%	55.35%	52.17%	35.94%	39.29%	55.28%	54.12%	44.07%	68.97%	70.73%	46.25%	47.98%	43.78%	29.03%	41.54%	41.28%	49.66%	47.79%	33.10%	47.71%	37.27%	31.29%	65.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	1	1	0	1	2	1	2	1	2	0	0	0	1	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0									
		0.38%	0.56%	0.42%	0.00%	0.63%	1.44%	1.37%	3.77%	0.37%	0.74%	0.00%	0.00%	0.00%	3.45%	0.39%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	1.18%	0.28%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.77%	0.00%	0.00%	0.00%	0.47%	0.00%	0.62%	0.61%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	0	2	0	1	0	0	0	1	0	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	1.89%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.39%	0.67%	0.00%	0.00%	0.74%	0.00%	1.56%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.61%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1312	27	45	20	39	39	26	12	37	55	85	19	15	6	67	24	14	11	44	10	14	10	53	15	70	4	4	12	44	44	17	22	85	30	65	125	25	35	33	10									
		20.95%	15.08%	18.99%	15.27%	24.53%	28.06%	35.62%	22.64%	13.75%	20.37%	22.43%	15.08%	18.75%	20.69%	26.07%	16.00%	32.56%	25.58%	16.24%	21.74%	21.88%	17.86%	21.54%	17.65%	19.77%	13.79%	9.76%	15.00%	17.74%	21.89%	27.42%	16.92%	30.25%	20.69%	16.88%	29.34%	22.94%	21.74%	20.25%	15.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	2	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0									
		0.21%	1.12%	0.00%	0.00%	0.00%	0.72%	1.37%	0.00%	0.00%	0.00%	0.53%	0.79%	0.00%	0.00%	0.39%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	1.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	0	2	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	4	0	0	1	1	2	0	0	2	1	1	0	0	0	0	1	0	0	1	0	0									
		0.32%	0.00%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.37%	0.37%	0.00%	0.79%	0.00%	3.45%	0.00%	0.00%	0.00%	0.00%	0.00%	8.70%	0.00%	0.00%	0.41%	1.18%	0.56%	0.00%	0.00%	2.50%	0.40%	0.50%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.62%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0									
		0.13%	0.00%	0.42%	0.76%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	2	10	0	2	0	0	0	2	4	5	3	0	2	6	3	1	0	0	0	2	0	1	1	4	0	0	1	0	6	2	2	4	2	3	3	1	2	1	1									
		1.21%	1.12%	4.22%	0.00%	1.26%	0.00%	0.00%	0.00%	0.74%	1.48%	1.32%	2.38%	0.00%	6.90%	2.33%	2.00%	2.33%	0.00%	0.00%	0.00%	3.13%	0.00%	0.41%	1.18%	1.13%	0.00%	0.00%	1.25%	0.00%	2.99%	3.23%	1.54%	1.42%	1.38%	0.78%	0.70%	0.92%	1.24%	0.61%	1.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	838	16	22	20	12	6	6	3	18	31	77	24	11	3	24	25	7	7	31	5	5	11	18	9	64	4	0	9	47	25	13	27	34	9	51	76	13	29	43	3									
		13.38%	8.94%	9.28%	15.27%	7.55%	4.32%	8.22%	5.66%	6.69%	11.48%	20.32%	19.05%	13.75%	10.34%	9.34%	16.67%	16.28%	16.28%	11.44%	10.87%	7.81%	19.64%	7.32%	10.59%	18.08%	13.79%	0.00%	11.25%	18.95%	12.44%	20.97%	20.77%	12.10%	6.21%	13.25%	17.84%	11.93%	18.01%	26.38%	4.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	1	0	1	0	0	0	1	3	0	0	0	2	0	1	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	1	0	2	0	1	0	0									
		0.32%	0.56%	0.00%	0.76%	0.00%	0.72%	0.00%	0.00%	0.00%	0.37%	0.79%	0.00%	0.00%	0.00%	0.78%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.56%	0.00%	0.00%	1.25%	0.00%	0.99%	0.00%	0.00%	0.00%	0.69%	0.00%	0.47%	0.00%	0.62%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	490	6	36	17	9	5	5	4	15	18	31	12	3	4	8	16	1	5	23	0	17	3	22	4	22	0	5	8	18	15	3	8	22	10	37	35	9	15	13	6									
		7.82%	3.35%	15.19%	12.98%	5.66%	3.60%	6.85%	7.55%	5.58%	6.67%	8.18%	9.52%	3.75%	13.79%	3.11%	10.67%	2.33%	11.63%	8.49%	0.00%	26.56%	5.36%	8.94%	4.71%	6.21%	0.00%	12.20%	10.00%	7.26%	7.46%	4.84%	6.15%	7.83%	6.90%	9.61%	8.22%	8.26%	9.32%	7.98%	9.38%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
