Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Бабушкинский район																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №3656									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	495	20	15	20	20	15	20	10	20	10	20	10	20	15	20	20	15	20	10	15	20	10	20	10	20	100	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	358	12	13	14	15	10	17	5	15	10	18	7	17	13	10	12	10	14	8	13	14	9	16	4	16	66	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	290	24	10	5	10	6	11	2	30	1	26	17	4	16	7	1	8	11	10	4	10	19	25	0	9	16	8									
14	Число погашенных неиспользованных открепительных удостоверений	137	8	2	6	5	5	3	5	5	0	2	3	3	2	10	8	5	6	2	2	6	1	4	6	4	34	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	120	5	2	7	1	2	2	5	2	1	4	0	1	2	7	4	0	4	5	1	0	6	2	0	0	57	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	676	27	10	18	26	27	31	28	34	21	22	31	45	26	12	33	24	20	30	30	21	31	30	13	28	56	2									
		3.31%	2.88%	1.42%	2.27%	3.29%	2.85%	3.80%	3.32%	3.97%	2.75%	2.49%	3.87%	4.82%	2.83%	2.09%	4.56%	3.15%	2.62%	3.29%	3.88%	2.88%	4.16%	3.86%	2.69%	3.43%	5.31%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	382	21	13	14	11	21	15	20	14	16	15	10	14	26	9	20	22	10	24	23	7	8	14	3	13	15	4									
		1.87%	2.24%	1.84%	1.76%	1.39%	2.21%	1.84%	2.37%	1.63%	2.10%	1.70%	1.25%	1.50%	2.83%	1.57%	2.76%	2.89%	1.31%	2.63%	2.97%	0.96%	1.07%	1.80%	0.62%	1.59%	1.42%	1.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	671	34	26	25	17	34	30	26	25	29	26	28	40	46	8	21	28	25	32	17	31	13	23	18	28	23	18									
		3.28%	3.62%	3.68%	3.15%	2.15%	3.58%	3.68%	3.08%	2.92%	3.80%	2.94%	3.49%	4.28%	5.00%	1.40%	2.90%	3.67%	3.28%	3.51%	2.20%	4.25%	1.74%	2.96%	3.73%	3.43%	2.18%	5.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7614	357	271	289	294	373	293	272	279	277	318	293	324	346	233	230	261	266	322	310	207	264	288	194	282	623	148									
		37.27%	38.06%	38.39%	36.40%	37.22%	39.30%	35.91%	32.23%	32.56%	36.30%	36.01%	36.53%	34.69%	37.61%	40.66%	31.77%	34.25%	34.86%	35.31%	40.05%	28.36%	35.39%	37.07%	40.17%	34.52%	59.11%	46.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	390	14	20	13	19	16	12	27	27	17	18	15	21	15	13	8	19	16	6	6	17	22	11	5	23	6	4									
		1.91%	1.49%	2.83%	1.64%	2.41%	1.69%	1.47%	3.20%	3.15%	2.23%	2.04%	1.87%	2.25%	1.63%	2.27%	1.10%	2.49%	2.10%	0.66%	0.78%	2.33%	2.95%	1.42%	1.04%	2.82%	0.57%	1.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	54	5	1	0	1	5	2	2	1	1	1	3	0	4	4	2	3	1	3	2	1	0	2	3	2	5	0									
		0.26%	0.53%	0.14%	0.00%	0.13%	0.53%	0.25%	0.24%	0.12%	0.13%	0.11%	0.37%	0.00%	0.43%	0.70%	0.28%	0.39%	0.13%	0.33%	0.26%	0.14%	0.00%	0.26%	0.62%	0.24%	0.47%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2685	120	79	105	106	154	109	86	122	110	116	98	101	132	73	90	84	91	137	101	98	111	121	72	97	124	48									
		13.14%	12.79%	11.19%	13.22%	13.42%	16.23%	13.36%	10.19%	14.24%	14.42%	13.14%	12.22%	10.81%	14.35%	12.74%	12.43%	11.02%	11.93%	15.02%	13.05%	13.42%	14.88%	15.57%	14.91%	11.87%	11.76%	15.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	618	22	16	20	36	18	23	26	19	29	29	24	35	23	23	29	34	26	26	10	35	24	21	11	40	13	6									
		3.02%	2.35%	2.27%	2.52%	4.56%	1.90%	2.82%	3.08%	2.22%	3.80%	3.28%	2.99%	3.75%	2.50%	4.01%	4.01%	4.46%	3.41%	2.85%	1.29%	4.79%	3.22%	2.70%	2.28%	4.90%	1.23%	1.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	653	26	23	30	26	19	29	41	35	9	37	36	27	22	10	38	25	26	23	36	27	26	29	18	20	10	5									
		3.20%	2.77%	3.26%	3.78%	3.29%	2.00%	3.55%	4.86%	4.08%	1.18%	4.19%	4.49%	2.89%	2.39%	1.75%	5.25%	3.28%	3.41%	2.52%	4.65%	3.70%	3.49%	3.73%	3.73%	2.45%	0.95%	1.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	4	0	1	0	1	3	1	2	0	3	3	3	1	1	0	0	4	1	3	0	3	1	0	1	2	1									
		0.19%	0.43%	0.00%	0.13%	0.00%	0.11%	0.37%	0.12%	0.23%	0.00%	0.34%	0.37%	0.32%	0.11%	0.17%	0.00%	0.00%	0.52%	0.11%	0.39%	0.00%	0.40%	0.13%	0.00%	0.12%	0.19%	0.31%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2023	89	77	66	92	83	81	114	92	77	99	89	105	69	51	99	73	68	103	66	116	79	56	36	98	31	14									
		9.90%	9.49%	10.91%	8.31%	11.65%	8.75%	9.93%	13.51%	10.74%	10.09%	11.21%	11.10%	11.24%	7.50%	8.90%	13.67%	9.58%	8.91%	11.29%	8.53%	15.89%	10.59%	7.21%	7.45%	11.99%	2.94%	4.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2815	133	97	128	93	105	100	110	136	99	117	114	143	151	76	98	122	130	112	98	114	98	115	75	118	89	44									
		13.78%	14.18%	13.74%	16.12%	11.77%	11.06%	12.25%	13.03%	15.87%	12.98%	13.25%	14.21%	15.31%	16.41%	13.26%	13.54%	16.01%	17.04%	12.28%	12.66%	15.62%	13.14%	14.80%	15.53%	14.44%	8.44%	13.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	6	3	4	4	7	5	6	6	4	3	3	3	6	6	5	5	8	5	5	4	2	3	1	1	11	2									
		0.58%	0.64%	0.42%	0.50%	0.51%	0.74%	0.61%	0.71%	0.70%	0.52%	0.34%	0.37%	0.32%	0.65%	1.05%	0.69%	0.66%	1.05%	0.55%	0.65%	0.55%	0.27%	0.39%	0.21%	0.12%	1.04%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1331	58	58	67	52	68	60	68	49	57	63	45	56	41	46	42	49	60	65	51	42	55	48	26	56	30	19									
		6.51%	6.18%	8.22%	8.44%	6.58%	7.17%	7.35%	8.06%	5.72%	7.47%	7.13%	5.61%	5.99%	4.46%	8.03%	5.80%	6.43%	7.86%	7.13%	6.59%	5.75%	7.37%	6.18%	5.38%	6.85%	2.85%	5.94%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
