Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Спасская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	50	1	1	1	1	1	0	4	10	15	5	2	2	0	3	0	0	0	2	2	0									
		0.86%	0.52%	1.09%	0.51%	0.76%	0.43%	0.00%	0.95%	1.25%	2.53%	1.19%	1.00%	0.44%	0.00%	1.60%	0.00%	0.00%	0.00%	0.71%	0.59%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3902	146	76	139	72	135	255	222	431	312	342	155	332	69	122	42	153	124	223	253	299									
		67.44%	76.04%	82.61%	70.92%	54.96%	58.44%	67.64%	52.73%	54.01%	52.70%	81.24%	77.50%	73.45%	69.00%	65.24%	70.00%	83.15%	83.78%	78.80%	75.07%	77.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	0	0	1	0	0	0	4	1	4	0	1	1	0	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.95%	0.13%	0.68%	0.00%	0.50%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0									
		0.05%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	793	16	0	15	28	17	70	91	144	128	12	19	51	25	35	5	18	15	20	44	40									
		13.71%	8.33%	0.00%	7.65%	21.37%	7.36%	18.57%	21.62%	18.05%	21.62%	2.85%	9.50%	11.28%	25.00%	18.72%	8.33%	9.78%	10.14%	7.07%	13.06%	10.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	3	0	2	1	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0									
		0.22%	0.00%	3.26%	0.00%	1.53%	0.43%	0.00%	0.00%	0.63%	0.00%	0.24%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	0	0	0	3	0	0	1	3	2	1	0	0	0	0	0	0	0	2	0	0									
		0.21%	0.00%	0.00%	0.00%	2.29%	0.00%	0.00%	0.24%	0.38%	0.34%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.13%	0.17%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	0	1	1	1	0	4	8	3	2	0	1	0	2	0	2	0	0	0	1									
		0.45%	0.00%	0.00%	0.51%	0.76%	0.43%	0.00%	0.95%	1.00%	0.51%	0.48%	0.00%	0.22%	0.00%	1.07%	0.00%	1.09%	0.00%	0.00%	0.00%	0.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	504	16	6	25	13	46	18	47	94	74	15	13	37	4	14	8	5	6	18	22	23									
		8.71%	8.33%	6.52%	12.76%	9.92%	19.91%	4.77%	11.16%	11.78%	12.50%	3.56%	6.50%	8.19%	4.00%	7.49%	13.33%	2.72%	4.05%	6.36%	6.53%	5.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	1	1	0	1	4	1	0	1	4	1	0	0	1	0	0	0	0	0	1									
		0.28%	0.00%	1.09%	0.51%	0.00%	0.43%	1.06%	0.24%	0.00%	0.17%	0.95%	0.50%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	182	3	0	0	5	9	30	13	44	27	7	8	14	0	2	0	1	0	4	4	11									
		3.15%	1.56%	0.00%	0.00%	3.82%	3.90%	7.96%	3.09%	5.51%	4.56%	1.66%	4.00%	3.10%	0.00%	1.07%	0.00%	0.54%	0.00%	1.41%	1.19%	2.86%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
