Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Елецкая городская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	990	15	15	15	15	55	15	15	15	15	15	35	25	15	15	15	15	15	30	15	0	0	15	15	15	15	15	15	15	15	50	15	15	15	15	15	25	15	15	0	15	25	15	15	22	15	15	15	15	15	25	15	15	23	15	15	15	15	15	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	667	4	10	3	7	51	10	10	9	11	8	25	19	15	15	0	15	13	23	11	0	0	8	13	11	12	14	14	13	4	28	9	10	9	12	13	21	14	7	0	6	14	4	10	21	9	8	6	5	13	20	15	12	20	11	6	1	10	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	588	3	5	8	8	19	6	10	17	5	3	13	4	6	5	0	8	10	7	7	11	67	10	17	18	5	5	14	11	5	15	16	5	68	10	5	14	15	6	1	14	6	7	4	7	11	10	2	9	14	3	3	3	5	5	9	4	7	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	323	11	5	12	8	4	5	5	6	4	7	10	6	0	0	15	0	2	7	4	0	0	7	2	4	3	1	1	2	11	22	6	5	6	3	2	4	1	8	0	9	11	11	5	1	6	7	9	10	2	5	0	3	3	4	9	14	5	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	1437	19	13	14	29	24	33	14	21	27	25	36	13	23	26	5	30	32	38	40	3	3	17	20	31	18	36	32	50	23	57	44	18	20	33	19	47	31	16	4	23	13	25	29	30	32	23	25	8	25	42	22	27	31	34	10	2	28	20	4					
		2.40%	1.99%	1.77%	2.30%	2.83%	2.14%	2.45%	1.89%	2.86%	2.65%	3.33%	2.24%	1.21%	1.70%	2.08%	1.28%	2.18%	2.74%	2.85%	3.12%	3.70%	1.33%	1.78%	2.13%	2.21%	2.17%	2.59%	3.06%	3.27%	2.61%	3.93%	3.10%	1.87%	1.73%	3.04%	1.77%	3.36%	2.24%	2.55%	3.01%	2.16%	1.65%	2.95%	2.26%	2.47%	2.79%	2.24%	2.76%	1.07%	1.82%	3.15%	2.26%	2.76%	2.30%	2.03%	1.18%	0.65%	2.57%	1.85%	5.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	471	5	5	2	13	11	3	4	8	7	5	15	14	10	7	1	20	17	1	5	2	0	12	7	9	4	19	10	15	7	7	11	4	12	7	12	9	7	2	2	10	5	8	9	10	11	9	9	5	13	11	9	9	8	14	3	2	10	5	0					
		0.79%	0.52%	0.68%	0.33%	1.27%	0.98%	0.22%	0.54%	1.09%	0.69%	0.67%	0.93%	1.30%	0.74%	0.56%	0.26%	1.45%	1.45%	0.07%	0.39%	2.47%	0.00%	1.26%	0.75%	0.64%	0.48%	1.37%	0.96%	0.98%	0.79%	0.48%	0.77%	0.42%	1.04%	0.64%	1.12%	0.64%	0.51%	0.32%	1.50%	0.94%	0.64%	0.94%	0.70%	0.82%	0.96%	0.88%	0.99%	0.67%	0.95%	0.82%	0.92%	0.92%	0.59%	0.83%	0.35%	0.65%	0.92%	0.46%	0.00%					
20	3.Политическая партия «Демократическая партия России»	74	0	1	1	1	1	2	1	0	1	1	2	3	0	2	2	2	1	1	0	0	0	2	4	2	0	5	0	3	3	1	2	0	0	0	3	3	2	0	0	1	0	2	1	1	0	0	3	0	0	0	0	1	6	3	1	0	1	2	0					
		0.12%	0.00%	0.14%	0.16%	0.10%	0.09%	0.15%	0.13%	0.00%	0.10%	0.13%	0.12%	0.28%	0.00%	0.16%	0.51%	0.15%	0.09%	0.07%	0.00%	0.00%	0.00%	0.21%	0.43%	0.14%	0.00%	0.36%	0.00%	0.20%	0.34%	0.07%	0.14%	0.00%	0.00%	0.00%	0.28%	0.21%	0.14%	0.00%	0.00%	0.09%	0.00%	0.24%	0.08%	0.08%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.10%	0.45%	0.18%	0.12%	0.00%	0.09%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9627	143	89	99	151	138	205	125	129	153	97	279	196	252	227	21	201	209	262	279	12	7	145	131	201	127	259	177	251	159	213	251	148	212	151	163	206	204	107	22	176	101	205	219	193	192	175	140	120	230	229	134	174	233	233	137	41	141	135	18					
		16.06%	14.97%	12.13%	16.23%	14.73%	12.30%	15.20%	16.87%	17.55%	15.04%	12.93%	17.38%	18.23%	18.60%	18.13%	5.38%	14.59%	17.88%	19.64%	21.76%	14.81%	3.11%	15.22%	13.95%	14.33%	15.34%	18.66%	16.94%	16.41%	18.03%	14.70%	17.66%	15.38%	18.39%	13.90%	15.19%	14.74%	14.75%	17.04%	16.54%	16.56%	12.85%	24.20%	17.10%	15.86%	16.75%	17.04%	15.47%	16.04%	16.76%	17.17%	13.76%	17.77%	17.31%	13.89%	16.10%	13.31%	12.92%	12.50%	23.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	254	4	10	0	3	10	0	3	4	3	4	10	5	9	9	5	13	6	4	3	0	1	6	1	13	3	6	6	4	7	8	5	3	4	1	4	8	1	1	0	3	6	3	5	1	4	3	12	5	4	4	1	2	2	7	1	0	3	1	0					
		0.42%	0.42%	1.36%	0.00%	0.29%	0.89%	0.00%	0.40%	0.54%	0.29%	0.53%	0.62%	0.47%	0.66%	0.72%	1.28%	0.94%	0.51%	0.30%	0.23%	0.00%	0.44%	0.63%	0.11%	0.93%	0.36%	0.43%	0.57%	0.26%	0.79%	0.55%	0.35%	0.31%	0.35%	0.09%	0.37%	0.57%	0.07%	0.16%	0.00%	0.28%	0.76%	0.35%	0.39%	0.08%	0.35%	0.29%	1.33%	0.67%	0.29%	0.30%	0.10%	0.20%	0.15%	0.42%	0.12%	0.00%	0.27%	0.09%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	122	2	3	3	4	3	5	1	1	3	1	3	3	4	2	2	4	1	4	2	0	2	1	2	4	2	0	0	3	0	4	3	2	3	4	2	2	1	0	0	0	1	0	1	2	2	1	2	0	1	1	4	1	2	5	4	0	5	4	0					
		0.20%	0.21%	0.41%	0.49%	0.39%	0.27%	0.37%	0.13%	0.14%	0.29%	0.13%	0.19%	0.28%	0.30%	0.16%	0.51%	0.29%	0.09%	0.30%	0.16%	0.00%	0.89%	0.10%	0.21%	0.29%	0.24%	0.00%	0.00%	0.20%	0.00%	0.28%	0.21%	0.21%	0.26%	0.37%	0.19%	0.14%	0.07%	0.00%	0.00%	0.00%	0.13%	0.00%	0.08%	0.16%	0.17%	0.10%	0.22%	0.00%	0.07%	0.07%	0.41%	0.10%	0.15%	0.30%	0.47%	0.00%	0.46%	0.37%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5668	88	65	44	89	100	118	57	65	102	89	141	89	128	118	22	116	85	118	81	1	94	89	94	124	92	124	103	141	71	161	147	102	101	124	109	156	117	48	12	83	70	65	130	109	114	88	109	83	146	130	97	87	146	171	79	31	106	96	3					
		9.45%	9.21%	8.86%	7.21%	8.68%	8.91%	8.75%	7.69%	8.84%	10.03%	11.87%	8.79%	8.28%	9.45%	9.42%	5.64%	8.42%	7.27%	8.85%	6.32%	1.23%	41.78%	9.34%	10.01%	8.84%	11.11%	8.93%	9.86%	9.22%	8.05%	11.11%	10.34%	10.60%	8.76%	11.42%	10.16%	11.16%	8.46%	7.64%	9.02%	7.81%	8.91%	7.67%	10.15%	8.96%	9.95%	8.57%	12.04%	11.10%	10.64%	9.75%	9.96%	8.89%	10.85%	10.19%	9.28%	10.06%	9.72%	8.89%	3.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4204	67	41	37	49	59	72	46	56	85	36	112	71	114	89	6	99	89	103	91	3	6	62	50	89	60	95	90	165	87	156	151	101	74	68	83	108	92	30	13	87	48	57	70	47	91	65	56	45	87	92	78	58	97	109	66	24	53	67	2					
		7.01%	7.02%	5.59%	6.07%	4.78%	5.26%	5.34%	6.21%	7.62%	8.36%	4.80%	6.98%	6.60%	8.41%	7.11%	1.54%	7.18%	7.61%	7.72%	7.10%	3.70%	2.67%	6.51%	5.32%	6.34%	7.25%	6.84%	8.61%	10.78%	9.86%	10.77%	10.63%	10.50%	6.42%	6.26%	7.74%	7.73%	6.65%	4.78%	9.77%	8.18%	6.11%	6.73%	5.46%	3.86%	7.94%	6.33%	6.19%	6.02%	6.34%	6.90%	8.01%	5.92%	7.21%	6.50%	7.76%	7.79%	4.86%	6.20%	2.60%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	2238	9	19	22	39	36	85	36	24	31	26	41	38	57	51	6	55	35	35	64	2	3	38	40	106	25	44	39	61	38	63	54	31	38	37	28	56	37	18	4	69	34	27	62	54	41	31	22	19	56	32	50	33	45	56	50	10	35	39	2					
		3.73%	0.94%	2.59%	3.61%	3.80%	3.21%	6.30%	4.86%	3.27%	3.05%	3.47%	2.55%	3.53%	4.21%	4.07%	1.54%	3.99%	2.99%	2.62%	4.99%	2.47%	1.33%	3.99%	4.26%	7.56%	3.02%	3.17%	3.73%	3.99%	4.31%	4.35%	3.80%	3.22%	3.30%	3.41%	2.61%	4.01%	2.68%	2.87%	3.01%	6.49%	4.33%	3.19%	4.84%	4.44%	3.58%	3.02%	2.43%	2.54%	4.08%	2.40%	5.13%	3.37%	3.34%	3.34%	5.88%	3.25%	3.21%	3.61%	2.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34422	599	480	369	636	709	796	438	412	586	450	914	616	716	691	295	796	672	745	691	58	90	559	565	788	470	770	565	788	453	744	729	536	668	648	624	764	854	396	73	596	484	425	707	746	635	607	511	443	779	771	555	564	753	1007	482	192	678	686	48					
		57.42%	62.72%	65.40%	60.49%	62.05%	63.19%	59.01%	59.11%	56.05%	57.62%	60.00%	56.95%	57.30%	52.84%	55.19%	75.64%	57.76%	57.49%	55.85%	53.90%	71.60%	40.00%	58.66%	60.17%	56.17%	56.76%	55.48%	54.07%	51.50%	51.36%	51.35%	51.30%	55.72%	57.94%	59.67%	58.15%	54.65%	61.75%	63.06%	54.89%	56.07%	61.58%	50.18%	55.19%	61.30%	55.41%	59.10%	56.46%	59.22%	56.78%	57.80%	56.98%	57.61%	55.94%	60.01%	56.64%	62.34%	62.14%	63.52%	62.34%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	562	4	2	6	1	10	24	9	9	4	6	28	8	22	10	4	27	9	8	12	0	2	9	7	13	13	19	7	21	10	15	10	7	9	4	6	23	8	2	0	5	9	17	25	9	4	10	9	10	9	5	8	6	6	10	6	3	14	9	0					
		0.94%	0.42%	0.27%	0.98%	0.10%	0.89%	1.78%	1.21%	1.22%	0.39%	0.80%	1.74%	0.74%	1.62%	0.80%	1.03%	1.96%	0.77%	0.60%	0.94%	0.00%	0.89%	0.94%	0.75%	0.93%	1.57%	1.37%	0.67%	1.37%	1.13%	1.04%	0.70%	0.73%	0.78%	0.37%	0.56%	1.65%	0.58%	0.32%	0.00%	0.47%	1.15%	2.01%	1.95%	0.74%	0.35%	0.97%	0.99%	1.34%	0.66%	0.37%	0.82%	0.61%	0.45%	0.60%	0.71%	0.97%	1.28%	0.83%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
