Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Новокузнецк, Новоильинская"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	71	2	3	2	3	0	2	2	3	4	2	2	2	0	2	2	3	3	2	2	1	2	3	2	5	3	4	3	5	2	0									
		0.15%	0.11%	0.16%	0.11%	0.27%	0.00%	0.11%	0.16%	0.15%	0.22%	0.10%	0.10%	0.11%	0.00%	0.10%	0.11%	0.19%	0.17%	0.12%	0.12%	0.06%	0.17%	0.25%	0.12%	0.42%	0.15%	0.25%	0.19%	0.26%	0.11%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	472	20	27	23	22	4	9	19	21	4	14	20	21	0	26	20	13	21	22	23	10	12	15	18	6	22	18	16	15	11	0									
		0.98%	1.05%	1.41%	1.21%	2.01%	0.28%	0.52%	1.47%	1.02%	0.22%	0.69%	1.01%	1.11%	0.00%	1.24%	1.10%	0.81%	1.16%	1.28%	1.40%	0.57%	0.99%	1.23%	1.07%	0.50%	1.12%	1.12%	1.04%	0.77%	0.58%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	76	1	3	2	3	2	3	1	3	5	2	3	3	2	3	2	3	3	1	2	2	2	3	3	7	2	2	3	3	2	0									
		0.16%	0.05%	0.16%	0.11%	0.27%	0.14%	0.17%	0.08%	0.15%	0.27%	0.10%	0.15%	0.16%	0.85%	0.14%	0.11%	0.19%	0.17%	0.06%	0.12%	0.11%	0.17%	0.25%	0.18%	0.59%	0.10%	0.12%	0.19%	0.15%	0.11%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34744	1408	1385	1372	797	955	1380	1003	1461	1240	1385	1373	1261	225	1456	1252	1039	1209	1127	1001	1230	799	759	1216	910	1584	1258	1208	1550	1532	369									
		71.88%	73.99%	72.32%	72.44%	72.65%	67.54%	78.99%	77.75%	71.09%	68.13%	68.70%	69.17%	66.86%	95.74%	69.33%	68.64%	64.57%	66.98%	65.79%	61.11%	70.01%	66.03%	62.16%	71.95%	76.47%	80.45%	78.04%	78.24%	80.06%	81.32%	98.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	3	0	2	3	0	2	1	4	2	0	0	2	0	4	2	3	4	0	2	0	1	2	2	3	2	0	3	1	2	0									
		0.10%	0.16%	0.00%	0.11%	0.27%	0.00%	0.11%	0.08%	0.19%	0.11%	0.00%	0.00%	0.11%	0.00%	0.19%	0.11%	0.19%	0.22%	0.00%	0.12%	0.00%	0.08%	0.16%	0.12%	0.25%	0.10%	0.00%	0.19%	0.05%	0.11%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	2	0	0	0	0	1	0	3	0	1	0	2	0	0	6	1	0	1	1	0	0	2	2	0	0	0	3	2	1	0									
		0.06%	0.11%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.15%	0.00%	0.05%	0.00%	0.11%	0.00%	0.00%	0.33%	0.06%	0.00%	0.06%	0.06%	0.00%	0.00%	0.16%	0.12%	0.00%	0.00%	0.00%	0.19%	0.10%	0.05%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4136	107	115	115	43	175	74	53	197	195	216	230	203	3	215	183	218	206	215	209	204	153	157	195	144	55	64	66	59	65	2									
		8.56%	5.62%	6.01%	6.07%	3.92%	12.38%	4.24%	4.11%	9.59%	10.71%	10.71%	11.59%	10.76%	1.28%	10.24%	10.03%	13.55%	11.41%	12.55%	12.76%	11.61%	12.64%	12.86%	11.54%	12.10%	2.79%	3.97%	4.27%	3.05%	3.45%	0.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	3	0	2	1	1	2	0	0	3	2	0	1	0	6	0	3	1	1	2	2	1	3	2	6	0	0	3	3	2	0									
		0.10%	0.16%	0.00%	0.11%	0.09%	0.07%	0.11%	0.00%	0.00%	0.16%	0.10%	0.00%	0.05%	0.00%	0.29%	0.00%	0.19%	0.06%	0.06%	0.12%	0.11%	0.08%	0.25%	0.12%	0.50%	0.00%	0.00%	0.19%	0.15%	0.11%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	0	1	0	0	1	1	0	2	0	0	1	0	1	0	2	1	0	1	1	1	0	1	8	0	0	2	0	1	0									
		0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.06%	0.08%	0.00%	0.11%	0.00%	0.00%	0.05%	0.00%	0.05%	0.00%	0.12%	0.06%	0.00%	0.06%	0.06%	0.08%	0.00%	0.06%	0.67%	0.00%	0.00%	0.13%	0.00%	0.05%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	1	1	1	0	1	2	0	1	3	2	0	1	0	4	0	3	1	1	2	2	1	0	2	0	0	0	3	3	2	0									
		0.08%	0.05%	0.05%	0.05%	0.00%	0.07%	0.11%	0.00%	0.05%	0.16%	0.10%	0.00%	0.05%	0.00%	0.19%	0.00%	0.19%	0.06%	0.06%	0.12%	0.11%	0.08%	0.00%	0.12%	0.00%	0.00%	0.00%	0.19%	0.15%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	780	31	38	34	33	15	25	31	34	18	28	31	35	0	37	31	23	35	31	40	20	22	25	28	3	32	28	26	25	21	0									
		1.61%	1.63%	1.98%	1.80%	3.01%	1.06%	1.43%	2.40%	1.65%	0.99%	1.39%	1.56%	1.86%	0.00%	1.76%	1.70%	1.43%	1.94%	1.81%	2.44%	1.14%	1.82%	2.05%	1.66%	0.25%	1.63%	1.74%	1.68%	1.29%	1.11%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3014	138	135	133	50	113	72	58	135	145	148	143	143	2	146	130	132	139	126	137	123	93	91	89	45	65	59	81	84	58	1									
		6.24%	7.25%	7.05%	7.02%	4.56%	7.99%	4.12%	4.50%	6.57%	7.97%	7.34%	7.20%	7.58%	0.85%	6.95%	7.13%	8.20%	7.70%	7.36%	8.36%	7.00%	7.69%	7.45%	5.27%	3.78%	3.30%	3.66%	5.25%	4.34%	3.08%	0.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	884	38	42	39	27	19	28	35	27	23	38	33	39	1	42	33	28	30	36	43	25	18	29	32	11	37	33	34	28	36	0									
		1.83%	1.99%	2.19%	2.06%	2.46%	1.34%	1.60%	2.71%	1.31%	1.26%	1.88%	1.66%	2.07%	0.43%	2.00%	1.81%	1.74%	1.66%	2.10%	2.63%	1.42%	1.49%	2.38%	1.89%	0.92%	1.88%	2.05%	2.20%	1.45%	1.91%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3620	143	141	139	101	109	138	84	156	157	168	144	149	2	152	148	138	145	131	147	123	103	111	95	21	135	139	93	158	149	1									
		7.49%	7.51%	7.36%	7.34%	9.21%	7.71%	7.90%	6.51%	7.59%	8.63%	8.33%	7.25%	7.90%	0.85%	7.24%	8.11%	8.58%	8.03%	7.65%	8.97%	7.00%	8.51%	9.09%	5.62%	1.76%	6.86%	8.62%	6.02%	8.16%	7.91%	0.27%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
