Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Чайковская городская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	745	19	19	21	16	20	18	30	16	25	15	12	14	18	30	18	20	15	15	16	24	26	17	25	6	2	10	12	21	23	24	11	8	8	11	11	43	9	2	8	27	4	3	12	11	5	9	5	11					
		1.45%	1.21%	1.29%	1.32%	0.97%	1.26%	0.96%	1.73%	1.06%	1.54%	0.98%	0.89%	1.28%	1.06%	1.94%	1.19%	1.11%	1.16%	1.48%	1.14%	1.59%	1.77%	1.29%	1.86%	1.14%	0.90%	2.28%	2.34%	1.34%	1.86%	1.80%	0.72%	3.27%	1.24%	2.49%	2.98%	2.12%	1.73%	0.83%	0.82%	2.99%	1.74%	1.42%	2.07%	1.82%	1.47%	1.41%	1.63%	3.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1642	43	40	26	46	49	137	57	35	77	53	44	48	37	36	36	66	40	43	37	62	61	55	59	17	7	21	18	52	35	33	34	5	31	11	3	54	15	7	35	23	8	3	8	10	8	10	3	4					
		3.20%	2.75%	2.72%	1.64%	2.78%	3.09%	7.32%	3.29%	2.33%	4.75%	3.48%	3.26%	4.39%	2.17%	2.33%	2.39%	3.66%	3.10%	4.27%	2.63%	4.11%	4.17%	4.18%	4.39%	3.23%	3.18%	4.80%	3.52%	3.33%	2.83%	2.48%	2.23%	2.04%	4.81%	2.49%	0.81%	2.67%	2.89%	2.92%	3.60%	2.54%	3.49%	1.42%	1.38%	1.66%	2.35%	1.57%	0.98%	1.34%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1374	42	36	27	56	71	44	64	49	41	42	69	35	48	67	56	45	41	21	44	22	23	4	32	10	9	2	14	30	29	27	52	12	15	12	20	31	12	9	27	25	6	4	14	15	7	1	5	7					
		2.68%	2.69%	2.45%	1.70%	3.39%	4.48%	2.35%	3.70%	3.27%	2.53%	2.75%	5.11%	3.20%	2.82%	4.35%	3.71%	2.5%	3.18%	2.08%	3.13%	1.45%	1.57%	0.30%	2.38%	1.90%	4.09%	0.45%	2.73%	1.92%	2.34%	2.03%	3.42%	4.91%	2.32%	2.72%	5.42%	1.53%	2.31%	3.76%	2.78%	2.76%	2.62%	1.89%	2.42%	2.49%	2.06%	0.15%	1.63%	2.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2517	73	79	52	84	80	121	91	99	77	91	70	69	76	100	69	110	63	63	63	90	85	123	92	18	7	12	19	108	80	67	46	3	41	15	9	75	11	5	17	25	3	4	7	11	2	3	6	3					
		4.90%	4.68%	5.38%	3.28%	5.09%	5.05%	6.47%	5.26%	6.61%	4.75%	5.97%	5.19%	6.31%	4.47%	6.49%	4.58%	6.11%	4.88%	6.25%	4.49%	5.96%	5.81%	9.36%	6.85%	3.42%	3.18%	2.74%	3.71%	6.92%	6.47%	5.03%	3.02%	1.22%	6.36%	3.40%	2.43%	3.70%	2.11%	2.09%	1.75%	2.76%	1.31%	1.89%	1.21%	1.82%	0.58%	0.47%	1.96%	1.00%					
22	"5. ""За Русь Святую"""	267	7	11	5	5	6	5	9	6	6	7	9	4	7	8	5	11	15	5	3	6	5	9	9	2	3	7	5	7	2	5	6	7	5	2	4	12	3	3	10	2	0	2	3	9	1	3	0	1					
		0.52%	0.44%	0.75%	0.31%	0.30%	0.37%	0.26%	0.52%	0.40%	0.37%	0.45%	0.66%	0.36%	0.41%	0.51%	0.33%	0.61%	1.16%	0.49%	0.21%	0.39%	0.34%	0.68%	0.67%	0.38%	1.36%	1.60%	0.97%	0.44%	0.16%	0.37%	0.39%	2.86%	0.77%	0.45%	1.08%	0.59%	0.57%	1.25%	1.02%	0.22%	0.0%	0.94%	0.51%	1.49%	0.29%	0.47%	0.0%	0.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	187	7	6	4	4	4	5	10	6	8	7	7	2	9	6	6	5	4	5	1	2	7	6	2	1	0	1	1	7	1	6	1	2	2	3	3	5	2	2	4	6	2	0	3	2	3	3	1	3					
		0.36%	0.44%	0.40%	0.25%	0.24%	0.25%	0.26%	0.57%	0.40%	0.49%	0.45%	0.51%	0.18%	0.53%	0.38%	0.39%	0.27%	0.31%	0.49%	0.07%	0.13%	0.47%	0.45%	0.14%	0.19%	0.0%	0.22%	0.19%	0.44%	0.08%	0.45%	0.06%	0.81%	0.31%	0.68%	0.81%	0.24%	0.38%	0.83%	0.41%	0.66%	0.87%	0.0%	0.51%	0.33%	0.88%	0.47%	0.32%	1.00%					
24	"7. ""Новый курс - Автомобильная Россия"""	580	23	20	18	13	23	29	27	17	23	16	9	10	15	16	16	20	10	15	11	23	29	11	26	5	2	4	2	23	13	14	15	1	17	3	1	25	5	0	7	7	0	0	8	2	1	5	0	0					
		1.13%	1.47%	1.36%	1.13%	0.78%	1.45%	1.55%	1.56%	1.13%	1.42%	1.05%	0.66%	0.91%	0.88%	1.03%	1.06%	1.11%	0.77%	1.48%	0.78%	1.52%	1.98%	0.83%	1.93%	0.95%	0.90%	0.91%	0.39%	1.47%	1.05%	1.05%	0.98%	0.40%	2.63%	0.68%	0.27%	1.23%	0.96%	0.0%	0.72%	0.77%	0.0%	0.0%	1.38%	0.33%	0.29%	0.78%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	71	1	3	1	1	2	0	3	2	1	1	0	0	2	2	0	1	1	6	2	2	2	0	2	3	0	0	0	2	0	2	2	5	1	1	1	4	0	1	6	3	2	0	0	0	0	0	1	2					
		0.13%	0.06%	0.20%	0.06%	0.06%	0.12%	0.0%	0.17%	0.13%	0.06%	0.06%	0.0%	0.0%	0.11%	0.12%	0.0%	0.05%	0.07%	0.59%	0.14%	0.13%	0.13%	0.0%	0.14%	0.57%	0.0%	0.0%	0.0%	0.12%	0.0%	0.15%	0.13%	2.04%	0.15%	0.22%	0.27%	0.19%	0.0%	0.41%	0.61%	0.33%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.67%					
26	"9. ""Российская экологическая партия ""Зеленые"""	173	6	4	1	8	5	7	8	6	1	4	4	7	5	6	5	5	7	2	1	7	7	5	4	2	0	0	0	2	4	10	3	1	3	2	2	9	2	2	1	5	0	0	10	0	0	0	0	0					
		0.33%	0.38%	0.27%	0.06%	0.48%	0.31%	0.37%	0.46%	0.40%	0.06%	0.26%	0.29%	0.64%	0.29%	0.38%	0.33%	0.27%	0.54%	0.19%	0.07%	0.46%	0.47%	0.38%	0.29%	0.38%	0.0%	0.0%	0.0%	0.12%	0.32%	0.75%	0.19%	0.40%	0.46%	0.45%	0.54%	0.44%	0.38%	0.83%	0.10%	0.55%	0.0%	0.0%	1.73%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1931	58	45	36	51	62	52	57	35	65	55	28	38	59	60	45	52	29	14	34	30	41	23	46	107	11	39	14	40	42	37	57	14	31	11	9	38	46	15	70	40	13	12	44	110	26	62	13	15					
		3.76%	3.72%	3.06%	2.27%	3.09%	3.91%	2.78%	3.29%	2.33%	4.01%	3.61%	2.07%	3.47%	3.47%	3.89%	2.98%	2.88%	2.24%	1.39%	2.42%	1.98%	2.80%	1.75%	3.42%	20.38%	5.0%	8.92%	2.73%	2.56%	3.40%	2.78%	3.74%	5.73%	4.81%	2.49%	2.43%	1.87%	8.86%	6.27%	7.20%	4.42%	5.67%	5.68%	7.62%	18.27%	7.66%	9.76%	4.26%	5.03%					
28	"11. ""Истинные патриоты России"""	48	2	2	1	0	1	0	3	0	3	2	1	2	1	2	1	2	2	0	1	0	2	0	1	1	0	1	1	0	0	3	1	1	0	1	0	4	1	1	0	0	0	0	2	0	0	1	1	0					
		0.09%	0.12%	0.13%	0.06%	0.0%	0.06%	0.0%	0.17%	0.0%	0.18%	0.13%	0.07%	0.18%	0.05%	0.12%	0.06%	0.11%	0.15%	0.0%	0.07%	0.0%	0.13%	0.0%	0.07%	0.19%	0.0%	0.22%	0.19%	0.0%	0.0%	0.22%	0.06%	0.40%	0.0%	0.22%	0.0%	0.19%	0.19%	0.41%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.15%	0.32%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	522	17	10	14	14	14	17	17	9	28	18	15	11	12	21	13	11	12	14	4	15	11	12	9	7	1	3	7	18	8	17	20	5	5	10	4	30	2	2	12	20	3	1	2	5	7	5	4	6					
		1.01%	1.09%	0.68%	0.88%	0.84%	0.88%	0.90%	0.98%	0.60%	1.73%	1.18%	1.11%	1.00%	0.70%	1.36%	0.86%	0.61%	0.93%	1.39%	0.28%	0.99%	0.75%	0.91%	0.67%	1.33%	0.45%	0.68%	1.36%	1.15%	0.64%	1.27%	1.31%	2.04%	0.77%	2.26%	1.08%	1.48%	0.38%	0.83%	1.23%	2.21%	1.31%	0.47%	0.34%	0.83%	2.06%	0.78%	1.31%	2.01%					
30	"13. ""Демократическая партия России"""	151	3	6	4	5	7	5	4	4	5	1	2	8	8	6	1	7	2	1	3	7	3	5	5	0	0	2	4	5	3	2	5	1	2	0	1	3	2	1	5	6	1	2	1	1	1	0	0	1					
		0.29%	0.19%	0.40%	0.25%	0.30%	0.44%	0.26%	0.23%	0.26%	0.30%	0.06%	0.14%	0.73%	0.47%	0.38%	0.06%	0.38%	0.15%	0.09%	0.21%	0.46%	0.20%	0.38%	0.37%	0.0%	0.0%	0.45%	0.78%	0.32%	0.24%	0.15%	0.32%	0.40%	0.31%	0.0%	0.27%	0.14%	0.38%	0.41%	0.51%	0.66%	0.43%	0.94%	0.17%	0.16%	0.29%	0.0%	0.0%	0.33%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	0	3	4	3	1	1	6	1	3	3	3	1	3	4	1	1	1	2	2	2	3	2	3	1	1	0	1	2	1	1	1	0	0	2	1	1	1	0	1	2	0	2	5	1	1	0	0	1					
		0.15%	0.0%	0.20%	0.25%	0.18%	0.06%	0.05%	0.34%	0.06%	0.18%	0.19%	0.22%	0.09%	0.17%	0.25%	0.06%	0.05%	0.07%	0.19%	0.14%	0.13%	0.20%	0.15%	0.22%	0.19%	0.45%	0.0%	0.19%	0.12%	0.08%	0.07%	0.06%	0.0%	0.0%	0.45%	0.27%	0.04%	0.19%	0.0%	0.10%	0.22%	0.0%	0.94%	0.86%	0.16%	0.29%	0.0%	0.0%	0.33%					
32	"15. ""Партия СЛОН"""	89	5	1	1	4	3	2	2	0	2	1	2	2	4	2	4	0	1	1	1	2	3	1	1	0	0	0	1	2	1	1	5	2	1	1	2	11	1	0	3	2	1	0	1	2	0	5	2	0					
		0.17%	0.32%	0.06%	0.06%	0.24%	0.18%	0.10%	0.11%	0.0%	0.12%	0.06%	0.14%	0.18%	0.23%	0.12%	0.26%	0.0%	0.07%	0.09%	0.07%	0.13%	0.20%	0.07%	0.07%	0.0%	0.0%	0.0%	0.19%	0.12%	0.08%	0.07%	0.32%	0.81%	0.15%	0.22%	0.54%	0.54%	0.19%	0.0%	0.30%	0.22%	0.43%	0.0%	0.17%	0.33%	0.0%	0.78%	0.65%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3602	115	116	140	131	137	104	131	138	101	93	101	93	134	82	97	178	79	65	128	129	104	87	76	19	11	21	27	127	95	95	84	10	71	28	24	156	45	10	59	51	6	6	17	26	7	12	16	20					
		7.02%	7.38%	7.91%	8.83%	7.94%	8.65%	5.56%	7.58%	9.22%	6.24%	6.11%	7.49%	8.51%	7.89%	5.32%	6.44%	9.88%	6.12%	6.45%	9.12%	8.55%	7.11%	6.62%	5.66%	3.61%	5.0%	4.80%	5.28%	8.14%	7.69%	7.14%	5.52%	4.09%	11.02%	6.34%	6.50%	7.71%	8.67%	4.18%	6.07%	5.64%	2.62%	2.84%	2.94%	4.31%	2.06%	1.88%	5.24%	6.71%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	135	3	1	1	4	3	2	7	2	11	3	2	0	0	5	13	3	5	2	4	2	3	4	3	1	0	3	3	5	1	3	3	5	3	1	1	5	3	0	4	3	0	1	1	2	0	1	0	3					
		0.26%	0.19%	0.06%	0.06%	0.24%	0.18%	0.10%	0.40%	0.13%	0.67%	0.19%	0.14%	0.0%	0.0%	0.32%	0.86%	0.16%	0.38%	0.19%	0.28%	0.13%	0.20%	0.30%	0.22%	0.19%	0.0%	0.68%	0.58%	0.32%	0.08%	0.22%	0.19%	2.04%	0.46%	0.22%	0.27%	0.24%	0.57%	0.0%	0.41%	0.33%	0.0%	0.47%	0.17%	0.33%	0.0%	0.15%	0.0%	1.00%					
35	"18. ""ЛДПР"""	9120	308	263	286	316	295	274	323	256	274	291	235	193	236	254	277	312	258	179	284	291	264	270	213	81	35	48	94	336	251	237	358	24	91	74	70	357	89	40	187	118	40	41	65	115	56	64	47	50					
		17.78%	19.76%	17.93%	18.04%	19.16%	18.63%	14.65%	18.69%	17.11%	16.93%	19.11%	17.43%	17.67%	13.89%	16.49%	18.39%	17.33%	20.01%	17.77%	20.24%	19.29%	18.05%	20.56%	15.87%	15.42%	15.90%	10.98%	18.39%	21.55%	20.32%	17.81%	23.55%	9.83%	14.13%	16.78%	18.97%	17.65%	17.14%	16.73%	19.25%	13.06%	17.46%	19.43%	11.26%	19.10%	16.51%	10.07%	15.40%	16.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1054	36	36	31	42	44	41	34	39	36	27	32	18	45	23	33	37	28	18	34	25	35	17	27	5	4	11	10	16	20	22	19	6	16	9	13	34	15	5	24	32	6	4	3	10	4	12	11	5					
		2.05%	2.31%	2.45%	1.95%	2.54%	2.77%	2.19%	1.96%	2.60%	2.22%	1.77%	2.37%	1.64%	2.65%	1.49%	2.19%	2.05%	2.17%	1.78%	2.42%	1.65%	2.39%	1.29%	2.01%	0.95%	1.81%	2.51%	1.95%	1.02%	1.61%	1.65%	1.25%	2.45%	2.48%	2.04%	3.52%	1.68%	2.89%	2.09%	2.47%	3.54%	2.62%	1.89%	0.51%	1.66%	1.17%	1.88%	3.60%	1.67%					
37	"20. ""Политическая партия ""Единая Россия"""	19766	568	594	664	632	515	779	615	553	601	598	485	401	668	575	621	662	502	419	529	617	567	487	415	188	79	214	181	579	460	531	565	78	219	181	138	843	200	89	336	337	86	94	309	194	168	359	143	128					
		38.55%	36.45%	40.51%	41.89%	38.32%	32.53%	41.65%	35.59%	36.96%	37.14%	39.29%	35.97%	36.72%	39.34%	37.33%	41.23%	36.77%	38.94%	41.60%	37.70%	40.91%	38.78%	37.09%	30.92%	35.80%	35.90%	48.97%	35.42%	37.13%	37.24%	39.92%	37.17%	31.96%	34.00%	41.04%	37.39%	41.69%	38.53%	37.23%	34.60%	37.32%	37.55%	44.54%	53.55%	32.22%	49.55%	56.53%	46.88%	42.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	116	5	2	1	1	3	1	1	3	21	4	4	3	1	0	2	4	3	1	2	7	0	2	5	0	0	2	0	4	2	5	2	1	1	1	1	6	0	0	2	4	0	1	2	2	0	2	0	2					
		0.22%	0.32%	0.13%	0.06%	0.06%	0.18%	0.05%	0.05%	0.20%	1.29%	0.26%	0.29%	0.27%	0.05%	0.0%	0.13%	0.22%	0.23%	0.09%	0.14%	0.46%	0.0%	0.15%	0.37%	0.0%	0.0%	0.45%	0.0%	0.25%	0.16%	0.37%	0.13%	0.40%	0.15%	0.22%	0.27%	0.29%	0.0%	0.0%	0.20%	0.44%	0.0%	0.47%	0.34%	0.33%	0.0%	0.31%	0.0%	0.67%					
39	"22. ""Развитие предпринимательства"""	149	2	5	5	10	5	8	8	0	7	7	3	2	5	3	1	7	1	4	7	4	10	1	5	2	0	0	0	5	3	3	6	1	0	3	0	3	0	0	4	2	0	0	1	1	3	0	1	1					
		0.29%	0.12%	0.34%	0.31%	0.60%	0.31%	0.42%	0.46%	0.0%	0.43%	0.45%	0.22%	0.18%	0.29%	0.19%	0.06%	0.38%	0.07%	0.39%	0.49%	0.26%	0.68%	0.07%	0.37%	0.38%	0.0%	0.0%	0.0%	0.32%	0.24%	0.22%	0.39%	0.40%	0.0%	0.68%	0.0%	0.14%	0.0%	0.0%	0.41%	0.22%	0.0%	0.0%	0.17%	0.16%	0.88%	0.0%	0.32%	0.33%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3943	116	92	135	111	141	88	113	138	168	100	133	65	199	140	116	181	111	59	101	75	82	74	134	32	30	21	39	100	82	86	134	14	46	18	18	151	44	16	87	107	18	24	29	49	18	56	32	20					
		7.69%	7.44%	6.27%	8.51%	6.73%	8.90%	4.70%	6.53%	9.22%	10.38%	6.57%	9.86%	5.95%	11.71%	9.09%	7.70%	10.05%	8.61%	5.85%	7.19%	4.97%	5.60%	5.63%	9.98%	6.09%	13.63%	4.80%	7.63%	6.41%	6.63%	6.46%	8.81%	5.73%	7.14%	4.08%	4.87%	7.46%	8.47%	6.69%	8.95%	11.84%	7.86%	11.37%	5.02%	8.13%	5.30%	8.81%	10.49%	6.71%					
																																																							
41	Против всех	2196	81	61	77	92	72	114	77	56	28	59	53	47	68	62	58	44	45	43	59	59	83	63	58	13	5	9	44	56	60	75	74	14	25	26	20	103	8	17	49	33	12	7	16	13	16	22	8	12					
		4.28%	5.19%	4.16%	4.85%	5.57%	4.54%	6.09%	4.45%	3.74%	1.73%	3.87%	3.93%	4.30%	4.00%	4.02%	3.85%	2.44%	3.49%	4.27%	4.20%	3.91%	5.67%	4.79%	4.32%	2.47%	2.27%	2.05%	8.61%	3.59%	4.85%	5.63%	4.86%	5.73%	3.88%	5.89%	5.42%	5.09%	1.54%	7.11%	5.04%	3.65%	5.24%	3.31%	2.77%	2.15%	4.71%	3.46%	2.62%	4.02%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
