Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Жирновская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642									
		0.99%	2.10%	1.34%	1.47%	1.28%	1.70%	1.84%	0.32%	0.99%	1.22%	0.51%	0.16%	0.73%	0.40%	7.06%	0.17%	1.17%	0.29%	0.68%	2.01%	0.00%	0.00%	1.27%	0.00%	1.17%	2.44%	0.98%	0.00%	0.00%	1.57%	0.00%	0.00%	0.18%	1.81%	2.44%	0.00%	2.13%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	501	29	12	39	24	25	33	10	17	11	27	13	17	21	4	12	22	15	20	1	3	2	7	6	6	5	14	2	3	28	3	2	25	4	0	1	1	2	6	20	2	4	3									
		3.06%	4.34%	3.21%	3.83%	2.56%	2.66%	3.56%	3.21%	2.11%	3.35%	3.41%	2.11%	2.49%	4.22%	4.71%	2.10%	3.21%	2.16%	1.95%	0.67%	2.52%	4.44%	4.43%	3.41%	2.34%	6.10%	4.59%	3.70%	1.14%	3.66%	2.34%	10.00%	4.50%	1.81%	0.00%	1.37%	2.13%	1.96%	5.61%	4.59%	1.64%	2.96%	4.84%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	336	13	11	12	8	21	32	7	18	12	27	9	13	3	1	7	19	21	9	2	1	1	1	5	2	1	5	2	2	23	5	1	19	5	1	0	2	1	1	8	3	1	1									
		2.05%	1.95%	2.94%	1.18%	0.85%	2.24%	3.46%	2.24%	2.23%	3.66%	3.41%	1.46%	1.90%	0.60%	1.18%	1.22%	2.77%	3.02%	0.88%	1.34%	0.84%	2.22%	0.63%	2.84%	0.78%	1.22%	1.64%	3.70%	0.76%	3.01%	3.91%	5.00%	3.42%	2.26%	2.44%	0.00%	4.26%	0.98%	0.93%	1.83%	2.46%	0.74%	1.61%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7902	278	145	456	421	366	347	124	357	152	360	320	292	302	45	317	379	321	572	71	51	22	67	88	133	35	157	20	210	382	85	8	254	146	25	44	22	62	61	203	58	102	42									
		48.23%	41.62%	38.77%	44.75%	44.98%	38.98%	37.47%	39.74%	44.24%	46.34%	45.45%	51.95%	42.75%	60.64%	52.94%	55.42%	55.25%	46.19%	55.80%	47.65%	42.86%	48.89%	42.41%	50.00%	51.95%	42.68%	51.48%	37.04%	79.85%	49.93%	66.41%	40.00%	45.68%	66.06%	60.98%	60.27%	46.81%	60.78%	57.01%	46.56%	47.54%	75.56%	67.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	65	5	3	7	7	4	4	0	3	1	3	2	0	0	0	3	7	4	2	1	0	1	0	0	2	0	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.40%	0.75%	0.80%	0.69%	0.75%	0.43%	0.43%	0.00%	0.37%	0.30%	0.38%	0.32%	0.00%	0.00%	0.00%	0.52%	1.02%	0.58%	0.20%	0.67%	0.00%	2.22%	0.00%	0.00%	0.78%	0.00%	0.66%	1.85%	0.38%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	0	1	1	3	1	1	3	0	2	1	2	1	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.15%	0.15%	0.00%	0.10%	0.11%	0.32%	0.11%	0.32%	0.37%	0.00%	0.25%	0.16%	0.29%	0.20%	0.00%	0.00%	0.29%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3479	137	74	241	208	255	209	84	195	52	204	135	196	79	14	131	122	166	188	45	30	3	26	37	29	15	55	13	27	158	11	0	117	37	5	16	7	16	10	85	27	8	12									
		21.24%	20.51%	19.79%	23.65%	22.22%	27.16%	22.57%	26.92%	24.16%	15.85%	25.76%	21.92%	28.70%	15.86%	16.47%	22.90%	17.78%	23.88%	18.34%	30.20%	25.21%	6.67%	16.46%	21.02%	11.33%	18.29%	18.03%	24.07%	10.27%	20.65%	8.59%	0.00%	21.04%	16.74%	12.20%	21.92%	14.89%	15.69%	9.35%	19.50%	22.13%	5.93%	19.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	3	1	9	4	7	10	4	7	2	1	0	1	0	0	4	0	5	2	0	0	0	0	0	0	0	2	0	1	1	0	0	5	1	0	0	0	0	1	1	0	0	0									
		0.44%	0.45%	0.27%	0.88%	0.43%	0.75%	1.08%	1.28%	0.87%	0.61%	0.13%	0.00%	0.15%	0.00%	0.00%	0.70%	0.00%	0.72%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.38%	0.13%	0.00%	0.00%	0.90%	0.45%	0.00%	0.00%	0.00%	0.00%	0.93%	0.23%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	96	5	3	5	10	10	10	2	7	1	8	3	1	2	0	2	0	2	8	0	1	0	2	0	2	0	0	0	2	2	0	0	3	0	0	0	0	1	1	2	0	1	0									
		0.59%	0.75%	0.80%	0.49%	1.07%	1.06%	1.08%	0.64%	0.87%	0.30%	1.01%	0.49%	0.15%	0.40%	0.00%	0.35%	0.00%	0.29%	0.78%	0.00%	0.84%	0.00%	1.27%	0.00%	0.78%	0.00%	0.00%	0.00%	0.76%	0.26%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.98%	0.93%	0.46%	0.00%	0.74%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.06%	0.15%	0.00%	0.00%	0.00%	0.11%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.84%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	8	3	14	8	9	14	4	11	1	8	4	5	3	0	3	4	2	4	0	0	0	0	2	0	0	0	0	1	7	0	0	6	2	1	1	0	0	1	5	0	0	0									
		0.80%	1.20%	0.80%	1.37%	0.85%	0.96%	1.51%	1.28%	1.36%	0.30%	1.01%	0.65%	0.73%	0.60%	0.00%	0.52%	0.58%	0.29%	0.39%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.38%	0.92%	0.00%	0.00%	1.08%	0.90%	2.44%	1.37%	0.00%	0.00%	0.93%	1.15%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2598	119	91	147	155	147	193	45	142	27	104	103	111	64	12	77	90	105	155	17	26	13	48	32	73	20	57	14	12	102	18	8	94	16	4	9	8	10	24	68	24	11	3									
		15.86%	17.81%	24.33%	14.43%	16.56%	15.65%	20.84%	14.42%	17.60%	8.23%	13.13%	16.72%	16.25%	12.85%	14.12%	13.46%	13.12%	15.11%	15.12%	11.41%	21.85%	28.89%	30.38%	18.18%	28.52%	24.39%	18.69%	25.93%	4.56%	13.33%	14.06%	40.00%	16.91%	7.24%	9.76%	12.33%	17.02%	9.80%	22.43%	15.60%	19.67%	8.15%	4.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	9	3	6	9	8	3	2	3	2	6	1	3	3	0	0	6	3	5	0	0	0	0	0	0	2	2	0	1	4	2	0	2	1	1	0	0	1	0	2	0	0	0									
		0.55%	1.35%	0.80%	0.59%	0.96%	0.85%	0.32%	0.64%	0.37%	0.61%	0.76%	0.16%	0.44%	0.60%	0.00%	0.00%	0.87%	0.43%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.66%	0.00%	0.38%	0.52%	1.56%	0.00%	0.36%	0.45%	2.44%	0.00%	0.00%	0.98%	0.00%	0.46%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	612	38	14	54	52	51	36	26	28	5	23	17	23	11	3	9	17	24	38	7	5	2	3	6	1	2	6	2	2	30	1	0	17	5	3	1	4	6	0	25	6	8	1									
		3.74%	5.69%	3.74%	5.30%	5.56%	5.43%	3.89%	8.33%	3.47%	1.52%	2.90%	2.76%	3.37%	2.21%	3.53%	1.57%	2.48%	3.45%	3.71%	4.70%	4.20%	4.44%	1.90%	3.41%	0.39%	2.44%	1.97%	3.70%	0.76%	3.92%	0.78%	0.00%	3.06%	2.26%	7.32%	1.37%	8.51%	5.88%	0.00%	5.73%	4.92%	5.93%	1.61%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
