Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Татищевская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672									
		0.70%	0.00%	1.28%	0.47%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	1.68%	0.40%	0.00%	0.00%	0.49%	0.00%	0.50%	0.00%	1.10%	0.00%	1.19%	2.07%	0.00%	1.59%	0.49%	1.06%	0.33%	0.20%	2.36%	0.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	72	0	1	0	0	1	0	0	0	1	0	0	0	0	10	0	2	3	7	3	0	0	5	21	0	6	5	2	0	5									
		0.34%	0.00%	0.43%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.20%	1.26%	0.70%	0.20%	0.00%	0.00%	0.70%	0.76%	0.00%	0.32%	0.83%	0.40%	0.00%	1.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19615	471	205	1777	274	757	181	231	339	192	285	685	178	562	1115	456	911	225	933	1352	153	556	654	2556	966	1708	552	450	618	273									
		91.49%	91.81%	87.23%	92.50%	90.43%	88.95%	95.26%	91.30%	94.17%	96.48%	95.64%	90.97%	91.28%	89.78%	90.72%	91.02%	90.65%	94.54%	92.93%	89.66%	91.07%	95.70%	92.11%	92.44%	94.24%	90.23%	91.09%	90.91%	91.02%	81.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	2	0	10	5	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.33%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.53%	0.83%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	6	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	636	30	10	67	12	30	3	10	10	3	5	18	7	27	22	24	29	4	28	88	4	12	14	47	11	35	17	10	30	29									
		2.97%	5.85%	4.26%	3.49%	3.96%	3.53%	1.58%	3.95%	2.78%	1.51%	1.68%	2.39%	3.59%	4.31%	1.79%	4.79%	2.89%	1.68%	2.79%	5.84%	2.38%	2.07%	1.97%	1.70%	1.07%	1.85%	2.81%	2.02%	4.42%	8.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	4	0	12	2	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.63%	0.33%	0.00%	0.00%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	3	0	3	2	1	0	2									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.24%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.16%	0.33%	0.20%	0.00%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	4	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	0	1	18	1	6	2	0	0	0	0	10	0	0	7	6	2	0	0	2	0	0	0	9	5	4	3	0	0	2									
		0.36%	0.00%	0.43%	0.94%	0.33%	0.71%	1.05%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.57%	1.20%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.33%	0.49%	0.21%	0.50%	0.00%	0.00%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	506	5	7	35	6	28	2	12	8	3	3	20	5	37	25	15	27	3	21	55	6	0	19	36	15	41	12	29	11	20									
		2.36%	0.97%	2.98%	1.82%	1.98%	3.29%	1.05%	4.74%	2.22%	1.51%	1.01%	2.66%	2.56%	5.91%	2.03%	2.99%	2.69%	1.26%	2.09%	3.65%	3.57%	0.00%	2.68%	1.30%	1.46%	2.17%	1.98%	5.86%	1.62%	5.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	2	0	0	5	0	0	2	10	0	2	1	0	4	0									
		0.15%	0.00%	0.43%	0.00%	0.33%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.20%	0.00%	0.00%	0.33%	0.00%	0.00%	0.28%	0.36%	0.00%	0.11%	0.17%	0.00%	0.59%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	170	0	4	15	8	14	2	0	3	0	0	17	3	0	10	0	5	3	3	3	3	0	13	19	14	22	5	2	0	2									
		0.79%	0.00%	1.70%	0.78%	2.64%	1.65%	1.05%	0.00%	0.83%	0.00%	0.00%	2.26%	1.54%	0.00%	0.81%	0.00%	0.50%	1.26%	0.30%	0.20%	1.79%	0.00%	1.83%	0.69%	1.37%	1.16%	0.83%	0.40%	0.00%	0.60%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
