Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ровенская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	12	12	17	13	0	2	0	0	0	0	6	0	0	5	2	0	0	1	6	0	0	2	0	0	5									
		0.86%	1.70%	1.85%	3.53%	2.62%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	5.13%	0.00%	0.00%	1.81%	0.50%	0.00%	0.00%	0.41%	1.19%	0.00%	0.00%	0.52%	0.00%	0.00%	1.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7031	480	365	263	317	241	58	241	184	572	209	83	662	169	232	261	137	251	154	365	190	598	247	98	448	206									
		72.89%	68.18%	56.41%	54.56%	63.78%	69.86%	56.86%	74.84%	82.51%	78.36%	90.48%	70.94%	85.75%	85.79%	83.75%	65.58%	79.19%	84.51%	63.64%	72.28%	82.25%	76.57%	64.32%	60.49%	86.15%	67.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	4	4	0	5	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3									
		0.20%	0.57%	0.62%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0									
		0.07%	0.28%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.58%	0.00%	0.00%	0.20%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1016	119	105	86	65	47	13	41	8	82	12	25	40	10	12	42	13	21	21	30	18	68	46	29	33	30									
		10.53%	16.90%	16.23%	17.84%	13.08%	13.62%	12.75%	12.73%	3.59%	11.23%	5.19%	21.37%	5.18%	5.08%	4.33%	10.55%	7.51%	7.07%	8.68%	5.94%	7.79%	8.71%	11.98%	17.90%	6.35%	9.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	2	3	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	1									
		0.18%	0.28%	0.46%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.76%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0									
		0.16%	0.28%	0.93%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.20%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.05%	0.00%	0.15%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	3	5	6	4	0	0	0	0	0	0	1	1	0	0	7	0	25	1	3	0	0	4	0	0	3									
		0.65%	0.43%	0.77%	1.24%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.13%	0.00%	0.00%	1.76%	0.00%	8.42%	0.41%	0.59%	0.00%	0.00%	1.04%	0.00%	0.00%	0.98%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1011	34	86	59	59	56	8	40	31	73	10	0	58	12	15	56	14	0	55	57	21	115	53	22	39	38									
		10.48%	4.83%	13.29%	12.24%	11.87%	16.23%	7.84%	12.42%	13.90%	10.00%	4.33%	0.00%	7.51%	6.09%	5.42%	14.07%	8.09%	0.00%	22.73%	11.29%	9.09%	14.72%	13.80%	13.58%	7.50%	12.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	1	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0									
		0.12%	0.14%	0.62%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.25%	0.00%	0.00%	0.83%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	91	14	2	3	8	0	14	0	0	0	0	0	4	0	3	8	5	0	2	5	0	0	8	6	0	9									
		0.94%	1.99%	0.31%	0.62%	1.61%	0.00%	13.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	1.08%	2.01%	2.89%	0.00%	0.83%	0.99%	0.00%	0.00%	2.08%	3.70%	0.00%	2.93%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
