Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Елабужская городская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	980	5	20	10	30	20	20	20	20	20	20	40	0	20	30	20	30	20	20	30	40	20	10	40	40	30	40	40	20	40	30	20	30	25	55	45	40	5	0	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	555	0	13	1	8	10	9	6	13	13	7	17	0	6	19	8	30	7	7	10	26	11	3	25	24	11	35	21	11	34	16	14	11	19	40	45	22	0	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	167	0	6	21	1	1	11	2	9	3	2	4	0	3	7	2	0	0	3	8	4	0	3	3	3	4	6	8	3	3	3	5	4	4	14	0	10	3	0	4									
14	Число погашенных неиспользованных открепительных удостоверений	425	5	7	9	22	10	11	14	7	7	13	23	0	14	11	12	0	13	13	20	14	9	7	15	16	19	5	19	9	6	14	6	19	6	15	0	18	5	0	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	0	1	0	0	1	1	0	3	2	1	2	0	1	2	0	1	4	0	1	6	3	0	2	5	2	3	6	0	8	1	1	0	2	3	3	2	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	151	0	5	2	7	9	10	0	1	9	5	3	0	2	11	0	0	0	6	7	4	2	0	2	3	1	3	4	5	31	0	12	1	0	0	0	2	1	3	0									
		0.34%	0.00%	0.45%	0.44%	0.53%	0.94%	0.93%	0.00%	0.10%	0.81%	0.55%	0.19%	0.00%	0.28%	0.90%	0.00%	0.00%	0.00%	0.63%	0.55%	0.24%	0.19%	0.00%	0.11%	0.16%	0.08%	0.15%	0.21%	0.70%	1.49%	0.00%	1.39%	0.08%	0.00%	0.00%	0.00%	0.09%	0.65%	1.37%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	122	0	4	4	3	18	0	7	0	4	5	2	0	2	15	0	0	0	2	8	0	3	3	4	0	0	6	0	3	8	0	5	1	0	9	0	1	2	3	0									
		0.28%	0.00%	0.36%	0.88%	0.23%	1.88%	0.00%	0.79%	0.00%	0.36%	0.55%	0.13%	0.00%	0.28%	1.23%	0.00%	0.00%	0.00%	0.21%	0.63%	0.00%	0.29%	1.42%	0.22%	0.00%	0.00%	0.29%	0.00%	0.42%	0.38%	0.00%	0.58%	0.08%	0.00%	0.42%	0.00%	0.04%	1.29%	1.37%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	161	0	1	5	2	3	0	9	1	8	5	1	0	2	4	0	0	0	0	8	0	3	0	22	0	0	0	1	5	37	0	8	8	0	8	9	5	4	2	0									
		0.37%	0.00%	0.09%	1.10%	0.15%	0.31%	0.00%	1.01%	0.10%	0.72%	0.55%	0.06%	0.00%	0.28%	0.33%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.29%	0.00%	1.23%	0.00%	0.00%	0.00%	0.05%	0.70%	1.78%	0.00%	0.93%	0.62%	0.00%	0.38%	0.37%	0.22%	2.58%	0.91%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37623	87	937	395	1130	816	920	757	883	948	780	1329	80	621	1042	694	1077	654	810	1085	1448	904	179	1526	1586	1073	1769	1618	604	1768	972	751	1103	901	1799	2092	1927	125	187	246									
		85.43%	84.47%	85.03%	86.62%	85.03%	85.00%	85.98%	84.96%	85.07%	84.95%	85.90%	85.36%	84.21%	85.89%	85.62%	85.05%	84.94%	86.97%	85.08%	85.70%	86.29%	86.01%	84.83%	85.01%	84.99%	85.98%	85.96%	85.97%	84.83%	84.96%	85.04%	87.02%	84.98%	87.99%	84.78%	85.04%	84.89%	80.65%	85.39%	85.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	0	2	3	2	0	0	3	1	1	0	2	0	2	3	0	0	0	4	0	0	3	2	2	5	0	0	2	0	4	0	2	1	0	6	7	5	1	3	0									
		0.15%	0.00%	0.18%	0.66%	0.15%	0.00%	0.00%	0.34%	0.10%	0.09%	0.00%	0.13%	0.00%	0.28%	0.25%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.29%	0.95%	0.11%	0.27%	0.00%	0.00%	0.11%	0.00%	0.19%	0.00%	0.23%	0.08%	0.00%	0.28%	0.28%	0.22%	0.65%	1.37%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	1	0	1	0	0	3	0	0	0	0	0	2	3	0	0	0	0	1	0	2	0	1	0	0	1	1	0	3	0	4	1	0	3	7	1	0	0	0									
		0.08%	0.00%	0.09%	0.00%	0.08%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.25%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.19%	0.00%	0.06%	0.00%	0.00%	0.05%	0.05%	0.00%	0.14%	0.00%	0.46%	0.08%	0.00%	0.14%	0.28%	0.04%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	936	1	29	13	30	46	4	9	25	45	27	10	2	0	22	34	0	0	27	40	35	12	6	30	20	9	21	10	12	50	12	11	43	35	88	72	80	6	7	13									
		2.13%	0.97%	2.63%	2.85%	2.26%	4.79%	0.37%	1.01%	2.41%	4.03%	2.97%	0.64%	2.11%	0.00%	1.81%	4.17%	0.00%	0.00%	2.84%	3.16%	2.09%	1.14%	2.84%	1.67%	1.07%	0.72%	1.02%	0.53%	1.69%	2.40%	1.05%	1.27%	3.31%	3.42%	4.15%	2.93%	3.52%	3.87%	3.20%	4.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	99	0	1	2	1	2	0	1	2	1	0	3	0	1	8	0	0	0	12	1	0	3	0	1	0	0	3	2	2	17	0	9	2	7	7	2	7	2	0	0									
		0.22%	0.00%	0.09%	0.44%	0.08%	0.21%	0.00%	0.11%	0.19%	0.09%	0.00%	0.19%	0.00%	0.14%	0.66%	0.00%	0.00%	0.00%	1.26%	0.08%	0.00%	0.29%	0.00%	0.06%	0.00%	0.00%	0.15%	0.11%	0.28%	0.82%	0.00%	1.04%	0.15%	0.68%	0.33%	0.08%	0.31%	1.29%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	0	3	1	2	5	0	1	1	0	0	1	0	1	2	0	0	0	2	1	0	2	0	1	0	0	2	4	2	3	0	2	0	0	3	0	5	0	0	0									
		0.10%	0.00%	0.27%	0.22%	0.15%	0.52%	0.00%	0.11%	0.10%	0.00%	0.00%	0.06%	0.00%	0.14%	0.16%	0.00%	0.00%	0.00%	0.21%	0.08%	0.00%	0.19%	0.00%	0.06%	0.00%	0.00%	0.10%	0.21%	0.28%	0.14%	0.00%	0.23%	0.00%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	0	2	1	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	0	0	1	0	0	4	0	3	0	0	0	0	1	0	0	0									
		0.05%	0.00%	0.09%	0.00%	0.15%	0.10%	0.00%	0.11%	0.10%	0.00%	0.00%	0.00%	0.00%	0.14%	0.08%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.19%	0.00%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.19%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	0	3	1	2	2	0	3	1	2	5	1	0	1	3	0	0	0	3	2	3	2	0	1	5	0	3	3	0	10	0	5	7	0	9	14	4	0	0	0									
		0.22%	0.00%	0.27%	0.22%	0.15%	0.21%	0.00%	0.34%	0.10%	0.18%	0.55%	0.06%	0.00%	0.14%	0.25%	0.00%	0.00%	0.00%	0.32%	0.16%	0.18%	0.19%	0.00%	0.06%	0.27%	0.00%	0.15%	0.16%	0.00%	0.48%	0.00%	0.58%	0.54%	0.00%	0.42%	0.57%	0.18%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2807	5	61	19	88	47	78	63	66	72	63	195	6	81	72	57	98	79	52	60	101	37	14	129	151	92	145	48	51	76	91	36	64	61	127	172	113	8	6	23									
		6.37%	4.85%	5.54%	4.17%	6.62%	4.90%	7.29%	7.07%	6.36%	6.45%	6.94%	12.52%	6.32%	11.20%	5.92%	6.99%	7.73%	10.51%	5.46%	4.74%	6.02%	3.52%	6.64%	7.19%	8.09%	7.37%	7.05%	2.55%	7.16%	3.65%	7.96%	4.17%	4.93%	5.96%	5.98%	6.99%	4.98%	5.16%	2.74%	8.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	0	2	2	2	1	0	4	0	0	0	0	0	3	1	0	0	0	6	1	0	2	0	1	0	0	0	1	0	10	0	2	2	0	4	10	3	0	3	0									
		0.14%	0.00%	0.18%	0.44%	0.15%	0.10%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.08%	0.00%	0.00%	0.00%	0.63%	0.08%	0.00%	0.19%	0.00%	0.06%	0.00%	0.00%	0.00%	0.05%	0.00%	0.48%	0.00%	0.23%	0.15%	0.00%	0.19%	0.41%	0.13%	0.00%	1.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1738	10	47	9	57	9	55	30	56	15	18	7	7	4	26	31	93	19	28	46	78	74	7	65	90	73	104	188	28	55	68	8	60	20	53	74	113	5	3	5									
		3.95%	9.71%	4.26%	1.97%	4.29%	0.94%	5.14%	3.37%	5.39%	1.34%	1.98%	0.45%	7.37%	0.55%	2.14%	3.80%	7.33%	2.53%	2.94%	3.63%	4.65%	7.04%	3.32%	3.62%	4.82%	5.85%	5.05%	9.99%	3.93%	2.64%	5.95%	0.93%	4.62%	1.95%	2.50%	3.01%	4.98%	3.23%	1.37%	1.74%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
