Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Жирятинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	48	10	1	7	3	6	3	1	4	6	1	1	5	0	0					
		1.40%	1.35%	0.80%	2.84%	0.77%	3.20%	2.5%	0.50%	1.59%	2.46%	0.41%	0.63%	2.23%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	35	12	0	5	6	2	0	1	1	5	2	1	0	0	0					
		1.02%	1.62%	0.0%	2.03%	1.55%	1.06%	0.0%	0.50%	0.39%	2.05%	0.83%	0.63%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	53	10	1	7	6	2	1	2	2	8	6	4	1	3	0					
		1.55%	1.35%	0.80%	2.84%	1.55%	1.06%	0.83%	1.00%	0.79%	3.29%	2.5%	2.54%	0.44%	1.77%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	18	2	3	2	4	3	0	1	3	2	6	2	2	0					
		1.40%	2.43%	1.61%	1.21%	0.51%	2.13%	2.5%	0.0%	0.39%	1.23%	0.83%	3.82%	0.89%	1.18%	0.0%					
22	"5. ""За Русь Святую"""	11	1	0	3	0	1	0	0	2	1	3	0	0	0	0					
		0.32%	0.13%	0.0%	1.21%	0.0%	0.53%	0.0%	0.0%	0.79%	0.41%	1.25%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	4	1	1	3	1	0	1	0	1	0	0	0	0	0					
		0.35%	0.54%	0.80%	0.40%	0.77%	0.53%	0.0%	0.50%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	9	3	2	0	2	0	0	1	0	1	0	0	0	0	0					
		0.26%	0.40%	1.61%	0.0%	0.51%	0.0%	0.0%	0.50%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	0	0	1	2	0	0	0	0	1	1	0	1	0	0					
		0.17%	0.0%	0.0%	0.40%	0.51%	0.0%	0.0%	0.0%	0.0%	0.41%	0.41%	0.0%	0.44%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	1	0	0	0	0	0	0	1	0	1	0	1	1	0					
		0.14%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.41%	0.0%	0.44%	0.59%	0.0%					
27	"10. ""Аграрная партия России"""	226	31	8	4	23	9	5	8	11	24	27	23	26	27	0					
		6.62%	4.20%	6.45%	1.62%	5.95%	4.81%	4.16%	4.02%	4.38%	9.87%	11.25%	14.64%	11.60%	15.97%	0.0%					
28	"11. ""Истинные патриоты России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	57	17	3	1	10	1	1	3	4	5	6	2	1	2	1					
		1.67%	2.30%	2.41%	0.40%	2.59%	0.53%	0.83%	1.50%	1.59%	2.05%	2.5%	1.27%	0.44%	1.18%	0.77%					
30	"13. ""Демократическая партия России"""	15	2	1	1	4	2	1	0	0	1	1	0	1	0	1					
		0.43%	0.27%	0.80%	0.40%	1.03%	1.06%	0.83%	0.0%	0.0%	0.41%	0.41%	0.0%	0.44%	0.0%	0.77%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	0	1	2	0	1	0	1	1	4	1	0	0	0					
		0.32%	0.0%	0.0%	0.40%	0.51%	0.0%	0.83%	0.0%	0.39%	0.41%	1.66%	0.63%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	1	0	0	0	2	0	1	2	1	0	0	0	0	0					
		0.20%	0.13%	0.0%	0.0%	0.0%	1.06%	0.0%	0.50%	0.79%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	184	39	5	20	18	1	4	6	20	16	20	13	16	5	1					
		5.39%	5.28%	4.03%	8.13%	4.66%	0.53%	3.33%	3.01%	7.96%	6.58%	8.33%	8.28%	7.14%	2.95%	0.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	0	1	3	3	1	0	1	2	3	0	1	0	1	0					
		0.46%	0.0%	0.80%	1.21%	0.77%	0.53%	0.0%	0.50%	0.79%	1.23%	0.0%	0.63%	0.0%	0.59%	0.0%					
35	"18. ""ЛДПР"""	409	79	14	33	34	27	11	14	23	53	40	20	28	18	15					
		11.98%	10.70%	11.29%	13.41%	8.80%	14.43%	9.16%	7.03%	9.16%	21.81%	16.66%	12.73%	12.49%	10.65%	11.62%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	66	10	2	8	11	3	2	5	2	4	4	3	4	2	6					
		1.93%	1.35%	1.61%	3.25%	2.84%	1.60%	1.66%	2.51%	0.79%	1.64%	1.66%	1.91%	1.78%	1.18%	4.65%					
37	"20. ""Политическая партия ""Единая Россия"""	1074	333	48	89	109	57	45	37	90	47	39	33	56	53	38					
		31.46%	45.12%	38.70%	36.17%	28.23%	30.48%	37.5%	18.59%	35.85%	19.34%	16.25%	21.01%	24.99%	31.36%	29.45%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	1	0	1	4	0	1	0	1	2	0	3	0	1	0					
		0.41%	0.13%	0.0%	0.40%	1.03%	0.0%	0.83%	0.0%	0.39%	0.82%	0.0%	1.91%	0.0%	0.59%	0.0%					
39	"22. ""Развитие предпринимательства"""	8	2	0	0	1	1	0	0	1	0	0	0	0	0	3					
		0.23%	0.27%	0.0%	0.0%	0.25%	0.53%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	2.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	907	123	28	41	113	62	36	110	75	45	69	43	78	36	48					
		26.57%	16.66%	22.58%	16.66%	29.27%	33.15%	30.0%	55.27%	29.88%	18.51%	28.75%	27.38%	34.82%	21.30%	37.20%					
																					
41	Против всех	126	34	7	12	17	4	2	5	8	9	7	2	2	10	7					
		3.69%	4.60%	5.64%	4.87%	4.40%	2.13%	1.66%	2.51%	3.18%	3.70%	2.91%	1.27%	0.89%	5.91%	5.42%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
