Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Кисловодская городская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
11	Число полученных открепительных  удостоверений	820	20	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	0	0	0	0	0	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	369	14	8	11	10	14	10	7	16	18	20	9	8	6	4	9	9	8	14	6	6	6	8	5	9	5	4	7	10	15	4	6	15	8	5	6	7	6	11	25	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1119	8	5	5	7	14	6	7	13	7	6	10	6	3	9	3	8	3	6	0	4	7	5	3	3	10	0	2	7	5	24	3	15	28	3	46	62	30	181	3	1	107	19	7	157	15	56	25	46	21	27	48	23					
14	Число неиспользованных открепительных удостоверений	451	6	12	9	10	6	10	13	4	2	10	11	12	14	16	11	11	12	6	14	14	14	12	15	11	15	16	13	10	5	16	14	5	12	15	14	13	14	9	5	20	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	16	0	2	0	0	1	1	0	0	1	1	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	2241	34	25	59	45	48	79	76	63	58	61	60	121	61	56	44	53	101	54	39	45	45	72	14	61	35	42	37	36	52	56	46	36	144	38	48	92	44	41	21	5	20	1	2	8	1	12	8	8	1	7	16	10					
		5.04%	2.90%	2.23%	4.63%	3.77%	4.41%	6.33%	5.77%	5.38%	4.42%	4.47%	7.11%	8.25%	5.22%	4.93%	3.49%	4.01%	7.77%	3.79%	4.08%	3.79%	3.75%	7.16%	2.24%	6.82%	4.69%	7.12%	3.47%	3.99%	5.08%	4.32%	5.01%	3.29%	13.36%	3.85%	4.91%	8.42%	4.81%	2.99%	3.16%	1.89%	9.09%	4.17%	13.33%	3.64%	0.69%	8.11%	12.31%	7.02%	2.38%	9.86%	9.88%	4.26%					
19	. Малышкин Олег Александрович	744	25	15	14	12	20	18	12	14	23	13	17	74	28	23	20	19	39	27	12	26	22	13	14	13	11	8	13	8	16	20	14	19	13	12	16	23	15	16	12	2	3	0	0	5	0	1	0	1	1	0	1	1					
		1.67%	2.13%	1.34%	1.10%	1.01%	1.84%	1.44%	0.91%	1.20%	1.75%	0.95%	2.01%	5.04%	2.40%	2.02%	1.59%	1.44%	3.00%	1.90%	1.26%	2.19%	1.83%	1.29%	2.24%	1.45%	1.47%	1.36%	1.22%	0.89%	1.56%	1.54%	1.53%	1.74%	1.21%	1.22%	1.64%	2.11%	1.64%	1.17%	1.81%	0.76%	1.36%	0.00%	0.00%	2.27%	0.00%	0.68%	0.00%	0.88%	2.38%	0.00%	0.62%	0.43%					
20	. Миронов Сергей Михайлович	362	7	8	6	5	7	9	9	3	12	2	5	59	5	10	6	10	30	12	9	20	10	8	3	9	6	4	6	5	4	5	9	7	2	5	4	9	4	9	8	0	0	1	0	3	0	1	0	0	0	0	5	1					
		0.81%	0.60%	0.71%	0.47%	0.42%	0.64%	0.72%	0.68%	0.26%	0.91%	0.15%	0.59%	4.02%	0.43%	0.88%	0.48%	0.76%	2.31%	0.84%	0.94%	1.68%	0.83%	0.80%	0.48%	1.01%	0.80%	0.68%	0.56%	0.55%	0.39%	0.39%	0.98%	0.64%	0.19%	0.51%	0.41%	0.82%	0.44%	0.66%	1.20%	0.00%	0.00%	4.17%	0.00%	1.36%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	3.09%	0.43%					
21	. Путин Владимир Владимирович	29331	793	830	975	894	758	777	820	727	801	923	536	812	801	747	765	909	748	955	665	705	774	642	395	539	485	366	742	637	664	925	586	692	723	687	621	681	556	1012	503	187	141	15	12	145	121	101	46	72	26	48	95	151					
		65.93%	67.60%	73.91%	76.47%	74.94%	69.67%	62.26%	62.26%	62.14%	61.05%	67.62%	63.51%	55.35%	68.52%	65.76%	60.71%	68.81%	57.54%	67.11%	69.63%	59.34%	64.55%	63.88%	63.30%	60.22%	65.01%	62.03%	69.67%	70.62%	64.91%	71.43%	63.83%	63.31%	67.07%	69.68%	63.50%	62.36%	60.77%	73.87%	75.75%	70.83%	64.09%	62.50%	80.00%	65.91%	83.45%	68.24%	70.77%	63.16%	61.90%	67.61%	58.64%	64.26%					
22	. Хакамада Ирина Муцуовна	1690	50	50	30	21	37	42	59	37	53	57	28	100	13	28	45	40	78	33	42	33	59	34	36	36	41	24	39	25	45	25	39	53	35	33	27	71	36	46	27	12	12	3	0	8	0	11	2	14	2	7	7	5					
		3.80%	4.26%	4.45%	2.35%	1.76%	3.40%	3.37%	4.48%	3.16%	4.04%	4.18%	3.32%	6.82%	1.11%	2.46%	3.57%	3.03%	6.00%	2.32%	4.40%	2.78%	4.92%	3.38%	5.77%	4.02%	5.50%	4.07%	3.66%	2.77%	4.40%	1.93%	4.25%	4.85%	3.25%	3.35%	2.76%	6.50%	3.93%	3.36%	4.07%	4.55%	5.45%	12.50%	0.00%	3.64%	0.00%	7.43%	3.08%	12.28%	4.76%	9.86%	4.32%	2.13%					
23	. Харитонов Николай Михайлович	7815	192	147	146	174	156	244	300	270	310	247	136	232	257	214	298	226	234	262	146	246	215	172	117	166	133	112	189	151	192	215	189	184	133	163	168	172	199	182	72	52	30	4	1	43	3	15	6	16	11	3	25	45					
		17.57%	16.37%	13.09%	11.45%	14.59%	14.34%	19.55%	22.78%	23.08%	23.63%	18.10%	16.11%	15.81%	21.98%	18.84%	23.65%	17.11%	18.00%	18.41%	15.29%	20.71%	17.93%	17.11%	18.75%	18.55%	17.83%	18.98%	17.75%	16.74%	18.77%	16.60%	20.59%	16.83%	12.34%	16.53%	17.18%	15.75%	21.75%	13.28%	10.84%	19.70%	13.64%	16.67%	6.67%	19.55%	2.07%	10.14%	9.23%	14.04%	26.19%	4.23%	15.43%	19.15%					
																																																											
24	Против всех	1965	65	46	38	41	62	72	36	48	53	54	56	63	4	53	73	60	70	73	38	88	68	59	41	61	28	16	37	35	46	42	30	51	25	44	54	40	46	52	21	6	14	0	0	7	0	7	2	3	1	5	13	18					
		4.42%	5.54%	4.10%	2.98%	3.44%	5.70%	5.77%	2.73%	4.10%	4.04%	3.96%	6.64%	4.29%	0.34%	4.67%	5.79%	4.54%	5.38%	5.13%	3.98%	7.41%	5.67%	5.87%	6.57%	6.82%	3.75%	2.71%	3.47%	3.88%	4.50%	3.24%	3.27%	4.67%	2.32%	4.46%	5.52%	3.66%	5.03%	3.80%	3.16%	2.27%	6.36%	0.00%	0.00%	3.18%	0.00%	4.73%	3.08%	2.63%	2.38%	7.04%	8.02%	7.66%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
