Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
"Наименование Избирательной комиссии:    Саратов, Октябрьская"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136					
19	2.Всероссийская политическая партия «Гражданская Сила»	981	18	13	10	16	23	21	45	20	30	0	11	18	12	9	41	31	5	26	14	37	18	12	26	28	19	21	32	29	16	31	18	23	15	18	22	16	11	18	12	12	15	37	20	14	13	23	18	21	0	4	5	0	0	0	0	4	3	0	7					
		1.65%	2.42%	1.74%	2.07%	3.19%	3.89%	2.04%	3.51%	1.68%	2.54%	0.00%	0.61%	2.16%	1.82%	0.73%	2.79%	2.08%	0.69%	2.50%	1.67%	2.84%	1.31%	1.18%	1.64%	2.44%	1.53%	1.34%	2.55%	1.96%	1.39%	2.62%	1.69%	1.72%	1.33%	1.62%	1.81%	1.23%	0.97%	1.43%	1.46%	1.03%	1.05%	2.44%	2.10%	1.00%	0.89%	1.69%	1.42%	2.12%	0.00%	0.77%	0.69%	0.00%	0.00%	0.00%	0.00%	0.46%	1.20%	0.00%	0.92%					
20	3.Политическая партия «Демократическая партия России»	98	1	0	2	0	2	1	4	2	1	0	3	0	2	1	1	6	3	1	2	1	0	2	5	1	3	0	2	4	0	3	3	2	1	1	2	3	4	1	3	0	1	6	0	3	0	4	1	3	0	0	1	0	0	0	0	1	2	3	0					
		0.16%	0.13%	0.00%	0.41%	0.00%	0.34%	0.10%	0.31%	0.17%	0.08%	0.00%	0.17%	0.00%	0.30%	0.08%	0.07%	0.40%	0.41%	0.10%	0.24%	0.08%	0.00%	0.20%	0.32%	0.09%	0.24%	0.00%	0.16%	0.27%	0.00%	0.25%	0.28%	0.15%	0.09%	0.09%	0.16%	0.23%	0.35%	0.08%	0.37%	0.00%	0.07%	0.39%	0.00%	0.22%	0.00%	0.29%	0.08%	0.30%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.11%	0.80%	0.48%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8624	119	163	71	67	121	140	142	230	198	5	73	94	98	180	232	229	59	112	142	187	215	155	194	223	202	305	192	248	176	195	139	240	185	150	192	160	200	214	150	218	125	277	150	225	278	199	213	152	61	90	81	2	4	11	1	38	37	19	46					
		14.48%	15.97%	21.82%	14.73%	13.37%	20.47%	13.62%	11.07%	19.31%	16.79%	2.91%	4.07%	11.30%	14.83%	14.54%	15.80%	15.36%	8.09%	10.77%	16.90%	14.35%	15.65%	15.26%	12.22%	19.43%	16.32%	19.43%	15.29%	16.73%	15.24%	16.47%	13.08%	17.94%	16.40%	13.48%	15.76%	12.27%	17.64%	17.01%	18.29%	18.74%	8.75%	18.24%	15.74%	16.14%	18.99%	14.63%	16.78%	15.35%	12.90%	17.24%	11.16%	1.05%	2.31%	2.16%	0.51%	4.37%	14.86%	3.02%	6.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	815	10	20	12	19	11	31	35	29	37	0	3	12	10	26	31	26	5	10	13	15	8	13	28	21	24	30	25	9	12	12	26	7	14	16	18	5	13	10	10	12	10	17	14	20	17	21	10	13	4	3	3	0	0	0	1	4	1	3	6					
		1.37%	1.34%	2.68%	2.49%	3.79%	1.86%	3.02%	2.73%	2.43%	3.14%	0.00%	0.17%	1.44%	1.51%	2.10%	2.11%	1.74%	0.69%	0.96%	1.55%	1.15%	0.58%	1.28%	1.76%	1.83%	1.94%	1.91%	1.99%	0.61%	1.04%	1.01%	2.45%	0.52%	1.24%	1.44%	1.48%	0.38%	1.15%	0.79%	1.22%	1.03%	0.70%	1.12%	1.47%	1.43%	1.16%	1.54%	0.79%	1.31%	0.85%	0.57%	0.41%	0.00%	0.00%	0.00%	0.51%	0.46%	0.40%	0.48%	0.79%					
23	6.Политическая партия «Партия социальной справедливости»	140	0	2	1	4	1	1	3	2	3	0	2	2	1	0	4	6	0	3	1	3	4	2	6	2	1	4	3	5	3	4	3	1	5	3	4	0	3	5	0	6	3	4	4	2	6	2	4	3	1	1	1	0	0	1	0	3	1	0	1					
		0.24%	0.00%	0.27%	0.21%	0.80%	0.17%	0.10%	0.23%	0.17%	0.25%	0.00%	0.11%	0.24%	0.15%	0.00%	0.27%	0.40%	0.00%	0.29%	0.12%	0.23%	0.29%	0.20%	0.38%	0.17%	0.08%	0.25%	0.24%	0.34%	0.26%	0.34%	0.28%	0.07%	0.44%	0.27%	0.33%	0.00%	0.26%	0.40%	0.00%	0.52%	0.21%	0.26%	0.42%	0.14%	0.41%	0.15%	0.32%	0.30%	0.21%	0.19%	0.14%	0.00%	0.00%	0.20%	0.00%	0.34%	0.40%	0.00%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	4164	53	53	35	38	37	79	92	88	89	2	86	69	43	74	105	139	46	80	83	90	101	56	102	82	91	114	79	83	92	86	87	80	83	70	93	146	72	105	73	88	114	140	76	109	96	107	88	84	20	43	41	0	2	8	1	25	15	14	17					
		6.99%	7.11%	7.10%	7.26%	7.58%	6.26%	7.68%	7.17%	7.39%	7.55%	1.16%	4.79%	8.29%	6.51%	5.98%	7.15%	9.32%	6.31%	7.69%	9.88%	6.91%	7.35%	5.51%	6.43%	7.14%	7.35%	7.26%	6.29%	5.60%	7.97%	7.26%	8.18%	5.98%	7.36%	6.29%	7.64%	11.20%	6.35%	8.35%	8.90%	7.57%	7.98%	9.22%	7.97%	7.82%	6.56%	7.87%	6.93%	8.48%	4.23%	8.24%	5.65%	0.00%	1.16%	1.57%	0.51%	2.87%	6.02%	2.23%	2.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5363	92	91	58	50	65	83	93	118	117	1	68	71	80	100	159	139	54	108	65	119	107	83	139	128	124	137	152	154	114	95	76	134	104	106	136	136	105	128	75	143	106	181	111	133	162	134	109	72	38	36	31	0	3	14	2	21	28	21	54					
		9.01%	12.35%	12.18%	12.03%	9.98%	10.99%	8.07%	7.25%	9.91%	9.92%	0.58%	3.79%	8.53%	12.10%	8.08%	10.83%	9.32%	7.41%	10.38%	7.74%	9.13%	7.79%	8.17%	8.76%	11.15%	10.02%	8.73%	12.10%	10.39%	9.87%	8.02%	7.15%	10.01%	9.22%	9.52%	11.17%	10.43%	9.26%	10.17%	9.15%	12.30%	7.42%	11.92%	11.65%	9.54%	11.07%	9.85%	8.59%	7.27%	8.03%	6.90%	4.27%	0.00%	1.73%	2.75%	1.02%	2.41%	11.24%	3.34%	7.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	448	7	4	6	2	6	14	6	7	11	1	10	10	7	7	16	8	3	7	9	9	8	10	7	8	7	15	12	18	14	8	6	12	10	10	6	5	11	11	5	5	17	13	5	11	10	7	5	8	2	6	3	0	0	2	3	4	6	3	5					
		0.75%	0.94%	0.54%	1.24%	0.40%	1.02%	1.36%	0.47%	0.59%	0.93%	0.58%	0.56%	1.20%	1.06%	0.57%	1.09%	0.54%	0.41%	0.67%	1.07%	0.69%	0.58%	0.98%	0.44%	0.70%	0.57%	0.96%	0.96%	1.21%	1.21%	0.68%	0.56%	0.90%	0.89%	0.90%	0.49%	0.38%	0.97%	0.87%	0.61%	0.43%	1.19%	0.86%	0.52%	0.79%	0.68%	0.51%	0.39%	0.81%	0.42%	1.15%	0.41%	0.00%	0.00%	0.39%	1.52%	0.46%	2.41%	0.48%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	34131	381	313	235	256	265	585	745	559	558	155	1492	484	319	703	710	761	519	626	433	751	832	611	993	531	659	814	628	779	607	663	594	742	592	641	659	751	568	661	428	596	947	739	521	764	743	758	732	552	316	302	525	186	159	472	188	745	125	556	602					
		57.32%	51.14%	41.90%	48.76%	51.10%	44.84%	56.91%	58.07%	46.94%	47.33%	90.12%	83.17%	58.17%	48.26%	56.79%	48.37%	51.04%	71.19%	60.19%	51.55%	57.64%	60.55%	60.14%	62.57%	46.25%	53.23%	51.85%	50.00%	52.56%	52.55%	55.99%	55.88%	55.46%	52.48%	57.59%	54.11%	57.59%	50.09%	52.54%	52.20%	51.25%	66.27%	48.65%	54.67%	54.81%	50.75%	55.74%	57.68%	55.76%	66.81%	57.85%	72.31%	97.89%	91.91%	92.73%	95.43%	85.63%	50.20%	88.39%	78.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2503	36	60	28	29	36	45	75	80	96	1	8	39	60	73	100	76	13	25	55	48	35	38	35	74	54	82	84	89	62	48	64	53	30	56	49	37	49	55	34	44	43	53	26	50	56	59	44	45	14	15	16	1	3	0	1	4	2	6	10					
		4.20%	4.83%	8.03%	5.81%	5.79%	6.09%	4.38%	5.85%	6.72%	8.14%	0.58%	0.45%	4.69%	9.08%	5.90%	6.81%	5.10%	1.78%	2.40%	6.55%	3.68%	2.55%	3.74%	2.21%	6.45%	4.36%	5.22%	6.69%	6.01%	5.37%	4.05%	6.02%	3.96%	2.66%	5.03%	4.02%	2.84%	4.32%	4.37%	4.15%	3.78%	3.01%	3.49%	2.73%	3.59%	3.83%	4.34%	3.47%	4.55%	2.96%	2.87%	2.20%	0.53%	1.73%	0.00%	0.51%	0.46%	0.80%	0.95%	1.31%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
