Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Благовещенская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	3	0	0	0	2	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	3	4	1	5	0	4	4	6	11	5	0	10	0	0	0	1	1	3	2	10	4	0	1	3	3	1	2	1									
		0.76%	0.46%	0.56%	0.16%	0.83%	0.00%	0.71%	0.59%	1.05%	0.79%	0.81%	0.00%	1.91%	0.00%	0.00%	0.00%	0.64%	2.13%	1.51%	0.89%	7.87%	1.20%	0.00%	1.75%	0.81%	1.01%	0.79%	0.62%	0.70%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	492	27	33	29	24	23	18	41	21	52	26	14	15	25	17	14	9	2	9	8	2	20	12	1	12	14	12	7	5									
		4.41%	4.15%	4.63%	4.72%	3.99%	4.24%	3.21%	6.08%	3.66%	3.74%	4.21%	6.06%	2.86%	5.75%	6.16%	8.75%	5.77%	4.26%	4.52%	3.56%	1.57%	6.02%	6.45%	1.75%	3.25%	4.71%	9.52%	2.16%	3.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	5	9	5	5	5	11	11	2	12	6	7	3	6	6	4	2	2	2	1	5	5	1	0	6	5	5	3	2									
		1.22%	0.77%	1.26%	0.81%	0.83%	0.92%	1.96%	1.63%	0.35%	0.86%	0.97%	3.03%	0.57%	1.38%	2.17%	2.50%	1.28%	4.26%	1.01%	0.44%	3.94%	1.51%	0.54%	0.00%	1.63%	1.68%	3.97%	0.93%	1.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4015	203	207	187	189	166	168	234	188	508	265	123	187	154	104	51	68	21	87	96	63	109	89	46	145	109	35	139	74									
		35.99%	31.18%	29.07%	30.41%	31.45%	30.57%	30.00%	34.72%	32.75%	36.49%	42.88%	53.25%	35.69%	35.40%	37.68%	31.88%	43.59%	44.68%	43.72%	42.67%	49.61%	32.83%	47.85%	80.70%	39.30%	36.70%	27.78%	42.90%	51.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	2	2	2	3	1	1	2	2	2	2	0	3	2	1	0	1	1	1	0	1	0	0	0	3	1	0	1	0									
		0.30%	0.31%	0.28%	0.33%	0.50%	0.18%	0.18%	0.30%	0.35%	0.14%	0.32%	0.00%	0.57%	0.46%	0.36%	0.00%	0.64%	2.13%	0.50%	0.00%	0.79%	0.00%	0.00%	0.00%	0.81%	0.34%	0.00%	0.31%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	1	2	3	1	0	1	1	0	0	1	0	1	1	0	0	2	0	1	2	1	0	0	1	0	0	0									
		0.17%	0.00%	0.00%	0.16%	0.33%	0.55%	0.18%	0.00%	0.17%	0.07%	0.00%	0.00%	0.19%	0.00%	0.36%	0.63%	0.00%	0.00%	1.01%	0.00%	0.79%	0.60%	0.54%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2678	171	202	152	124	191	141	143	148	339	132	33	165	100	58	44	31	9	36	39	24	64	31	3	94	69	28	72	35									
		24.01%	26.27%	28.37%	24.72%	20.63%	35.17%	25.18%	21.22%	25.78%	24.35%	21.36%	14.29%	31.49%	22.99%	21.01%	27.50%	19.87%	19.15%	18.09%	17.33%	18.90%	19.28%	16.67%	5.26%	25.47%	23.23%	22.22%	22.22%	24.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	0	2	1	4	1	6	4	0	7	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1									
		0.27%	0.00%	0.28%	0.16%	0.67%	0.18%	1.07%	0.59%	0.00%	0.50%	0.00%	0.00%	0.00%	0.23%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.70%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	50	6	0	0	0	3	3	6	6	9	7	0	1	0	0	1	1	0	0	0	0	0	0	0	2	3	0	2	0									
		0.45%	0.92%	0.00%	0.00%	0.00%	0.55%	0.54%	0.89%	1.05%	0.65%	1.13%	0.00%	0.19%	0.00%	0.00%	0.63%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.01%	0.00%	0.62%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	2	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	1									
		0.11%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.30%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	1.59%	0.00%	0.70%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	5	5	3	4	0	1	3	2	9	1	0	7	0	0	0	0	0	0	2	1	0	0	0	1	0	2	1	1									
		0.43%	0.77%	0.70%	0.49%	0.67%	0.00%	0.18%	0.45%	0.35%	0.65%	0.16%	0.00%	1.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.79%	0.00%	0.00%	0.00%	0.27%	0.00%	1.59%	0.31%	0.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2586	174	189	170	197	104	130	154	142	340	140	39	73	107	76	32	33	8	43	53	15	89	28	6	58	77	32	69	8									
		23.18%	26.73%	26.54%	27.64%	32.78%	19.15%	23.21%	22.85%	24.74%	24.43%	22.65%	16.88%	13.93%	24.60%	27.54%	20.00%	21.15%	17.02%	21.61%	23.56%	11.81%	26.81%	15.05%	10.53%	15.72%	25.93%	25.40%	21.30%	5.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	0	2	0	1	2	3	0	0	4	2	1	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	1	0									
		0.20%	0.00%	0.28%	0.00%	0.17%	0.37%	0.54%	0.00%	0.00%	0.29%	0.32%	0.43%	0.19%	0.00%	0.72%	0.00%	0.00%	2.13%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	712	44	49	46	28	33	66	53	49	89	18	9	41	29	8	5	7	2	13	16	2	28	11	0	33	7	3	16	7									
		6.38%	6.76%	6.88%	7.48%	4.66%	6.08%	11.79%	7.86%	8.54%	6.39%	2.91%	3.90%	7.82%	6.67%	2.90%	3.13%	4.49%	4.26%	6.53%	7.11%	1.57%	8.43%	5.91%	0.00%	8.94%	2.36%	2.38%	4.94%	4.90%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
