Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
"Наименование Избирательной комиссии:    Ярославль, Кировская"																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №893	УИК №894									
		12.89%	13.81%	10.65%	9.93%	10.87%	10.89%	11.64%	11.45%	10.55%	12.62%	12.86%	15.83%	12.04%	11.04%	11.13%	13.03%	10.37%	14.48%	9.21%	12.25%	11.95%	14.05%	12.02%	17.66%	15.02%	14.09%	15.83%	24.80%	20.99%	14.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	474	8	22	14	27	15	22	19	20	17	13	10	15	23	21	14	24	19	16	13	24	12	16	17	18	20	21	11	2	1									
		2.71%	2.05%	3.40%	2.57%	3.91%	2.72%	3.37%	3.06%	3.46%	2.68%	2.36%	1.72%	2.51%	3.06%	2.69%	2.05%	3.32%	2.93%	2.23%	1.83%	3.22%	1.78%	2.37%	2.97%	3.18%	2.74%	2.86%	2.22%	1.23%	1.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	552	10	29	22	32	6	27	19	25	25	17	23	12	22	34	21	34	20	27	20	27	16	22	6	12	17	19	5	1	2									
		3.15%	2.56%	4.48%	4.04%	4.64%	1.09%	4.13%	3.06%	4.33%	3.94%	3.08%	3.96%	2.01%	2.93%	4.35%	3.07%	4.70%	3.08%	3.77%	2.82%	3.62%	2.37%	3.26%	1.05%	2.12%	2.33%	2.59%	1.01%	0.62%	2.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	1	0	1	3	1	0	1	1	0	0	0	1	2	0	1	1	0	0	1	0	0	0	2	0	2	0	1	1									
		0.11%	0.00%	0.15%	0.00%	0.14%	0.54%	0.15%	0.00%	0.17%	0.16%	0.00%	0.00%	0.00%	0.13%	0.26%	0.00%	0.14%	0.15%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.35%	0.00%	0.27%	0.00%	0.62%	1.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1616	49	95	70	94	55	72	71	69	74	50	61	50	63	89	55	88	47	47	49	56	34	58	51	42	46	53	23	1	4									
		9.23%	12.53%	14.66%	12.87%	13.62%	9.98%	11.03%	11.45%	11.94%	11.67%	9.06%	10.50%	8.36%	8.38%	11.38%	8.05%	12.17%	7.24%	6.56%	6.90%	7.52%	5.03%	8.61%	8.92%	7.42%	6.29%	7.23%	4.64%	0.62%	4.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3289	72	114	101	134	111	138	110	111	132	108	104	119	148	117	124	128	141	156	164	130	144	124	87	97	153	128	66	13	15									
		18.79%	18.41%	17.59%	18.57%	19.42%	20.15%	21.13%	17.74%	19.20%	20.82%	19.57%	17.90%	19.90%	19.68%	14.96%	18.16%	17.70%	21.73%	21.76%	23.10%	17.45%	21.30%	18.40%	15.21%	17.14%	20.93%	17.46%	13.31%	8.02%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	122	2	7	5	3	6	3	4	4	5	6	3	7	3	5	3	6	6	1	3	4	5	3	3	5	5	7	6	1	1									
		0.70%	0.51%	1.08%	0.92%	0.43%	1.09%	0.46%	0.65%	0.69%	0.79%	1.09%	0.52%	1.17%	0.40%	0.64%	0.44%	0.83%	0.92%	0.14%	0.42%	0.54%	0.74%	0.45%	0.52%	0.88%	0.68%	0.95%	1.21%	0.62%	1.11%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1577	21	54	33	38	55	45	57	36	39	52	63	42	70	86	60	73	58	70	83	80	94	64	61	43	70	77	36	12	5									
		9.01%	5.37%	8.33%	6.07%	5.51%	9.98%	6.89%	9.19%	6.23%	6.15%	9.42%	10.84%	7.02%	9.31%	10.99%	8.78%	10.10%	8.94%	9.76%	11.69%	10.74%	13.91%	9.50%	10.66%	7.60%	9.58%	10.50%	7.26%	7.41%	5.56%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
