Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    Тамбовская																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	891	24	8	24	10	20	15	25	14	3	6	3	9	6	4	13	6	9	6	30	7	2	8	4	19	3	20	22	20	2	4	6	4	4	5	3	2	2	14	6	14	38	24	11	3	17	14	4	7	3	50	29	50	47	45	15	20	36	15	10	14	5	15	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	636	23	4	19	10	12	12	17	13	1	6	3	8	3	0	5	5	4	3	15	7	0	7	4	13	1	11	1	17	0	3	3	4	0	2	0	0	0	14	4	14	23	11	4	0	17	12	4	2	0	33	26	50	37	31	11	18	31	11	4	13	5	15	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	443	16	1	2	5	1	4	6	8	9	2	1	4	12	0	3	3	15	4	3	4	1	1	2	12	9	9	5	6	4	2	8	5	1	4	4	2	3	7	5	1	4	7	2	1	8	5	4	4	5	6	43	15	17	7	4	22	3	20	7	30	11	15	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	255	1	4	5	0	8	3	8	1	2	0	0	1	3	4	8	1	5	3	15	0	2	1	0	6	2	9	21	3	2	1	3	0	4	3	3	2	2	0	2	0	15	13	7	3	0	2	0	5	3	17	3	0	10	14	4	2	5	4	6	1	0	0	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	1471	55	8	23	34	7	43	34	14	6	19	9	6	28	3	25	6	4	15	23	15	0	14	11	21	2	48	36	84	11	3	7	7	1	24	5	0	1	49	15	31	72	20	1	1	20	16	13	19	8	7	40	11	7	1	44	29	54	32	72	178	12	47	9	11					
		3.15%	3.79%	2.70%	2.58%	3.58%	1.57%	5.51%	3.17%	1.65%	2.64%	3.28%	2.92%	2.71%	5.57%	1.49%	4.47%	1.63%	1.44%	2.90%	2.25%	2.61%	0.00%	4.18%	3.59%	2.58%	0.67%	5.49%	22.09%	3.12%	4.60%	1.16%	1.87%	1.27%	0.22%	6.03%	1.68%	0.00%	0.58%	4.77%	3.25%	2.62%	5.37%	1.96%	0.51%	1.82%	1.77%	1.84%	3.49%	6.81%	8.89%	0.53%	2.53%	0.66%	0.40%	0.05%	5.16%	2.54%	4.13%	3.34%	8.71%	9.61%	2.38%	3.76%	1.28%	2.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	235	28	1	9	14	3	2	12	5	1	0	2	3	0	0	4	0	0	1	6	4	3	0	0	1	2	1	0	6	0	0	1	1	0	0	0	0	0	7	3	0	16	3	0	0	3	2	0	4	0	2	16	0	1	2	9	5	11	16	5	14	0	2	2	2					
		0.50%	1.93%	0.34%	1.01%	1.47%	0.67%	0.26%	1.12%	0.59%	0.44%	0.00%	0.65%	1.36%	0.00%	0.00%	0.72%	0.00%	0.00%	0.19%	0.59%	0.70%	3.80%	0.00%	0.00%	0.12%	0.67%	0.11%	0.00%	0.22%	0.00%	0.00%	0.27%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.65%	0.00%	1.19%	0.29%	0.00%	0.00%	0.27%	0.23%	0.00%	1.43%	0.00%	0.15%	1.01%	0.00%	0.06%	0.10%	1.06%	0.44%	0.84%	1.67%	0.60%	0.76%	0.00%	0.16%	0.29%	0.48%					
20	3.Политическая партия «Демократическая партия России»	59	4	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	2	1	1	0	3	1	3	0	1	0	0	2	0	0	2	0	0	0	2	2	0	1	3	0	0	0	0	0	0	0	1	2	1	0	2	1	2	4	2	0	2	1	4	1	0					
		0.13%	0.28%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.35%	1.27%	0.30%	0.00%	0.37%	0.33%	0.34%	0.00%	0.04%	0.00%	0.00%	0.53%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.19%	0.43%	0.00%	0.07%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.13%	0.06%	0.00%	0.10%	0.12%	0.18%	0.31%	0.21%	0.00%	0.11%	0.20%	0.32%	0.14%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7246	252	31	184	204	83	116	208	131	49	103	67	45	110	47	35	42	35	75	233	88	19	53	42	124	28	162	7	277	13	11	39	41	8	101	49	25	26	179	72	51	246	134	45	7	183	83	46	62	21	306	205	249	105	226	198	204	375	226	135	344	63	189	90	39					
		15.51%	17.36%	10.47%	20.63%	21.45%	18.61%	14.87%	19.38%	15.48%	21.59%	17.79%	21.75%	20.36%	21.87%	23.38%	6.26%	11.44%	12.59%	14.48%	22.78%	15.30%	24.05%	15.82%	13.73%	15.23%	9.36%	18.51%	4.29%	10.30%	5.44%	4.26%	10.40%	7.45%	1.74%	25.38%	16.44%	11.90%	15.03%	17.43%	15.62%	4.30%	18.34%	13.14%	22.84%	12.73%	16.18%	9.55%	12.37%	22.22%	23.33%	23.22%	12.95%	14.83%	6.04%	11.66%	23.21%	17.88%	28.67%	23.59%	16.32%	18.57%	12.48%	15.11%	12.84%	9.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	147	10	1	4	6	0	5	11	1	0	1	2	0	0	0	1	0	0	0	3	4	0	1	0	2	2	2	1	8	1	0	0	0	0	0	0	0	0	4	1	2	6	4	0	0	0	1	0	0	0	3	10	9	5	4	1	5	1	6	3	7	5	2	2	0					
		0.31%	0.69%	0.34%	0.45%	0.63%	0.00%	0.64%	1.03%	0.12%	0.00%	0.17%	0.65%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.29%	0.70%	0.00%	0.30%	0.00%	0.25%	0.67%	0.23%	0.61%	0.30%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.22%	0.17%	0.45%	0.39%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.23%	0.63%	0.54%	0.29%	0.21%	0.12%	0.44%	0.08%	0.63%	0.36%	0.38%	0.99%	0.16%	0.29%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	57	3	1	1	2	0	0	2	1	0	1	0	0	0	2	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	5	1	0	2	2	0	0	0	0	1	1	0	1	5	2	1	1	3	1	2	2	2	1	2	1	0	0					
		0.12%	0.21%	0.34%	0.11%	0.21%	0.00%	0.00%	0.19%	0.12%	0.00%	0.17%	0.00%	0.00%	0.00%	0.99%	0.00%	0.27%	0.00%	0.19%	0.10%	0.17%	0.00%	0.30%	0.00%	0.12%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.49%	0.22%	0.00%	0.15%	0.20%	0.00%	0.00%	0.00%	0.00%	0.27%	0.36%	0.00%	0.08%	0.32%	0.12%	0.06%	0.05%	0.35%	0.09%	0.15%	0.21%	0.24%	0.05%	0.40%	0.08%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3478	129	30	95	84	45	65	114	83	31	32	16	23	40	16	20	22	19	34	79	44	12	16	16	98	50	90	9	107	14	6	15	3	6	34	11	6	10	58	45	75	102	77	12	4	45	86	7	34	7	130	81	70	97	195	77	105	146	74	79	158	55	77	35	23					
		7.44%	8.88%	10.14%	10.65%	8.83%	10.09%	8.33%	10.62%	9.81%	13.66%	5.53%	5.19%	10.41%	7.95%	7.96%	3.58%	5.99%	6.83%	6.56%	7.72%	7.65%	15.19%	4.78%	5.23%	12.04%	16.72%	10.29%	5.52%	3.98%	5.86%	2.33%	4.00%	0.55%	1.30%	8.54%	3.69%	2.86%	5.78%	5.65%	9.76%	6.33%	7.61%	7.55%	6.09%	7.27%	3.98%	9.90%	1.88%	12.19%	7.78%	9.86%	5.12%	4.17%	5.58%	10.06%	9.03%	9.20%	11.16%	7.72%	9.55%	8.53%	10.89%	6.16%	4.99%	5.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2136	74	5	39	61	15	29	60	37	22	25	12	10	33	3	88	24	8	24	26	21	0	24	13	36	5	44	5	73	18	8	25	4	11	18	11	13	4	44	25	34	62	59	4	2	57	41	17	11	4	19	40	81	129	34	57	51	79	77	45	110	20	66	28	12					
		4.57%	5.10%	1.69%	4.37%	6.41%	3.36%	3.72%	5.59%	4.37%	9.69%	4.32%	3.90%	4.52%	6.56%	1.49%	15.74%	6.54%	2.88%	4.63%	2.54%	3.65%	0.00%	7.16%	4.25%	4.42%	1.67%	5.03%	3.07%	2.71%	7.53%	3.10%	6.67%	0.73%	2.39%	4.52%	3.69%	6.19%	2.31%	4.28%	5.42%	2.87%	4.62%	5.78%	2.03%	3.64%	5.04%	4.72%	4.57%	3.94%	4.44%	1.44%	2.53%	4.82%	7.42%	1.75%	6.68%	4.47%	6.04%	8.04%	5.44%	5.94%	3.96%	5.28%	3.99%	2.86%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	289	13	3	10	4	5	5	13	4	3	2	1	1	6	1	4	7	3	1	9	1	1	4	1	8	4	6	1	10	3	0	3	1	0	3	0	1	1	2	2	7	17	11	2	0	1	3	3	2	0	4	6	2	3	3	9	14	11	9	8	11	6	3	4	3					
		0.62%	0.90%	1.01%	1.12%	0.42%	1.12%	0.64%	1.21%	0.47%	1.32%	0.35%	0.32%	0.45%	1.19%	0.50%	0.72%	1.91%	1.08%	0.19%	0.88%	0.17%	1.27%	1.19%	0.33%	0.98%	1.34%	0.69%	0.61%	0.37%	1.26%	0.00%	0.80%	0.18%	0.00%	0.75%	0.00%	0.48%	0.58%	0.19%	0.43%	0.59%	1.27%	1.08%	1.02%	0.00%	0.09%	0.35%	0.81%	0.72%	0.00%	0.30%	0.38%	0.12%	0.17%	0.15%	1.06%	1.23%	0.84%	0.94%	0.97%	0.59%	1.19%	0.24%	0.57%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30719	839	207	508	517	279	503	600	559	111	390	195	125	270	128	372	258	204	330	623	374	43	218	220	501	194	511	103	2077	177	230	275	491	434	210	214	162	129	646	291	864	800	691	131	41	806	625	281	142	49	833	1153	1243	1384	1465	437	696	591	499	461	994	325	848	522	320					
		65.76%	57.78%	69.93%	56.95%	54.36%	62.56%	64.49%	55.92%	66.08%	48.90%	67.36%	63.31%	56.56%	53.68%	63.68%	66.55%	70.30%	73.38%	63.71%	60.90%	65.04%	54.43%	65.07%	71.90%	61.55%	64.88%	58.40%	63.19%	77.21%	74.06%	89.15%	73.33%	89.27%	94.35%	52.76%	71.81%	77.14%	74.57%	62.90%	63.12%	72.91%	59.66%	67.75%	66.50%	74.55%	71.26%	71.92%	75.54%	50.90%	54.44%	63.20%	72.84%	74.03%	79.63%	75.55%	51.23%	60.99%	45.18%	52.09%	55.74%	53.67%	64.36%	67.79%	74.47%	76.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	346	27	6	14	10	1	4	11	8	4	2	1	1	8	1	2	2	1	2	10	6	0	1	1	4	3	2	0	30	0	0	1	1	0	0	3	1	0	14	2	0	9	7	0	0	7	4	1	0	0	6	18	4	3	2	14	9	14	11	12	18	7	8	4	4					
		0.74%	1.86%	2.03%	1.57%	1.05%	0.22%	0.51%	1.03%	0.95%	1.76%	0.35%	0.32%	0.45%	1.59%	0.50%	0.36%	0.54%	0.36%	0.39%	0.98%	1.04%	0.00%	0.30%	0.33%	0.49%	1.00%	0.23%	0.00%	1.12%	0.00%	0.00%	0.27%	0.18%	0.00%	0.00%	1.01%	0.48%	0.00%	1.36%	0.43%	0.00%	0.67%	0.69%	0.00%	0.00%	0.62%	0.46%	0.27%	0.00%	0.00%	0.46%	1.14%	0.24%	0.17%	0.10%	1.64%	0.79%	1.07%	1.15%	1.45%	0.97%	1.39%	0.64%	0.57%	0.95%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
