Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Перелюбская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	421	69	85	22	15	13	9	15	19	25	9	12	42	34	2	2	6	10	25	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	103	20	6	5	5	1	2	5	6	4	3	4	4	3	10	10	3	5	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	202	25	28	13	7	6	2	24	11	7	6	0	5	10	8	2	1	11	23	13					
		2.40%	2.38%	2.24%	2.86%	1.39%	2.21%	1.20%	7.55%	2.53%	1.66%	4.55%	0.00%	1.62%	1.68%	2.66%	0.84%	0.36%	2.28%	3.62%	2.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	9	3	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	5					
		0.27%	0.86%	0.24%	0.00%	0.20%	0.00%	0.00%	0.00%	0.23%	0.24%	0.00%	0.00%	0.00%	0.17%	0.00%	0.42%	0.00%	0.21%	0.00%	1.12%					
20	3.Политическая партия «Демократическая партия России»	8	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2					
		0.10%	0.10%	0.16%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.45%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	605	85	99	35	21	8	4	23	52	20	22	14	27	19	14	19	9	49	44	41					
		7.19%	8.09%	7.93%	7.71%	4.17%	2.94%	2.41%	7.23%	11.95%	4.74%	16.67%	11.11%	8.74%	3.19%	4.65%	7.95%	3.26%	10.14%	6.92%	9.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	1	4	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.12%	0.10%	0.32%	0.44%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	2	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0					
		0.12%	0.19%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.36%	0.21%	0.16%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	333	57	75	14	17	11	8	5	11	10	4	1	7	9	8	16	3	27	24	26					
		3.96%	5.42%	6.00%	3.08%	3.37%	4.04%	4.82%	1.57%	2.53%	2.37%	3.03%	0.79%	2.27%	1.51%	2.66%	6.69%	1.09%	5.59%	3.77%	5.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	432	52	72	38	22	11	9	28	22	19	5	3	27	10	1	21	6	24	40	22					
		5.13%	4.95%	5.76%	8.37%	4.37%	4.04%	5.42%	8.81%	5.06%	4.50%	3.79%	2.38%	8.74%	1.68%	0.33%	8.79%	2.17%	4.97%	6.29%	4.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	40	4	5	4	1	1	1	5	3	4	0	0	1	2	2	2	1	1	3	0					
		0.48%	0.38%	0.40%	0.88%	0.20%	0.37%	0.60%	1.57%	0.69%	0.95%	0.00%	0.00%	0.32%	0.34%	0.66%	0.84%	0.36%	0.21%	0.47%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6626	806	936	336	427	235	142	229	320	360	95	107	237	540	249	177	247	362	495	326					
		78.74%	76.69%	74.94%	74.01%	84.72%	86.40%	85.54%	72.01%	73.56%	85.31%	71.97%	84.92%	76.70%	90.76%	82.72%	74.06%	89.49%	74.95%	77.83%	72.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	29	0	7	5	4	0	0	1	2	1	0	0	5	0	0	0	0	0	1	3					
		0.34%	0.00%	0.56%	1.10%	0.79%	0.00%	0.00%	0.31%	0.46%	0.24%	0.00%	0.00%	1.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.67%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
