Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кировская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549									
		59.80%	68.92%	52.51%	55.76%	49.57%	45.39%	67.82%	53.70%	55.15%	65.11%	72.38%	68.69%	60.67%	59.51%	69.43%	44.89%	61.31%	48.67%	49.58%	61.74%	50.49%	60.06%	87.12%	69.05%	48.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	96	3	5	5	2	0	6	4	5	3	1	1	2	7	4	7	3	7	3	10	2	10	3	2	1									
		0.47%	0.21%	0.58%	0.59%	0.19%	0.00%	0.61%	0.63%	0.57%	0.29%	0.13%	0.15%	0.22%	0.82%	0.33%	0.69%	0.34%	0.93%	0.36%	1.42%	0.33%	1.02%	0.76%	0.17%	0.24%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	2	2	1	0	0	0	1	1	0	0	3	0	1	2	2	1	1	1	2	0	0	1									
		0.10%	0.00%	0.00%	0.24%	0.19%	0.17%	0.00%	0.00%	0.00%	0.10%	0.13%	0.00%	0.00%	0.35%	0.00%	0.10%	0.23%	0.27%	0.12%	0.14%	0.16%	0.20%	0.00%	0.00%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2913	164	173	139	154	123	91	47	109	112	82	83	132	88	167	199	117	132	149	138	130	187	20	113	64									
		14.18%	11.40%	20.23%	16.35%	14.82%	20.99%	9.27%	7.40%	12.47%	10.71%	10.25%	12.61%	14.22%	10.27%	13.69%	19.55%	13.24%	17.51%	18.06%	19.63%	21.17%	19.10%	5.05%	9.61%	15.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	85	1	6	4	1	5	2	2	3	7	5	3	2	6	2	14	3	3	1	3	1	1	0	7	3									
		0.41%	0.07%	0.70%	0.47%	0.10%	0.85%	0.20%	0.31%	0.34%	0.67%	0.63%	0.46%	0.22%	0.70%	0.16%	1.38%	0.34%	0.40%	0.12%	0.43%	0.16%	0.10%	0.00%	0.60%	0.71%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	17	6	3	8	5	3	1	8	4	0	2	5	10	7	8	4	7	5	1	0	5	2	10	6									
		0.62%	1.18%	0.70%	0.35%	0.77%	0.85%	0.31%	0.16%	0.92%	0.38%	0.00%	0.30%	0.54%	1.17%	0.57%	0.79%	0.45%	0.93%	0.61%	0.14%	0.00%	0.51%	0.51%	0.85%	1.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	2	0	0	2	0	1	4	0	0	0	0	0	1	3	1	0	0	0	2	0	0	1									
		0.08%	0.00%	0.00%	0.24%	0.00%	0.00%	0.20%	0.00%	0.11%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.34%	0.13%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	8	9	4	3	3	10	11	14	2	3	1	6	1	6	3	3	5	7	2	5	9	1	3	0									
		0.58%	0.56%	1.05%	0.47%	0.29%	0.51%	1.02%	1.73%	1.60%	0.19%	0.38%	0.15%	0.65%	0.12%	0.49%	0.29%	0.34%	0.66%	0.85%	0.28%	0.81%	0.92%	0.25%	0.26%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2540	132	103	127	105	103	97	129	123	135	93	80	150	145	101	140	120	108	128	47	94	88	9	117	66									
		12.37%	9.18%	12.05%	14.94%	10.11%	17.58%	9.88%	20.31%	14.07%	12.91%	11.63%	12.16%	16.16%	16.92%	8.28%	13.75%	13.57%	14.32%	15.52%	6.69%	15.31%	8.99%	2.27%	9.95%	15.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	0	0	3	5	3	3	1	38	3	1	2	2	2	5	4	1	3	2	0	1	3	0	5	2									
		0.43%	0.00%	0.00%	0.35%	0.48%	0.51%	0.31%	0.16%	4.35%	0.29%	0.13%	0.30%	0.22%	0.23%	0.41%	0.39%	0.11%	0.40%	0.24%	0.00%	0.16%	0.31%	0.00%	0.43%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	633	38	26	48	46	27	34	43	0	19	19	14	20	19	26	28	28	24	42	25	28	27	1	29	22									
		3.08%	2.64%	3.04%	5.65%	4.43%	4.61%	3.46%	6.77%	0.00%	1.82%	2.38%	2.13%	2.16%	2.22%	2.13%	2.75%	3.17%	3.18%	5.09%	3.56%	4.56%	2.76%	0.25%	2.47%	5.24%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
