Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Славгородская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №1884					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	2	0	0	0	1	2	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	412	65	31	23	43	13	43	41	22	36	50	3	9	33					
		2.82%	4.23%	2.50%	1.71%	2.84%	2.16%	2.98%	2.69%	3.05%	2.42%	3.47%	3.45%	2.07%	2.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	71	6	9	2	9	1	13	8	4	3	11	1	2	2					
		0.49%	0.39%	0.72%	0.15%	0.59%	0.17%	0.90%	0.52%	0.55%	0.20%	0.76%	1.15%	0.46%	0.16%					
20	3.Политическая партия «Демократическая партия России»	10	0	0	1	2	0	1	1	1	0	3	0	0	1					
		0.07%	0.00%	0.00%	0.07%	0.13%	0.00%	0.07%	0.07%	0.14%	0.00%	0.21%	0.00%	0.00%	0.08%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2359	283	214	207	248	89	231	207	127	208	246	19	79	201					
		16.13%	18.42%	17.23%	15.41%	16.38%	14.76%	16.02%	13.56%	17.61%	13.99%	17.05%	21.84%	18.16%	16.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	112	10	2	10	17	4	13	16	2	4	19	0	2	13					
		0.77%	0.65%	0.16%	0.74%	1.12%	0.66%	0.90%	1.05%	0.28%	0.27%	1.32%	0.00%	0.46%	1.04%					
23	6.Политическая партия «Партия социальной справедливости»	22	6	1	2	2	0	1	2	1	0	5	0	0	2					
		0.15%	0.39%	0.08%	0.15%	0.13%	0.00%	0.07%	0.13%	0.14%	0.00%	0.35%	0.00%	0.00%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	1805	153	143	218	194	69	155	200	93	212	131	5	60	172					
		12.34%	9.96%	11.51%	16.23%	12.81%	11.44%	10.75%	13.11%	12.90%	14.26%	9.08%	5.75%	13.79%	13.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1249	134	104	126	119	50	135	102	59	125	127	8	59	101					
		8.54%	8.72%	8.37%	9.38%	7.86%	8.29%	9.36%	6.68%	8.18%	8.41%	8.80%	9.20%	13.56%	8.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	96	7	6	8	9	3	9	9	8	13	15	0	1	8					
		0.66%	0.46%	0.48%	0.60%	0.59%	0.50%	0.62%	0.59%	1.11%	0.87%	1.04%	0.00%	0.23%	0.64%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8210	837	715	712	835	369	809	910	384	864	812	47	212	704					
		56.12%	54.49%	57.57%	53.02%	55.15%	61.19%	56.10%	59.63%	53.26%	58.10%	56.27%	54.02%	48.74%	56.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	124	19	9	19	12	1	11	12	5	8	17	0	5	6					
		0.85%	1.24%	0.72%	1.41%	0.79%	0.17%	0.76%	0.79%	0.69%	0.54%	1.18%	0.00%	1.15%	0.48%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
