Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Ремонтненская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656									
		52.26%	48.18%	37.68%	36.84%	61.42%	62.50%	52.99%	64.95%	46.20%	52.46%	64.80%	60.00%	70.65%	56.12%	66.76%	51.38%	59.47%	57.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	3	5	5	1	0	0	1	2	1	0	2	2	0	3	2	8	2									
		0.56%	0.30%	1.02%	0.51%	0.37%	0.00%	0.00%	0.25%	0.39%	0.29%	0.00%	0.45%	0.54%	0.00%	0.86%	0.69%	1.76%	1.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	2	0	2	0	1	0	0	0	3	0	0	1	0	0	0	0	2									
		0.17%	0.20%	0.00%	0.20%	0.00%	1.56%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	1.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	947	125	91	195	30	6	54	30	110	34	7	89	42	12	31	41	45	5									
		14.25%	12.32%	18.53%	19.74%	11.24%	9.38%	20.15%	7.35%	21.44%	9.86%	5.60%	20.00%	11.41%	12.24%	8.88%	14.14%	9.91%	3.21%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	8	2	2	3	0	0	0	2	3	0	0	0	0	0	0	1	0									
		0.32%	0.79%	0.41%	0.20%	1.12%	0.00%	0.00%	0.00%	0.39%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	9	1	5	0	0	0	2	2	2	0	0	0	0	0	1	2	0									
		0.36%	0.89%	0.20%	0.51%	0.00%	0.00%	0.00%	0.49%	0.39%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.44%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	0	1	1	0	0	0	1	0	0	0	0	0	2	1	0	0									
		0.12%	0.20%	0.00%	0.10%	0.37%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.34%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	8	3	5	2	0	0	0	4	1	0	1	1	1	2	1	7	2									
		0.57%	0.79%	0.61%	0.51%	0.75%	0.00%	0.00%	0.00%	0.78%	0.29%	0.00%	0.22%	0.27%	1.02%	0.57%	0.34%	1.54%	1.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1208	211	122	259	36	8	38	59	83	76	13	47	32	19	46	60	67	32									
		18.18%	20.79%	24.85%	26.21%	13.48%	12.50%	14.18%	14.46%	16.18%	22.03%	10.40%	10.56%	8.70%	19.39%	13.18%	20.69%	14.76%	20.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	3	2	4	1	0	1	6	0	1	0	1	1	1	1	2	0	2									
		0.39%	0.30%	0.41%	0.40%	0.37%	0.00%	0.37%	1.47%	0.00%	0.29%	0.00%	0.22%	0.27%	1.02%	0.29%	0.69%	0.00%	1.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	197	41	12	37	5	3	11	18	12	5	3	10	7	3	5	6	17	2									
		2.97%	4.04%	2.44%	3.74%	1.87%	4.69%	4.10%	4.41%	2.34%	1.45%	2.40%	2.25%	1.90%	3.06%	1.43%	2.07%	3.74%	1.28%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
