Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Сямженская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	782	44	23	38	24	10	22	28	22	71	23	39	52	17	44	80	109	69	15	23	29									
		21.50%	23.04%	23.00%	26.57%	27.27%	16.95%	23.91%	25.00%	31.88%	21.98%	28.75%	15.73%	26.00%	21.52%	27.50%	25.00%	16.82%	15.27%	29.41%	19.01%	28.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	1	0	0	0	0	0	0	2	0	2	0	2	2	3	4	3	1	0	2									
		0.60%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.81%	0.00%	2.53%	1.25%	0.94%	0.62%	0.66%	1.96%	0.00%	1.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	0	0	0	0	0	0	1	7	2	6	0	0	1	1	7	3	0	5	1									
		0.96%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	2.17%	2.50%	2.42%	0.00%	0.00%	0.63%	0.31%	1.08%	0.66%	0.00%	4.13%	0.98%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0									
		0.22%	0.00%	1.00%	0.70%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	1.27%	0.63%	0.00%	0.15%	0.22%	0.00%	0.83%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	3	0	2	0	0	1	1	0	4	1	0	0	0	2	2	9	6	0	0	0									
		0.85%	1.57%	0.00%	1.40%	0.00%	0.00%	1.09%	0.89%	0.00%	1.24%	1.25%	0.00%	0.00%	0.00%	1.25%	0.63%	1.39%	1.33%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	574	23	8	25	5	5	11	12	6	56	15	40	49	17	28	63	118	66	5	12	10									
		15.78%	12.04%	8.00%	17.48%	5.68%	8.47%	11.96%	10.71%	8.70%	17.34%	18.75%	16.13%	24.50%	21.52%	17.50%	19.69%	18.21%	14.60%	9.80%	9.92%	9.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	0	1	0	0	10	2	0	2	0	0	0	0	0	0	4	2	0	2	0									
		0.66%	0.52%	0.00%	0.70%	0.00%	0.00%	10.87%	1.79%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.44%	0.00%	1.65%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	405	18	8	10	3	1	0	10	0	42	1	37	10	2	12	40	110	75	8	14	4									
		11.13%	9.42%	8.00%	6.99%	3.41%	1.69%	0.00%	8.93%	0.00%	13.00%	1.25%	14.92%	5.00%	2.53%	7.50%	12.50%	16.98%	16.59%	15.69%	11.57%	3.92%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
