Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Урайская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	451	27	24	16	18	17	13	29	26	32	27	34	33	33	29	36	27	30					
		2.11%	2.17%	1.82%	1.39%	1.40%	1.74%	1.59%	2.43%	2.09%	2.40%	1.84%	2.54%	2.34%	2.63%	2.17%	2.73%	2.02%	2.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	229	10	11	12	11	9	4	20	8	21	20	10	22	15	11	16	19	10					
		1.07%	0.80%	0.83%	1.04%	0.85%	0.92%	0.49%	1.68%	0.64%	1.57%	1.36%	0.75%	1.56%	1.19%	0.82%	1.21%	1.42%	0.73%					
20	3.Политическая партия «Демократическая партия России»	21	2	0	2	2	2	1	0	0	2	0	3	0	2	3	1	0	1					
		0.10%	0.16%	0.00%	0.17%	0.16%	0.20%	0.12%	0.00%	0.00%	0.15%	0.00%	0.22%	0.00%	0.16%	0.22%	0.08%	0.00%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1647	102	85	58	95	65	44	108	96	95	114	109	114	121	119	98	120	104					
		7.69%	8.19%	6.43%	5.03%	7.38%	6.66%	5.37%	9.05%	7.71%	7.12%	7.76%	8.15%	8.07%	9.63%	8.91%	7.43%	8.98%	7.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	73	2	5	3	1	0	4	7	3	4	4	12	5	6	5	4	3	5					
		0.34%	0.16%	0.38%	0.26%	0.08%	0.00%	0.49%	0.59%	0.24%	0.30%	0.27%	0.90%	0.35%	0.48%	0.37%	0.30%	0.22%	0.37%					
23	6.Политическая партия «Партия социальной справедливости»	41	1	3	4	1	0	0	4	1	5	3	2	3	3	2	1	4	4					
		0.19%	0.08%	0.23%	0.35%	0.08%	0.00%	0.00%	0.34%	0.08%	0.37%	0.20%	0.15%	0.21%	0.24%	0.15%	0.08%	0.30%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	2719	165	191	165	165	139	116	141	141	140	170	184	180	133	170	167	180	172					
		12.70%	13.24%	14.45%	14.32%	12.82%	14.24%	14.15%	11.81%	11.33%	10.49%	11.57%	13.76%	12.75%	10.59%	12.73%	12.66%	13.46%	12.60%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1161	82	66	44	68	43	36	64	58	74	85	67	82	70	88	92	68	74					
		5.42%	6.58%	4.99%	3.82%	5.28%	4.41%	4.39%	5.36%	4.66%	5.54%	5.79%	5.01%	5.81%	5.57%	6.59%	6.97%	5.09%	5.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	316	15	27	13	9	9	8	19	14	17	14	16	22	29	31	28	22	23					
		1.48%	1.20%	2.04%	1.13%	0.70%	0.92%	0.98%	1.59%	1.12%	1.27%	0.95%	1.20%	1.56%	2.31%	2.32%	2.12%	1.65%	1.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14281	818	883	819	899	677	570	774	863	901	1003	864	933	810	846	839	867	915					
		66.71%	65.65%	66.79%	71.09%	69.85%	69.36%	69.51%	64.82%	69.32%	67.49%	68.28%	64.62%	66.08%	64.49%	63.37%	63.61%	64.85%	67.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	262	15	14	8	7	8	10	17	22	28	14	20	6	21	13	24	19	16					
		1.22%	1.20%	1.06%	0.69%	0.54%	0.82%	1.22%	1.42%	1.77%	2.10%	0.95%	1.50%	0.42%	1.67%	0.97%	1.82%	1.42%	1.17%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
