Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Шипуновская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	182	2	4	2	5	3	2	2	3	4	4	3	2	2	4	3	4	3	2	2	2	3	3	2	3	4	3	4	4	5	4	4	20	10	20	25	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	0	2	1	4	0	0	1	1	3	0	1	0	0	3	2	4	1	0	0	0	1	0	1	0	2	1	4	3	5	0	3	9	6	14	23	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	85	1	5	4	4	2	2	3	3	0	2	4	1	1	2	1	1	4	1	0	1	0	1	2	3	3	1	8	2	3	0	3	5	6	3	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	87	2	2	1	1	3	2	1	2	1	4	2	2	2	1	1	0	2	2	2	2	2	3	1	3	2	2	0	1	0	4	1	11	4	6	2	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	82	1	1	1	2	1	0	1	2	1	0	1	0	1	1	1	3	4	0	1	0	3	0	1	0	2	4	1	10	0	1	3	12	0	7	11	5									
		0.81%	0.72%	0.34%	0.79%	0.68%	0.34%	0.00%	0.96%	0.97%	0.26%	0.00%	0.48%	0.00%	1.08%	0.74%	0.96%	0.96%	1.24%	0.00%	0.76%	0.00%	0.93%	0.00%	0.58%	0.00%	0.43%	0.90%	0.36%	2.66%	0.00%	0.40%	0.87%	1.36%	0.00%	0.90%	1.19%	1.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	366	5	11	5	15	10	2	3	3	14	15	19	8	4	4	4	10	11	0	2	2	10	8	9	18	21	19	0	6	5	7	8	31	7	25	40	5									
		3.61%	3.60%	3.70%	3.94%	5.10%	3.37%	2.50%	2.88%	1.46%	3.65%	4.32%	9.05%	6.72%	4.30%	2.94%	3.85%	3.19%	3.41%	0.00%	1.52%	2.27%	3.11%	4.62%	5.20%	7.47%	4.53%	4.26%	0.00%	1.60%	6.10%	2.79%	2.33%	3.51%	2.36%	3.23%	4.34%	1.93%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	181	2	4	4	8	4	0	4	1	9	3	7	1	0	3	1	9	3	1	0	3	9	4	3	8	10	5	14	3	1	2	8	10	3	13	17	4									
		1.78%	1.44%	1.35%	3.15%	2.72%	1.35%	0.00%	3.85%	0.49%	2.34%	0.86%	3.33%	0.84%	0.00%	2.21%	0.96%	2.88%	0.93%	1.35%	0.00%	3.41%	2.80%	2.31%	1.73%	3.32%	2.16%	1.12%	5.05%	0.80%	1.22%	0.80%	2.33%	1.13%	1.01%	1.68%	1.84%	1.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3632	50	82	53	106	98	45	29	80	156	115	72	61	39	64	28	104	129	20	51	20	129	80	64	75	118	204	161	141	19	107	99	283	106	241	321	82									
		35.78%	35.97%	27.61%	41.73%	36.05%	32.99%	56.25%	27.88%	38.83%	40.63%	33.14%	34.29%	51.26%	41.94%	47.06%	26.92%	33.23%	39.94%	27.03%	38.64%	22.73%	40.06%	46.24%	36.99%	31.12%	25.43%	45.74%	58.12%	37.50%	23.17%	42.63%	28.86%	32.05%	35.81%	31.10%	34.82%	31.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	1	1	0	0	0	0	0	1	3	0	2	0	0	1	0	0	0	0	2	0	1	0	1	0	1	1	1	3	0	0	0	2	4	5	9	0									
		0.38%	0.72%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.78%	0.00%	0.95%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.31%	0.00%	0.58%	0.00%	0.22%	0.22%	0.36%	0.80%	0.00%	0.00%	0.00%	0.23%	1.35%	0.65%	0.98%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	1	2	0	0	0	2	0	1	0	1	1	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.34%	1.25%	0.00%	0.49%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.62%	0.00%	0.58%	0.41%	0.22%	0.45%	0.00%	0.00%	0.00%	0.80%	0.00%	0.11%	0.00%	0.13%	0.11%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1853	24	56	32	45	56	14	34	43	82	52	28	33	16	23	27	31	48	18	13	27	42	23	16	42	97	59	42	59	23	32	66	205	69	171	149	56									
		18.26%	17.27%	18.86%	25.20%	15.31%	18.86%	17.50%	32.69%	20.87%	21.35%	14.99%	13.33%	27.73%	17.20%	16.91%	25.96%	9.90%	14.86%	24.32%	9.85%	30.68%	13.04%	13.29%	9.25%	17.43%	20.91%	13.23%	15.16%	15.69%	28.05%	12.75%	19.24%	23.22%	23.31%	22.06%	16.16%	21.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	2	1	1	0	1	0	4	0	0	0	4	1	3	1	2									
		0.25%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.32%	0.62%	0.00%	0.00%	0.00%	0.00%	1.16%	0.58%	0.41%	0.00%	0.22%	0.00%	1.06%	0.00%	0.00%	0.00%	0.45%	0.34%	0.39%	0.11%	0.77%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	0	0	1	0	1	0	0	2	1	2	1	0	0	0	1	0	3	1	2	0	0	0	0	0	1	0	0	0	1	0	3	7	2	4	5	4									
		0.41%	0.00%	0.00%	0.79%	0.00%	0.34%	0.00%	0.00%	0.97%	0.26%	0.58%	0.48%	0.00%	0.00%	0.00%	0.96%	0.00%	0.93%	1.35%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	1.22%	0.00%	0.87%	0.79%	0.68%	0.52%	0.54%	1.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0									
		0.13%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.31%	0.58%	0.00%	0.00%	0.22%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	2	5	1	0	1	0	0	1	2	0	1	0	0	1	0	0	1	3	0	0	3	1	0	1	4	3	1	5	0	1	5	11	3	8	12	0									
		0.75%	1.44%	1.68%	0.79%	0.00%	0.34%	0.00%	0.00%	0.49%	0.52%	0.00%	0.48%	0.00%	0.00%	0.74%	0.00%	0.00%	0.31%	4.05%	0.00%	0.00%	0.93%	0.58%	0.00%	0.41%	0.86%	0.67%	0.36%	1.33%	0.00%	0.40%	1.46%	1.25%	1.01%	1.03%	1.30%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1487	42	64	15	54	38	1	11	30	38	55	26	7	13	24	21	36	31	10	28	21	42	17	26	38	48	54	20	65	16	34	45	138	38	150	156	35									
		14.65%	30.22%	21.55%	11.81%	18.37%	12.79%	1.25%	10.58%	14.56%	9.90%	15.85%	12.38%	5.88%	13.98%	17.65%	20.19%	11.50%	9.60%	13.51%	21.21%	23.86%	13.04%	9.83%	15.03%	15.77%	10.34%	12.11%	7.22%	17.29%	19.51%	13.55%	13.12%	15.63%	12.84%	19.35%	16.92%	13.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	3	0	1	0	2	0	3	0	4	1	0									
		0.23%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.96%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.32%	0.31%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.27%	0.00%	0.80%	0.00%	0.34%	0.00%	0.52%	0.11%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2026	11	54	11	56	80	16	16	32	62	97	40	7	15	10	16	114	80	19	29	13	67	33	42	50	143	73	26	70	16	58	97	151	58	132	174	58									
		19.96%	7.91%	18.18%	8.66%	19.05%	26.94%	20.00%	15.38%	15.53%	16.15%	27.95%	19.05%	5.88%	16.13%	7.35%	15.38%	36.42%	24.77%	25.68%	21.97%	14.77%	20.81%	19.08%	24.28%	20.75%	30.82%	16.37%	9.39%	18.62%	19.51%	23.11%	28.28%	17.10%	19.59%	17.03%	18.87%	22.39%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
