Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Академический район																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №3737	УИК №3738									
		2.82%	2.38%	2.60%	2.65%	2.72%	3.19%	2.71%	3.21%	1.86%	2.67%	2.77%	3.15%	2.65%	1.60%	5.19%	1.27%	3.45%	2.12%	2.41%	2.23%	3.08%	1.96%	4.17%	2.69%	3.20%	3.22%	2.44%	2.51%	2.46%	3.46%	3.40%	3.75%	3.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6138	82	219	263	177	200	188	176	291	219	239	206	244	47	149	135	194	170	211	271	207	205	189	243	205	186	217	179	191	203	181	218	33									
		30.38%	32.54%	28.44%	33.25%	30.05%	28.99%	28.27%	31.37%	36.10%	32.54%	34.79%	32.44%	32.32%	37.60%	29.74%	24.50%	25.76%	27.69%	28.28%	30.25%	31.90%	33.44%	29.17%	32.66%	29.84%	26.05%	26.46%	28.06%	26.06%	30.53%	26.78%	45.42%	41.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	376	3	14	15	13	22	12	9	11	15	6	5	15	5	5	10	19	13	10	19	13	9	17	16	15	18	13	11	9	11	15	7	1									
		1.86%	1.19%	1.82%	1.90%	2.21%	3.19%	1.80%	1.60%	1.36%	2.23%	0.87%	0.79%	1.99%	4.00%	0.99%	1.81%	2.52%	2.12%	1.34%	2.12%	2.00%	1.47%	2.62%	2.15%	2.18%	2.52%	1.59%	1.72%	1.23%	1.65%	2.22%	1.46%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	88	0	4	3	2	3	3	0	5	3	2	1	4	0	2	4	6	0	3	6	1	2	3	3	4	3	4	2	5	5	4	1	0									
		0.44%	0.00%	0.52%	0.38%	0.34%	0.43%	0.45%	0.00%	0.62%	0.45%	0.29%	0.16%	0.53%	0.00%	0.40%	0.73%	0.80%	0.00%	0.40%	0.67%	0.15%	0.33%	0.46%	0.40%	0.58%	0.42%	0.49%	0.31%	0.68%	0.75%	0.59%	0.21%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2256	22	75	92	64	83	80	71	101	78	84	84	94	16	62	69	62	42	76	102	88	61	69	75	66	86	66	58	69	92	78	74	17									
		11.17%	8.73%	9.74%	11.63%	10.87%	12.03%	12.03%	12.66%	12.53%	11.59%	12.23%	13.23%	12.45%	12.80%	12.38%	12.52%	8.23%	6.84%	10.19%	11.38%	13.56%	9.95%	10.65%	10.08%	9.61%	12.04%	8.05%	9.09%	9.41%	13.83%	11.54%	15.42%	21.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	887	13	44	24	28	28	35	35	22	30	25	35	27	2	14	45	43	24	40	55	28	17	24	26	44	36	28	29	31	24	24	6	1									
		4.39%	5.16%	5.71%	3.03%	4.75%	4.06%	5.26%	6.24%	2.73%	4.46%	3.64%	5.51%	3.58%	1.60%	2.79%	8.17%	5.71%	3.91%	5.36%	6.14%	4.31%	2.77%	3.70%	3.49%	6.40%	5.04%	3.41%	4.55%	4.23%	3.61%	3.55%	1.25%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1082	11	69	37	21	40	28	22	22	33	35	19	32	8	12	53	76	33	43	54	27	38	46	38	36	47	64	28	39	22	38	10	1									
		5.35%	4.37%	8.96%	4.68%	3.57%	5.80%	4.21%	3.92%	2.73%	4.90%	5.09%	2.99%	4.24%	6.40%	2.40%	9.62%	10.09%	5.37%	5.76%	6.03%	4.16%	6.20%	7.10%	5.11%	5.24%	6.58%	7.80%	4.39%	5.32%	3.31%	5.62%	2.08%	1.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	1	3	2	1	1	1	1	3	1	1	0	1	1	0	1	1	0	3	1	3	1	0	2	1	2	2	1	0	2	1	1	0									
		0.19%	0.40%	0.39%	0.25%	0.17%	0.14%	0.15%	0.18%	0.37%	0.15%	0.15%	0.00%	0.13%	0.80%	0.00%	0.18%	0.13%	0.00%	0.40%	0.11%	0.46%	0.16%	0.00%	0.27%	0.15%	0.28%	0.24%	0.16%	0.00%	0.30%	0.15%	0.21%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3201	54	137	114	100	111	97	71	97	81	81	71	113	8	80	94	171	105	134	163	68	99	107	139	108	120	185	104	156	83	125	20	5									
		15.84%	21.43%	17.79%	14.41%	16.98%	16.09%	14.59%	12.66%	12.03%	12.04%	11.79%	11.18%	14.97%	6.40%	15.97%	17.06%	22.71%	17.10%	17.96%	18.19%	10.48%	16.15%	16.51%	18.68%	15.72%	16.81%	22.56%	16.30%	21.28%	12.48%	18.49%	4.17%	6.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2720	33	96	105	77	92	97	65	120	106	91	82	96	12	7	63	77	118	99	107	94	90	90	91	102	93	123	122	104	102	95	62	9									
		13.46%	13.10%	12.47%	13.27%	13.07%	13.33%	14.59%	11.59%	14.89%	15.75%	13.25%	12.91%	12.72%	9.60%	1.40%	11.43%	10.23%	19.22%	13.27%	11.94%	14.48%	14.68%	13.89%	12.23%	14.85%	13.03%	15.00%	19.12%	14.19%	15.34%	14.05%	12.92%	11.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	124	0	5	2	4	6	3	1	6	5	4	3	9	0	6	2	5	1	2	9	2	2	6	4	7	6	2	8	5	2	4	3	0									
		0.61%	0.00%	0.65%	0.25%	0.68%	0.87%	0.45%	0.18%	0.74%	0.74%	0.58%	0.47%	1.19%	0.00%	1.20%	0.36%	0.66%	0.16%	0.27%	1.00%	0.31%	0.33%	0.93%	0.54%	1.02%	0.84%	0.24%	1.25%	0.68%	0.30%	0.59%	0.63%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1066	11	45	53	44	31	45	35	42	32	28	49	37	6	16	14	27	43	54	42	42	29	25	26	26	41	49	39	36	35	35	26	3									
		5.28%	4.37%	5.84%	6.70%	7.47%	4.49%	6.77%	6.24%	5.21%	4.75%	4.08%	7.72%	4.90%	4.80%	3.19%	2.54%	3.59%	7.00%	7.24%	4.69%	6.47%	4.73%	3.86%	3.49%	3.78%	5.74%	5.98%	6.11%	4.91%	5.26%	5.18%	5.42%	3.80%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
