Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
Наименование Избирательной комиссии:    Мамадышская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870	УИК №1871	УИК №1872	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	0	3	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	12	0	8	2	0	1	6	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0					
		0.15%	0.00%	0.57%	0.00%	0.00%	0.37%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.40%	0.00%	0.78%	0.00%	0.50%	0.14%	0.00%	0.08%	0.42%	0.00%	0.36%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	881	10	25	3	12	9	20	28	6	4	0	7	6	18	3	10	4	19	53	9	21	8	4	1	42	8	38	14	53	56	23	21	20	16	12	8	20	6	9	5	21	9	6	10	32	21	3	3	42	12	10	3	2	6	2	19	5	30	14					
		2.64%	2.95%	4.73%	1.13%	4.94%	3.35%	3.91%	7.14%	4.29%	2.35%	0.00%	6.31%	1.12%	2.10%	1.08%	1.71%	1.05%	1.79%	7.65%	1.30%	2.13%	1.74%	2.56%	0.82%	8.50%	1.79%	2.48%	1.97%	3.34%	3.80%	1.83%	1.68%	1.40%	1.21%	1.42%	1.76%	2.10%	2.30%	2.59%	1.41%	2.75%	2.24%	1.69%	3.97%	5.93%	5.69%	1.68%	1.94%	2.85%	2.11%	2.50%	0.83%	0.62%	1.97%	0.74%	3.43%	4.63%	3.04%	3.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4	2	1	3	1	0	3	1	0	5	2	2	2	0	2	6	2	4	0	1	0	0	1	2	0	0	0	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.29%	0.14%	0.30%	0.22%	0.00%	2.46%	0.20%	0.00%	0.33%	0.28%	0.13%	0.14%	0.00%	0.16%	0.42%	0.15%	0.47%	0.00%	0.10%	0.00%	0.00%	0.28%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.07%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	31320	327	481	253	229	254	464	357	127	161	94	104	528	824	270	567	373	1018	623	680	948	435	151	113	435	435	1400	674	1461	1357	1182	1145	1217	1254	800	442	910	241	335	344	731	378	344	215	491	321	172	145	1401	547	380	354	314	289	268	522	102	945	388					
		93.86%	96.46%	90.93%	95.11%	94.24%	94.42%	90.80%	91.07%	90.71%	94.71%	94.95%	93.69%	98.14%	95.93%	96.77%	97.09%	98.16%	96.13%	89.90%	97.98%	96.15%	94.36%	96.79%	92.62%	88.06%	97.10%	91.38%	95.06%	92.12%	92.12%	93.96%	91.38%	85.34%	94.93%	94.67%	97.36%	95.49%	92.34%	96.54%	97.18%	95.81%	94.03%	96.63%	85.32%	90.93%	86.99%	96.09%	93.55%	94.98%	96.30%	95.00%	98.06%	97.82%	95.07%	98.53%	94.22%	94.44%	95.74%	95.10%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	56	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	2	12	2	7	3	0	2	8	3	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1					
		0.17%	0.29%	0.38%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.20%	0.00%	0.00%	0.00%	0.00%	0.45%	0.78%	0.28%	0.44%	0.20%	0.00%	0.16%	0.56%	0.23%	0.24%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.65%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
