Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Орджоникидзевская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	77	11	13	1	5	4	0	23	1	1	0	0	3	2	1	0	0	5	0	0	2	4	1									
		1.42%	1.48%	1.57%	0.70%	1.52%	3.64%	0.00%	3.95%	0.88%	0.91%	0.00%	0.00%	0.85%	3.33%	2.22%	0.00%	0.00%	1.17%	0.00%	0.00%	0.48%	1.48%	0.46%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	175	23	23	6	10	5	1	22	1	8	1	2	5	4	0	2	1	13	0	3	27	10	8									
		3.24%	3.10%	2.78%	4.20%	3.05%	4.55%	1.67%	3.77%	0.88%	7.27%	1.64%	1.33%	1.42%	6.67%	0.00%	2.38%	1.25%	3.04%	0.00%	1.83%	6.47%	3.69%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	100	14	16	2	6	0	0	15	1	2	1	1	14	2	0	0	0	5	0	1	6	7	7									
		1.85%	1.88%	1.93%	1.40%	1.83%	0.00%	0.00%	2.57%	0.88%	1.82%	1.64%	0.67%	3.97%	3.33%	0.00%	0.00%	0.00%	1.17%	0.00%	0.61%	1.44%	2.58%	3.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2437	312	314	55	170	52	34	266	65	46	28	100	159	22	29	50	50	140	29	103	193	116	104									
		45.08%	41.99%	37.92%	38.46%	51.83%	47.27%	56.67%	45.63%	57.02%	41.82%	45.90%	66.67%	45.04%	36.67%	64.44%	59.52%	62.50%	32.71%	50.00%	62.80%	46.28%	42.80%	48.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	6	3	0	2	0	1	3	0	0	1	3	0	0	0	0	0	4	0	0	3	1	3									
		0.55%	0.81%	0.36%	0.00%	0.61%	0.00%	1.67%	0.51%	0.00%	0.00%	1.64%	2.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.72%	0.37%	1.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	1	0	0	0	1	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0									
		0.17%	0.00%	0.12%	0.70%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	1.33%	0.28%	0.00%	0.00%	0.00%	1.25%	0.23%	0.00%	0.00%	0.24%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1178	190	155	41	64	28	15	106	30	24	11	16	70	13	4	13	12	162	12	23	89	59	41									
		21.79%	25.57%	18.72%	28.67%	19.51%	25.45%	25.00%	18.18%	26.32%	21.82%	18.03%	10.67%	19.83%	21.67%	8.89%	15.48%	15.00%	37.85%	20.69%	14.02%	21.34%	21.77%	18.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	2	0	0	0	1	2	0	0	0	1	1	0	0	1	0	1	0	0	5	0	0									
		0.26%	0.00%	0.24%	0.00%	0.00%	0.00%	1.67%	0.34%	0.00%	0.00%	0.00%	0.67%	0.28%	0.00%	0.00%	1.19%	0.00%	0.23%	0.00%	0.00%	1.20%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	5	6	0	3	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1	2	1	2									
		0.48%	0.67%	0.72%	0.00%	0.91%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.48%	0.37%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	3	1	0									
		0.24%	0.13%	0.24%	0.70%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.61%	0.72%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	4	3	2	0	0	0	5	0	0	0	0	4	0	1	0	1	3	0	0	3	0	3									
		0.54%	0.54%	0.36%	1.40%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	1.13%	0.00%	2.22%	0.00%	1.25%	0.70%	0.00%	0.00%	0.72%	0.00%	1.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	921	111	197	20	50	14	6	104	5	25	10	16	73	16	5	15	14	70	12	23	52	51	32									
		17.04%	14.94%	23.79%	13.99%	15.24%	12.73%	10.00%	17.84%	4.39%	22.73%	16.39%	10.67%	20.68%	26.67%	11.11%	17.86%	17.50%	16.36%	20.69%	14.02%	12.47%	18.82%	14.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	9	0	0	0	1	3	0	0	0	1	2	0	1	0	0	2	0	0	1	2	2									
		0.50%	0.40%	1.09%	0.00%	0.00%	0.00%	1.67%	0.51%	0.00%	0.00%	0.00%	0.67%	0.57%	0.00%	2.22%	0.00%	0.00%	0.47%	0.00%	0.00%	0.24%	0.74%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	224	41	62	11	12	3	0	14	4	1	5	3	16	1	4	1	1	11	5	4	11	11	3									
		4.14%	5.52%	7.49%	7.69%	3.66%	2.73%	0.00%	2.40%	3.51%	0.91%	8.20%	2.00%	4.53%	1.67%	8.89%	1.19%	1.25%	2.57%	8.62%	2.44%	2.64%	4.06%	1.39%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
