Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Чунская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819									
		0.38%	0.81%	0.60%	0.32%	0.32%	1.02%	0.45%	0.88%	0.00%	0.49%	0.00%	0.00%	0.27%	0.44%	0.29%	0.00%	1.69%	0.35%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	1	1	0	0	1	2	2	2	0	1	0	1	2	2	0	1	1	0	1	2	0	0	3	1	0	0	0	0	0	0	1	1	1	0	2	0	1	0									
		0.32%	0.41%	0.20%	0.00%	0.00%	0.20%	0.45%	0.44%	0.54%	0.00%	0.36%	0.00%	0.27%	0.44%	0.58%	0.00%	1.69%	0.35%	0.00%	0.46%	0.55%	0.00%	0.00%	0.85%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.22%	1.32%	0.00%	1.21%	0.00%	1.72%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1884	76	94	49	46	72	73	91	88	76	44	18	76	84	75	42	9	64	56	69	96	23	9	71	19	14	26	35	57	47	66	17	86	6	48	35	6	5	16									
		20.01%	30.89%	18.76%	15.71%	14.89%	14.63%	16.40%	20.13%	23.66%	18.63%	15.71%	14.88%	20.82%	18.54%	21.68%	15.16%	15.25%	22.30%	25.34%	31.51%	26.30%	23.71%	15.79%	20.06%	17.27%	14.29%	22.22%	23.03%	30.00%	20.98%	25.48%	12.23%	18.94%	7.89%	26.97%	21.21%	12.77%	8.62%	14.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	0	1	0	1	4	0	2	3	8	2	0	1	0	1	3	0	4	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1									
		0.38%	0.00%	0.20%	0.00%	0.32%	0.81%	0.00%	0.44%	0.81%	1.96%	0.71%	0.00%	0.27%	0.00%	0.29%	1.08%	0.00%	1.39%	0.00%	0.00%	0.55%	0.00%	1.75%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	0	0	5	3	3	7	4	0	2	3	0	1	3	0	1	0	0	0	0	2	2	1	0	0	0	2	2	0	1	1	0	4	1	0	0	0	0	0									
		0.51%	0.00%	0.00%	1.60%	0.97%	0.61%	1.57%	0.88%	0.00%	0.49%	1.07%	0.00%	0.27%	0.66%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.55%	2.06%	1.75%	0.00%	0.00%	0.00%	1.71%	1.32%	0.00%	0.45%	0.39%	0.00%	0.88%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.12%	0.41%	0.00%	0.32%	0.65%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.46%	0.27%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	0	3	0	1	2	2	2	1	1	0	2	3	2	3	2	0	3	3	2	1	0	0	2	0	1	1	0	0	0	0	1	3	2	0	1	1	0	0									
		0.48%	0.00%	0.60%	0.00%	0.32%	0.41%	0.45%	0.44%	0.27%	0.25%	0.00%	1.65%	0.82%	0.44%	0.87%	0.72%	0.00%	1.05%	1.36%	0.91%	0.27%	0.00%	0.00%	0.56%	0.00%	1.02%	0.85%	0.00%	0.00%	0.00%	0.00%	0.72%	0.66%	2.63%	0.00%	0.61%	2.13%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3045	73	171	139	114	212	182	170	155	170	106	35	116	121	107	102	13	85	70	62	109	22	17	109	35	26	21	46	46	42	52	27	158	15	42	41	10	7	17									
		32.35%	29.67%	34.13%	44.55%	36.89%	43.09%	40.90%	37.61%	41.67%	41.67%	37.86%	28.93%	31.78%	26.71%	30.92%	36.82%	22.03%	29.62%	31.67%	28.31%	29.86%	22.68%	29.82%	30.79%	31.82%	26.53%	17.95%	30.26%	24.21%	18.75%	20.08%	19.42%	34.80%	19.74%	23.60%	24.85%	21.28%	12.07%	15.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	2	3	1	1	3	0	1	0	6	1	0	1	3	1	2	0	0	2	0	0	0	0	1	0	1	0	0	0	2	3	1	0	0	1	0	0	1	2									
		0.41%	0.81%	0.60%	0.32%	0.32%	0.61%	0.00%	0.22%	0.00%	1.47%	0.36%	0.00%	0.27%	0.66%	0.29%	0.72%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.02%	0.00%	0.00%	0.00%	0.89%	1.16%	0.72%	0.00%	0.00%	0.56%	0.00%	0.00%	1.72%	1.83%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	273	8	17	5	13	24	19	13	5	6	11	6	10	22	10	11	1	10	3	2	8	1	0	10	6	4	1	4	1	3	8	4	13	3	2	4	2	1	2									
		2.90%	3.25%	3.39%	1.60%	4.21%	4.88%	4.27%	2.88%	1.34%	1.47%	3.93%	4.96%	2.74%	4.86%	2.89%	3.97%	1.69%	3.48%	1.36%	0.91%	2.19%	1.03%	0.00%	2.82%	5.45%	4.08%	0.85%	2.63%	0.53%	1.34%	3.09%	2.88%	2.86%	3.95%	1.12%	2.42%	4.26%	1.72%	1.83%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
