7	Число избирательных бюллетеней в переносных ящиках для голосования	2050	26	11	15	11	19	8	45	11	22	31	20	22	17	20	44	60	17	32	15	19	29	35	4	0	8	34	27	17	10	314	34	9	19	32	17	212	15	42	20	23	26	27	31	29	7	6	17	15	20	10	12	16	23	14	8	9	4	12	14	18	20	30	34	34	4	7	29	8	0	6	94	34	66					
8	Число бюллетеней в стационарных ящиках для голосования	91652	392	1705	1915	1457	1402	1501	1535	1743	1159	1352	1543	1631	1525	1764	1590	1329	1592	1573	1800	1767	1453	1722	862	991	1625	1222	1287	1690	2107	655	1128	1655	1584	1649	1145	472	1678	580	847	1423	1059	1143	1525	1332	212	1017	1559	1213	1108	1738	1656	1797	1846	1716	1544	1611	1414	1553	1638	1357	1603	1564	1511	556	156	227	232	302	130	312	426	171	374					
9	Число недействительных избирательных бюллетеней	1315	9	26	25	10	17	21	15	26	15	21	29	21	24	30	31	15	26	18	15	22	23	27	9	5	31	21	21	31	30	22	24	30	31	18	20	19	15	6	11	14	17	17	24	24	7	13	18	15	14	16	8	31	30	27	17	16	28	25	17	15	15	23	18	3	0	1	4	4	1	0	5	3	35					
10	Число действительных избирательных бюллетеней	92387	409	1690	1905	1458	1404	1488	1565	1728	1166	1362	1534	1632	1518	1754	1603	1374	1583	1587	1800	1764	1459	1730	857	986	1602	1235	1293	1676	2087	947	1138	1634	1572	1663	1142	665	1678	616	856	1432	1068	1153	1532	1337	212	1010	1558	1213	1114	1732	1660	1782	1839	1703	1535	1604	1390	1540	1635	1360	1608	1571	1527	587	160	233	257	306	129	318	515	202	405					
11	Число полученных открепительных  удостоверений	3984	15	90	100	100	40	60	50	50	50	80	60	80	70	90	50	70	90	105	100	90	70	70	60	90	100	70	50	80	67	60	30	75	80	60	50	20	80	20	50	50	55	59	50	50	10	30	70	40	35	70	70	80	58	50	50	50	60	50	80	45	50	55	55	20	10	20	20	20	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3472	11	77	92	65	33	52	49	50	45	71	51	67	59	83	45	63	78	92	87	85	55	62	54	84	95	52	43	74	66	39	29	61	72	58	49	12	66	20	30	49	41	50	39	40	6	29	61	40	32	68	62	49	50	50	40	50	53	41	73	44	50	50	47	20	10	20	17	15	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4928	8	18	56	12	24	50	73	61	18	31	37	36	30	59	379	57	30	30	107	58	32	41	55	49	66	23	59	134	179	29	31	112	39	70	27	206	40	19	30	28	26	60	30	31	12	52	44	29	25	45	50	65	69	85	30	45	53	33	42	28	45	48	87	17	10	8	4	60	130	262	450	147	363					
14	Число неиспользованных открепительных удостоверений	512	4	13	8	35	7	8	1	0	5	9	9	13	11	7	5	7	12	13	13	5	15	8	6	6	5	18	7	6	1	21	1	14	8	2	1	8	14	0	20	1	14	9	11	10	4	1	9	0	3	2	8	31	8	0	10	0	7	9	7	1	0	5	8	0	0	0	3	5	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	135	3	2	6	2	4	1	1	3	1	6	5	1	7	4	2	1	1	3	0	2	3	2	0	1	0	3	1	3	0	3	1	1	6	2	0	0	4	1	0	4	3	2	2	1	0	2	5	3	1	2	1	2	5	2	0	3	2	2	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																
18	Богданов Андрей Владимирович	1432	5	21	33	22	18	19	33	23	12	21	33	33	23	29	19	17	22	17	28	23	29	26	14	7	20	17	19	30	43	19	17	25	25	27	18	19	49	8	18	21	13	23	19	13	3	13	29	26	14	29	23	26	26	35	14	17	28	20	24	20	28	20	20	13	7	7	4	3	1	2	7	2	1					
		1.53%	1.20%	1.22%	1.71%	1.50%	1.27%	1.26%	2.09%	1.31%	1.02%	1.52%	2.11%	1.99%	1.49%	1.63%	1.16%	1.22%	1.37%	1.06%	1.54%	1.29%	1.96%	1.48%	1.62%	0.71%	1.22%	1.35%	1.45%	1.76%	2.03%	1.96%	1.46%	1.50%	1.56%	1.61%	1.55%	2.78%	2.89%	1.29%	2.08%	1.45%	1.20%	1.97%	1.22%	0.96%	1.37%	1.27%	1.84%	2.12%	1.24%	1.66%	1.38%	1.43%	1.39%	2.02%	0.90%	1.05%	1.97%	1.28%	1.45%	1.45%	1.73%	1.25%	1.29%	2.20%	4.38%	2.99%	1.53%	0.97%	0.77%	0.63%	1.35%	0.98%	0.23%					
19	Жириновский Владимир Вольфович	8937	46	165	172	141	156	155	141	186	104	110	156	160	168	140	133	139	129	140	168	132	126	171	71	105	157	113	110	218	185	102	107	140	124	157	99	159	145	68	106	140	118	127	162	141	13	93	147	105	104	172	151	161	174	181	139	201	141	168	155	144	147	140	136	92	17	30	40	29	3	10	30	20	2					
		9.54%	11.00%	9.62%	8.91%	9.60%	10.98%	10.27%	8.92%	10.60%	8.81%	7.95%	9.98%	9.68%	10.89%	7.85%	8.14%	10.01%	8.02%	8.72%	9.26%	7.39%	8.50%	9.73%	8.20%	10.60%	9.61%	8.99%	8.37%	12.77%	8.74%	10.53%	9.21%	8.41%	7.74%	9.34%	8.52%	23.25%	8.56%	10.93%	12.23%	9.68%	10.88%	10.85%	10.41%	10.36%	5.94%	9.09%	9.33%	8.55%	9.22%	9.84%	9.05%	8.88%	9.31%	10.46%	8.96%	12.41%	9.94%	10.73%	9.38%	10.47%	9.06%	8.78%	8.80%	15.59%	10.63%	12.82%	15.33%	9.35%	2.31%	3.14%	5.77%	9.76%	0.45%					
20	Зюганов Геннадий Андреевич	25207	122	438	523	428	397	383	504	516	362	419	518	517	461	444	441	426	567	508	443	285	437	522	230	217	407	373	390	327	340	183	349	272	573	516	329	117	375	162	225	446	337	331	479	400	49	243	426	398	390	381	416	562	529	452	342	404	274	469	423	417	459	509	530	88	31	49	49	91	18	46	87	27	9					
		26.90%	29.19%	25.52%	27.10%	29.16%	27.94%	25.38%	31.90%	29.42%	30.65%	30.30%	33.14%	31.28%	29.90%	24.89%	26.99%	30.67%	35.24%	31.65%	24.41%	15.96%	29.49%	29.71%	26.56%	21.90%	24.92%	29.70%	29.68%	19.16%	16.06%	18.89%	30.03%	16.35%	35.75%	30.70%	28.31%	17.11%	22.15%	26.05%	25.95%	30.84%	31.06%	28.29%	30.78%	29.39%	22.37%	23.75%	27.03%	32.41%	34.57%	21.80%	24.94%	30.99%	28.30%	26.13%	22.04%	24.94%	19.32%	29.97%	25.61%	30.33%	28.28%	31.93%	34.30%	14.92%	19.38%	20.94%	18.77%	29.35%	13.85%	14.47%	16.73%	13.17%	2.05%					
21	Медведев Дмитрий Анатольевич	56811	236	1066	1177	867	833	931	887	1003	688	812	827	922	866	1141	1010	792	865	922	1161	1324	867	1011	542	657	1018	732	774	1101	1519	643	665	1197	850	963	696	370	1109	378	507	825	600	672	872	783	147	661	956	684	606	1150	1070	1033	1110	1035	1040	982	947	883	1033	779	974	902	841	394	105	147	164	183	107	260	391	153	393					
		60.63%	56.46%	62.12%	60.98%	59.06%	58.62%	61.70%	56.14%	57.18%	58.26%	58.71%	52.91%	55.78%	56.16%	63.96%	61.81%	57.02%	53.76%	57.45%	63.97%	74.13%	58.50%	57.54%	62.59%	66.30%	62.34%	58.28%	58.90%	64.50%	71.75%	66.36%	57.23%	71.94%	53.03%	57.29%	59.90%	54.09%	65.51%	60.77%	58.48%	57.05%	55.30%	57.44%	56.04%	57.53%	67.12%	64.61%	60.66%	55.70%	53.72%	65.79%	64.15%	56.98%	59.39%	59.83%	67.01%	60.62%	66.78%	56.42%	62.53%	56.65%	60.01%	56.59%	54.43%	66.78%	65.63%	62.82%	62.84%	59.03%	82.31%	81.76%	75.19%	74.63%	89.32%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
