Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Аларская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	918	41	0	18	2	20	2	29	9	2	22	6	2	32	16	2	57	3	6	5	18	22	4	16	4	8	34	25	119	22	104	53	6	4	22	5	9	5	16	6	16	10	7	6	32	10	24	14	23					
		7.58%	6.73%	0.00%	14.17%	2.53%	6.90%	2.86%	8.50%	14.75%	5.88%	6.49%	6.98%	2.99%	5.61%	8.51%	4.55%	10.56%	4.11%	6.59%	3.60%	7.29%	6.75%	3.36%	9.36%	6.45%	4.15%	9.16%	15.53%	5.53%	7.51%	11.13%	11.42%	9.38%	3.57%	12.50%	7.69%	8.41%	5.95%	5.82%	5.61%	5.03%	7.94%	3.45%	6.67%	11.47%	14.08%	8.82%	9.33%	8.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1526	24	0	1	4	30	17	26	15	5	53	13	12	33	29	6	105	15	4	34	26	49	1	22	13	41	101	3	279	40	100	97	11	28	26	18	19	26	40	11	28	16	3	3	4	15	30	7	43					
		12.61%	3.94%	0.00%	0.79%	5.06%	10.34%	24.29%	7.62%	24.59%	14.71%	15.63%	15.12%	17.91%	5.79%	15.43%	13.64%	19.44%	20.55%	4.40%	24.46%	10.53%	15.03%	0.84%	12.87%	20.97%	21.24%	27.22%	1.86%	12.97%	13.65%	10.71%	20.91%	17.19%	25.00%	14.77%	27.69%	17.76%	30.95%	14.55%	10.28%	8.81%	12.70%	1.48%	3.33%	1.43%	21.13%	11.03%	4.67%	15.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	2	0	2	0	6	1	1	1	0	0	0	0	3	1	0	6	1	0	1	3	2	0	5	2	0	4	6	24	4	7	6	3	1	0	0	1	0	3	2	3	0	0	0	3	0	5	2	0					
		0.92%	0.33%	0.00%	1.57%	0.00%	2.07%	1.43%	0.29%	1.64%	0.00%	0.00%	0.00%	0.00%	0.53%	0.53%	0.00%	1.11%	1.37%	0.00%	0.72%	1.21%	0.61%	0.00%	2.92%	3.23%	0.00%	1.08%	3.73%	1.12%	1.37%	0.75%	1.29%	4.69%	0.89%	0.00%	0.00%	0.93%	0.00%	1.09%	1.87%	0.94%	0.00%	0.00%	0.00%	1.08%	0.00%	1.84%	1.33%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2607	183	17	17	9	93	15	69	7	4	78	19	3	48	42	7	129	15	26	47	56	140	36	26	16	19	81	38	249	94	323	148	6	24	44	20	16	8	74	9	95	5	26	33	66	14	35	39	39					
		21.53%	30.05%	18.89%	13.39%	11.39%	32.07%	21.43%	20.23%	11.48%	11.76%	23.01%	22.09%	4.48%	8.42%	22.34%	15.91%	23.89%	20.55%	28.57%	33.81%	22.67%	42.94%	30.25%	15.20%	25.81%	9.84%	21.83%	23.60%	11.58%	32.08%	34.58%	31.90%	9.38%	21.43%	25.00%	30.77%	14.95%	9.52%	26.91%	8.41%	29.87%	3.97%	12.81%	36.67%	23.66%	19.72%	12.87%	26.00%	14.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	149	24	0	1	0	3	0	2	0	0	2	0	1	3	2	0	9	0	2	1	4	2	1	0	2	2	6	2	24	5	25	8	0	0	1	2	0	0	4	1	1	0	1	0	3	0	5	0	0					
		1.23%	3.94%	0.00%	0.79%	0.00%	1.03%	0.00%	0.59%	0.00%	0.00%	0.59%	0.00%	1.49%	0.53%	1.06%	0.00%	1.67%	0.00%	2.20%	0.72%	1.62%	0.61%	0.84%	0.00%	3.23%	1.04%	1.62%	1.24%	1.12%	1.71%	2.68%	1.72%	0.00%	0.00%	0.57%	3.08%	0.00%	0.00%	1.45%	0.93%	0.31%	0.00%	0.49%	0.00%	1.08%	0.00%	1.84%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6587	329	73	88	64	136	34	208	26	23	178	48	49	447	95	28	227	37	53	50	134	109	77	101	24	121	139	82	1387	121	354	143	37	52	81	17	59	45	136	76	174	93	166	47	166	32	170	85	166					
		54.41%	54.02%	81.11%	69.29%	81.01%	46.90%	48.57%	60.99%	42.62%	67.65%	52.51%	55.81%	73.13%	78.42%	50.53%	63.64%	42.04%	50.68%	58.24%	35.97%	54.25%	33.44%	64.71%	59.06%	38.71%	62.69%	37.47%	50.93%	64.48%	41.30%	37.90%	30.82%	57.81%	46.43%	46.02%	26.15%	55.14%	53.57%	49.45%	71.03%	54.72%	73.81%	81.77%	52.22%	59.50%	45.07%	62.50%	56.67%	59.93%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	45	3	0	0	0	2	0	2	0	0	4	0	0	0	1	0	2	1	0	1	0	0	0	0	0	1	0	3	5	0	12	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1					
		0.37%	0.49%	0.00%	0.00%	0.00%	0.69%	0.00%	0.59%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.53%	0.00%	0.37%	1.37%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	1.86%	0.23%	0.00%	1.28%	0.65%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.36%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
