Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Атнинская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  993	УИК  994	УИК  995	УИК  996	УИК  997	УИК  998	УИК  999	УИК  1000	УИК  1001	УИК  1002	УИК  1003	УИК  1004	УИК  1005	УИК  1006	УИК  1007	УИК  1008	УИК  1009	УИК  1010	УИК  1011	УИК  1012	УИК  1013	УИК  1014	УИК  1015	УИК  1016	УИК  1017					
		0.00%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.10%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	30	23	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
		0.29%	1.10%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.15%	0.15%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	22	9	3	0	4	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0					
		0.21%	0.43%	1.39%	0.0%	0.59%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.30%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.51%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	9860	1911	199	349	645	459	192	324	140	375	656	604	324	277	350	259	132	343	221	656	158	515	147	191	194	239					
		96.73%	91.69%	92.55%	92.81%	96.26%	99.13%	100.0%	97.00%	99.99%	99.73%	99.54%	96.02%	97.59%	98.92%	98.87%	99.23%	98.50%	99.42%	99.10%	98.64%	98.75%	99.61%	98.65%	97.94%	98.97%	97.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.06%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.12%	0.47%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	67	17	5	2	16	2	0	0	0	0	2	3	2	0	0	2	0	1	2	5	1	2	0	1	2	2					
		0.65%	0.81%	2.32%	0.53%	2.38%	0.43%	0.0%	0.0%	0.0%	0.0%	0.30%	0.47%	0.60%	0.0%	0.0%	0.76%	0.0%	0.28%	0.89%	0.75%	0.62%	0.38%	0.0%	0.51%	1.02%	0.81%					
																																
41	Против всех	12	2	1	0	5	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.11%	0.09%	0.46%	0.0%	0.74%	0.21%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
