Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Дербентская городская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №1917									
		0.04%	0.00%	0.09%	0.24%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.53%	0.00%	0.05%	0.00%	0.11%	0.31%	0.00%	0.09%	0.00%	0.09%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0									
		0.01%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.12%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	397	3	3	4	6	16	25	10	1	0	41	1	0	3	1	3	7	0	0	19	54	0	0	46	40	10	10	0	2	7	30	17	2	10	1	5	10	10									
		0.62%	0.19%	0.27%	0.32%	0.46%	1.01%	0.97%	0.86%	0.12%	0.00%	2.56%	0.04%	0.00%	0.25%	0.07%	0.12%	0.34%	0.00%	0.00%	1.06%	2.58%	0.00%	0.00%	1.59%	1.54%	0.74%	0.76%	0.00%	0.10%	0.72%	3.31%	1.07%	0.10%	0.93%	0.06%	0.23%	0.51%	0.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	0	0	2	1	0	0	0	2	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	13									
		0.06%	0.00%	0.00%	0.16%	0.08%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.65%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0									
		0.02%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.26%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	5									
		0.04%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.14%	0.00%	0.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	40	0	1	0	0	0	3	2	0	0	1	0	0	0	0	0	0	3	1	0	0	0	1	0	6	5	0	0	0	1	0	0	3	9	3	0	7									
		0.13%	2.51%	0.00%	0.08%	0.00%	0.00%	0.00%	0.26%	0.24%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.06%	0.00%	0.00%	0.00%	0.03%	0.00%	0.45%	0.38%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.28%	0.58%	0.14%	0.00%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3611	72	13	17	118	40	115	25	99	85	153	131	151	11	90	130	142	0	160	66	150	100	146	134	232	104	48	80	91	106	58	66	156	128	133	69	140	52									
		5.63%	4.51%	1.19%	1.37%	9.13%	2.52%	4.47%	2.16%	12.07%	5.67%	9.56%	4.86%	8.27%	0.92%	6.15%	5.01%	6.83%	0.00%	10.77%	3.69%	7.16%	5.32%	6.95%	4.62%	8.96%	7.73%	3.63%	5.41%	4.37%	10.87%	6.40%	4.15%	7.91%	11.88%	8.59%	3.14%	7.09%	2.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	630	8	0	0	0	18	60	22	4	0	2	9	4	0	10	22	8	40	1	0	20	30	51	27	2	15	14	27	39	0	16	11	67	52	4	45	0	2									
		0.98%	0.50%	0.00%	0.00%	0.00%	1.13%	2.33%	1.90%	0.49%	0.00%	0.13%	0.33%	0.22%	0.00%	0.68%	0.85%	0.38%	1.60%	0.07%	0.00%	0.96%	1.60%	2.43%	0.93%	0.08%	1.12%	1.06%	1.83%	1.87%	0.00%	1.77%	0.69%	3.40%	4.83%	0.26%	2.05%	0.00%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1383	57	1	1	0	19	3	37	34	3	13	124	64	0	40	10	56	130	14	8	40	80	100	140	32	82	4	40	102	12	6	60	18	2	0	30	0	21									
		2.16%	3.57%	0.09%	0.08%	0.00%	1.19%	0.12%	3.20%	4.15%	0.20%	0.81%	4.60%	3.51%	0.00%	2.73%	0.39%	2.69%	5.20%	0.94%	0.45%	1.91%	4.26%	4.76%	4.83%	1.24%	6.10%	0.30%	2.71%	4.90%	1.23%	0.66%	3.78%	0.91%	0.19%	0.00%	1.36%	0.00%	1.05%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
