7	Число избирательных бюллетеней в переносных ящиках для голосования	3033	5	33	31	42	41	38	39	36	51	388	32	62	16	60	10	46	16	71	16	49	27	33	0	22	27	14	16	14	21	17	23	12	24	3	21	7	17	16	24	5	24	7	37	61	49	20	26	44	16	73	42	27	15	67	22	46	32	43	41	9	15	17	35	62	45	23	26	38	0	42	55	3	15	39	15	50	42	73	39	10	0	66	32	29	25	3	23	12	37	33	0	0	0	0	0	0	0	3	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	103902	404	729	1307	1609	672	928	1188	1088	1404	1365	1820	1327	464	1007	440	1097	2402	1192	1280	1466	729	1305	479	1400	1485	1234	1151	1128	1081	1499	1300	1249	1225	743	1627	1578	1593	1477	1539	1286	1739	821	1446	1122	769	461	661	1239	450	710	969	709	677	1511	721	1320	1045	1686	824	1525	640	739	1131	964	885	1124	874	1456	1470	1628	1473	857	1414	1487	428	1234	1038	1355	610	1174	240	773	832	1753	1714	290	1567	864	1339	2027	54	38	497	262	150	125	33	73	90	111	195	37	155									
9	Число недействительных избирательных бюллетеней	1171	1	11	14	19	11	7	12	6	15	36	7	16	2	16	8	5	52	11	13	16	10	18	8	10	14	12	10	11	11	18	9	14	11	8	16	15	14	15	16	14	26	8	13	14	10	4	12	23	3	9	8	7	6	20	7	24	10	22	6	16	6	9	8	6	8	10	6	15	29	11	14	11	14	12	12	15	22	19	6	12	4	9	12	20	20	2	13	5	17	27	0	0	2	2	3	1	0	1	1	3	2	0	2									
10	Число действительных избирательных бюллетеней	105764	408	751	1324	1632	702	959	1215	1118	1440	1717	1845	1373	478	1051	442	1138	2366	1252	1283	1499	746	1320	471	1412	1498	1236	1157	1131	1091	1498	1314	1247	1238	738	1632	1570	1596	1478	1547	1277	1737	820	1470	1169	808	477	675	1260	463	774	1003	729	686	1558	736	1342	1067	1707	859	1518	649	747	1158	1020	922	1137	894	1479	1441	1659	1514	849	1415	1514	431	1269	1058	1409	643	1172	236	830	852	1762	1719	291	1577	871	1359	2033	54	38	495	260	147	124	33	75	89	108	193	37	153									
11	Число полученных открепительных  удостоверений	3965	20	30	60	60	23	25	53	47	50	30	90	50	30	45	20	35	60	45	45	50	20	40	20	57	56	58	35	55	30	43	55	55	37	30	60	40	59	65	60	55	75	35	35	33	23	20	35	50	20	40	40	39	28	55	25	65	37	73	30	40	13	40	25	40	35	30	48	60	40	50	73	25	55	66	15	46	58	45	10	40	0	40	30	80	89	20	85	30	66	115	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3837	19	29	60	60	22	25	53	47	50	30	88	50	24	38	14	33	60	39	45	50	19	40	20	57	54	56	35	52	28	42	50	53	35	27	59	39	57	60	60	55	75	32	35	31	23	18	32	48	20	38	39	37	28	55	23	64	37	68	30	40	10	36	25	36	35	29	47	57	40	48	72	22	55	66	14	46	57	45	10	36	0	34	29	80	89	20	85	29	63	115	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3863	50	20	63	117	28	39	23	21	107	182	196	15	13	22	16	20	212	44	71	19	21	26	22	14	19	22	23	30	24	28	15	42	6	36	26	22	30	28	20	47	29	9	29	10	13	17	25	25	18	51	85	18	56	31	18	31	40	26	35	65	27	26	15	26	23	36	49	14	66	48	47	14	37	28	28	54	26	26	9	22	27	21	62	41	23	37	36	20	22	92	10	7	134	0	10	41	1	19	47	34	87	15	46									
14	Число неиспользованных открепительных удостоверений	128	1	1	0	0	1	0	0	0	0	0	2	0	6	7	6	2	0	6	0	0	1	0	0	0	2	2	0	3	2	1	5	2	2	3	1	1	2	5	0	0	0	3	0	2	0	2	3	2	0	2	1	2	0	0	2	1	0	5	0	0	3	4	0	4	0	1	1	3	0	2	1	3	0	0	1	0	1	0	0	4	0	6	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	522	1	7	7	5	1	5	8	5	7	117	7	4	1	1	0	3	5	8	5	6	2	1	5	3	8	4	8	4	3	4	8	6	5	2	10	8	6	4	6	6	6	5	5	8	3	6	3	5	1	3	0	1	4	5	7	7	4	11	2	2	8	3	10	0	2	1	1	6	0	5	3	1	9	8	1	5	7	2	4	4	0	6	9	2	7	0	7	2	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																		
19	Жириновский Владимир Вольфович	8535	41	56	133	90	63	83	137	70	100	375	129	160	32	71	28	77	273	86	113	115	58	106	57	125	113	121	112	98	101	122	104	119	127	58	151	140	136	123	108	114	142	70	134	97	50	34	36	74	29	50	42	53	54	96	49	126	61	99	49	123	44	61	95	58	65	100	60	106	174	118	85	90	124	117	32	59	89	80	55	88	5	55	60	132	120	15	123	97	79	140	4	3	34	10	9	8	1	4	9	15	7	2	10									
		7.98%	10.02%	7.35%	9.94%	5.45%	8.84%	8.59%	11.17%	6.23%	6.87%	21.39%	6.97%	11.52%	6.67%	6.65%	6.22%	6.74%	11.29%	6.81%	8.72%	7.59%	7.67%	7.92%	11.90%	8.79%	7.47%	9.70%	9.60%	8.58%	9.17%	8.05%	7.86%	9.44%	10.17%	7.77%	9.16%	8.83%	8.45%	8.24%	6.91%	8.83%	8.05%	8.45%	9.04%	8.20%	6.11%	7.07%	5.24%	5.77%	6.22%	6.39%	4.15%	7.20%	7.80%	6.08%	6.59%	9.22%	5.66%	5.73%	5.66%	8.02%	6.72%	8.07%	8.15%	5.65%	6.99%	8.72%	6.67%	7.10%	11.84%	7.07%	5.56%	10.47%	8.68%	7.67%	7.22%	4.60%	8.24%	5.60%	8.47%	7.43%	2.08%	6.56%	6.94%	7.41%	6.90%	5.12%	7.74%	11.07%	5.74%	6.80%	7.41%	7.89%	6.84%	3.82%	6.00%	6.40%	3.03%	5.26%	10.00%	13.51%	3.59%	5.41%	6.45%									
20	Зюганов Геннадий Андреевич	23119	73	169	309	385	162	179	293	271	302	215	322	294	108	261	85	250	393	312	263	376	171	318	116	340	365	298	268	279	263	345	292	277	274	190	352	365	379	349	289	282	343	212	310	254	178	112	145	289	121	196	228	158	126	409	155	228	254	399	213	274	153	184	278	254	192	292	219	380	239	341	294	158	415	350	82	340	262	264	106	292	15	170	152	380	359	61	292	160	338	357	4	1	93	65	10	28	9	26	10	11	30	0	15									
		21.62%	17.85%	22.18%	23.09%	23.32%	22.72%	18.53%	23.88%	24.11%	20.76%	12.26%	17.39%	21.17%	22.50%	24.46%	18.89%	21.87%	16.25%	24.70%	20.29%	24.82%	22.62%	23.77%	24.22%	23.91%	24.14%	23.88%	22.96%	24.43%	23.87%	22.76%	22.07%	21.97%	21.94%	25.47%	21.36%	23.03%	23.54%	23.38%	18.49%	21.84%	19.46%	25.60%	20.90%	21.47%	21.76%	23.28%	21.11%	22.53%	25.97%	25.03%	22.55%	21.47%	18.21%	25.92%	20.86%	16.69%	23.58%	23.08%	24.62%	17.86%	23.36%	24.34%	23.84%	24.76%	20.65%	25.46%	24.33%	25.44%	16.26%	20.42%	19.24%	18.37%	29.04%	22.94%	18.51%	26.48%	24.26%	18.49%	16.33%	24.66%	6.25%	20.26%	17.59%	21.32%	20.64%	20.82%	18.36%	18.26%	24.56%	17.33%	7.41%	2.63%	18.71%	24.81%	6.67%	22.40%	27.27%	34.21%	11.11%	9.91%	15.38%	0.00%	9.68%									
21	Миронов Сергей Михайлович	5210	12	32	70	95	33	41	64	57	80	46	96	73	38	61	14	52	91	61	73	57	43	51	19	87	76	50	42	52	56	85	66	54	60	47	79	74	70	59	71	65	94	35	71	58	38	23	24	73	32	48	52	28	25	80	36	66	56	105	42	62	41	39	65	48	68	62	43	89	29	86	61	44	72	84	38	82	63	66	49	81	6	43	45	77	87	7	59	50	79	84	3	1	14	11	1	2	0	5	6	6	9	1	4									
		4.87%	2.93%	4.20%	5.23%	5.75%	4.63%	4.24%	5.22%	5.07%	5.50%	2.62%	5.18%	5.26%	7.92%	5.72%	3.11%	4.55%	3.76%	4.83%	5.63%	3.76%	5.69%	3.81%	3.97%	6.12%	5.03%	4.01%	3.60%	4.55%	5.08%	5.61%	4.99%	4.28%	4.80%	6.30%	4.79%	4.67%	4.35%	3.95%	4.54%	5.03%	5.33%	4.23%	4.79%	4.90%	4.65%	4.78%	3.49%	5.69%	6.87%	6.13%	5.14%	3.80%	3.61%	5.07%	4.85%	4.83%	5.20%	6.07%	4.86%	4.04%	6.26%	5.16%	5.57%	4.68%	7.31%	5.41%	4.78%	5.96%	1.97%	5.15%	3.99%	5.12%	5.04%	5.50%	8.58%	6.39%	5.83%	4.62%	7.55%	6.84%	2.50%	5.13%	5.21%	4.32%	5.00%	2.39%	3.71%	5.71%	5.74%	4.08%	5.56%	2.63%	2.82%	4.20%	0.67%	1.60%	0.00%	6.58%	6.67%	5.41%	4.62%	2.70%	2.58%									
22	Прохоров Михаил Дмитриевич	10884	54	77	133	155	86	106	115	140	130	152	181	110	42	91	25	94	334	92	122	111	55	92	36	132	137	99	87	97	90	145	122	74	82	57	132	166	131	156	176	135	180	66	106	96	67	66	103	203	61	86	139	93	77	205	77	158	119	205	125	202	63	60	93	109	97	116	99	194	154	210	188	107	161	199	56	171	141	196	60	120	5	94	82	210	196	14	148	74	181	186	5	4	36	12	17	4	0	4	4	10	7	2	10									
		10.18%	13.20%	10.10%	9.94%	9.39%	12.06%	10.97%	9.37%	12.46%	8.93%	8.67%	9.77%	7.92%	8.75%	8.53%	5.56%	8.22%	13.81%	7.28%	9.41%	7.33%	7.28%	6.88%	7.52%	9.28%	9.06%	7.93%	7.46%	8.49%	8.17%	9.56%	9.22%	5.87%	6.57%	7.64%	8.01%	10.47%	8.14%	10.45%	11.26%	10.46%	10.21%	7.97%	7.15%	8.11%	8.19%	13.72%	14.99%	15.82%	13.09%	10.98%	13.75%	12.64%	11.13%	12.99%	10.36%	11.57%	11.05%	11.86%	14.45%	13.17%	9.62%	7.94%	7.98%	10.62%	10.43%	10.11%	11.00%	12.99%	10.48%	12.57%	12.30%	12.44%	11.27%	13.04%	12.64%	13.32%	13.06%	13.73%	9.24%	10.14%	2.08%	11.20%	9.49%	11.78%	11.27%	4.78%	9.31%	8.45%	13.15%	9.03%	9.26%	10.53%	7.24%	4.58%	11.33%	3.20%	0.00%	5.26%	4.44%	9.01%	3.59%	5.41%	6.45%									
23	Путин Владимир Владимирович	58016	228	417	679	907	358	550	606	580	828	929	1117	736	258	567	290	665	1275	701	712	840	419	753	243	728	807	668	648	605	581	801	730	723	695	386	918	825	880	791	903	681	978	437	849	664	475	242	367	621	220	394	542	397	404	768	419	764	577	899	430	857	348	403	627	551	500	567	473	710	845	904	886	450	643	764	223	617	503	803	373	591	205	468	513	963	957	194	955	490	682	1266	38	29	318	162	110	82	23	36	60	66	140	32	114									
		54.25%	55.75%	54.72%	50.75%	54.94%	50.21%	56.94%	49.39%	51.60%	56.91%	52.99%	60.31%	52.99%	53.75%	53.14%	64.44%	58.18%	52.73%	55.50%	54.94%	55.45%	55.42%	56.28%	50.73%	51.20%	53.37%	53.53%	55.53%	52.98%	52.72%	52.84%	55.18%	57.34%	55.64%	51.74%	55.70%	52.05%	54.66%	52.98%	57.77%	52.75%	55.47%	52.78%	57.25%	56.13%	58.07%	50.31%	53.42%	48.40%	47.21%	50.32%	53.61%	53.94%	58.38%	48.67%	56.39%	55.93%	53.57%	51.99%	49.71%	55.87%	53.13%	53.31%	53.77%	53.70%	53.76%	49.43%	52.56%	47.52%	57.48%	54.13%	57.98%	52.33%	44.99%	50.07%	50.34%	48.05%	46.57%	56.23%	57.47%	49.92%	85.42%	55.78%	59.38%	54.04%	55.03%	66.21%	60.06%	55.94%	49.56%	61.46%	70.37%	76.32%	63.98%	61.83%	73.33%	65.60%	69.70%	47.37%	66.67%	59.46%	71.79%	86.49%	73.55%									
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
