Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Kлепиковская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180									
		14.31%	14.81%	16.02%	16.86%	21.05%	11.78%	15.32%	13.23%	22.99%	15.04%	14.43%	14.43%	8.11%	8.87%	4.72%	7.58%	11.11%	12.50%	10.52%	15.20%	15.49%	18.11%	11.32%	8.77%	15.91%	8.65%	12.12%	9.32%	12.88%	19.15%	12.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	3	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	2	0	2	0									
		0.19%	0.39%	0.14%	0.00%	0.28%	0.18%	0.27%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.76%	0.72%	0.00%	1.06%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	218	35	14	20	14	15	13	6	16	10	9	3	0	1	1	1	12	2	13	7	0	5	2	3	0	4	3	3	0	4	2									
		2.28%	4.55%	2.00%	2.86%	3.88%	2.72%	3.49%	1.30%	2.92%	2.95%	1.80%	1.55%	0.00%	0.81%	0.94%	1.52%	3.03%	1.14%	2.10%	3.43%	0.00%	1.31%	1.89%	0.97%	0.00%	1.92%	1.14%	1.08%	0.00%	2.13%	1.15%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
