Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Жигулевская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №8276									
		0.85%	0.70%	0.75%	0.93%	0.65%	0.29%	1.53%	0.21%	0.58%	0.20%	0.87%	0.71%	1.01%	0.59%	0.91%	0.74%	0.39%	0.74%	0.51%	0.52%	0.26%	0.00%	0.65%	0.59%	0.18%	1.81%	11.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1028	77	91	62	49	78	46	32	30	40	53	42	67	46	38	36	31	53	50	52	7	2	23	4	5	5	9									
		3.98%	6.03%	6.82%	4.83%	3.99%	5.56%	3.06%	3.38%	5.78%	3.98%	5.10%	2.96%	4.51%	3.88%	3.45%	2.96%	3.00%	4.38%	3.65%	3.85%	1.81%	2.35%	2.97%	0.79%	0.90%	1.81%	2.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	2	2	4	1	2	4	1	1	1	1	1	3	0	2	2	1	3	0	5	0	0	2	2	0	0	1									
		0.16%	0.16%	0.15%	0.31%	0.08%	0.14%	0.27%	0.11%	0.19%	0.10%	0.10%	0.07%	0.20%	0.00%	0.18%	0.16%	0.10%	0.25%	0.00%	0.37%	0.00%	0.00%	0.26%	0.40%	0.00%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	541	11	5	23	15	38	37	14	10	11	18	16	29	22	28	16	13	20	17	29	2	0	14	7	5	2	139									
		2.09%	0.86%	0.37%	1.79%	1.22%	2.71%	2.46%	1.48%	1.93%	1.09%	1.73%	1.13%	1.95%	1.85%	2.54%	1.32%	1.26%	1.65%	1.24%	2.15%	0.52%	0.00%	1.81%	1.39%	0.90%	0.72%	37.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4607	195	205	211	206	317	281	170	75	178	172	214	293	235	262	236	207	232	235	246	71	22	124	82	72	51	15									
		17.82%	15.27%	15.37%	16.43%	16.79%	22.59%	18.70%	17.97%	14.45%	17.69%	16.54%	15.10%	19.74%	19.81%	23.77%	19.41%	20.04%	19.17%	17.18%	18.24%	18.39%	25.88%	16.00%	16.24%	12.99%	18.41%	4.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	1	4	10	4	5	6	3	1	4	2	5	11	5	7	5	1	2	4	6	0	0	3	8	0	1	2									
		0.39%	0.08%	0.30%	0.78%	0.33%	0.36%	0.40%	0.32%	0.19%	0.40%	0.19%	0.35%	0.74%	0.42%	0.64%	0.41%	0.10%	0.17%	0.29%	0.44%	0.00%	0.00%	0.39%	1.58%	0.00%	0.36%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1329	45	33	93	44	78	114	30	21	31	44	79	114	83	52	76	50	81	65	76	31	4	20	24	15	14	12									
		5.14%	3.52%	2.47%	7.24%	3.59%	5.56%	7.58%	3.17%	4.05%	3.08%	4.23%	5.58%	7.68%	6.99%	4.72%	6.25%	4.84%	6.69%	4.75%	5.63%	8.03%	4.71%	2.58%	4.75%	2.71%	5.05%	3.27%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
