Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Бузулукская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	2	2	3	1	2	3	1	0	1	0	6	8	0	1	0	9	2	0	3	4	0	0	2	2	2	3	7	3	2	2	0	9	0	1	0	4	2	0	3	5	2	2	3	3	10	4	1	0									
		1.04%	0.81%	1.09%	1.22%	2.00%	2.38%	1.49%	0.60%	0.00%	0.55%	0.00%	1.38%	2.41%	0.00%	0.55%	0.00%	1.71%	0.77%	0.00%	0.89%	2.14%	0.00%	0.00%	0.86%	3.39%	0.99%	0.98%	1.26%	1.49%	1.39%	1.33%	0.00%	1.09%	0.00%	0.31%	0.00%	1.27%	0.64%	0.00%	1.00%	1.23%	1.69%	0.91%	1.40%	0.93%	1.89%	1.02%	0.38%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	345	8	3	9	1	0	3	9	1	7	2	14	6	6	3	2	14	12	7	14	7	0	1	14	1	6	11	8	8	2	4	0	12	6	12	6	8	10	14	5	12	4	5	11	14	11	15	15	2									
		2.98%	3.23%	1.63%	3.67%	2.00%	0.00%	1.49%	5.39%	1.33%	3.85%	2.08%	3.23%	1.81%	2.29%	1.64%	2.74%	2.66%	4.63%	9.21%	4.17%	3.74%	0.00%	0.50%	6.03%	1.69%	2.96%	3.58%	1.44%	3.98%	1.39%	2.67%	0.00%	1.45%	3.14%	3.74%	6.32%	2.53%	3.18%	4.46%	1.67%	2.96%	3.39%	2.28%	5.14%	4.36%	2.08%	3.82%	5.73%	2.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	166	0	4	3	0	2	1	0	0	5	1	5	5	5	2	0	12	6	0	5	6	1	0	5	0	0	3	8	3	0	2	3	7	1	7	0	4	4	3	4	6	4	7	2	5	13	3	7	2									
		1.43%	0.00%	2.17%	1.22%	0.00%	2.38%	0.50%	0.00%	0.00%	2.75%	1.04%	1.15%	1.51%	1.91%	1.09%	0.00%	2.28%	2.32%	0.00%	1.49%	3.21%	1.61%	0.00%	2.16%	0.00%	0.00%	0.98%	1.44%	1.49%	0.00%	1.33%	4.48%	0.85%	0.52%	2.18%	0.00%	1.27%	1.27%	0.96%	1.33%	1.48%	3.39%	3.20%	0.93%	1.56%	2.46%	0.76%	2.67%	2.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4712	133	70	100	16	34	67	60	40	95	56	187	166	97	81	33	201	86	27	116	89	38	90	95	32	92	66	209	103	50	62	24	320	73	115	34	162	115	145	154	182	41	95	100	120	187	137	82	35									
		40.67%	53.63%	38.04%	40.82%	32.00%	40.48%	33.33%	35.93%	53.33%	52.20%	58.33%	43.09%	50.00%	37.02%	44.26%	45.21%	38.21%	33.20%	35.53%	34.52%	47.59%	61.29%	45.00%	40.95%	54.24%	45.32%	21.50%	37.59%	51.24%	34.72%	41.33%	35.82%	38.74%	38.22%	35.83%	35.79%	51.27%	36.62%	46.18%	51.33%	44.83%	34.75%	43.38%	46.73%	37.38%	35.42%	34.86%	31.30%	51.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	2	1	0	0	0	0	1	1	3	1	0	0	0	3	1	3	0	2	1	1	0	3	0	0	1	1	5	3	0	0									
		0.35%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.30%	0.00%	0.00%	0.00%	0.19%	0.00%	1.32%	0.60%	0.53%	0.00%	0.00%	0.00%	0.00%	0.49%	0.33%	0.54%	0.50%	0.00%	0.00%	0.00%	0.36%	0.52%	0.93%	0.00%	0.63%	0.32%	0.32%	0.00%	0.74%	0.00%	0.00%	0.47%	0.31%	0.95%	0.76%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	1	1	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.23%	0.00%	0.38%	0.00%	1.37%	0.00%	0.00%	0.00%	0.30%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.12%	0.52%	0.62%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.31%	0.19%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2813	38	47	76	16	20	60	42	23	50	19	97	64	78	57	17	105	47	10	66	30	13	62	47	15	63	59	153	38	51	35	22	224	48	77	25	66	98	67	63	97	30	56	63	74	140	102	55	8									
		24.28%	15.32%	25.54%	31.02%	32.00%	23.81%	29.85%	25.15%	30.67%	27.47%	19.79%	22.35%	19.28%	29.77%	31.15%	23.29%	19.96%	18.15%	13.16%	19.64%	16.04%	20.97%	31.00%	20.26%	25.42%	31.03%	19.22%	27.52%	18.91%	35.42%	23.33%	32.84%	27.12%	25.13%	23.99%	26.32%	20.89%	31.21%	21.34%	21.00%	23.89%	25.42%	25.57%	29.44%	23.05%	26.52%	25.95%	20.99%	11.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	1	1	0	0	0	0	1	0	0	0	1	0	2	0	0	3	2	0	0	1	0	2	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	2	1	1	0	2	1	2	1	3	0	0									
		0.28%	0.40%	0.54%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.23%	0.00%	0.76%	0.00%	0.00%	0.57%	0.77%	0.00%	0.00%	0.53%	0.00%	1.00%	0.00%	0.00%	0.00%	0.33%	0.18%	0.00%	0.00%	0.67%	0.00%	0.00%	0.52%	0.31%	0.00%	0.00%	0.00%	0.64%	0.33%	0.25%	0.00%	0.91%	0.47%	0.62%	0.19%	0.76%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	52	0	0	3	0	0	0	1	0	1	0	2	0	2	0	0	1	1	0	4	1	0	1	0	0	2	1	2	3	0	0	0	3	0	2	0	0	3	1	0	2	1	0	1	1	6	4	2	1									
		0.45%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.60%	0.00%	0.55%	0.00%	0.46%	0.00%	0.76%	0.00%	0.00%	0.19%	0.39%	0.00%	1.19%	0.53%	0.00%	0.50%	0.00%	0.00%	0.99%	0.33%	0.36%	1.49%	0.00%	0.00%	0.00%	0.36%	0.00%	0.62%	0.00%	0.00%	0.96%	0.32%	0.00%	0.49%	0.85%	0.00%	0.47%	0.31%	1.14%	1.02%	0.76%	1.47%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	1	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.60%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.67%	0.00%	0.00%	0.46%	0.00%	0.00%	0.19%	0.25%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	1	0	1	15	1	2	1	0	1	0	1	1	4	0	2	5	2	0	5	1	1	1	3	0	1	1	2	5	4	0	0	7	0	2	0	1	1	3	1	2	1	1	0	2	12	1	4	0									
		0.85%	0.40%	0.00%	0.41%	30.00%	1.19%	0.99%	0.60%	0.00%	0.55%	0.00%	0.23%	0.30%	1.53%	0.00%	2.74%	0.95%	0.77%	0.00%	1.49%	0.53%	1.61%	0.50%	1.29%	0.00%	0.49%	0.33%	0.36%	2.49%	2.78%	0.00%	0.00%	0.85%	0.00%	0.62%	0.00%	0.32%	0.32%	0.96%	0.33%	0.49%	0.85%	0.46%	0.00%	0.62%	2.27%	0.25%	1.53%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2456	55	35	39	0	21	59	42	5	18	16	86	67	55	26	18	143	89	29	101	37	5	33	45	7	22	45	116	19	28	34	15	190	49	83	26	57	65	62	53	84	29	37	24	78	116	90	84	19									
		21.20%	22.18%	19.02%	15.92%	0.00%	25.00%	29.35%	25.15%	6.67%	9.89%	16.67%	19.82%	20.18%	20.99%	14.21%	24.66%	27.19%	34.36%	38.16%	30.06%	19.79%	8.06%	16.50%	19.40%	11.86%	10.84%	14.66%	20.86%	9.45%	19.44%	22.67%	22.39%	23.00%	25.65%	25.86%	27.37%	18.04%	20.70%	19.75%	17.67%	20.69%	24.58%	16.89%	11.21%	24.30%	21.97%	22.90%	32.06%	27.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	1	2	2	0	1	0	1	0	0	0	2	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	2	3	0	2	0	3	1	1	1	2	1	1	4	2	1	1	0	2	1	5	3	0									
		0.45%	0.40%	1.09%	0.82%	0.00%	1.19%	0.00%	0.60%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.19%	0.39%	0.00%	0.60%	0.00%	0.00%	0.00%	0.43%	0.00%	0.99%	0.00%	0.36%	1.49%	0.00%	1.33%	0.00%	0.36%	0.52%	0.31%	1.05%	0.63%	0.32%	0.32%	1.33%	0.49%	0.85%	0.46%	0.00%	0.62%	0.19%	1.27%	1.15%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	296	6	9	6	0	0	2	1	2	2	1	8	11	7	10	0	21	7	0	10	5	3	5	11	1	1	6	27	7	7	1	2	28	6	9	0	5	8	5	1	7	2	4	3	9	12	15	3	0									
		2.55%	2.42%	4.89%	2.45%	0.00%	0.00%	0.99%	0.60%	2.67%	1.10%	1.04%	1.84%	3.31%	2.67%	5.46%	0.00%	3.99%	2.70%	0.00%	2.98%	2.67%	4.84%	2.50%	4.74%	1.69%	0.49%	1.95%	4.86%	3.48%	4.86%	0.67%	2.99%	3.39%	3.14%	2.80%	0.00%	1.58%	2.55%	1.59%	0.33%	1.72%	1.69%	1.83%	1.40%	2.80%	2.27%	3.82%	1.15%	0.00%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
