Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    ТИК Кировского района г.Перми																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040	УИК №3041	УИК №3042	УИК №3043	УИК №3044	УИК №3045	УИК №3046	УИК №3047	УИК №3048	УИК №3049	УИК №3050	УИК №3051	УИК №3052	УИК №3053	УИК №3054	УИК №3055					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2110	40	40	40	40	40	40	40	40	40	50	40	40	40	50	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	50	40	40	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1244	21	19	19	24	22	11	30	14	16	40	23	24	10	41	20	22	20	26	20	15	12	19	24	31	28	21	23	21	34	15	25	29	29	24	23	40	11	24	15	33	4	39	26	28	39	25	24	38	22	44	29	8	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	776	8	10	4	16	7	14	12	17	13	11	2	10	5	19	11	15	9	9	2	15	7	4	14	9	11	11	15	7	14	5	15	5	11	2	12	33	9	5	6	0	19	7	10	4	10	4	22	12	12	11	18	1	67	102	73					
14	Число погашенных неиспользованных открепительных удостоверений	866	19	21	21	16	18	29	10	26	24	10	17	16	30	9	20	18	20	14	20	25	28	21	16	9	12	19	17	19	6	25	15	11	11	16	17	0	29	16	25	7	36	1	14	12	1	15	16	2	18	6	11	32	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	1503	34	28	24	39	26	18	29	33	21	32	34	30	8	18	21	33	20	26	24	33	19	32	35	29	36	32	37	31	40	22	32	31	39	34	32	38	32	30	18	35	10	22	31	24	30	11	32	32	43	30	24	13	30	5	1					
		2.86%	4.13%	2.91%	2.38%	2.60%	3.47%	2.28%	2.50%	3.90%	2.15%	3.12%	3.13%	2.97%	2.10%	1.91%	2.20%	3.03%	2.62%	2.75%	2.77%	3.29%	2.37%	2.96%	3.44%	2.38%	2.95%	3.33%	3.76%	2.79%	3.32%	2.79%	3.31%	2.55%	2.80%	3.04%	2.26%	3.04%	2.94%	2.83%	2.14%	3.65%	2.56%	1.99%	3.14%	2.69%	2.63%	1.86%	3.05%	2.74%	4.27%	2.51%	2.27%	4.04%	6.12%	1.76%	0.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	877	2	16	20	28	9	7	15	11	7	14	16	15	3	15	9	17	16	9	12	20	12	21	13	24	23	18	19	28	11	12	16	31	29	19	17	30	36	25	16	13	14	17	10	17	26	12	20	25	15	12	17	4	5	3	6					
		1.67%	0.24%	1.66%	1.98%	1.87%	1.20%	0.89%	1.29%	1.30%	0.72%	1.37%	1.47%	1.48%	0.79%	1.59%	0.94%	1.56%	2.10%	0.95%	1.38%	1.99%	1.50%	1.94%	1.28%	1.97%	1.89%	1.88%	1.93%	2.52%	0.91%	1.52%	1.65%	2.55%	2.08%	1.70%	1.20%	2.40%	3.31%	2.36%	1.90%	1.36%	3.59%	1.54%	1.01%	1.90%	2.28%	2.03%	1.91%	2.14%	1.49%	1.00%	1.61%	1.24%	1.02%	1.06%	2.78%					
20	3.Политическая партия «Демократическая партия России»	101	0	2	0	3	1	1	1	0	1	0	1	1	1	3	0	2	0	3	1	2	2	0	5	1	4	2	0	0	2	2	0	0	3	2	2	4	3	3	3	3	2	1	4	3	3	6	6	3	3	3	0	0	1	1	1					
		0.19%	0.00%	0.21%	0.00%	0.20%	0.13%	0.13%	0.09%	0.00%	0.10%	0.00%	0.09%	0.10%	0.26%	0.32%	0.00%	0.18%	0.00%	0.32%	0.12%	0.20%	0.25%	0.00%	0.49%	0.08%	0.33%	0.21%	0.00%	0.00%	0.17%	0.25%	0.00%	0.00%	0.22%	0.18%	0.14%	0.32%	0.28%	0.28%	0.36%	0.31%	0.51%	0.09%	0.40%	0.34%	0.26%	1.01%	0.57%	0.26%	0.30%	0.25%	0.00%	0.00%	0.20%	0.35%	0.46%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8301	110	127	156	193	97	115	195	131	179	161	180	143	42	177	147	262	163	255	178	232	170	260	169	215	232	149	182	233	227	124	156	182	217	149	219	150	171	190	95	128	41	173	120	134	135	76	128	129	137	145	88	17	62	38	17					
		15.82%	13.37%	13.22%	15.48%	12.86%	12.93%	14.56%	16.78%	15.47%	18.34%	15.71%	16.54%	14.14%	11.02%	18.81%	15.38%	24.04%	21.39%	26.98%	20.53%	23.11%	21.22%	24.03%	16.62%	17.64%	19.02%	15.52%	18.48%	20.95%	18.84%	15.72%	16.13%	14.95%	15.57%	13.33%	15.49%	11.99%	15.72%	17.94%	11.27%	13.35%	10.51%	15.71%	12.15%	15.01%	11.85%	12.84%	12.21%	11.06%	13.62%	12.13%	8.34%	5.28%	12.65%	13.38%	7.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1677	24	25	35	48	14	14	29	15	17	25	51	24	4	34	19	52	37	24	36	28	14	35	36	34	49	41	36	38	42	21	38	64	56	40	39	51	41	38	37	28	10	28	27	41	51	19	29	27	35	36	22	0	10	5	4					
		3.20%	2.92%	2.60%	3.47%	3.20%	1.87%	1.77%	2.50%	1.77%	1.74%	2.44%	4.69%	2.37%	1.05%	3.61%	1.99%	4.77%	4.86%	2.54%	4.15%	2.79%	1.75%	3.23%	3.54%	2.79%	4.02%	4.27%	3.65%	3.42%	3.49%	2.66%	3.93%	5.26%	4.02%	3.58%	2.76%	4.08%	3.77%	3.59%	4.39%	2.92%	2.56%	2.54%	2.73%	4.59%	4.48%	3.21%	2.77%	2.32%	3.48%	3.01%	2.09%	0.00%	2.04%	1.76%	1.85%					
23	6.Политическая партия «Партия социальной справедливости»	126	4	4	3	1	2	1	2	2	4	5	1	1	0	0	2	5	1	2	3	4	0	4	1	3	3	1	6	4	5	2	0	2	5	2	3	4	1	0	1	4	0	6	5	1	1	2	3	1	1	4	1	0	0	1	2					
		0.24%	0.49%	0.42%	0.30%	0.07%	0.27%	0.13%	0.17%	0.24%	0.41%	0.49%	0.09%	0.10%	0.00%	0.00%	0.21%	0.46%	0.13%	0.21%	0.35%	0.40%	0.00%	0.37%	0.10%	0.25%	0.25%	0.10%	0.61%	0.36%	0.41%	0.25%	0.00%	0.16%	0.36%	0.18%	0.21%	0.32%	0.09%	0.00%	0.12%	0.42%	0.00%	0.54%	0.51%	0.11%	0.09%	0.34%	0.29%	0.09%	0.10%	0.33%	0.09%	0.00%	0.00%	0.35%	0.93%					
24	7.Политическая партия «Либерально-демократическая партия России»	7715	128	147	152	236	143	117	190	112	137	145	156	140	76	124	171	150	109	143	99	148	122	140	149	194	177	115	149	170	178	126	152	185	196	163	184	215	171	145	119	151	64	187	137	130	163	106	133	199	142	160	126	41	58	18	27					
		14.70%	15.55%	15.30%	15.08%	15.72%	19.07%	14.81%	16.35%	13.22%	14.04%	14.15%	14.34%	13.85%	19.95%	13.18%	17.89%	13.76%	14.30%	15.13%	11.42%	14.74%	15.23%	12.94%	14.65%	15.91%	14.51%	11.98%	15.13%	15.29%	14.77%	15.97%	15.72%	15.20%	14.06%	14.58%	13.01%	17.19%	15.72%	13.69%	14.12%	15.75%	16.41%	16.98%	13.87%	14.56%	14.31%	17.91%	12.69%	17.07%	14.12%	13.39%	11.94%	12.73%	11.84%	6.34%	12.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3701	62	58	79	88	48	47	82	69	58	70	65	64	25	72	46	65	52	47	59	58	69	71	87	98	88	81	78	89	108	44	73	101	115	82	96	80	64	82	70	70	40	77	63	75	73	38	63	88	80	79	72	20	39	20	14					
		7.05%	7.53%	6.04%	7.84%	5.86%	6.40%	5.95%	7.06%	8.15%	5.94%	6.83%	5.97%	6.33%	6.56%	7.65%	4.81%	5.96%	6.82%	4.97%	6.81%	5.78%	8.61%	6.56%	8.55%	8.04%	7.21%	8.44%	7.92%	8.00%	8.96%	5.58%	7.55%	8.30%	8.25%	7.33%	6.79%	6.39%	5.88%	7.74%	8.30%	7.30%	10.26%	6.99%	6.38%	8.40%	6.41%	6.42%	6.01%	7.55%	7.95%	6.61%	6.82%	6.21%	7.96%	7.04%	6.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	441	6	14	10	23	2	5	9	7	11	2	4	6	0	5	5	16	5	9	6	9	7	2	10	13	7	9	2	11	9	5	9	3	11	8	11	14	12	11	9	7	4	8	3	4	10	5	6	23	15	15	13	1	5	1	4					
		0.84%	0.73%	1.46%	0.99%	1.53%	0.27%	0.63%	0.77%	0.83%	1.13%	0.20%	0.37%	0.59%	0.00%	0.53%	0.52%	1.47%	0.66%	0.95%	0.69%	0.90%	0.87%	0.18%	0.98%	1.07%	0.57%	0.94%	0.20%	0.99%	0.75%	0.63%	0.93%	0.25%	0.79%	0.72%	0.78%	1.12%	1.10%	1.04%	1.07%	0.73%	1.03%	0.73%	0.30%	0.45%	0.88%	0.84%	0.57%	1.97%	1.49%	1.26%	1.23%	0.31%	1.02%	0.35%	1.85%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26370	426	517	504	801	398	445	583	434	511	540	554	543	215	469	516	455	325	407	419	428	370	480	477	570	566	461	440	470	544	394	459	568	660	590	765	617	531	508	440	484	186	546	565	441	612	299	596	597	501	685	653	215	269	187	134					
		50.25%	51.76%	53.80%	50.00%	53.36%	53.07%	56.33%	50.17%	51.24%	52.36%	52.68%	50.92%	53.71%	56.43%	49.84%	53.97%	41.74%	42.65%	43.07%	48.33%	42.63%	46.19%	44.36%	46.90%	46.76%	46.39%	48.02%	44.67%	42.27%	45.15%	49.94%	47.47%	46.67%	47.35%	52.77%	54.10%	49.32%	48.81%	47.97%	52.19%	50.47%	47.69%	49.59%	57.19%	49.38%	53.73%	50.51%	56.87%	51.20%	49.80%	57.32%	61.90%	66.77%	54.90%	65.85%	62.04%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1074	10	13	13	27	6	12	15	20	17	16	13	23	1	13	12	25	22	15	23	26	10	22	23	32	23	36	18	35	29	23	22	37	48	16	31	37	14	20	29	19	14	28	16	16	18	12	19	23	26	14	23	6	7	3	3					
		2.05%	1.22%	1.35%	1.29%	1.80%	0.80%	1.52%	1.29%	2.36%	1.74%	1.56%	1.19%	2.27%	0.26%	1.38%	1.26%	2.29%	2.89%	1.59%	2.65%	2.59%	1.25%	2.03%	2.26%	2.63%	1.89%	3.75%	1.83%	3.15%	2.41%	2.92%	2.28%	3.04%	3.44%	1.43%	2.19%	2.96%	1.29%	1.89%	3.44%	1.98%	3.59%	2.54%	1.62%	1.79%	1.58%	2.03%	1.81%	1.97%	2.58%	1.17%	2.18%	1.86%	1.43%	1.06%	1.39%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
