Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Район Филёвский парк																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №3190	УИК №3191									
		0.19%	0.08%	0.28%	0.32%	0.42%	0.0%	0.42%	0.28%	0.12%	0.16%	0.14%	0.39%	0.20%	0.07%	0.13%	0.1%	0.23%	0.24%	0.21%	0.13%	0.33%	0.0%	0.0%	0.15%	0.0%	0.0%									
33	"16. ""Родина"" (народно-патриотический союз)"""	4451	181	231	194	151	150	239	238	122	187	207	299	154	257	103	168	124	179	200	220	215	207	285	93	44	3									
		16.13%	14.78%	16.59%	15.63%	15.97%	19.15%	17.12%	17.18%	15.78%	15.14%	14.93%	19.59%	16.05%	18.54%	13.93%	16.8%	14.58%	14.85%	14.43%	15.03%	14.35%	15.97%	19.10%	14.15%	14.01%	5.55%									
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	2	0	2	2	1	3	3	2	2	3	0	0	3	0	2	2	4	3	1	0	1	0	0	2	0									
		0.13%	0.16%	0.0%	0.16%	0.21%	0.12%	0.21%	0.21%	0.25%	0.16%	0.21%	0.0%	0.0%	0.21%	0.0%	0.2%	0.23%	0.33%	0.21%	0.06%	0.0%	0.07%	0.0%	0.0%	0.63%	0.0%									
35	"18. ""ЛДПР"""	1714	73	74	75	41	44	75	103	33	94	94	90	42	63	44	81	71	77	112	104	97	84	74	47	15	7									
		6.21%	5.96%	5.31%	6.04%	4.33%	5.61%	5.37%	7.43%	4.26%	7.61%	6.78%	5.89%	4.37%	4.54%	5.95%	8.1%	8.35%	6.39%	8.08%	7.10%	6.47%	6.48%	4.95%	7.15%	4.77%	12.96%									
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	227	19	13	5	3	3	10	6	10	7	20	11	7	10	4	9	8	8	16	16	9	15	9	5	4	0									
		0.82%	1.55%	0.93%	0.40%	0.31%	0.38%	0.71%	0.43%	1.29%	0.56%	1.44%	0.72%	0.72%	0.72%	0.54%	0.9%	0.94%	0.66%	1.15%	1.09%	0.60%	1.15%	0.60%	0.76%	1.27%	0.0%									
37	"20. ""Политическая партия ""Единая Россия"""	9238	449	476	410	289	236	396	440	225	418	463	500	308	422	233	377	335	374	509	489	518	505	467	234	137	28									
		33.48%	36.68%	34.19%	33.03%	30.58%	30.14%	28.36%	31.76%	29.10%	33.84%	33.40%	32.76%	32.11%	30.44%	31.52%	37.7%	39.41%	31.03%	36.72%	33.42%	34.57%	38.96%	31.30%	35.61%	43.63%	51.85%									
38	"21. ""Российская Конституционно-демократическая партия"""	32	0	1	4	1	2	2	1	1	0	5	1	1	0	0	1	2	0	3	2	1	2	0	1	1	0									
		0.11%	0.0%	0.07%	0.32%	0.10%	0.25%	0.14%	0.07%	0.12%	0.0%	0.36%	0.06%	0.10%	0.0%	0.0%	0.1%	0.23%	0.0%	0.21%	0.13%	0.06%	0.15%	0.0%	0.15%	0.31%	0.0%									
39	"22. ""Развитие предпринимательства"""	78	3	1	3	0	2	4	4	0	5	7	5	0	3	3	0	1	8	5	1	7	7	4	3	2	0									
		0.28%	0.24%	0.07%	0.24%	0.0%	0.25%	0.28%	0.28%	0.0%	0.40%	0.50%	0.32%	0.0%	0.21%	0.40%	0.0%	0.11%	0.66%	0.36%	0.06%	0.46%	0.54%	0.26%	0.45%	0.63%	0.0%									
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2084	68	102	88	92	56	130	111	61	89	111	86	73	135	47	59	66	73	82	108	118	124	135	45	23	2									
		7.55%	5.55%	7.32%	7.09%	9.73%	7.15%	9.31%	8.01%	7.89%	7.20%	8.00%	5.63%	7.61%	9.74%	6.35%	5.9%	7.76%	6.05%	5.91%	7.38%	7.87%	9.56%	9.04%	6.84%	7.32%	3.70%									
																																				
41	Против всех	1787	71	96	71	72	34	82	92	49	88	87	132	42	75	64	75	54	62	102	109	114	72	71	43	28	2									
		6.47%	5.80%	6.89%	5.72%	7.61%	4.34%	5.87%	6.64%	6.33%	7.12%	6.27%	8.65%	4.37%	5.41%	8.66%	7.5%	6.35%	5.14%	7.35%	7.45%	7.61%	5.55%	4.75%	6.54%	8.91%	3.70%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
