Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Грайворонская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	186	16	19	11	8	1	5	11	3	6	4	13	1	2	0	8	5	1	0	4	3	5	5	5	3	2	0	0	2	4	2	1	5	0	4	1	3	23									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	120	10	11	6	3	2	7	7	4	5	7	4	4	2	2	2	2	3	1	3	2	1	3	1	1	2	1	1	2	1	1	2	5	1	1	1	1	8									
14	Число погашенных неиспользованных открепительных удостоверений	107	4	1	4	2	2	3	4	0	4	6	2	2	3	5	2	3	4	5	6	7	1	0	0	0	3	3	5	3	6	3	4	0	3	1	2	2	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	94	6	5	8	6	0	1	2	0	3	0	2	1	2	0	4	5	0	1	1	1	0	0	2	2	0	0	1	5	1	0	0	3	1	0	1	8	22									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	189	11	12	20	20	0	0	13	10	11	0	7	2	3	2	21	3	0	2	2	4	4	0	1	4	2	0	1	0	3	5	1	6	0	5	0	2	12									
		1.11%	1.18%	1.49%	2.75%	2.33%	0.00%	0.00%	1.63%	3.29%	1.94%	0.00%	1.19%	0.75%	1.12%	0.83%	1.99%	0.76%	0.00%	0.41%	0.30%	0.78%	2.16%	0.00%	0.44%	2.23%	0.51%	0.00%	0.50%	0.00%	0.33%	2.08%	0.35%	1.50%	0.00%	1.19%	0.00%	0.43%	0.91%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	215	5	11	6	10	0	8	15	7	22	5	16	2	2	2	10	9	0	5	3	9	2	6	3	2	2	1	3	11	2	5	2	3	0	9	0	7	10									
		1.26%	0.54%	1.36%	0.83%	1.17%	0.00%	1.41%	1.88%	2.30%	3.88%	1.24%	2.73%	0.75%	0.75%	0.83%	0.95%	2.28%	0.00%	1.03%	0.45%	1.75%	1.08%	1.73%	1.33%	1.12%	0.51%	0.74%	1.49%	2.89%	0.22%	2.08%	0.70%	0.75%	0.00%	2.14%	0.00%	1.52%	0.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	245	7	11	12	19	0	6	14	11	19	9	12	4	2	1	19	8	2	5	12	3	1	0	2	1	3	0	3	2	5	2	0	11	4	10	0	5	20									
		1.43%	0.75%	1.36%	1.65%	2.22%	0.00%	1.06%	1.76%	3.62%	3.35%	2.23%	2.05%	1.49%	0.75%	0.41%	1.80%	2.03%	0.86%	1.03%	1.80%	0.58%	0.54%	0.00%	0.89%	0.56%	0.77%	0.00%	1.49%	0.53%	0.55%	0.83%	0.00%	2.74%	3.67%	2.38%	0.00%	1.08%	1.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11643	659	492	437	516	108	435	506	176	358	220	292	198	230	179	638	239	153	366	496	351	151	261	197	125	298	99	156	236	635	197	219	203	83	313	100	353	968									
		68.13%	70.71%	61.04%	60.19%	60.21%	87.80%	76.72%	63.57%	57.89%	63.14%	54.46%	49.83%	73.88%	86.14%	74.27%	60.53%	60.66%	65.95%	75.46%	74.47%	68.16%	81.62%	75.43%	87.56%	69.83%	76.21%	72.79%	77.61%	62.11%	70.32%	82.08%	76.57%	50.62%	76.15%	74.35%	89.29%	76.57%	73.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	68	4	4	1	7	0	0	2	1	7	1	5	1	0	0	5	1	0	0	1	1	0	0	1	1	1	0	0	2	2	0	0	2	0	2	0	1	15									
		0.40%	0.43%	0.50%	0.14%	0.82%	0.00%	0.00%	0.25%	0.33%	1.23%	0.25%	0.85%	0.37%	0.00%	0.00%	0.47%	0.25%	0.00%	0.00%	0.15%	0.19%	0.00%	0.00%	0.44%	0.56%	0.26%	0.00%	0.00%	0.53%	0.22%	0.00%	0.00%	0.50%	0.00%	0.48%	0.00%	0.22%	1.13%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	0	0	5	0	2	1	3	6	0	0	1	0	0	4	0	0	2	1	0	1	0	0	0	0	2	0	0	1	0	0	2	0	1	0	1	3									
		0.21%	0.00%	0.00%	0.00%	0.58%	0.00%	0.35%	0.13%	0.99%	1.06%	0.00%	0.00%	0.37%	0.00%	0.00%	0.38%	0.00%	0.00%	0.41%	0.15%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.11%	0.00%	0.00%	0.50%	0.00%	0.24%	0.00%	0.22%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2017	80	83	121	101	8	55	108	43	65	61	122	25	15	38	159	66	35	60	52	61	19	24	8	22	21	14	13	54	90	10	28	89	17	53	8	41	148									
		11.80%	8.58%	10.30%	16.67%	11.79%	6.50%	9.70%	13.57%	14.14%	11.46%	15.10%	20.82%	9.33%	5.62%	15.77%	15.09%	16.75%	15.09%	12.37%	7.81%	11.84%	10.27%	6.94%	3.56%	12.29%	5.37%	10.29%	6.47%	14.21%	9.97%	4.17%	9.79%	22.19%	15.60%	12.59%	7.14%	8.89%	11.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	2	0	3	2	0	1	1	0	0	0	0	1	0	0	4	1	0	0	3	2	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0									
		0.15%	0.21%	0.00%	0.41%	0.23%	0.00%	0.18%	0.13%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.38%	0.25%	0.00%	0.00%	0.45%	0.39%	0.00%	0.29%	0.00%	1.12%	0.26%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	55	11	4	2	4	0	1	2	4	2	2	1	1	0	0	6	4	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	2									
		0.32%	1.18%	0.50%	0.28%	0.47%	0.00%	0.18%	0.25%	1.32%	0.35%	0.50%	0.17%	0.37%	0.00%	0.00%	0.57%	1.02%	0.00%	0.21%	0.00%	0.39%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.11%	0.00%	0.00%	0.25%	0.00%	0.24%	0.00%	0.22%	0.15%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.03%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.41%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	3	4	2	6	0	0	0	2	0	0	3	1	0	0	6	1	3	1	6	5	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	3									
		0.31%	0.32%	0.50%	0.28%	0.70%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.51%	0.37%	0.00%	0.00%	0.57%	0.25%	1.29%	0.21%	0.90%	0.97%	0.54%	0.00%	0.44%	0.00%	0.26%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1571	92	97	80	59	7	32	101	34	47	52	96	22	10	13	120	39	30	26	55	54	6	23	10	17	50	19	14	48	63	17	27	56	5	20	2	41	87									
		9.19%	9.87%	12.03%	11.02%	6.88%	5.69%	5.64%	12.69%	11.18%	8.29%	12.87%	16.38%	8.21%	3.75%	5.39%	11.39%	9.90%	12.93%	5.36%	8.26%	10.49%	3.24%	6.65%	4.44%	9.50%	12.79%	13.97%	6.97%	12.63%	6.98%	7.08%	9.44%	13.97%	4.59%	4.75%	1.79%	8.89%	6.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	0	4	3	0	0	2	0	0	0	3	0	0	0	6	1	0	0	2	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	4									
		0.19%	0.11%	0.00%	0.55%	0.35%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.57%	0.25%	0.00%	0.00%	0.30%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.22%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.22%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	771	45	86	32	95	0	23	20	11	16	48	21	3	2	3	43	18	9	17	25	19	0	30	2	1	12	1	7	24	92	4	5	18	0	4	1	2	32									
		4.51%	4.83%	10.67%	4.41%	11.09%	0.00%	4.06%	2.51%	3.62%	2.82%	11.88%	3.58%	1.12%	0.75%	1.24%	4.08%	4.57%	3.88%	3.51%	3.75%	3.69%	0.00%	8.67%	0.89%	0.56%	3.07%	0.74%	3.48%	6.32%	10.19%	1.67%	1.75%	4.49%	0.00%	0.95%	0.89%	0.43%	2.42%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
