Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Куртамышская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562					
		0.85%	0.70%	0.82%	1.09%	0.71%	0.45%	1.37%	0.84%	1.51%	0.94%	1.51%	1.20%	0.99%	1.56%	0.62%	0.45%	1.68%	1.27%	0.99%	1.54%	0.00%	0.35%	0.00%	1.79%	1.42%	0.00%	0.00%	0.76%	0.85%	1.82%	0.78%	1.41%	0.00%	0.32%	0.53%	0.69%	0.60%	0.93%	0.00%	0.80%	1.30%	0.82%	1.15%	0.00%	0.00%	1.62%	0.00%	0.45%	0.27%	1.08%	0.56%	0.00%	0.00%	0.69%	0.33%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	9914	553	461	329	216	336	352	499	274	398	461	159	181	42	285	226	32	101	39	200	56	126	47	85	181	51	33	60	177	36	161	58	37	181	114	62	116	277	58	148	34	290	119	78	128	200	58	152	286	244	132	80	44	250	304	29	63	61	71	51	32					
		53.13%	48.34%	47.04%	51.41%	51.06%	50.37%	48.22%	46.59%	46.05%	53.71%	58.13%	47.89%	59.93%	32.81%	59.25%	51.25%	26.89%	42.62%	38.61%	61.73%	65.12%	44.21%	48.96%	75.89%	42.69%	46.79%	58.93%	45.45%	50.28%	65.45%	63.14%	81.69%	84.09%	57.46%	60.96%	43.06%	69.05%	64.72%	74.36%	59.20%	44.16%	47.78%	45.59%	53.06%	61.24%	54.05%	59.79%	69.09%	75.86%	52.93%	73.33%	87.91%	49.44%	57.74%	50.84%	29.00%	67.74%	50.83%	58.68%	73.91%	74.42%					
22	. Хакамада Ирина Муцуовна	281	18	16	17	7	19	10	19	11	10	12	5	3	2	4	4	2	5	1	6	2	1	0	2	7	2	1	3	4	0	2	2	1	5	1	1	1	5	0	2	0	1	2	1	7	4	2	2	5	13	2	0	2	6	10	1	2	1	7	0	0					
		1.51%	1.57%	1.63%	2.66%	1.65%	2.85%	1.37%	1.77%	1.85%	1.35%	1.51%	1.51%	0.99%	1.56%	0.83%	0.91%	1.68%	2.11%	0.99%	1.85%	2.33%	0.35%	0.00%	1.79%	1.65%	1.83%	1.79%	2.27%	1.14%	0.00%	0.78%	2.82%	2.27%	1.59%	0.53%	0.69%	0.60%	1.17%	0.00%	0.80%	0.00%	0.16%	0.77%	0.68%	3.35%	1.08%	2.06%	0.91%	1.33%	2.82%	1.11%	0.00%	2.25%	1.39%	1.67%	1.00%	2.15%	0.83%	5.79%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	6529	437	401	218	155	253	284	440	228	243	236	130	93	69	158	173	70	101	57	77	20	116	35	13	174	47	18	52	146	17	68	7	4	111	50	67	34	118	20	61	27	260	101	55	57	126	22	51	68	148	33	5	27	123	230	68	18	49	38	14	8					
		34.99%	38.20%	40.92%	34.06%	36.64%	37.93%	38.90%	41.08%	38.32%	32.79%	29.76%	39.16%	30.79%	53.91%	32.85%	39.23%	58.82%	42.62%	56.44%	23.77%	23.26%	40.70%	36.46%	11.61%	41.04%	43.12%	32.14%	39.39%	41.48%	30.91%	26.67%	9.86%	9.09%	35.24%	26.74%	46.53%	20.24%	27.57%	25.64%	24.40%	35.06%	42.83%	38.70%	37.41%	27.27%	34.05%	22.68%	23.18%	18.04%	32.10%	18.33%	5.49%	30.34%	28.41%	38.46%	68.00%	19.35%	40.83%	31.40%	20.29%	18.60%					
																																																																			
24	Против всех	388	28	25	12	10	11	24	25	13	21	24	9	5	1	10	8	2	1	2	8	2	6	3	1	9	1	1	4	6	0	10	0	2	6	4	1	1	2	0	8	0	18	1	1	8	2	1	1	5	8	0	1	5	12	12	1	3	1	2	0	0					
		2.08%	2.45%	2.55%	1.88%	2.36%	1.65%	3.29%	2.33%	2.18%	2.83%	3.03%	2.71%	1.66%	0.78%	2.08%	1.81%	1.68%	0.42%	1.98%	2.47%	2.33%	2.11%	3.12%	0.89%	2.12%	0.92%	1.79%	3.03%	1.70%	0.00%	3.92%	0.00%	4.55%	1.90%	2.14%	0.69%	0.60%	0.47%	0.00%	3.20%	0.00%	2.97%	0.38%	0.68%	3.83%	0.54%	1.03%	0.45%	1.33%	1.74%	0.00%	1.10%	5.62%	2.77%	2.01%	1.00%	3.23%	0.83%	1.65%	0.00%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
