Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Усть-Канская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №242									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	155	6	7	0	6	1	2	3	4	7	4	13	7	9	10	1	1	19	2	7	4	8	0	3	10	21									
		2.57%	3.97%	4.27%	0.00%	3.06%	1.96%	2.99%	2.08%	3.28%	2.29%	3.92%	1.76%	2.55%	1.83%	1.90%	1.69%	1.45%	2.86%	2.25%	3.45%	5.97%	2.99%	0.00%	3.16%	3.03%	2.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	48	0	0	3	1	0	0	2	1	0	0	10	3	2	8	0	1	10	0	0	1	3	0	0	0	3									
		0.79%	0.00%	0.00%	3.85%	0.51%	0.00%	0.00%	1.39%	0.82%	0.00%	0.00%	1.35%	1.09%	0.41%	1.52%	0.00%	1.45%	1.50%	0.00%	0.00%	1.49%	1.12%	0.00%	0.00%	0.00%	0.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3865	77	112	54	128	36	38	105	85	228	80	418	202	330	346	42	47	472	59	150	43	165	39	55	168	386									
		63.98%	50.99%	68.29%	69.23%	65.31%	70.59%	56.72%	72.92%	69.67%	74.51%	78.43%	56.49%	73.45%	67.21%	65.90%	71.19%	68.12%	70.98%	66.29%	73.89%	64.18%	61.80%	63.93%	57.89%	50.91%	53.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	0	1	0	0	1	0	1	1	2	1	4	1	0	1	0	1	1	0	2	0	1	0	0	0	3									
		0.35%	0.00%	0.61%	0.00%	0.00%	1.96%	0.00%	0.69%	0.82%	0.65%	0.98%	0.54%	0.36%	0.00%	0.19%	0.00%	1.45%	0.15%	0.00%	0.99%	0.00%	0.37%	0.00%	0.00%	0.00%	0.41%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3									
		0.13%	0.00%	0.61%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	501	5	18	14	27	10	10	6	3	8	2	92	4	35	31	4	3	29	4	8	5	43	15	2	39	84									
		8.29%	3.31%	10.98%	17.95%	13.78%	19.61%	14.93%	4.17%	2.46%	2.61%	1.96%	12.43%	1.45%	7.13%	5.90%	6.78%	4.35%	4.36%	4.49%	3.94%	7.46%	16.10%	24.59%	2.11%	11.82%	11.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	95	4	0	0	0	0	1	3	0	12	2	16	3	8	11	1	0	9	3	2	2	0	0	0	1	17									
		1.57%	2.65%	0.00%	0.00%	0.00%	0.00%	1.49%	2.08%	0.00%	3.92%	1.96%	2.16%	1.09%	1.63%	2.10%	1.69%	0.00%	1.35%	3.37%	0.99%	2.99%	0.00%	0.00%	0.00%	0.30%	2.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	0	2	0	1	0	0	2	1	6	5	6	0	1	1	0	0	0	0	1	0	0	0	0	1	2									
		0.48%	0.00%	1.22%	0.00%	0.51%	0.00%	0.00%	1.39%	0.82%	1.96%	4.90%	0.81%	0.00%	0.20%	0.19%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.30%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	0	0	0	0	0	0	0	0	0	1	5	0	1	5	0	3	3	0	0	0	1	2	0	0	2									
		0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.68%	0.00%	0.20%	0.95%	0.00%	4.35%	0.45%	0.00%	0.00%	0.00%	0.37%	3.28%	0.00%	0.00%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	787	44	12	5	21	1	9	13	17	34	4	99	41	42	61	6	3	66	13	26	6	32	4	30	86	112									
		13.03%	29.14%	7.32%	6.41%	10.71%	1.96%	13.43%	9.03%	13.93%	11.11%	3.92%	13.38%	14.91%	8.55%	11.62%	10.17%	4.35%	9.92%	14.61%	12.81%	8.96%	11.99%	6.56%	31.58%	26.06%	15.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	4	0	0	0	0	0	0	0	3	1	4	0	6	10	0	1	4	0	1	1	1	0	0	5	5									
		0.76%	2.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.98%	0.54%	0.00%	1.22%	1.90%	0.00%	1.45%	0.60%	0.00%	0.49%	1.49%	0.37%	0.00%	0.00%	1.52%	0.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	127	4	3	0	5	0	1	2	2	0	0	29	2	8	4	1	1	9	3	3	1	5	0	1	2	41									
		2.10%	2.65%	1.83%	0.00%	2.55%	0.00%	1.49%	1.39%	1.64%	0.00%	0.00%	3.92%	0.73%	1.63%	0.76%	1.69%	1.45%	1.35%	3.37%	1.48%	1.49%	1.87%	0.00%	1.05%	0.61%	5.66%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
