Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Калачеевская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	754	24	15	10	34	10	18	24	37	20	5	40	25	22	23	12	7	8	28	21	9	24	4	4	27	33	7	29	20	46	7	10	5	6	24	24	9	5	4	17	12	11	34									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	604	9	15	4	5	2	13	5	9	20	4	40	25	22	23	12	4	8	28	21	9	8	4	4	7	33	7	29	20	46	7	10	5	6	24	24	9	5	4	17	12	11	34									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	108	5	14	6	4	1	4	3	4	1	2	0	3	2	5	1	0	3	2	2	0	3	4	1	4	6	3	8	1	0	1	2	1	1	1	2	0	0	2	2	2	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	150	15	0	6	29	8	5	19	28	0	1	0	0	0	0	0	3	0	0	0	0	16	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	1	2	0	4	0	4	3	0	3	0	3	3	2	1	5	2	0	2	3	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	234	14	7	7	10	4	13	6	29	6	1	4	13	4	10	1	2	4	15	1	1	4	2	0	10	3	5	9	4	3	2	0	0	9	0	5	2	2	0	7	8	4	3									
		0.95%	1.34%	0.80%	2.55%	1.01%	0.99%	0.75%	0.72%	3.01%	1.11%	0.50%	0.32%	2.05%	0.78%	1.52%	0.16%	0.69%	1.00%	1.58%	0.10%	0.21%	0.57%	1.46%	0.00%	0.97%	0.37%	1.77%	1.09%	0.63%	0.96%	0.76%	0.00%	0.00%	3.66%	0.00%	1.01%	0.46%	0.86%	0.00%	0.73%	1.16%	1.43%	1.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	762	44	28	13	46	20	35	37	43	22	8	10	34	21	30	9	4	14	43	0	4	32	9	6	28	35	7	34	28	10	11	0	4	8	2	20	10	5	3	4	20	12	9									
		3.11%	4.22%	3.20%	4.73%	4.67%	4.93%	2.02%	4.45%	4.47%	4.07%	3.98%	0.79%	5.36%	4.10%	4.57%	1.45%	1.38%	3.51%	4.53%	0.00%	0.84%	4.58%	6.57%	4.92%	2.73%	4.32%	2.47%	4.13%	4.42%	3.21%	4.17%	0.00%	1.44%	3.25%	1.02%	4.06%	2.31%	2.15%	1.57%	0.42%	2.90%	4.29%	5.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	355	22	19	7	19	14	18	15	12	12	3	12	13	12	14	7	1	8	20	0	0	11	1	1	15	12	2	30	10	2	0	0	0	2	1	8	4	2	1	5	7	10	3									
		1.45%	2.11%	2.17%	2.55%	1.93%	3.45%	1.04%	1.81%	1.25%	2.22%	1.49%	0.95%	2.05%	2.34%	2.13%	1.13%	0.35%	2.01%	2.11%	0.00%	0.00%	1.58%	0.73%	0.82%	1.46%	1.48%	0.71%	3.64%	1.58%	0.64%	0.00%	0.00%	0.00%	0.81%	0.51%	1.62%	0.92%	0.86%	0.52%	0.52%	1.01%	3.57%	1.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14671	533	362	105	438	224	1209	339	527	240	108	1053	248	233	280	504	185	271	451	944	406	301	39	70	583	405	139	374	325	197	167	448	210	165	158	326	321	146	137	740	525	152	83									
		59.86%	51.15%	41.37%	38.18%	44.42%	55.17%	69.76%	40.79%	54.72%	44.36%	53.73%	83.24%	39.12%	45.51%	42.68%	81.29%	64.01%	67.92%	47.47%	92.55%	85.29%	43.12%	28.47%	57.38%	56.82%	50.00%	49.12%	45.39%	51.26%	63.14%	63.26%	82.20%	75.54%	67.07%	80.61%	66.13%	74.13%	62.66%	71.73%	77.00%	76.09%	54.29%	46.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	110	10	5	5	6	1	8	6	2	10	1	4	3	2	5	1	3	0	11	1	0	0	0	0	1	1	1	8	2	1	1	0	3	1	0	2	0	0	0	3	0	2	0									
		0.45%	0.96%	0.57%	1.82%	0.61%	0.25%	0.46%	0.72%	0.21%	1.85%	0.50%	0.32%	0.47%	0.39%	0.76%	0.16%	1.04%	0.00%	1.16%	0.10%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.35%	0.97%	0.32%	0.32%	0.38%	0.00%	1.08%	0.41%	0.00%	0.41%	0.00%	0.00%	0.00%	0.31%	0.00%	0.71%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	1	0	1	0	2	1	3	0	0	0	1	1	1	1	1	0	4	0	2	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0									
		0.11%	0.10%	0.11%	0.00%	0.10%	0.00%	0.12%	0.12%	0.31%	0.00%	0.00%	0.00%	0.16%	0.20%	0.15%	0.16%	0.35%	0.00%	0.42%	0.00%	0.42%	0.29%	0.00%	0.00%	0.00%	0.12%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2539	127	148	55	145	38	11	162	124	86	24	26	147	74	114	50	37	43	128	24	22	68	8	6	67	109	21	142	88	56	20	5	15	27	19	47	30	26	13	83	56	31	17									
		10.36%	12.19%	16.91%	20.00%	14.71%	9.36%	0.63%	19.49%	12.88%	15.90%	11.94%	2.06%	23.19%	14.45%	17.38%	8.06%	12.80%	10.78%	13.47%	2.35%	4.62%	9.74%	5.84%	4.92%	6.53%	13.46%	7.42%	17.23%	13.88%	17.95%	7.58%	0.92%	5.40%	10.98%	9.69%	9.53%	6.93%	11.16%	6.81%	8.64%	8.12%	11.07%	9.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	53	1	1	0	7	1	3	3	3	3	0	2	2	2	2	1	0	0	5	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	2	0	0	1	4	2	1	0									
		0.22%	0.10%	0.11%	0.00%	0.71%	0.25%	0.17%	0.36%	0.31%	0.55%	0.00%	0.16%	0.32%	0.39%	0.30%	0.16%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.52%	0.42%	0.29%	0.36%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	112	9	8	3	4	1	9	3	11	2	0	5	3	5	7	1	0	0	8	0	0	1	0	0	3	3	1	4	5	0	0	0	1	1	0	1	3	2	0	4	4	0	0									
		0.46%	0.86%	0.91%	1.09%	0.41%	0.25%	0.52%	0.36%	1.14%	0.37%	0.00%	0.40%	0.47%	0.98%	1.07%	0.16%	0.00%	0.00%	0.84%	0.00%	0.00%	0.14%	0.00%	0.00%	0.29%	0.37%	0.35%	0.49%	0.79%	0.00%	0.00%	0.00%	0.36%	0.41%	0.00%	0.20%	0.69%	0.86%	0.00%	0.42%	0.58%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	1	0	2	1	1	0	2	1	0	1	0	0	2	0	0	0	2	0	0	0	1	0	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0									
		0.09%	0.10%	0.11%	0.00%	0.20%	0.25%	0.06%	0.00%	0.21%	0.18%	0.00%	0.08%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.73%	0.00%	0.10%	0.25%	0.35%	0.24%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	15	6	3	4	0	4	5	5	6	2	8	4	3	5	0	2	1	9	1	1	2	1	0	3	5	1	3	4	0	0	0	1	0	2	0	1	0	3	0	0	2	0									
		0.46%	1.44%	0.69%	1.09%	0.41%	0.00%	0.23%	0.60%	0.52%	1.11%	0.99%	0.63%	0.63%	0.59%	0.76%	0.00%	0.69%	0.25%	0.95%	0.10%	0.21%	0.29%	0.73%	0.00%	0.29%	0.62%	0.35%	0.36%	0.63%	0.00%	0.00%	0.00%	0.36%	0.00%	1.02%	0.00%	0.23%	0.00%	1.57%	0.00%	0.00%	0.71%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4354	199	250	53	259	87	254	209	167	127	39	107	117	118	137	29	47	45	179	38	33	245	74	35	280	205	97	155	127	37	41	82	36	28	13	73	51	42	23	60	41	59	56									
		17.76%	19.10%	28.57%	19.27%	26.27%	21.43%	14.66%	25.15%	17.34%	23.48%	19.40%	8.46%	18.45%	23.05%	20.88%	4.68%	16.26%	11.28%	18.84%	3.73%	6.93%	35.10%	54.01%	28.69%	27.29%	25.31%	34.28%	18.81%	20.03%	11.86%	15.53%	15.05%	12.95%	11.38%	6.63%	14.81%	11.78%	18.03%	12.04%	6.24%	5.94%	21.07%	31.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	17	10	2	5	2	8	4	7	7	5	14	17	3	3	1	0	3	12	2	2	7	0	1	8	5	3	1	2	0	0	0	2	1	0	0	2	0	2	7	1	2	1									
		0.69%	1.63%	1.14%	0.73%	0.51%	0.49%	0.46%	0.48%	0.73%	1.29%	2.49%	1.11%	2.68%	0.59%	0.46%	0.16%	0.00%	0.75%	1.26%	0.20%	0.42%	1.00%	0.00%	0.82%	0.78%	0.62%	1.06%	0.12%	0.32%	0.00%	0.00%	0.00%	0.72%	0.41%	0.00%	0.00%	0.46%	0.00%	1.05%	0.73%	0.14%	0.71%	0.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	704	33	18	15	24	4	158	19	19	16	8	16	20	27	28	9	7	4	40	7	4	11	1	2	23	17	4	42	17	6	0	5	5	3	1	9	3	5	5	40	22	1	6									
		2.87%	3.17%	2.06%	5.45%	2.43%	0.99%	9.12%	2.29%	1.97%	2.96%	3.98%	1.26%	3.15%	5.27%	4.27%	1.45%	2.42%	1.00%	4.21%	0.69%	0.84%	1.58%	0.73%	1.64%	2.24%	2.10%	1.41%	5.10%	2.68%	1.92%	0.00%	0.92%	1.80%	1.22%	0.51%	1.83%	0.69%	2.15%	2.62%	4.16%	3.19%	0.36%	3.35%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
