Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Кировская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2950	60	100	70	50	90	90	80	70	50	70	90	70	50	90	90	80	70	70	50	70	90	70	70	80	60	50	50	70	70	100	50	50	50	50	50	50	50	60	70	80	50	70	50	50	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2318	56	50	66	8	73	90	76	67	42	54	79	60	46	74	82	74	65	53	28	59	90	62	70	76	49	15	21	59	56	81	42	13	36	42	23	38	49	60	62	65	35	55	2	15	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2282	45	32	34	34	72	22	29	33	55	41	75	62	98	39	41	62	65	58	34	30	33	55	169	35	35	28	41	65	45	43	31	37	35	23	13	24	28	36	18	18	23	35	9	8	167	211	28	28					
14	Число погашенных неиспользованных открепительных удостоверений	632	4	50	4	42	17	0	4	3	8	16	11	10	4	16	8	6	5	17	22	11	0	8	0	4	11	35	29	11	14	19	8	37	14	8	27	12	1	0	8	15	15	15	48	35	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	375	14	6	3	1	3	18	7	4	4	10	34	12	19	5	11	8	6	5	2	11	16	16	2	15	12	2	9	0	15	8	7	2	10	12	4	8	8	0	19	1	10	1	3	12	0	0	0	0					
		0.57%	1.02%	0.28%	0.14%	0.30%	0.16%	0.94%	0.32%	0.21%	0.32%	0.67%	1.66%	0.71%	1.27%	0.29%	0.57%	0.55%	0.34%	0.36%	0.23%	0.86%	0.83%	1.03%	0.08%	0.77%	0.81%	0.45%	1.02%	0.00%	0.92%	0.51%	0.84%	0.46%	1.34%	1.07%	0.43%	0.49%	0.40%	0.00%	0.81%	0.05%	0.71%	0.06%	1.14%	1.95%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	308	10	5	0	2	3	2	2	7	5	5	20	23	13	6	5	5	15	8	4	13	14	7	3	22	15	1	4	0	18	10	3	6	5	6	5	4	7	0	3	1	9	4	3	3	0	0	1	1					
		0.46%	0.73%	0.23%	0.00%	0.60%	0.16%	0.10%	0.09%	0.36%	0.41%	0.33%	0.98%	1.36%	0.87%	0.35%	0.26%	0.35%	0.85%	0.57%	0.46%	1.02%	0.73%	0.45%	0.13%	1.13%	1.01%	0.23%	0.45%	0.00%	1.11%	0.64%	0.36%	1.38%	0.67%	0.54%	0.54%	0.25%	0.35%	0.00%	0.13%	0.05%	0.64%	0.26%	1.14%	0.49%	0.00%	0.00%	1.30%	2.00%					
20	3.Политическая партия «Демократическая партия России»	79	5	4	1	1	2	3	1	3	1	0	5	4	2	1	0	4	4	1	0	3	0	5	0	4	1	0	1	0	4	2	2	1	2	0	2	2	1	0	2	2	0	2	1	0	0	0	0	0					
		0.12%	0.36%	0.18%	0.05%	0.30%	0.11%	0.16%	0.05%	0.16%	0.08%	0.00%	0.24%	0.24%	0.13%	0.06%	0.00%	0.28%	0.23%	0.07%	0.00%	0.23%	0.00%	0.32%	0.00%	0.20%	0.07%	0.00%	0.11%	0.00%	0.25%	0.13%	0.24%	0.23%	0.27%	0.00%	0.21%	0.12%	0.05%	0.00%	0.09%	0.10%	0.00%	0.13%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3471	81	49	68	23	139	110	61	141	133	80	129	140	109	84	140	72	83	59	56	125	45	81	20	134	106	11	35	113	122	118	29	33	32	36	55	56	112	60	53	145	68	63	16	40	2	2	2	0					
		5.23%	5.91%	2.25%	3.07%	6.95%	7.46%	5.75%	2.80%	7.29%	10.80%	5.35%	6.30%	8.26%	7.30%	4.93%	7.24%	4.99%	4.71%	4.23%	6.44%	9.77%	2.34%	5.23%	0.84%	6.85%	7.16%	2.48%	3.96%	7.05%	7.51%	7.56%	3.48%	7.59%	4.29%	3.21%	5.89%	3.45%	5.66%	3.26%	2.26%	7.05%	4.85%	4.03%	6.08%	6.51%	1.20%	0.37%	2.60%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	434	11	8	20	3	2	18	8	6	18	8	13	12	16	16	25	8	26	14	2	13	7	10	3	18	15	0	11	13	16	14	5	3	2	2	5	5	4	16	6	7	3	14	3	5	0	0	0	0					
		0.65%	0.80%	0.37%	0.90%	0.91%	0.11%	0.94%	0.37%	0.31%	1.46%	0.54%	0.64%	0.71%	1.07%	0.94%	1.29%	0.55%	1.48%	1.00%	0.23%	1.02%	0.36%	0.65%	0.13%	0.92%	1.01%	0.00%	1.25%	0.81%	0.98%	0.90%	0.60%	0.69%	0.27%	0.18%	0.54%	0.31%	0.20%	0.87%	0.26%	0.34%	0.21%	0.89%	1.14%	0.81%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	100	1	4	1	1	3	4	1	2	4	2	2	2	1	1	3	2	4	2	2	5	2	6	1	6	4	0	2	0	5	2	2	1	1	5	3	1	3	0	2	0	1	2	3	1	0	0	0	0					
		0.15%	0.07%	0.18%	0.05%	0.30%	0.16%	0.21%	0.05%	0.10%	0.32%	0.13%	0.10%	0.12%	0.07%	0.06%	0.16%	0.14%	0.23%	0.14%	0.23%	0.39%	0.10%	0.39%	0.04%	0.31%	0.27%	0.00%	0.23%	0.00%	0.31%	0.13%	0.24%	0.23%	0.13%	0.45%	0.32%	0.06%	0.15%	0.00%	0.09%	0.00%	0.07%	0.13%	1.14%	0.16%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4449	63	157	143	17	137	215	142	137	85	93	122	127	86	116	137	136	130	50	63	96	101	97	232	116	79	25	76	112	91	68	68	34	58	90	54	65	107	153	118	162	90	121	18	38	3	14	1	6					
		6.71%	4.60%	7.21%	6.46%	5.14%	7.35%	11.24%	6.53%	7.08%	6.90%	6.22%	5.96%	7.49%	5.76%	6.81%	7.09%	9.42%	7.38%	3.59%	7.24%	7.51%	5.25%	6.27%	9.78%	5.93%	5.33%	5.64%	8.61%	6.99%	5.60%	4.36%	8.15%	7.82%	7.77%	8.04%	5.78%	4.00%	5.41%	8.32%	5.02%	7.87%	6.42%	7.73%	6.84%	6.19%	1.80%	2.62%	1.30%	12.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2587	55	15	107	16	29	2	53	130	16	40	158	77	108	65	91	81	139	35	36	94	28	78	12	107	66	13	52	118	88	136	57	55	23	76	15	48	27	53	15	17	61	49	6	31	3	3	0	3					
		3.90%	4.01%	0.69%	4.84%	4.83%	1.56%	0.10%	2.44%	6.72%	1.30%	2.68%	7.72%	4.54%	7.23%	3.81%	4.71%	5.61%	7.89%	2.51%	4.14%	7.35%	1.46%	5.04%	0.51%	5.47%	4.46%	2.93%	5.89%	7.37%	5.42%	8.72%	6.83%	12.64%	3.08%	6.79%	1.61%	2.95%	1.37%	2.88%	0.64%	0.83%	4.35%	3.13%	2.28%	5.05%	1.80%	0.56%	0.00%	6.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	212	5	6	4	2	2	10	5	2	6	7	12	7	6	3	9	6	5	1	2	4	6	9	1	11	6	2	8	0	4	7	5	0	2	5	5	5	4	0	6	4	9	2	0	4	0	3	0	0					
		0.32%	0.36%	0.28%	0.18%	0.60%	0.11%	0.52%	0.23%	0.10%	0.49%	0.47%	0.59%	0.41%	0.40%	0.18%	0.47%	0.42%	0.28%	0.07%	0.23%	0.31%	0.31%	0.58%	0.04%	0.56%	0.41%	0.45%	0.91%	0.00%	0.25%	0.45%	0.60%	0.00%	0.27%	0.45%	0.54%	0.31%	0.20%	0.00%	0.26%	0.19%	0.64%	0.13%	0.00%	0.65%	0.00%	0.56%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	53081	1090	1895	1848	256	1534	1510	1864	1492	935	1220	1477	1264	1096	1382	1498	1082	1307	1209	696	872	1668	1191	2075	1470	1085	385	676	1237	1159	1170	635	283	602	873	776	1414	1683	1508	2107	1712	1125	1292	207	463	154	509	57	38					
		80.05%	79.56%	86.97%	83.54%	77.34%	82.30%	78.97%	85.66%	77.11%	75.95%	81.66%	72.15%	74.57%	73.41%	81.10%	77.50%	74.98%	74.22%	86.73%	80.00%	68.18%	86.69%	76.94%	87.44%	75.19%	73.26%	86.91%	76.56%	77.22%	71.32%	75.00%	76.14%	65.06%	80.70%	77.95%	83.08%	87.02%	85.09%	82.00%	89.66%	83.19%	80.24%	82.56%	78.71%	75.41%	92.22%	95.14%	74.03%	76.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	570	14	9	3	2	3	20	19	9	12	19	41	10	21	9	6	19	22	8	5	27	23	20	2	24	35	4	7	0	35	16	8	8	4	12	2	6	12	24	14	7	12	5	0	8	0	2	0	2					
		0.86%	1.02%	0.41%	0.14%	0.60%	0.16%	1.05%	0.87%	0.47%	0.97%	1.27%	2.00%	0.59%	1.41%	0.53%	0.31%	1.32%	1.25%	0.57%	0.57%	2.11%	1.20%	1.29%	0.08%	1.23%	2.36%	0.90%	0.79%	0.00%	2.15%	1.03%	0.96%	1.84%	0.54%	1.07%	0.21%	0.37%	0.61%	1.31%	0.60%	0.34%	0.86%	0.32%	0.00%	1.30%	0.00%	0.37%	0.00%	4.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
