Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Кировская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136					
		7.60%	5.92%	10.43%	13.05%	4.00%	7.65%	5.81%	7.86%	6.25%	5.76%	9.05%	10.19%	5.88%	0.95%	6.47%	2.00%	7.26%	8.18%	4.38%	7.96%	2.23%	9.94%	8.56%	6.83%	10.39%	10.00%	6.68%	4.94%	9.12%	3.01%	9.96%	8.59%	7.84%	7.97%	9.02%	7.87%	4.22%	11.08%	11.87%	3.78%	7.44%	11.01%	8.30%	9.95%	10.42%	12.64%	21.91%	9.17%	4.44%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	317	11	10	12	2	15	5	9	15	11	6	3	5	7	4	15	2	6	3	1	2	20	15	30	6	9	2	0	9	0	10	7	1	2	8	3	6	4	17	1	9	3	2	1	3	1	3	1	0					
		0.60%	0.88%	0.61%	1.04%	0.67%	0.98%	0.32%	0.64%	0.88%	0.83%	0.54%	0.21%	0.40%	0.67%	0.27%	0.88%	0.15%	0.51%	0.32%	0.19%	0.19%	1.14%	0.94%	1.59%	0.62%	0.86%	0.40%	0.00%	0.75%	0.00%	0.79%	0.92%	0.27%	0.29%	0.75%	0.40%	0.55%	0.29%	1.03%	0.06%	0.52%	0.24%	0.18%	0.50%	0.53%	0.55%	0.84%	0.83%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7330	203	213	297	43	196	162	139	238	171	117	192	220	29	204	67	172	142	192	83	183	357	206	294	240	149	68	102	177	117	228	134	56	90	111	82	126	190	270	204	292	225	157	29	94	31	17	15	6					
		13.98%	16.24%	12.92%	25.67%	14.33%	12.82%	10.46%	9.84%	14.02%	12.96%	10.48%	13.68%	17.47%	2.76%	13.75%	3.95%	13.28%	11.97%	20.49%	15.37%	17.72%	20.40%	12.88%	15.57%	24.69%	14.19%	13.77%	11.99%	14.81%	8.00%	18.02%	17.70%	15.14%	13.04%	10.43%	10.93%	11.56%	13.67%	16.35%	12.23%	16.83%	17.83%	13.87%	14.43%	16.61%	17.03%	4.78%	12.50%	13.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	962	42	8	75	3	28	23	6	50	12	9	14	11	10	32	30	5	49	5	11	3	119	17	100	35	44	8	9	19	0	21	23	6	3	7	18	22	9	17	0	7	8	8	2	23	3	6	1	1					
		1.84%	3.36%	0.49%	6.48%	1.00%	1.83%	1.48%	0.42%	2.95%	0.91%	0.81%	0.99%	0.87%	0.95%	2.16%	1.77%	0.39%	4.13%	0.53%	2.04%	0.29%	6.80%	1.06%	5.30%	3.60%	4.19%	1.62%	1.06%	1.59%	0.00%	1.66%	3.04%	1.62%	0.43%	0.66%	2.40%	2.02%	0.65%	1.03%	0.00%	0.40%	0.63%	0.71%	0.99%	4.06%	1.65%	1.69%	0.83%	2.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34116	743	1104	411	201	1049	1161	976	1137	908	782	946	859	845	973	1434	871	795	591	332	676	745	1047	1069	376	602	333	570	702	1257	754	451	244	477	711	504	730	925	1005	1265	1101	858	760	136	314	72	215	69	30					
		65.08%	59.44%	66.95%	35.52%	67.00%	68.61%	74.95%	69.07%	67.00%	68.84%	70.07%	67.43%	68.23%	80.48%	65.57%	84.45%	67.26%	67.03%	63.07%	61.48%	65.44%	42.57%	65.44%	56.62%	38.68%	57.33%	67.41%	66.98%	58.74%	85.98%	59.60%	59.58%	65.95%	69.13%	66.82%	67.20%	66.97%	66.55%	60.87%	75.84%	63.46%	67.99%	67.14%	67.66%	55.48%	39.56%	60.39%	57.50%	66.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	290	3	8	14	0	14	12	6	18	2	6	7	4	2	3	16	4	9	3	7	1	23	5	24	8	9	8	0	8	0	5	1	1	1	4	6	10	4	14	0	5	3	3	1	3	2	2	1	0					
		0.55%	0.24%	0.49%	1.21%	0.00%	0.92%	0.77%	0.42%	1.06%	0.15%	0.54%	0.50%	0.32%	0.19%	0.20%	0.94%	0.31%	0.76%	0.32%	1.30%	0.10%	1.31%	0.31%	1.27%	0.82%	0.86%	1.62%	0.00%	0.67%	0.00%	0.40%	0.13%	0.27%	0.14%	0.38%	0.80%	0.92%	0.29%	0.85%	0.00%	0.29%	0.24%	0.27%	0.50%	0.53%	1.10%	0.56%	0.83%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
