Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Руднянская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423									
		0.27%	0.27%	0.00%	0.00%	0.83%	0.49%	0.00%	0.22%	0.72%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	1.08%	0.00%	0.57%	0.00%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	4	1	1	5	2	1	5	0	0	0	2	0	4	0	5	1	0	2	0	0	1	0	0									
		0.57%	1.09%	0.75%	0.26%	1.04%	0.49%	0.72%	1.10%	0.00%	0.00%	0.00%	0.53%	0.00%	0.92%	0.00%	1.15%	0.34%	0.00%	0.47%	0.00%	0.00%	0.57%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.62%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	8	1	8	6	5	3	3	0	0	1	4	0	2	0	4	0	1	2	0	1	2	0	0									
		0.85%	2.17%	0.75%	2.05%	1.25%	1.22%	2.16%	0.66%	0.00%	0.00%	1.27%	1.07%	0.00%	0.46%	0.00%	0.92%	0.00%	0.62%	0.47%	0.00%	0.48%	1.14%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1150	63	24	87	92	82	34	87	14	14	7	83	29	101	28	63	74	39	62	20	49	31	13	54									
		19.15%	17.12%	17.91%	22.31%	19.17%	20.00%	24.46%	19.16%	10.14%	15.38%	8.86%	22.13%	16.02%	23.22%	10.94%	14.52%	25.00%	24.07%	14.55%	21.51%	23.33%	17.71%	23.21%	24.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	1	1	2	3	2	3	1	4	1	2	6	0	1	0	2	1	0	5	0	1	1	0	2									
		0.65%	0.27%	0.75%	0.51%	0.63%	0.49%	2.16%	0.22%	2.90%	1.10%	2.53%	1.60%	0.00%	0.23%	0.00%	0.46%	0.34%	0.00%	1.17%	0.00%	0.48%	0.57%	0.00%	0.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	185	18	6	9	9	16	1	16	4	3	1	10	4	8	2	16	6	11	21	2	8	5	4	5									
		3.08%	4.89%	4.48%	2.31%	1.88%	3.90%	0.72%	3.52%	2.90%	3.30%	1.27%	2.67%	2.21%	1.84%	0.78%	3.69%	2.03%	6.79%	4.93%	2.15%	3.81%	2.86%	7.14%	2.24%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
