Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Тарасовская районная																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1165	УИК №1166	УИК №1167	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №2467	УИК №2568					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	456	16	9	7	18	22	6	13	0	11	4	10	12	5	23	5	11	18	6	2	53	1	8	20	14	10	0	7	27	5	13	0	6	7	7	8	11	5	0	13	2	8	0	1	2	0	1	0	15	0	1	13					
		2.85%	3.87%	4.15%	2.16%	4.46%	3.76%	4.84%	2.58%	0.00%	3.49%	3.28%	4.59%	4.04%	2.86%	11.00%	4.63%	4.31%	5.14%	3.09%	0.34%	5.71%	0.19%	1.25%	4.36%	2.95%	1.69%	0.00%	3.06%	5.13%	3.16%	4.26%	0.00%	2.22%	5.34%	2.01%	4.49%	4.14%	3.29%	0.00%	3.41%	2.15%	1.64%	0.00%	0.67%	0.80%	0.00%	0.87%	0.00%	2.80%	0.00%	1.43%	2.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	0	0	1	1	1	0	0	0	0	0	2	0	0	6	0	0	1	0	0	3	0	1	3	4	2	0	0	2	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0	2					
		0.23%	0.00%	0.00%	0.31%	0.25%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	2.87%	0.00%	0.00%	0.29%	0.00%	0.00%	0.32%	0.00%	0.16%	0.65%	0.84%	0.34%	0.00%	0.00%	0.38%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	1.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.19%	0.00%	0.00%	0.36%					
20	3.Политическая партия «Демократическая партия России»	14	0	0	0	1	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.09%	0.00%	0.00%	0.00%	0.25%	0.17%	0.00%	0.60%	0.00%	0.32%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.12%	0.00%	0.00%	0.00%	0.56%	0.38%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1588	57	19	53	41	78	20	38	39	74	10	17	31	7	25	3	16	30	15	76	108	69	27	36	41	116	48	12	51	9	15	7	34	10	36	13	38	7	8	24	8	52	10	3	20	11	9	13	35	20	4	45					
		9.92%	13.80%	8.76%	16.36%	10.15%	13.33%	16.13%	7.55%	12.54%	23.49%	8.20%	7.80%	10.44%	4.00%	11.96%	2.78%	6.27%	8.57%	7.73%	12.75%	11.64%	13.32%	4.23%	7.84%	8.65%	19.59%	11.46%	5.24%	9.70%	5.70%	4.92%	3.93%	12.59%	7.63%	10.34%	7.30%	14.29%	4.61%	5.97%	6.30%	8.60%	10.68%	5.03%	2.01%	8.03%	5.79%	7.83%	6.81%	6.54%	11.17%	5.71%	8.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	1	0	1	0	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1					
		0.13%	0.48%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.22%	0.19%	0.00%	0.22%	0.00%	0.84%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.18%					
23	6.Политическая партия «Партия социальной справедливости»	27	1	0	2	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1					
		0.17%	0.24%	0.00%	0.62%	0.00%	0.34%	0.00%	0.40%	0.32%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.44%	0.00%	0.51%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.26%	0.00%	0.21%	0.00%	0.67%	0.40%	0.00%	0.00%	0.52%	0.19%	0.56%	1.43%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	992	29	9	9	53	28	3	36	0	18	11	17	22	17	29	1	31	36	12	5	57	1	8	34	26	34	4	26	51	9	19	12	21	8	28	16	25	19	5	29	4	34	8	3	34	16	10	5	20	7	15	38					
		6.19%	7.02%	4.15%	2.78%	13.12%	4.79%	2.42%	7.16%	0.00%	5.71%	9.02%	7.80%	7.41%	9.71%	13.88%	0.93%	12.16%	10.29%	6.19%	0.84%	6.14%	0.19%	1.25%	7.41%	5.49%	5.74%	0.95%	11.35%	9.70%	5.70%	6.23%	6.74%	7.78%	6.11%	8.05%	8.99%	9.40%	12.50%	3.73%	7.61%	4.30%	6.98%	4.02%	2.01%	13.65%	8.42%	8.70%	2.62%	3.74%	3.91%	21.43%	6.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	751	21	5	8	10	28	4	15	16	23	1	12	8	8	9	9	5	15	9	50	66	34	8	46	37	44	0	11	40	10	15	7	7	2	18	6	5	2	9	15	2	23	10	3	9	3	2	9	17	9	3	23					
		4.69%	5.08%	2.30%	2.47%	2.48%	4.79%	3.23%	2.98%	5.14%	7.30%	0.82%	5.50%	2.69%	4.57%	4.31%	8.33%	1.96%	4.29%	4.64%	8.39%	7.11%	6.56%	1.25%	10.02%	7.81%	7.43%	0.00%	4.80%	7.60%	6.33%	4.92%	3.93%	2.59%	1.53%	5.17%	3.37%	1.88%	1.32%	6.72%	3.94%	2.15%	4.72%	5.03%	2.01%	3.61%	1.58%	1.74%	4.71%	3.18%	5.03%	4.29%	4.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	4	1	0	1	0	1	1	0	0	1	1	2	0	1	2	0	2	0	5	3	0	0	3	1	6	0	1	3	1	2	1	0	0	2	4	0	3	1	2	2	4	0	1	2	2	0	0	6	1	0	2					
		0.47%	0.97%	0.46%	0.00%	0.25%	0.00%	0.81%	0.20%	0.00%	0.00%	0.82%	0.46%	0.67%	0.00%	0.48%	1.85%	0.00%	0.57%	0.00%	0.84%	0.32%	0.00%	0.00%	0.65%	0.21%	1.01%	0.00%	0.44%	0.57%	0.63%	0.66%	0.56%	0.00%	0.00%	0.57%	2.25%	0.00%	1.97%	0.75%	0.52%	2.15%	0.82%	0.00%	0.67%	0.80%	1.05%	0.00%	0.00%	1.12%	0.56%	0.00%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11916	277	173	243	271	418	90	394	254	186	94	157	218	137	113	87	188	246	149	448	624	410	581	306	345	362	366	170	345	123	237	149	199	102	249	126	185	112	108	297	73	363	170	137	181	157	92	161	433	140	46	424					
		74.41%	67.07%	79.72%	75.00%	67.08%	71.45%	72.58%	78.33%	81.67%	59.05%	77.05%	72.02%	73.40%	78.29%	54.07%	80.56%	73.73%	70.29%	76.80%	75.17%	67.24%	79.15%	90.92%	66.67%	72.78%	61.15%	87.35%	74.24%	65.59%	77.85%	77.70%	83.71%	73.70%	77.86%	71.55%	70.79%	69.55%	73.68%	80.60%	77.95%	78.49%	74.54%	85.43%	91.95%	72.69%	82.63%	80.00%	84.29%	80.93%	78.21%	65.71%	76.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	53	2	0	0	0	2	0	1	0	0	0	1	1	0	0	1	0	0	1	1	6	0	6	3	5	4	0	0	2	1	2	0	0	0	6	0	0	0	1	0	2	1	0	0	0	0	1	0	2	0	0	1					
		0.33%	0.48%	0.00%	0.00%	0.00%	0.34%	0.00%	0.20%	0.00%	0.00%	0.00%	0.46%	0.34%	0.00%	0.00%	0.93%	0.00%	0.00%	0.52%	0.17%	0.65%	0.00%	0.94%	0.65%	1.05%	0.68%	0.00%	0.00%	0.38%	0.63%	0.66%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.00%	0.75%	0.00%	2.15%	0.21%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.37%	0.00%	0.00%	0.18%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
